timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.200531566427,[-3.12829688 -2.16302283],-0.200531566427,"[ 1.00011602  1.79149057 -0.23196626  1.17439954  0.80860761 -1.47826648
  0.08681792  0.30534988  0.60823033  1.76601778  0.        ]","[[-0.06171026  0.05459043  0.09386057 -0.17056375]
 [-0.00346185  0.00393936  0.          0.        ]]",[-0.34470683 -0.2287212 ],[-3.04309273 -1.70721424]
1,-0.189885991611,[-1.89836028 -1.73087713],-0.189885991611,"[ 0.99537986  1.79331417 -0.29268659  1.07184197  0.80860679 -1.47826359
 -0.33309777 -0.24240847  0.60182539  1.63773118  0.        ]","[[-0.10145389  0.01495602  0.09386057 -0.17056375]
 [-3.95773787 -3.95419381  0.          0.        ]]",[-0.34470683 -0.2287212 ],[-2.03051329 -0.86938572]
2,-0.157028504865,[-0.49626783  0.2692065 ],-0.157028504865,"[ 0.96781716  1.78641824 -0.47122076  0.76675003  0.80860597 -1.47826069
 -0.74471356 -0.77932507  0.53929132  1.26314029  0.        ]","[[-0.21949869 -0.10305507  0.09386057 -0.17056375]
 [-7.83385767 -7.83398612  0.          0.        ]]",[-0.34470683 -0.2287212 ],[-0.33138895  0.03632411]
3,-0.109045131078,[ 1.31551619  0.67857132],-0.109045131078,"[ 0.89069223  1.75302857 -0.72637996  0.39885054  0.80860514 -1.4782578
 -0.93679891 -0.61024201  0.35121676  0.78109435  0.        ]","[[-0.39432433 -0.24747616  0.09386057 -0.17056375]
 [-9.64270113 -6.61218735  0.          0.        ]]",[-0.34470683 -0.2287212 ],[ 0.82771409  0.05251461]
4,-0.0685535219111,[ 0.72981088 -0.86595952],-0.0685535219111,"[ 0.79063879  1.71233738 -0.93292773  0.14169716  0.80860432 -1.47825491
 -0.49657679 -0.22050211  0.12081216  0.44112718  0.        ]","[[-0.54558577 -0.35146328  0.09386057 -0.17056375]
 [-5.49721234 -3.79590976  0.          0.        ]]",[-0.34470683 -0.2287212 ],[ 0.85798913 -0.24077433]
5,-0.0411262111226,[ 0.38209648  0.95564001],-0.0411262111226,"[ 0.7261181   1.6549063  -1.03495026 -0.11880803  0.8086035  -1.47825202
 -0.17831674 -0.68476318 -0.07020072  0.25855869  0.        ]","[[-0.62546013 -0.46104106  0.09386057 -0.17056375]
 [-2.50021717 -7.15068431  0.          0.        ]]",[-0.34470683 -0.2287212 ],[ 1.14453554  0.40816149]
6,-0.0232186494097,[ 0.12509221 -0.3086364 ],-0.0232186494097,"[ 0.69601433  1.58746194 -1.07710984 -0.35251763  0.80860268 -1.47824913
 -0.01270201 -0.14159487 -0.20968517  0.16878875  0.        ]","[[-0.65981732 -0.56467441  0.09386057 -0.17056375]
 [-0.94065485 -3.22572903  0.          0.        ]]",[-0.34470683 -0.2287212 ],[ 0.76660383 -0.01387331]
7,-0.0123439841017,[ 0.46927476  1.14055469],-0.0123439841017,"[ 0.68366657  1.53020161 -1.09356258 -0.51487983  0.80860186 -1.47824623
  0.04186537 -0.30190229 -0.2995652   0.1282724   0.        ]","[[-0.67347475 -0.6408115   0.09386057 -0.17056375]
 [-0.42680426 -4.38411765  0.          0.        ]]",[-0.34470683 -0.2287212 ],[ 0.82998663  0.29600105]
8,-0.00904064196386,[ 0.48523187 -0.21817872],-0.00904064196386,"[ 0.69287336  1.4916785  -1.08133507 -0.61086769  0.80860104 -1.47824334
  0.23976877  0.25798302 -0.32862662  0.12663891  0.        ]","[[-0.66331283 -0.68790156  0.09386057 -0.17056375]
 [ 1.43681356 -0.33836754  0.          0.        ]]",[-0.34470683 -0.2287212 ],[ 0.0432218  -0.35544473]
9,-0.0164508566504,[-0.04842524  0.98342463],-0.0164508566504,"[ 0.7344999   1.47860292 -1.02264422 -0.64142682  0.80860022 -1.47824045
  0.44064223  0.13927029 -0.27342054  0.17379857  0.        ]","[[-0.61559773 -0.70327578  0.09386057 -0.17056375]
 [ 3.32840039 -1.19618837  0.          0.        ]]",[-0.34470683 -0.2287212 ],[-0.44194257 -0.33636129]
