timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[ 2.52220249 -1.01716495],[ 3.00206701  0.44779139],-0.266917302434,-0.266917302434,"[[ 0.04819939 -0.08784959 -0.03752785  0.10083231]
 [-0.00033976  0.0041307   0.          0.        ]]","[ 1.06715446  1.52132465 -0.01223994  1.06277326 -0.32815243  0.8687568
  0.03743646  0.29093737  2.03389457 -1.12704073  0.        ]",[-0.69721967 -0.58182693]
1,[ 2.08746052 -1.32753849],[ 1.62516356 -1.04075955],-0.263034896972,-0.263034896972,"[[ 0.08787632 -0.06999341 -0.03752785  0.10083231]
 [ 3.9548636   1.77558864  0.          0.        ]]","[ 1.0632864   1.52319524  0.04705911  1.10787407 -0.32815229  0.86875622
  0.53320614  0.56252469  2.031928   -1.00183402  0.        ]",[-0.69721967 -0.58182693]
2,[ 1.74564326 -1.21795511],[ 1.68972277 -1.89462064],-0.25321774347,-0.25321774347,"[[ 0.20589482 -0.07457723 -0.03752785  0.10083231]
 [ 7.83406821 -2.22064405  0.          0.        ]]","[ 1.03853492  1.522753    0.22185869  1.09628924 -0.32815216  0.86875565
  1.01944927 -0.05015002  2.00595044 -0.70825751  0.        ]",[-0.69721967 -0.58182693]
3,[ 1.5457927 -1.193681 ],[ 1.5726086  -2.25022608],-0.239027860604,-0.239027860604,"[[  0.40072754  -0.15829128  -0.03752785   0.10083231]
 [ 11.63654925  -6.13768876   0.           0.        ]]","[ 0.95523211  1.50981914  0.49997599  0.88567548 -0.32815202  0.86875508
  1.49607434 -0.65068407  1.92692409 -0.33599303  0.        ]",[-0.69721967 -0.58182693]
4,[ 1.20984912 -1.1444509 ],[ 1.29989008 -0.58587272],-0.219141558535,-0.219141558535,"[[  0.67085612  -0.31956657  -0.03752785   0.10083231]
 [ 15.36393243  -9.9769964    0.           0.        ]]","[ 0.75810912  1.45910431  0.84689134  0.48908182 -0.32815188  0.8687545
  1.96328419 -1.2392993   1.75821341  0.08538326  0.        ]",[-0.69721967 -0.58182693]
5,[-0.49755251 -0.92729193],[ 0.52673669 -1.34885538],-0.191272337209,-0.191272337209,"[[  1.01478941  -0.54040918  -0.03752785   0.10083231]
 [ 19.01731723 -12.1000904    0.           0.        ]]","[ 0.39179959  1.33689922  1.18802972 -0.0185099  -0.32815175  0.86875393
  2.42121546 -1.56479547  1.45523611  0.5136288   0.        ]",[-0.69721967 -0.58182693]
6,[-1.93401694 -0.24305242],[-2.7910022  -0.85331471],-0.156267228698,-0.156267228698,"[[  1.41229137  -0.81973141  -0.03752785   0.10083231]
 [ 20.72727677 -15.81963068   0.           0.        ]]","[-0.13862489  1.10401816  1.3949101  -0.56700615 -0.32815161  0.86875335
  2.63554394 -2.13504508  1.02876472  0.81805901  0.        ]",[-0.69721967 -0.58182693]
7,[-0.94924438  0.94135278],[-1.81910849  0.54027415],-0.122247017979,-0.122247017979,"[[  1.78304714  -1.16685593  -0.03752785   0.10083231]
 [ 16.36266769 -18.88271258   0.           0.        ]]","[-0.66696471  0.71911409  1.38006958 -1.04476243 -0.32815147  0.86875278
  2.08845524 -2.60464725  0.65386375  0.83206437  0.        ]",[-0.69721967 -0.58182693]
8,[-0.10523015  1.65968657],[ 0.27635349  1.57647223],-0.094815211712,-0.094815211712,"[[  2.06735233  -1.51927616  -0.03752785   0.10083231]
 [ 12.08195213 -16.36782216   0.           0.        ]]","[-1.04796754  0.26481153  1.23275789 -1.24531757 -0.32815133  0.86875221
  1.55188512 -2.21907813  0.4342562   0.63608424  0.        ]",[-0.69721967 -0.58182693]
9,[-1.18329668  1.60257483],[-2.19546617  1.32933849],-0.0706072200288,-0.0706072200288,"[[  2.31756556  -1.80364823  -0.03752785   0.10083231]
 [ 12.93661287 -12.08364116   0.           0.        ]]","[-1.33883205 -0.11061893  1.01501961 -1.18029814 -0.3281512   0.86875163
  1.65901054 -1.56225852  0.25447914  0.41961242  0.        ]",[-0.69721967 -0.58182693]
10,[-0.69441903  1.65190887],[-1.1229148   1.67473797],-0.051684298898,-0.051684298898,"[[ 2.53401716 -2.00318288 -0.03752785  0.10083231]
 [ 8.72249157 -7.88391957  0.          0.        ]]","[-1.54208283 -0.36106327  0.77081375 -1.01549178 -0.32815106  0.86875106
  1.13078936 -0.91838931  0.10672255  0.24074411  0.        ]",[-0.69721967 -0.58182693]
