timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[-0.09990565 -0.04688185],[ 0.03354817  0.67851481],-0.107253229516,-0.107253229516,"[[ 0.04864745  0.00583495  0.1591638   0.10544404]
 [-0.0013495   0.00296842  0.          0.        ]]","[ 1.07247662  1.17613463  0.11834628  0.02554966  1.36035206  0.93281905
  0.32463227  0.01517015  0.05532879 -0.62742091  0.        ]",[-0.00084989 -0.00970958]
1,[-0.10159549 -0.04326707],[ 0.96288777  1.09376741],-0.104305521182,-0.104305521182,"[[ 0.04994179  0.03284914  0.1591638   0.10544404]
 [ 0.130349    2.68949722  0.          0.        ]]","[ 1.0723434   1.17541911  0.12032259  0.06995999  1.36027648  0.93278505
  0.33630616  0.37481639  0.05397715 -0.60547641  0.        ]",[-0.00084989 -0.00970958]
2,[-0.10507232 -0.03707992],[-0.03833838 -0.08106437],-0.0870836906567,-0.0870836906567,"[[ 0.0907253   0.12581783  0.1591638   0.10544404]
 [ 3.93534869  6.59436255  0.          0.        ]]","[ 1.06833139  1.16604796  0.18258384  0.22229773  1.36020093  0.93275106
  0.67378295  0.8975509   0.03875161 -0.47935001  0.        ]",[-0.00084989 -0.00970958]
3,[-0.10679726 -0.03432262],[-0.5139316   0.47607857],-0.0593194201753,-0.0593194201753,"[[ 0.16713202  0.25317545  0.1591638   0.10544404]
 [ 3.7060917   6.14290243  0.          0.        ]]","[ 1.05469169  1.13566907  0.2985296   0.42783105  1.36012538  0.93271707
  0.65342993  0.83708344 -0.01032966 -0.28387183  0.        ]",[-0.00084989 -0.00970958]
4,[-0.10890285 -0.03032632],[-0.55848903  0.1637744 ],-0.0348305381726,-0.0348305381726,"[[ 0.22011414  0.39373476  0.1591638   0.10544404]
 [ 1.59914363  7.90714438  0.          0.        ]]","[ 1.04053819  1.07915191  0.37809429  0.64679047  1.36004984  0.93268308
  0.46653269  1.07322962 -0.08115605 -0.12334235  0.        ]",[-0.00084989 -0.00970958]
5,[-0.11016816 -0.02790016],[ 0.9893783  -0.51888392],-0.0166262224051,-0.0166262224051,"[[ 0.22961164  0.55682163  0.1591638   0.10544404]
 [-0.64194319  8.39989222  0.          0.        ]]","[ 1.03756459  0.98481175  0.39225715  0.88496334  1.35997432  0.93264909
  0.2677398   1.13914596 -0.15752306 -0.0187483   0.        ]",[-0.00084989 -0.00970958]
6,[-0.11106663 -0.02741914],[ 0.07417374 -0.0338035 ],-0.00995248946975,-0.00995248946975,"[[ 0.25618167  0.70252296  0.1591638   0.10544404]
 [ 3.285896    6.17765946  0.          0.        ]]","[ 1.0286769   0.87633427  0.43172327  1.07839928  1.35989881  0.93261511
  0.61613395  0.84161499 -0.25051277  0.08120758  0.        ]",[-0.00084989 -0.00970958]
7,[-0.11244714 -0.0251265 ],[ 0.5174192   0.09218062],-0.0329004549393,-0.0329004549393,"[[ 0.32419489  0.82350499  0.1591638   0.10544404]
 [ 3.51466913  5.92139696  0.          0.        ]]","[ 1.00170244  0.770601    0.53144844  1.22204643  1.35982332  0.93258113
  0.63640962  0.80728149 -0.37331289  0.19503777  0.        ]",[-0.00084989 -0.00970958]
8,[-0.11401387 -0.02263089],[-0.24655664 -1.22203981],-0.0614105633938,-0.0614105633938,"[[ 0.4143325   0.94441205  0.1591638   0.10544404]
 [ 5.49254127  6.16848275  0.          0.        ]]","[ 0.95664459  0.65238005  0.66006484  1.34797112  1.35974783  0.93254716
  0.81183052  0.84033275 -0.52854171  0.30106576  0.        ]",[-0.00084989 -0.00970958]
9,[-0.11394244 -0.02270144],[-0.09858333 -0.21912915],-0.0871305570629,-0.0871305570629,"[[ 0.51331991  1.0268308   0.1591638   0.10544404]
 [ 4.40973771  2.08699679  0.          0.        ]]","[ 0.8953331   0.56547112  0.79550262  1.42272685  1.35967236  0.93251319
  0.7157587   0.29390483 -0.67729763  0.37742706  0.        ]",[-0.00084989 -0.00970958]
10,[-0.11431554 -0.02191746],[ 0.78803871  0.46296583],-0.104920963055,-0.104920963055,"[[ 0.59672896  1.05945132  0.1591638   0.10544404]
 [ 3.93274489  1.17808591  0.          0.        ]]","[ 0.83447574  0.52980383  0.90395419  1.44964695  1.3595969   0.93247922
  0.6734273   0.17221592 -0.78261889  0.42310144  0.        ]",[-0.00084989 -0.00970958]
11,[-0.11573467 -0.01996699],[-0.3335987   0.18156739],-0.127448947989,-0.127448947989,"[[ 0.70588375  1.10116228  0.1591638   0.10544404]
 [ 6.97264872  2.98696641  0.          0.        ]]","[ 0.7428919   0.48324729  1.03673454  1.48186137  1.35952146  0.93244526
  0.94305447  0.41438489 -0.9237711   0.46392025  0.        ]",[-0.00084989 -0.00970958]
12,[-0.11650944 -0.01797336],[ 0.55381237  0.12707841],-0.153464971188,-0.153464971188,"[[ 0.83070896  1.1675238   0.1591638   0.10544404]
 [ 5.51472621  3.64699272  0.          0.        ]]","[ 0.62286877  0.40716529  1.17399677  1.52788187  1.35944602  0.9324113
  0.81369937  0.50274037 -1.09901146  0.47835202  0.        ]",[-0.00084989 -0.00970958]
13,[-0.11733548 -0.01704254],[ 0.79102395 -0.07992029],-0.179507678745,-0.179507678745,"[[ 0.96189728  1.24478093  0.1591638   0.10544404]
 [ 7.59720129  4.07727417  0.          0.        ]]","[ 0.48111232  0.31586451  1.29925156  1.57306623  1.3593706   0.93237735
  0.99839304  0.56033519 -1.28307682  0.45517484  0.        ]",[-0.00084989 -0.00970958]
14,[-0.11795176 -0.01663586],[-0.06292502  0.62767009],-0.210717163857,-0.210717163857,"[[  1.14374331   1.3223313    0.1591638    0.10544404]
 [ 10.57750008   3.67906106   0.           0.        ]]","[ 0.26268166  0.22178744  1.43679963  1.60906953  1.3592952   0.9323434
  1.26270603  0.50700644 -1.50598957  0.38243382  0.        ]",[-0.00084989 -0.00970958]
15,[-0.11814021 -0.0155688 ],[-0.37331641  0.3668275 ],-0.241981101229,-0.241981101229,"[[  1.35069462   1.42011409   0.1591638    0.10544404]
 [ 10.11921586   6.09118216   0.           0.        ]]","[-0.00847646  0.10057324  1.53724472  1.64081241  1.3592198   0.93230945
  1.22199361  0.82994015 -1.72872802  0.23082631  0.        ]",[-0.00084989 -0.00970958]
16,[-0.11791437 -0.01471664],[-0.42227403 -0.27661226],-0.265573044345,-0.265573044345,"[[ 1.53625175  1.55530038  0.1591638   0.10544404]
 [ 8.44209004  7.42302088  0.          0.        ]]","[-0.26292369 -0.06974842  1.57315248  1.65912362  1.35914442  0.9322755
  1.07317704  1.00822269 -1.88658131  0.01379388  0.        ]",[-0.00084989 -0.00970958]
17,[-0.11758666 -0.0143225 ],[ 0.42446224  0.60316974],-0.27948962604,-0.27948962604,"[[ 1.68665863  1.69129746  0.1591638   0.10544404]
 [ 6.60464856  6.18083725  0.          0.        ]]","[-0.47078138 -0.24144599  1.56369849  1.64727983  1.35906905  0.93224156
  0.91015252  0.84187666 -1.96069834 -0.2023481   0.        ]",[-0.00084989 -0.00970958]
18,[-0.11702751 -0.0153862 ],[-0.80248259 -1.43211609],-0.287438243961,-0.287438243961,"[[ 1.8342991   1.83764478  0.1591638   0.10544404]
 [ 8.15432605  8.44633825  0.          0.        ]]","[-0.67132397 -0.42298335  1.52103139  1.6009029   1.35899369  0.93220763
  1.04757589  1.14515848 -1.97546138 -0.42383694  0.        ]",[-0.00084989 -0.00970958]
19,[-0.11646236 -0.01547579],[ 0.16154795 -0.37967774],-0.289755211923,-0.289755211923,"[[ 1.96390797  1.96516735  0.1591638   0.10544404]
 [ 4.8175228   4.31968719  0.          0.        ]]","[-0.84103981 -0.57548189  1.45702348  1.53279441  1.35891834  0.93217369
  0.75155805  0.59261899 -1.94449422 -0.60341874  0.        ]",[-0.00084989 -0.00970958]
20,[-0.11643105 -0.01595066],[-0.36169835 -0.54452653],-0.290414098873,-0.290414098873,"[[ 2.06572104  2.03561782  0.1591638   0.10544404]
 [ 5.36195128  2.7306533   0.          0.        ]]","[-0.96824323 -0.65648938  1.39003385  1.48447404  1.35884301  0.93213977
  0.79982706  0.37984956 -1.91164704 -0.71543546  0.        ]",[-0.00084989 -0.00970958]
21,[-0.11663026 -0.01560176],[-0.19449089  0.67970041],-0.291552165879,-0.291552165879,"[[ 2.1575327   2.0680558   0.1591638   0.10544404]
 [ 3.82431082  0.52051814  0.          0.        ]]","[-1.07713437 -0.69285475  1.31764372  1.45971273  1.35876769  0.93210584
  0.66340819  0.08392072 -1.88823254 -0.79579556  0.        ]",[-0.00084989 -0.00970958]
22,[-0.11602993 -0.01609617],[ 0.80946592 -0.08825149],-0.290804289333,-0.290804289333,"[[ 2.22553374  2.10536588  0.1591638   0.10544404]
 [ 2.9786281   3.20155729  0.          0.        ]]","[-1.1536533  -0.73389588  1.2570591   1.4293726   1.35869238  0.93207192
  0.58837354  0.44289647 -1.85752979 -0.8556081   0.        ]",[-0.00084989 -0.00970958]
23,[-0.11557902 -0.0173398 ],[-0.40302656  2.252066  ],-0.287968176168,-0.287968176168,"[[ 2.31666571  2.16525261  0.1591638   0.10544404]
 [ 6.1241063   2.78848116  0.          0.        ]]","[-1.25003635 -0.79788214  1.16715258  1.37663529  1.35861708  0.932038
  0.86737809  0.38757681 -1.80295864 -0.9292887   0.        ]",[-0.00084989 -0.00970958]
24,[-0.11437605 -0.01839191],[-0.39460163 -0.59232779],-0.280792130945,-0.280792130945,"[[ 2.42192476  2.26019585  0.1591638   0.10544404]
 [ 4.40755308  6.6928379   0.          0.        ]]","[-1.35160432 -0.89403862  1.05176974  1.28316042  1.3585418   0.93200409
  0.71508154  0.91034721 -1.71403688 -0.99975641  0.        ]",[-0.00084989 -0.00970958]
25,[-0.11386684 -0.01976578],[ 0.86112624 -0.7528383 ],-0.270433553808,-0.270433553808,"[[ 2.4935305   2.36919121  0.1591638   0.10544404]
 [ 2.75846156  4.21495769  0.          0.        ]]","[-1.41414257 -0.99543617  0.96680517  1.16184459  1.35846653  0.93197018
  0.56877451  0.57853691 -1.62005638 -1.02927594  0.        ]",[-0.00084989 -0.00970958]
26,[-0.11373872 -0.02093365],[-2.42235465 -1.07504652],-0.264379647942,-0.264379647942,"[[ 2.58235756  2.42274358  0.1591638   0.10544404]
 [ 6.1130576   1.15048318  0.          0.        ]]","[-1.48383527 -1.04136152  0.85489348  1.09713466  1.35839127  0.93193627
  0.86633809  0.16818631 -1.55715716 -1.05548445  0.        ]",[-0.00084989 -0.00970958]
27,[-0.11470151 -0.01941166],[ 0.25147605  0.30686985],-0.265147806243,-0.265147806243,"[[ 2.66368424  2.40579653  0.1591638   0.10544404]
 [ 2.03320132 -2.83189791  0.          0.        ]]","[-1.53952342 -1.02706286  0.74679756  1.1178933   1.35831603  0.93190237
  0.50439158 -0.36507488 -1.54058225 -1.08800967  0.        ]",[-0.00084989 -0.00970958]
28,[-0.11477619 -0.01918251],[ 1.65616576  0.29086828],-0.268998398969,-0.268998398969,"[[ 2.71393286  2.36191208  0.1591638   0.10544404]
 [ 2.98847212 -1.5607869   0.          0.        ]]","[-1.56984641 -0.98886307  0.67763098  1.17023343  1.35824079  0.93186847
  0.58912181 -0.19485723 -1.54997618 -1.11692675  0.        ]",[-0.00084989 -0.00970958]
29,[-0.11426208 -0.02032346],[ 0.42663233  0.96244143],-0.269215120245,-0.269215120245,"[[ 2.81282824  2.34256063  0.1591638   0.10544404]
 [ 6.88806831 -0.37832161  0.          0.        ]]","[-1.62026524 -0.9714434   0.53701383  1.1925798   1.35816557  0.93183457
  0.93503997 -0.03651034 -1.52288876 -1.15589657  0.        ]",[-0.00084989 -0.00970958]
30,[-0.11302273 -0.02164297],[-0.88556239  0.67523149],-0.261979665393,-0.261979665393,"[[ 2.96616713  2.37330305  0.1591638   0.10544404]
 [ 8.44069194  3.43982874  0.          0.        ]]","[-1.67303635 -0.99886255  0.30996144  1.15673497  1.35809036  0.93180068
  1.07273624  0.47478405 -1.43945109 -1.18653673  0.        ]",[-0.00084989 -0.00970958]
31,[-0.11213986 -0.0225611 ],[ 0.17670738  0.9585074 ],-0.247147665094,-0.247147665094,"[[ 3.09813172  2.46824069  0.1591638   0.10544404]
 [ 4.76800146  6.04526952  0.          0.        ]]","[-1.69284692 -1.07807443  0.109337    1.03950192  1.35801517  0.93176679
  0.74689138  0.82366871 -1.33532363 -1.1614242   0.        ]",[-0.00084989 -0.00970958]
32,[-0.11022655 -0.02544774],[-0.40507762  0.45518483],-0.226380814651,-0.226380814651,"[[ 3.19956725  2.62602408  0.1591638   0.10544404]
 [ 5.37357797  9.72082117  0.          0.        ]]","[-1.69170127 -1.18972126 -0.04584503  0.82483884  1.35793999  0.9317329
  0.80058991  1.31581893 -1.23808001 -1.06960797  0.        ]",[-0.00084989 -0.00970958]
33,[-0.1089033  -0.02818259],[ 0.52944709  1.03199953],-0.202977276615,-0.202977276615,"[[  3.28988472   2.83659222   0.1591638    0.10544404]
 [  3.66383626  11.33063031   0.           0.        ]]","[-1.67871064 -1.29573419 -0.18329942  0.50802223  1.35786482  0.93169902
  0.6488901   1.53129755 -1.17109566 -0.91732672  0.        ]",[-0.00084989 -0.00970958]
