timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.45215583391,[ 0.63789714 -3.18417902],-0.45215583391,"[ 1.02752335  1.98382342 -0.24923471  0.58518704 -1.70350756  1.52667908
  0.13402238  0.31535839  2.85269534 -1.67832451  0.        ]","[[-0.08063202 -0.08219217 -0.19615628  0.17641215]
 [-0.00134238 -0.00239038  0.          0.        ]]",[-0.23930165 -0.09979913],[ 0.25579953 -2.34629202]
1,-0.451642087746,[ 0.26497432 -2.50213277],-0.451642087746,"[ 1.02999484  1.97835847 -0.21074222  0.47649431 -1.70350118  1.52667419
  0.36457202 -0.21152406  2.85190499 -1.66993655  0.        ]","[[-0.05532468 -0.12197717 -0.19615628  0.17641215]
 [ 2.52366377 -3.96290619  0.          0.        ]]",[-0.23930165 -0.09979913],[ 0.26107034 -2.18780088]
2,-0.45068830687,[ 0.08791428 -0.82753804],-0.45068830687,"[ 1.03217511  1.94972014 -0.11854262  0.15734811 -1.70349479  1.52666931
  0.45585882 -0.7278953   2.84288283 -1.67135812  0.        ]","[[  5.17982738e-03  -2.40179764e-01  -1.96156283e-01   1.76412150e-01]
 [  3.52345059e+00  -7.84441329e+00   0.00000000e+00   0.00000000e+00]]",[-0.23930165 -0.09979913],[ 0.22602278 -2.08491659]
3,-0.449333641593,[ 0.0077095 -2.6703289],-0.449333641593,"[ 1.02776664  1.86673917 -0.00695957 -0.33022408 -1.70348841  1.52666443
  0.48135433 -1.14315743  2.81188146 -1.71331243  0.        ]","[[  0.07845068  -0.42838701  -0.19615628   0.17641215]
 [  3.80268563 -10.96590528   0.           0.        ]]",[-0.23930165 -0.09979913],[ 0.15524581 -2.04007769]
4,-0.446040570627,[-0.79458304 -3.84332794],-0.446040570627,"[ 1.01514601  1.68455544  0.10751795 -0.9274865  -1.70348203  1.52665954
  0.47737708 -1.64102298  2.73838514 -1.80547238  0.        ]","[[  0.15406802  -0.68525424  -0.19615628   0.17641215]
 [  3.75913265 -14.70834252   0.           0.        ]]",[-0.23930165 -0.09979913],[ 0.03312732 -2.01590109]
5,-0.438944382127,[ 0.41376533  0.16162534],-0.438944382127,"[ 1.00436509  1.35126319  0.17191411 -1.5241585  -1.70347564  1.52665466
  0.18358485 -2.128895    2.57768116 -1.98473211  0.        ]","[[  0.19696967  -1.01621657  -0.19615628   0.17641215]
 [  0.54150382 -18.37570693   0.           0.        ]]",[-0.23930165 -0.09979913],[-0.0853622  -1.93782461]
6,-0.423650809677,[-0.48705332 -2.56227673],-0.423650809677,"[ 0.99620328  0.90620647  0.21236879 -1.88259335 -1.70346926  1.52664978
  0.3319776  -1.99540341  2.33688903 -2.13715728  0.        ]","[[  0.22410509  -1.37366378  -0.19615628   0.17641215]
 [  2.16671288 -17.37233393   0.           0.        ]]",[-0.23930165 -0.09979913],[-0.25457346 -1.92164457]
7,-0.397964559501,[-0.20504876 -1.22619129],-0.397964559501,"[ 0.98827893  0.39300957  0.24729059 -1.88810769 -1.70346288  1.52664489
  0.15199305 -2.47634063  2.03245956 -2.19962676  0.        ]","[[  0.24766428  -1.75738364  -0.19615628   0.17641215]
 [  0.19551594 -20.9876353    0.           0.        ]]",[-0.23930165 -0.09979913],[-0.36824858 -1.69943106]
8,-0.356543907279,[ 0.01582565 -1.71522245],-0.356543907279,"[ 0.98977688 -0.16304118  0.24094866 -1.38912127 -1.70345649  1.52664001
  0.07736963 -2.94778028  1.64578738 -2.12941252  0.        ]","[[  0.243376    -2.21269438  -0.19615628   0.17641215]
 [ -0.62176135 -24.53164017   0.           0.        ]]",[-0.23930165 -0.09979913],[-0.41221398 -1.39802253]
9,-0.299719125469,[-0.80839734 -2.27424139],-0.299719125469,"[ 0.99373737 -0.59502016  0.22360749 -0.26745949 -1.70345011  1.52663513
  0.08404191 -3.40987782  1.28818072 -1.82231169  0.        ]","[[  0.23167302  -2.73818208  -0.19615628   0.17641215]
 [ -0.54868558 -28.00555098   0.           0.        ]]",[-0.23930165 -0.09979913],[-0.34972662 -0.86967611]
10,-0.253390833128,[-0.19809926 -1.34472465],-0.253390833128,"[ 1.00663799 -0.70241844  0.15952807  0.89420266 -1.70344373  1.52663024
 -0.20717259 -0.62626813  1.13509349 -1.41850223  0.        ]","[[ 0.1886928  -3.17200795 -0.19615628  0.17641215]
 [-3.73807249 -7.08087279  0.          0.        ]]",[-0.23930165 -0.09979913],[-0.38149101 -0.76364708]
11,-0.253715589339,[ 0.9015467  -1.60000457],-0.253715589339,"[ 1.02397663 -0.70208055  0.03608737  0.91436335 -1.70343735  1.52662536
 -0.2719893   0.72378976  1.13818064 -1.4189671   0.        ]","[[ 0.10681046 -3.17935344 -0.19615628  0.17641215]
 [-4.44794838  3.06765528  0.          0.        ]]",[-0.23930165 -0.09979913],[-0.37467951 -1.13113236]
12,-0.259311416785,[-0.49011367 -0.51334524],-0.259311416785,"[ 1.03003455 -0.70238292 -0.04332029  0.72493931 -1.70343096  1.52662048
  0.06197348  0.7437541   1.14282241 -1.48486388  0.        ]","[[ 0.05454924 -3.11036949 -0.19615628  0.17641215]
 [-0.79038987  3.2177375   0.          0.        ]]",[-0.23930165 -0.09979913],[-0.40020388 -1.2024287 ]
13,-0.263387578927,[-0.36882941 -1.76537317],-0.263387578927,"[ 1.0319013  -0.69834593 -0.09682548  0.58153247 -1.70342458  1.5266156
 -0.11378601  0.58037611  1.14530644 -1.53311643  0.        ]","[[ 0.01942814 -3.05806257 -0.19615628  0.17641215]
 [-2.71530582  1.98961549  0.          0.        ]]",[-0.23930165 -0.09979913],[-0.39083117 -1.2064712 ]
14,-0.264855862024,[ 0.93590669 -2.07921733],-0.264855862024,"[ 1.03044435 -0.69453783 -0.20110328  0.50249105 -1.7034182   1.52661071
 -0.24221859  0.44788185  1.14169248 -1.55534182  0.        ]","[[-0.04899083 -3.02914369 -0.19615628  0.17641215]
 [-4.12189851  0.99364826  0.          0.        ]]",[-0.23930165 -0.09979913],[-0.37056506 -1.19606805]
15,-0.265288168676,[ 0.25993611  0.40014072],-0.265288168676,"[ 1.02589274 -0.69230022 -0.26867893  0.46444909 -1.70341182  1.52660583
  0.10357383  0.37718875  1.13793579 -1.56480194  0.        ]","[[-0.09343154 -3.01519316 -0.19615628  0.17641215]
 [-0.33479215  0.46224551  0.          0.        ]]",[-0.23930165 -0.09979913],[-0.38132203 -1.18747973]
16,-0.267407377492,[-0.68940325 -0.91150273],-0.267407377492,"[ 1.02637727 -0.68763128 -0.26306553  0.39631358 -1.70340543  1.52660095
  0.19815559  0.58674894  1.13937051 -1.58920154  0.        ]","[[-0.08973428 -2.99014289 -0.19615628  0.17641215]
 [ 0.70106478  2.03753118  0.          0.        ]]",[-0.23930165 -0.09979913],[-0.39273018 -1.26817572]
17,-0.267504676025,[-0.35844378 -1.50049358],-0.267504676025,"[ 1.02450301 -0.68677991 -0.28356015  0.38509637 -1.70339905  1.52659607
 -0.05235515  0.10123666  1.13788953 -1.59198301  0.        ]","[[-0.10324022 -2.9860102  -0.19615628  0.17641215]
 [-2.04251455 -1.61209876  0.          0.        ]]",[-0.23930165 -0.09979913],[-0.37052447 -1.13800371]
18,-0.263131696183,[-0.22478869 -1.67648512],-0.263131696183,"[ 1.01425626 -0.69423092 -0.36621003  0.49706142 -1.70339267  1.52659118
 -0.17824282  0.22536589  1.13202848 -1.54472005  0.        ]","[[-0.15792441 -3.02715461 -0.19615628  0.17641215]
 [-3.42122949 -0.67900958  0.          0.        ]]",[-0.23930165 -0.09979913],[-0.34432882 -1.12966824]
19,-0.262154988173,[-0.63920813 -1.04891606],-0.262154988173,"[ 0.99274482 -0.69405022 -0.4808331   0.49388609 -1.70338629  1.5265863
 -0.25331869  0.37199902  1.12555535 -1.53981781  0.        ]","[[-0.23459852 -3.02599098 -0.19615628  0.17641215]
 [-4.24345726  0.4232432   0.          0.        ]]",[-0.23930165 -0.09979913],[-0.31777513 -1.16069627]
