timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[-2.13268661 -3.81969428],[-2.63462604 -3.43524371],-0.185384992494,-0.185384992494,"[[-0.05439639 -0.01021514  0.03948511 -0.08616566]
 [ 0.00417921  0.00210024  0.          0.        ]]","[ 1.08291037  1.4565256  -0.15617069  1.33332674  0.33643848 -0.74159934
  0.02813252  0.28947334  1.35009697  1.05200618  0.        ]",[-0.83574122 -0.70743018]
1,[-1.50794649 -3.30813885],[-0.94674212 -3.56321231],-0.179618113828,-0.179618113828,"[[-0.0939887  -0.04988595  0.03948511 -0.08616566]
 [-3.9502509  -3.95599448  0.          0.        ]]","[ 1.0787252   1.45492712 -0.21512424  1.23192124  0.33643836 -0.74159898
 -0.49541909 -0.34293304  1.33790856  0.8880161   0.        ]",[-0.83574122 -0.70743018]
2,[-0.11045179 -2.65452743],[-0.0970296  -2.16685978],-0.16247163023,-0.16247163023,"[[-0.20977174 -0.16793347  0.03948511 -0.08616566]
 [-7.61587755 -7.83582699  0.          0.        ]]","[ 1.05375988  1.4377428  -0.38592823  0.93198048  0.33643824 -0.74159861
 -0.9807339  -0.96283474  1.25291843  0.41688129  0.        ]",[-0.83574122 -0.70743018]
3,[ 1.06583869 -1.69434547],[ 0.89782046 -1.79859831],-0.137984639442,-0.137984639442,"[[ -0.3644167   -0.36281987   0.03948511  -0.08616566]
 [ -7.8479189  -11.64012629   0.           0.        ]]","[ 0.99138043  1.36936116 -0.60717537  0.45177236  0.33643812 -0.74159825
 -1.01145467 -1.57066695  1.00456008 -0.19920456  0.        ]",[-0.83574122 -0.70743018]
4,[ 1.61946249 -0.69248909],[ 1.44686735 -1.46719208],-0.113857685369,-0.113857685369,"[[ -0.48417367  -0.63305091   0.03948511  -0.08616566]
 [ -4.14018557 -15.37053228   0.           0.        ]]","[ 0.92112254  1.19694603 -0.770045   -0.1535692   0.336438   -0.74159788
 -0.52056426 -2.16669035  0.6094095  -0.67586133  0.        ]",[-0.83574122 -0.70743018]
5,[ 1.53172839  0.07869838],[ 0.43198044  0.61062353],-0.0916866010781,-0.0916866010781,"[[ -0.52645918  -0.9771494    0.03948511  -0.08616566]
 [ -0.10184276 -19.02709687   0.           0.        ]]","[ 0.89193617  0.86619751 -0.82529079 -0.76045437  0.33643788 -0.74159751
  0.01409752 -2.75091145  0.17402758 -0.86535984  0.        ]",[-0.83574122 -0.70743018]
6,[ 1.22563779  0.72435969],[ 0.51819697  0.91682738],-0.0711863315794,-0.0711863315794,"[[ -0.51134574  -1.32965767   0.03948511  -0.08616566]
 [  1.60764154 -16.23301949   0.           0.        ]]","[ 0.90262299  0.43664159 -0.80569353 -1.12402532  0.33643776 -0.74159715
  0.24042697 -2.30448329 -0.19164699 -0.79960722  0.        ]",[-0.83574122 -0.70743018]
7,[ 0.54341817  1.03526556],[ 0.56991727  1.45467338],-0.0545933244941,-0.0545933244941,"[[ -0.45895156  -1.61467383   0.03948511  -0.08616566]
 [  3.62524611 -12.28173542   0.           0.        ]]","[ 0.93745842  0.05787907 -0.73649288 -1.1955591   0.33643764 -0.74159678
  0.50755039 -1.67316597 -0.40704011 -0.61420254  0.        ]",[-0.83574122 -0.70743018]
8,[-0.46369854  0.75294775],[-1.03152535  0.27788382],-0.0405944287477,-0.0405944287477,"[[-0.3645424  -1.81814344  0.03948511 -0.08616566]
 [ 5.80852692 -8.07920019  0.          0.        ]]","[ 0.9913138  -0.21140703 -0.60734876 -1.12018397  0.33643752 -0.74159642
  0.7966086  -1.00170684 -0.47203971 -0.41927714  0.        ]",[-0.83574122 -0.70743018]
9,[ 0.89714527  1.08982491],[ 1.36272616  1.25813651],-0.0305419594992,-0.0305419594992,"[[-0.28923899 -1.96707761  0.03948511 -0.08616566]
 [ 1.73531312 -6.81846256  0.          0.        ]]","[ 1.02578339 -0.40054955 -0.50088334 -0.99982206  0.33643741 -0.74159605
  0.2573294  -0.80027254 -0.51298646 -0.26296043  0.        ]",[-0.83574122 -0.70743018]
10,[-1.09524322  0.32460684],[-1.56191221 -0.46117882],-0.0230155988095,-0.0230155988095,"[[-0.21516558 -2.06236737  0.03948511 -0.08616566]
 [ 5.65902418 -2.72412706  0.          0.        ]]","[ 1.05213329 -0.51581214 -0.39379852 -0.89519442  0.33643729 -0.74159569
  0.77681463 -0.1461015  -0.51245191 -0.15025634  0.        ]",[-0.83574122 -0.70743018]
11,[ 0.45126545  1.03087628],[ 0.35033146  0.26479034],-0.0167241340699,-0.0167241340699,"[[-0.14282329 -2.13462704  0.03948511 -0.08616566]
 [ 1.58872437 -4.49596318  0.          0.        ]]","[ 1.07049405 -0.59944599 -0.28752416 -0.80215746  0.33643717 -0.74159532
  0.23792102 -0.42919591 -0.4992461  -0.05780402  0.        ]",[-0.83574122 -0.70743018]
12,[-0.08477426  1.01641154],[-0.06552474  1.92961265],-0.0149123386931,-0.0149123386931,"[[-0.09745065 -2.21313421  0.03948511 -0.08616566]
 [ 2.94404171 -3.35853819  0.          0.        ]]","[ 1.0782465  -0.68606081 -0.22026662 -0.68830692  0.33643705 -0.74159495
  0.41736022 -0.24746405 -0.52150929  0.03212746  0.        ]",[-0.83574122 -0.70743018]
13,[-0.47176591  0.16864856],[-0.42981432  0.40280009],-0.0114297759377,-0.0114297759377,"[[-0.04175835 -2.2399096   0.03948511 -0.08616566]
 [ 2.62624306  0.66757986  0.          0.        ]]","[ 1.08376802 -0.71449624 -0.13731749 -0.64655487  0.33643693 -0.74159459
  0.37528462  0.39580794 -0.49340249  0.07693426  0.        ]",[-0.83574122 -0.70743018]
14,[-0.138993   -0.32361633],[-0.0816756  -0.82746968],-0.00621299082815,-0.00621299082815,"[[-0.00682737 -2.21068742  0.03948511 -0.08616566]
 [ 0.87269642  2.2493647   0.          0.        ]]","[ 1.08497708 -0.68343261 -0.08517565 -0.69204892  0.33643681 -0.74159422
  0.14312091  0.64853705 -0.43674372  0.06473016  0.        ]",[-0.83574122 -0.70743018]
15,[ 0.17075211  0.41629285],[ 0.15488803 -0.56125988],-0.0043384171682,-0.0043384171682,"[[ 0.00721059 -2.19902034  0.03948511 -0.08616566]
 [ 0.53223985 -1.07158986  0.          0.        ]]","[ 1.08497249 -0.67083782 -0.06421395 -0.7097252   0.33643669 -0.74159386
  0.09804556  0.11793198 -0.41359122  0.06118887  0.        ]",[-0.83574122 -0.70743018]
16,[ 0.06915745  0.96344763],[-0.10731621  0.60450601],-0.00595399311953,-0.00595399311953,"[[ 0.02390244 -2.24253716  0.03948511 -0.08616566]
 [ 1.13493376 -3.27275412  0.          0.        ]]","[ 1.0846015  -0.71725399 -0.03929252 -0.64237869  0.33643657 -0.74159349
  0.1778402  -0.23375876 -0.43800281  0.10563154  0.        ]",[-0.83574122 -0.70743018]
17,[ 0.01770112  0.62510794],[-0.26509923  0.65804152],-0.00895659047519,-0.00895659047519,"[[ 0.04211239 -2.28332624  0.03948511 -0.08616566]
 [ 0.68755596 -0.81434874  0.          0.        ]]","[ 1.08374386 -0.7593287  -0.0121161  -0.57580971  0.33643645 -0.74159312
  0.11860879  0.1590328  -0.4585704   0.14909239  0.        ]",[-0.83574122 -0.70743018]
18,[ 0.13679488  0.0018221 ],[ 0.22618746 -0.10899779],-0.00769388855728,-0.00769388855728,"[[ 0.0451967  -2.27330857  0.03948511 -0.08616566]
 [-0.37558397  1.8073785   0.          0.        ]]","[ 1.08355118 -0.74912716 -0.00751491 -0.59246113  0.33643633 -0.74159276
 -0.02214752  0.57791903 -0.44717512  0.1415539   0.        ]",[-0.83574122 -0.70743018]
19,[-0.12889835 -0.0402505 ],[-0.0737446   0.68321278],-0.00420496898241,-0.00420496898241,"[[ 0.04674356 -2.24185056  0.03948511 -0.08616566]
 [ 0.52726014  1.33997945  0.          0.        ]]","[ 1.08344907 -0.71653257 -0.00520753 -0.64347027  0.33643621 -0.74159239
  0.09738615  0.50324013 -0.41768185  0.11532736  0.        ]",[-0.83574122 -0.70743018]
20,[-0.28469864 -0.92281908],[-0.188839    0.00747025],-0.00217734041841,-0.00217734041841,"[[ 0.05425375 -2.18817446  0.03948511 -0.08616566]
 [ 0.22475497  4.01870399  0.          0.        ]]","[ 1.08290777 -0.65903183  0.00599258 -0.72590376  0.33643609 -0.74159203
  0.05733539  0.93123299 -0.36141615  0.07614117  0.        ]",[-0.83574122 -0.70743018]
21,[-0.10064289 -1.19192183],[-0.16962208 -1.06816291],-0.0107752704169,-0.0107752704169,"[[ 0.05120349 -2.10830149  0.03948511 -0.08616566]
 [-0.52726843  3.96876115  0.          0.        ]]","[ 1.08313625 -0.56938323  0.00144417 -0.83738281  0.33643598 -0.74159166
 -0.04223018  0.92325282 -0.28696745  0.01714171  0.        ]",[-0.83574122 -0.70743018]
22,[ 0.43430245 -0.31408238],[  4.63878562e-01   3.46230733e-04],-0.01420280261,-0.01420280261,"[[ 0.03402851 -2.069442    0.03948511 -0.08616566]
 [-1.1880149  -0.06935345  0.          0.        ]]","[ 1.08417883 -0.52414933 -0.02417841 -0.8865942   0.33643586 -0.7415913
 -0.12971097  0.27806261 -0.26466607 -0.01937715  0.        ]",[-0.83574122 -0.70743018]
23,[-0.11057466 -0.35179573],[-0.09150372 -0.43170095],-0.0138413514606,-0.0138413514606,"[[ 0.02892753 -2.07080279  0.03948511 -0.08616566]
 [ 0.67172049 -0.06673359  0.          0.        ]]","[ 1.084407   -0.52574986 -0.03179157 -0.88492727  0.33643574 -0.74159093
  0.1165124   0.2784811  -0.27097428 -0.0218346   0.        ]",[-0.83574122 -0.70743018]
24,[ 0.10617101  0.10836317],[-0.07306055  0.93618798],-0.0122589465244,-0.0122589465244,"[[ 0.03859553 -2.08927448  0.03948511 -0.08616566]
 [ 0.29632707 -1.77474427  0.          0.        ]]","[ 1.08394092 -0.54735976 -0.01736329 -0.86189641  0.33643562 -0.74159056
  0.06681139  0.00558338 -0.28003531 -0.00350553  0.        ]",[-0.83574122 -0.70743018]
25,[-0.10268053 -0.77731735],[-0.50532573 -0.72590337],-0.0126109745662,-0.0126109745662,"[[  4.15591298e-02  -2.08722392e+00   3.94851145e-02  -8.61656643e-02]
 [  1.01665058e-03   1.96732873e+00   0.00000000e+00   0.00000000e+00]]","[ 1.08377085 -0.54497162 -0.01294149 -0.86449009  0.3364355  -0.7415902
  0.02771314  0.6034737  -0.27520251 -0.00293544  0.        ]",[-0.83574122 -0.70743018]
26,[ 0.74746203 -0.03827177],[ 1.08862023 -0.43282707],-0.0128976781868,-0.0128976781868,"[[ 0.02151157 -2.07710536  0.03948511 -0.08616566]
 [-1.99910731 -0.94576082  0.          0.        ]]","[ 1.08467141 -0.5331476  -0.04286175 -0.87715349  0.33643538 -0.74158983
 -0.23709745  0.138034   -0.28436722 -0.02244716  0.        ]",[-0.83574122 -0.70743018]
27,[-0.25271097  0.38079095],[-0.11787327  0.4863236 ],-0.00915290074857,-0.00915290074857,"[[ 0.02164362 -2.11303053  0.03948511 -0.08616566]
 [ 1.99900307 -2.64110132  0.          0.        ]]","[ 1.08466659 -0.57481735 -0.0426646  -0.83116306  0.33643526 -0.74158947
  0.29224095 -0.13283952 -0.31944356  0.00237591  0.        ]",[-0.83574122 -0.70743018]
28,[-0.37007371  0.00859566],[-1.02172912  0.36613622],-0.00690898226794,-0.00690898226794,"[[ 0.05654414 -2.14600694  0.03948511 -0.08616566]
 [ 1.49273615 -0.66313272  0.          0.        ]]","[ 1.08272093 -0.61228257  0.00940754 -0.78645766  0.33643514 -0.7415891
  0.22521255  0.18319108 -0.31895995  0.04637407  0.        ]",[-0.83574122 -0.70743018]
29,[ 0.72555292 -0.19645922],[ 1.21269009  0.8575557 ],-0.00659642946969,-0.00659642946969,"[[ 0.04638451 -2.14458991  0.03948511 -0.08616566]
 [-2.49540968  0.79996154  0.          0.        ]]","[ 1.0834654  -0.61068838 -0.00574301 -0.78842661  0.33643502 -0.74158874
 -0.30280688  0.41695741 -0.32687609  0.03943452  0.        ]",[-0.83574122 -0.70743018]
