timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.206897633165,[ 3.6002662  -0.20435283],-0.206897633165,"[ 1.00080547  1.88706913 -0.01319448  1.09103741  0.79827252  1.68566785
  0.10432382  0.31112752  0.59363849 -1.51622155  0.        ]","[[ 0.08679878  0.05747193  0.09194184  0.19543789]
 [-0.00409197 -0.00298137  0.          0.        ]]",[-0.29950461 -0.16600132],[ 3.01317382  0.2087211 ]
1,-0.200307251774,[ 1.61416466 -0.41333369],-0.200307251774,"[ 0.99466183  1.88764617  0.04727132  1.0692708   0.79827157  1.68566313
  0.49909086  0.20116305  0.58550873 -1.44641869  0.        ]","[[ 0.12641143  0.04927896  0.09194184  0.19543789]
 [ 3.95218287 -0.81360957  0.          0.        ]]",[-0.29950461 -0.16600132],[ 2.59674263  0.08390889]
2,-0.18112759454,[ 2.45585616 -0.20995862],-0.18112759454,"[ 0.96299208  1.88907312  0.22515633  0.98273553  0.79827062  1.68565842
  0.8860802  -0.0188709   0.55030062 -1.24923161  0.        ]","[[ 0.24436758  0.01673234  0.09194184  0.19543789]
 [ 7.83051609 -2.4356413   0.          0.        ]]",[-0.29950461 -0.16600132],[ 1.84308505 -0.06051116]
3,-0.148729251653,[ 2.98605836 -1.01946335],-0.148729251653,"[ 0.86802545  1.88819403  0.50640979  0.83222957  0.79826966  1.6856537
  1.26538199 -0.12530408  0.45458392 -0.93871998  0.        ]","[[  0.43911748  -0.0398527    0.09194184   0.19543789]
 [ 11.63181828  -3.22023846   0.           0.        ]]",[-0.29950461 -0.16600132],[ 0.69157207 -0.33331147]
4,-0.104835570468,[-0.62796487 -2.14402927],-0.104835570468,"[ 0.65494243  1.87555757  0.85344983  0.55814292  0.79826871  1.68564898
  1.63730416 -0.65397278  0.26120196 -0.56998488  0.        ]","[[  0.7091515   -0.14335966   0.09194184   0.19543789]
 [ 15.35918518  -7.11744257   0.           0.        ]]",[-0.29950461 -0.16600132],[-0.63277507 -0.29054707]
5,-0.0664170180936,[-1.29097902 -0.63867618],-0.0664170180936,"[ 0.35054574  1.81980268  1.13584919  0.0912503   0.79826776  1.68564427
  1.35927121 -1.17181823  0.03406926 -0.31109865  0.        ]","[[  0.98837882  -0.32401004   0.09194184   0.19543789]
 [ 12.57282438 -10.93486897   0.           0.        ]]",[-0.29950461 -0.16600132],[-0.55935377  0.20529559]
6,-0.0500260555239,[-0.50444884 -0.15453531],-0.0500260555239,"[ 0.08019929  1.68120334  1.28331143 -0.48816398  0.79826681  1.68563955
  0.93981354 -1.48526492 -0.10304155 -0.24700765  0.        ]","[[  1.19765886  -0.5658908    0.09194184   0.19543789]
 [  8.36911623 -13.24553626   0.           0.        ]]",[-0.29950461 -0.16600132],[ 0.06935677  0.79519057]
7,-0.0517903537308,[ 0.74467445  1.36602583],-0.0517903537308,"[-0.12245464  1.45111173  1.3494149  -1.03262492  0.79826586  1.68563484
  0.72416872 -1.5325755  -0.15842929 -0.31398144  0.        ]","[[  1.34335838  -0.83430081   0.09194184   0.19543789]
 [  6.20797518 -13.59432458   0.           0.        ]]",[-0.29950461 -0.16600132],[ 0.42293471  1.14575601]
8,-0.0520043352597,[-1.2251415   0.97219945],-0.0520043352597,"[-0.34191858  1.20274292  1.38463728 -1.38741347  0.7982649   1.68563012
  1.0058     -0.95901833 -0.2522814  -0.36391473  0.        ]","[[ 1.49583521 -1.0637659   0.09194184  0.19543789]
 [ 9.03044122 -9.36622276  0.          0.        ]]",[-0.29950461 -0.16600132],[-0.40365285  0.86238098]
9,-0.0503889924224,[ 0.06719868  0.53972523],-0.0503889924224,"[-0.54448027  1.0250944   1.3857882  -1.55137916  0.79826395  1.6856254
  0.5930588  -0.41149233 -0.36566663 -0.37051124  0.        ]","[[ 1.63494278 -1.2105931   0.09194184  0.19543789]
 [ 4.89403888 -5.33000877  0.          0.        ]]",[-0.29950461 -0.16600132],[-0.03955573  0.74965644]
