timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[-0.41927055 -1.7435627 ],[-0.95333743 -1.26042682],-0.415722827236,-0.415722827236,"[[-0.00729224  0.04372191 -0.18874251  0.12113384]
 [-0.00252049 -0.00225032  0.          0.        ]]","[ 1.08243928  1.78463757  0.02504852  0.65504519 -1.64696221  1.04014262
  0.22501505  0.27050653  2.55423831 -0.84241797  0.        ]",[-0.02085667 -0.10755084]
1,[-0.30710593 -1.67176378],[-0.20867886 -1.10206927],-0.419267736133,-0.419267736133,"[[-0.04516515  0.00396422 -0.18874251  0.12113384]
 [-3.77222348 -3.96033187  0.          0.        ]]","[ 1.08105393  1.78583206 -0.03250007  0.56016405 -1.64694895  1.04013792
 -0.08182865 -0.25400621  2.55336398 -0.93766512  0.        ]",[-0.02085667 -0.10755084]
2,[-0.18108785 -1.61612582],[-1.44964581 -0.63102223],-0.426019947328,-0.426019947328,"[[-0.12812856 -0.11418063 -0.18874251  0.12113384]
 [-4.52163941 -7.84121852  0.          0.        ]]","[ 1.0710741   1.77750828 -0.15810635  0.27870995 -1.64693569  1.04013323
 -0.14282895 -0.76828829  2.52657598 -1.17063772  0.        ]",[-0.02085667 -0.10755084]
3,[ 0.03819875 -1.54779339],[-1.18323237 -2.84949679],-0.430641469648,-0.430641469648,"[[ -0.25734707  -0.29450133  -0.18874251   0.12113384]
 [ -8.38740267 -10.18304439   0.           0.        ]]","[ 1.03669528  1.73081571 -0.35076448 -0.14224047 -1.64692243  1.04012853
 -0.45749203 -1.07861601  2.41789847 -1.5104592   0.        ]",[-0.02085667 -0.10755084]
4,[ 0.16512865 -1.43779528],[-0.42691029  0.28738115],-0.425194815618,-0.425194815618,"[[ -0.46311383  -0.53585157  -0.18874251   0.12113384]
 [-12.17683968 -13.93943765   0.           0.        ]]","[ 0.93607014  1.60675313 -0.64296482 -0.66818498 -1.64690917  1.04012384
 -0.76594142 -1.57639156  2.12945659 -1.9284266   0.        ]",[-0.02085667 -0.10755084]
5,[ 0.2735883  -1.35682678],[-0.36938009  0.32084958],-0.400900652937,-0.400900652937,"[[ -0.72119777  -0.80044521  -0.18874251   0.12113384]
 [-13.62679547 -12.52461043   0.           0.        ]]","[ 0.73643047  1.39796096 -0.96758565 -1.16257106 -1.64689591  1.04011914
 -0.8839614  -1.38889411  1.65206768 -2.22784309  0.        ]",[-0.02085667 -0.10755084]
6,[ 0.33906427 -1.24529231],[ 0.6810812  -2.20323218],-0.359464082285,-0.359464082285,"[[ -1.00571299  -1.03569256  -0.18874251   0.12113384]
 [-14.82077484 -11.00515748   0.           0.        ]]","[ 0.43689868  1.1597798  -1.24767968 -1.50286827 -1.64688266  1.04011444
 -0.98114471 -1.18753501  1.11654405 -2.27885594  0.        ]",[-0.02085667 -0.10755084]
7,[ 0.30410782 -1.02364314],[ 0.29146936  0.33974247],-0.303941286703,-0.303941286703,"[[ -1.27215656  -1.29333806  -0.18874251   0.12113384]
 [-11.8336316  -14.74693338   0.           0.        ]]","[ 0.10159998  0.8582932  -1.4167007  -1.74525597 -1.6468694   1.04010975
 -0.73799485 -1.68336839  0.65308328 -2.07006348  0.        ]",[-0.02085667 -0.10755084]
8,[ 0.22897872 -0.92613137],[ 2.25693183 -0.05790837],-0.244899952617,-0.244899952617,"[[ -1.49493309  -1.5718476   -0.18874251   0.12113384]
 [-10.44851695 -13.10948102   0.           0.        ]]","[-0.20196272  0.50706097 -1.47960328 -1.83653928 -1.64685614  1.04010505
 -0.62524733 -1.46636963  0.37924502 -1.70225336  0.        ]",[-0.02085667 -0.10755084]
9,[ 0.14422268 -0.82199568],[ 0.21409167 -0.70447265],-0.197916336645,-0.197916336645,"[[ -1.66213737  -1.83373652  -0.18874251   0.12113384]
 [ -6.28561051 -13.079522     0.           0.        ]]","[-0.43405677  0.17638691 -1.47762837 -1.75447459 -1.64684289  1.04010036
 -0.28639375 -1.46238964  0.3083126  -1.34258995  0.        ]",[-0.02085667 -0.10755084]
