timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.403069823982,[-2.96002224 -4.46472026],-0.403069823982,"[ 1.00373705  1.87420746 -0.21955274  1.19583419 -1.46337535 -1.20724143
  0.10206264  0.31119923  2.79648223  1.43706665  0.        ]","[[-0.04778043  0.09372765 -0.16859172 -0.13867654]
 [-0.00459014  0.00079697  0.          0.        ]]",[-0.3053295  -0.17435297],[-3.09625864 -2.20877266]
1,-0.398666509384,[-2.79606024 -3.14862466],-0.398666509384,"[ 0.99981257  1.87810869 -0.28043963  1.09083865 -1.46337206 -1.20723931
 -0.29519911 -0.22684702  2.79466305  1.31558856  0.        ]","[[-0.08754645  0.05403099 -0.16859172 -0.13867654]
 [-3.95884731 -3.95727693  0.          0.        ]]",[-0.3053295  -0.17435297],[-2.66592026 -1.91350019]
2,-0.382986821512,[-3.07656512 -1.57991896],-0.382986821512,"[ 0.97466286  1.87731497 -0.4595945   0.77785928 -1.46336877 -1.20723719
 -0.68460639 -0.75424408  2.74726034  0.95890649  0.        ]","[[-0.20561308 -0.0640412  -0.16859172 -0.13867654]
 [-7.8349251  -7.83701374  0.          0.        ]]",[-0.3053295  -0.17435297],[-2.08593464 -1.68898475]
3,-0.349123549019,[-1.50025721 -0.22303603],-0.349123549019,"[ 0.88996334  1.83558463 -0.74452084  0.26846647 -1.46336548 -1.20723507
 -1.06633729 -1.27119464  2.53799918  0.41706249  0.        ]","[[ -0.40043402  -0.25893733  -0.16859172  -0.13867654]
 [-11.63460169 -11.63991225   0.           0.        ]]",[-0.3053295  -0.17435297],[-1.21566141 -1.44196498]
4,-0.291034251045,[-0.7744329  -1.67966947],-0.291034251045,"[ 0.68948408  1.71788959 -1.09992039 -0.31995209 -1.4633622  -1.20723295
 -1.44070309 -1.35968609  2.05334752 -0.12813693  0.        ]","[[ -0.6705126   -0.49826764  -0.16859172  -0.13867654]
 [-15.36098348 -12.29090897   0.           0.        ]]",[-0.3053295  -0.17435297],[-0.24807221 -1.16833019]
5,-0.205598320483,[ 1.76418411 -0.32193397],-0.205598320483,"[ 0.32792956  1.49324029 -1.44216981 -0.92027144 -1.46335891 -1.20723083
 -1.71802446 -1.86462582  1.28492503 -0.40088755  0.        ]","[[ -1.00542556  -0.78135601  -0.16859172  -0.13867654]
 [-18.12142637 -16.00548168   0.           0.        ]]",[-0.3053295  -0.17435297],[ 0.91837037 -0.13692856]
6,-0.113207806434,[ 1.5969575   0.03366953],-0.113207806434,"[-0.09815539  1.1381511  -1.63470374 -1.42934241 -1.46335562 -1.20722871
 -1.28476069 -1.99487931  0.53371949 -0.17574998  0.        ]","[[ -1.32458463  -1.11108008  -0.16859172  -0.13867654]
 [-13.80883435 -16.9637298    0.           0.        ]]",[-0.3053295  -0.17435297],[ 1.57119215  0.58355987]
7,-0.0652882979306,[ 1.80243969  0.56152605],-0.0652882979306,"[-0.43564618  0.71290318 -1.68086401 -1.68396309 -1.46335234 -1.20722658
 -0.86005305 -1.93115353  0.1269623   0.33373705  0.        ]","[[ -1.55834784  -1.44565154  -0.16859172  -0.13867654]
 [ -9.58139267 -16.49498493   0.           0.        ]]",[-0.3053295  -0.17435297],[ 1.85615611  0.8295505 ]
8,-0.089412407986,[ 1.92944614  0.7063028 ],-0.089412407986,"[-0.65395857  0.30877919 -1.66647294 -1.66224027 -1.46334905 -1.20722446
 -0.44364529 -1.58457554  0.03845504  0.81475552  0.        ]","[[ -1.7083923   -1.74997085  -0.16859172  -0.13867654]
 [ -5.43656026 -13.94543973   0.           0.        ]]",[-0.3053295  -0.17435297],[ 1.79509807  0.91374421]
9,-0.12140849629,[ 1.98659193  0.3919948 ],-0.12140849629,"[-0.75164293 -0.0061587  -1.64866584 -1.46627004 -1.46334576 -1.20722234
 -0.03532003 -1.16692772  0.11524618  1.12034839  0.        ]","[[ -1.77634675  -1.99805358  -0.16859172  -0.13867654]
 [ -1.37217814 -10.8730567    0.           0.        ]]",[-0.3053295  -0.17435297],[ 1.5513351   0.95338356]
