timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[ 0.1311595  -1.08584273],[ 0.8113396  -1.34211726],-0.159236613635,-0.159236613635,"[[ 0.09990179  0.00437089  0.04987897  0.01321543]
 [-0.00414448  0.00160952  0.          0.        ]]","[ 1.07510286  1.75777272  0.19092858  0.54685591  0.4111787   0.10508219
  0.23263407  0.26431165  0.87824982  0.13625683  0.        ]",[-0.02532529 -0.09892741]
1,[ 0.04792811 -1.08353567],[-0.67971362 -1.10103217],-0.159088333156,-0.159088333156,"[[ 0.13203764 -0.03533761  0.04987897  0.01321543]
 [ 3.20703301 -3.95925475  0.          0.        ]]","[ 1.06993381  1.75697475  0.23948989  0.45383474  0.41117759  0.10508195
  0.49595401 -0.25994644  0.8762498   0.15439941  0.        ]",[-0.02532529 -0.09892741]
2,[ 0.09738073 -1.0779779 ],[ 0.02978231 -0.75478254],-0.158776807911,-0.158776807911,"[[ 0.16857874 -0.15345334  0.04987897  0.01321543]
 [ 0.45622117 -7.83939168  0.          0.        ]]","[ 1.06233009  1.74281452  0.29445403  0.17848039  0.41117649  0.1050817
  0.27038227 -0.77351838  0.87592602  0.11339211  0.        ]",[-0.02532529 -0.09892741]
3,[ 0.1443388  -1.09017277],[ 1.97597063 -1.263343  ],-0.157656164331,-0.157656164331,"[[  0.17880498  -0.33867026   0.04987897   0.01321543]
 [  0.56601059 -10.67285688   0.           0.        ]]","[ 1.05987059  1.68553012  0.30977763 -0.241812    0.41117539  0.10508146
  0.27938451 -1.14854996  0.86506897 -0.02616925  0.        ]",[-0.02532529 -0.09892741]
4,[ 0.09469125 -1.07956755],[ 0.26312082 -1.47404259],-0.153249513608,-0.153249513608,"[[  2.29717086e-01  -5.89749761e-01   4.98789734e-02   1.32154263e-02]
 [  4.51206615e+00  -1.44225675e+01   0.00000000e+00   0.00000000e+00]]","[ 1.04552517  1.54299601  0.38561773 -0.76645763  0.41117428  0.10508122
  0.60296702 -1.64484762  0.81876133 -0.15107023  0.        ]",[-0.02532529 -0.09892741]
5,[ 0.09592823 -1.0007391 ],[ 0.65881139 -2.9862633 ],-0.142632740174,-0.142632740174,"[[  3.29517179e-01  -9.15066644e-01   4.98789734e-02   1.32154263e-02]
 [  5.46470917e+00  -1.80968576e+01   0.00000000e+00   0.00000000e+00]]","[ 1.00728508  1.26162228  0.53149824 -1.3204569   0.41117318  0.10508097
  0.68108347 -2.1311476   0.7215744  -0.24668244  0.        ]",[-0.02532529 -0.09892741]
6,[ 0.04710988 -0.8658818 ],[ 0.21231871 -0.69510839],-0.123284277688,-0.123284277688,"[[  4.63886173e-01  -1.31314242e+00   4.98789734e-02   1.32154263e-02]
 [  7.96386832e+00  -2.16986542e+01   0.00000000e+00   0.00000000e+00]]","[ 0.93523495  0.81044518  0.71991237 -1.72903324  0.41117207  0.10508073
  0.8860164  -2.60782889  0.55386229 -0.3189726   0.        ]",[-0.02532529 -0.09892741]
7,[ 0.02682268 -0.64138544],[-1.65321772 -0.47749797],-0.0940539941559,-0.0940539941559,"[[  6.30011437e-01  -1.77041891e+00   4.98789734e-02   1.32154263e-02]
 [  8.64633994e+00  -2.40212331e+01   0.00000000e+00   0.00000000e+00]]","[ 0.81538269  0.23445688  0.9355382  -1.75982964  0.41117097  0.10508048
  0.94197653 -2.91517403  0.30859977 -0.34361382  0.        ]",[-0.02532529 -0.09892741]
8,[ 0.00565729 -0.35665014],[ 0.38724911 -0.50800109],-0.0616921538816,-0.0616921538816,"[[  7.61499107e-01  -2.26503583e+00   4.98789734e-02   1.32154263e-02]
 [  4.51591102e+00  -2.54358545e+01   0.00000000e+00   0.00000000e+00]]","[ 0.69842157 -0.32677244  1.08897547 -1.26404209  0.41116987  0.10508024
  0.60327009 -3.10232962 -0.0165446  -0.34127979  0.        ]",[-0.02532529 -0.09892741]
9,[-0.08702777 -0.16430971],[-0.49132022  0.5691064 ],-0.0463974239867,-0.0463974239867,"[[  8.66290842e-01  -2.78888157e+00   4.98789734e-02   1.32154263e-02]
 [  5.95860259e+00  -2.69436806e+01   0.00000000e+00   0.00000000e+00]]","[ 0.59267235 -0.7063954   1.19839813 -0.27272824  0.41116876  0.10508
  0.72157173 -3.30180276 -0.38319131 -0.23621198  0.        ]",[-0.02532529 -0.09892741]
10,[ 0.00977476 -0.17325874],[ 0.84406913  0.17822933],-0.0628877140402,-0.0628877140402,"[[ 0.9647655  -3.17503747  0.04987897  0.01321543]
 [ 3.89612119 -5.67524142  0.          0.        ]]","[ 0.48428176 -0.78393644  1.28965164  0.61498861  0.41116766  0.10507975
  0.55244148 -0.48695067 -0.64122591 -0.06507242  0.        ]",[-0.02532529 -0.09892741]
11,[ 0.01112296 -0.267391  ],[-1.42043745 -0.84338656],-0.0612530521351,-0.0612530521351,"[[ 1.07545006 -3.17002771  0.04987897  0.01321543]
 [ 7.16132099  3.21165477  0.          0.        ]]","[ 0.35335764 -0.78413054  1.37771685  0.6032545   0.41116656  0.10507951
  0.82019324  0.6892184  -0.62433856 -0.08210922  0.        ]",[-0.02532529 -0.09892741]
12,[ 0.02780314 -0.30046552],[-1.27227249 -0.44644613],-0.0552585762955,-0.0552585762955,"[[ 1.17752924 -3.10229533  0.04987897  0.01321543]
 [ 3.06023869  3.05855002  0.          0.        ]]","[ 0.2254127  -0.7836601   1.44443359  0.44458877  0.41116545  0.10507926
  0.48389216  0.6689529  -0.56861034 -0.11109291  0.        ]",[-0.02532529 -0.09892741]
13,[ 0.05497134 -0.30935174],[ 0.59969997 -0.82579096],-0.0512157033297,-0.0512157033297,"[[ 1.19840062 -3.05322531  0.04987897  0.01321543]
 [-0.95970267  1.84632862  0.          0.        ]]","[ 0.19852545 -0.77967863  1.45628475  0.32986217  0.41116435  0.10507902
  0.15424528  0.5085148  -0.53082395 -0.12387703  0.        ]",[-0.02532529 -0.09892741]
14,[ 0.03097309 -0.31557137],[-0.23325999  0.4333254 ],-0.0491122513236,-0.0491122513236,"[[ 1.20321976 -3.02645457  0.04987897  0.01321543]
 [ 1.433644    0.91756457  0.          0.        ]]","[ 0.1922852  -0.77621913  1.45892553  0.26746362  0.41116324  0.10507878
  0.35050598  0.38559232 -0.51060189 -0.12964856  0.        ]",[-0.02532529 -0.09892741]
15,[ 0.0377822  -0.37097999],[ 0.09021707  0.59908765],-0.0461452827056,-0.0461452827056,"[[ 1.22234238 -2.99107087  0.04987897  0.01321543]
 [ 0.48178898  2.61514746  0.          0.        ]]","[ 0.16741205 -0.77025954  1.4691096   0.18529315  0.41116214  0.10507853
  0.27245019  0.61026509 -0.48260918 -0.1347562   0.        ]",[-0.02532529 -0.09892741]
16,[ 0.04280228 -0.48804563],[ 0.08390731 -1.96382559],-0.0403747188511,-0.0403747188511,"[[ 1.23546718 -2.91548679  0.04987897  0.01321543]
 [ 0.829526    4.93552768  0.          0.        ]]","[ 0.15023936 -0.75227427  1.47579357  0.01137014  0.41116104  0.10507829
  0.30096503  0.91736343 -0.42437964 -0.14283889  0.        ]",[-0.02532529 -0.09892741]
17,[ 0.01091719 -0.44744322],[ 1.01718416 -0.62767701],-0.0358736955847,-0.0358736955847,"[[ 1.25522432 -2.85748433  0.04987897  0.01321543]
 [ 1.14514351  0.87824021  0.          0.        ]]","[ 0.12424149 -0.73366795  1.48539337 -0.12011425  0.41115993  0.10507804
  0.32684594  0.38038042 -0.37822031 -0.14260447  0.        ]",[-0.02532529 -0.09892741]
18,[-0.04583542 -0.40359342],[-0.05350887  0.28167888],-0.0345103080137,-0.0345103080137,"[[ 1.31762312 -2.86502869  0.04987897  0.01321543]
 [ 5.08162297 -1.62433107  0.          0.        ]]","[ 0.04107685 -0.73631879  1.51201199 -0.10312742  0.41115883  0.1050778
  0.64964962  0.04916434 -0.37791464 -0.12934905  0.        ]",[-0.02532529 -0.09892741]
19,[-0.05931491 -0.41018853],[-0.92709595 -0.43193331],-0.0334062390587,-0.0334062390587,"[[ 1.41612121 -2.88600199  0.04987897  0.01321543]
 [ 4.76922513 -0.47682492  0.          0.        ]]","[-0.0928272  -0.74332656  1.54233563 -0.05571619  0.41115772  0.10507756
  0.62402983  0.20103695 -0.38577255 -0.1099624   0.        ]",[-0.02532529 -0.09892741]
20,[-0.03025267 -0.34752586],[-0.18229829 -0.10144536],-0.0343224398069,-0.0343224398069,"[[ 1.47372944 -2.91260488  0.04987897  0.01321543]
 [ 1.00414209 -2.177799    0.          0.        ]]","[-0.1721886  -0.75143733  1.55332484  0.00479311  0.41115662  0.10507731
  0.31527752 -0.02408837 -0.401887   -0.10136111  0.        ]",[-0.02532529 -0.09892741]
21,[-0.02164124 -0.30192482],[ 0.50228543  0.69497832],-0.038428656844,-0.038428656844,"[[ 1.48637095 -2.95975876  0.04987897  0.01321543]
 [ 0.26247879 -2.53639473  0.          0.        ]]","[-0.18967223 -0.76365977  1.55505553  0.11294403  0.41115552  0.10507707
  0.25445749 -0.07154877 -0.4367474  -0.10382027  0.        ]",[-0.02532529 -0.09892741]
22,[-0.03936645 -0.34109128],[ 0.01198311 -0.10628936],-0.0401184584476,-0.0401184584476,"[[ 1.51152274 -2.98237199  0.04987897  0.01321543]
 [ 2.24609136  0.26573356  0.          0.        ]]","[-0.22451136 -0.76853512  1.55779021  0.16515805  0.41115441  0.10507682
  0.41712103  0.29931626 -0.45221484 -0.10222448  0.        ]",[-0.02532529 -0.09892741]
23,[-0.04763022 -0.33627376],[-0.45937332 -0.6648187 ],-0.0392365842558,-0.0392365842558,"[[ 1.55647428 -2.98133272  0.04987897  0.01321543]
 [ 2.24905299 -0.16038581  0.          0.        ]]","[-0.28689178 -0.76832217  1.56029369  0.16275358  0.41115331  0.10507658
  0.41736277  0.24291803 -0.44853967 -0.09618677  0.        ]",[-0.02532529 -0.09892741]
24,[-0.03161467 -0.28637373],[-0.12196029  0.73631273],-0.0417665703626,-0.0417665703626,"[[ 1.58275923 -3.00554098  0.04987897  0.01321543]
 [ 0.38568127 -1.5354571   0.          0.        ]]","[-0.32339447 -0.77286186  1.56032855  0.21885183  0.41115221  0.10507634
  0.26455714  0.06092442 -0.46923649 -0.09656213  0.        ]",[-0.02532529 -0.09892741]
