timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[-0.04748257 -0.44941199],[ 0.65448038  0.31140815],-0.308671407157,-0.308671407157,"[[ 0.01194164 -0.02964032 -0.05731676  0.15362617]
 [-0.00045376 -0.00095123  0.          0.        ]]","[ 1.0795576   1.27865585  0.08316163  0.14763063 -0.51569652  1.33249335
  0.40120534  0.09326999  1.44702754 -1.03152398  0.        ]",[ 0.01787847  0.002015  ]
1,[-0.046138   -0.43636173],[ 1.98148068 -1.36668606],-0.305262453887,-0.305262453887,"[[ 0.0379045  -0.01729769 -0.05731676  0.15362617]
 [ 2.58812249  1.23111181  0.          0.        ]]","[ 1.07864663  1.27899369  0.12283493  0.16887138 -0.51569228  1.33246932
  0.63542159  0.25418139  1.44655156 -0.98453744  0.        ]",[ 0.01787847  0.002015  ]
2,[-0.05633992 -0.47492439],[-1.2263979  -1.40679587],-0.296142201336,-0.296142201336,"[[ 0.12885937 -0.03266307 -0.05731676  0.15362617]
 [ 6.49435424 -2.7543619   0.          0.        ]]","[ 1.06814693  1.27849513  0.26133934  0.14242724 -0.51568804  1.33244529
  0.98885767 -0.26634131  1.43867512 -0.86470512  0.        ]",[ 0.01787847  0.002015  ]
3,[-0.06532011 -0.51490796],[ 0.69873367 -2.02086076],-0.291294187444,-0.291294187444,"[[ 0.21778237 -0.12691504 -0.05731676  0.15362617]
 [ 2.41153004 -6.65783225  0.          0.        ]]","[ 1.04690698  1.26914663  0.39518751 -0.01925351 -0.5156838   1.33242127
  0.61942459 -0.77615077  1.42930312 -0.80824218  0.        ]",[ 0.01787847  0.002015  ]
4,[-0.07202444 -0.55193776],[-1.22250915  0.91651855],-0.291359743609,-0.291359743609,"[[  0.2932824   -0.29848743  -0.05731676   0.15362617]
 [  5.12942121 -10.4866347    0.           0.        ]]","[ 1.02047728  1.22419724  0.50682274 -0.30760878 -0.51567956  1.33239724
  0.86533958 -1.27619571  1.42008727 -0.83071272  0.        ]",[ 0.01787847  0.002015  ]
5,[-0.06613724 -0.53698874],[ 1.18847865  1.02672706],-0.291645991093,-0.291645991093,"[[ 0.35514657 -0.46971028 -0.05731676  0.15362617]
 [ 1.07049554 -6.64846215  0.          0.        ]]","[ 0.99318202  1.14458836  0.59644568 -0.58055998 -0.51567532  1.33237322
  0.49806838 -0.77489917  1.40306203 -0.87305652  0.        ]",[ 0.01787847  0.002015  ]
6,[-0.06157381 -0.51805592],[-1.02517694 -1.41630695],-0.288196637115,-0.288196637115,"[[ 0.41602176 -0.56164518 -0.05731676  0.15362617]
 [ 5.00396871 -2.55863703  0.          0.        ]]","[ 0.9614748   1.08828585  0.68265145 -0.7181934  -0.51567108  1.3323492
  0.85397626 -0.24074029  1.38578053 -0.85754977  0.        ]",[ 0.01787847  0.002015  ]
7,[-0.06611196 -0.53999454],[ 0.32067082  1.09985699],-0.284519408768,-0.284519408768,"[[ 0.47542872 -0.65202282 -0.05731676  0.15362617]
 [ 0.95017858 -6.46612597  0.          0.        ]]","[ 0.92600838  1.02428143  0.76457274 -0.84595131 -0.51566684  1.33232518
  0.48716743 -0.75107873  1.36612619 -0.8436866   0.        ]",[ 0.01787847  0.002015  ]
8,[-0.06036188 -0.51891029],[ 1.503363   -2.18208197],-0.283577235208,-0.283577235208,"[[ 0.50695827 -0.74033727 -0.05731676  0.15362617]
 [ 2.1986529  -2.37893527  0.          0.        ]]","[ 0.90540736  0.95395104  0.80706237 -0.96256026 -0.51566259  1.33230116
  0.60013018 -0.21725933  1.34867632 -0.86674749  0.        ]",[ 0.01787847  0.002015  ]
9,[-0.06626663 -0.54110479],[-1.16844049  1.3373891 ],-0.276579788287,-0.276579788287,"[[ 0.59020353 -0.82718378 -0.05731676  0.15362617]
 [ 6.11286008 -6.2926416   0.          0.        ]]","[ 0.84531011  0.87781852  0.9156028  -1.06840577 -0.51565835  1.33227714
  0.9542964  -0.72841481  1.32066455 -0.82037608  0.        ]",[ 0.01787847  0.002015  ]
10,[-0.05997507 -0.51456052],[ 1.04947364 -0.40544011],-0.269456317578,-0.269456317578,"[[ 0.67153885 -0.91204523 -0.05731676  0.15362617]
 [ 2.03423158 -2.20715059  0.          0.        ]]","[ 0.77889431  0.79730114  1.01596474 -1.1626081  -0.51565411  1.33225313
  0.58523531 -0.19481264  1.28975448 -0.77763104  0.        ]",[ 0.01787847  0.002015  ]
11,[-0.06239559 -0.52219373],[ 0.28719421 -0.33720516],-0.261686211879,-0.261686211879,"[[ 0.75152226 -0.97186851 -0.05731676  0.15362617]
 [ 5.95109108 -3.76993951  0.          0.        ]]","[ 0.70659172  0.7372145   1.10852627 -1.22315811 -0.51564987  1.33222911
  0.93964359 -0.39892481  1.25996293 -0.72094815  0.        ]",[ 0.01787847  0.002015  ]
