timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[-1.14926577 -0.80087417],[-1.19759408 -1.14183689],-0.13721835551,-0.13721835551,"[[-0.02703765 -0.08199712  0.16568717 -0.14477311]
 [ 0.00261382 -0.00353176  0.          0.        ]]","[ 1.04326358  1.98936097 -0.15544492  0.55463055  1.43064218 -1.24036736
  0.11782496  0.31304735  0.04661375  1.21003716  0.        ]",[-0.22212061 -0.10705526]
1,[-0.30930126 -0.32837242],[ 1.69582183 -1.01831996],-0.124839940917,-0.124839940917,"[[-0.06666108 -0.12177947  0.16568717 -0.14477311]
 [-3.95180124 -3.961517    0.          0.        ]]","[ 1.04060374  1.9839062  -0.21556974  0.4467393   1.43063792 -1.24036428
 -0.23812106 -0.21358479  0.03515119  1.10102885  0.        ]",[-0.22212061 -0.10705526]
2,[-0.36665523 -0.17671296],[-0.81410422 -0.64229427],-0.103961269908,-0.103961269908,"[[-0.10520748 -0.23996634  0.16568717 -0.14477311]
 [ 0.08371678 -7.84422271  0.          0.        ]]","[ 1.03586326  1.95530143 -0.27390862  0.1299618   1.43063367 -1.24036121
  0.12512568 -0.73020018 -0.00261818  0.9238531   0.        ]",[-0.22212061 -0.10705526]
3,[ 0.46290952  0.28289288],[ 1.01468292  2.14354317],-0.0778669781212,-0.0778669781212,"[[ -0.13585472  -0.4207973    0.16568717  -0.14477311]
 [ -3.13777584 -10.23092674   0.           0.        ]]","[ 1.03058326  1.87645337 -0.32012737 -0.33574813  1.43062941 -1.24035813
 -0.16484888 -1.04776297 -0.0838928   0.71658852  0.        ]",[-0.22212061 -0.10705526]
4,[ 0.00602975  0.04271269],[-0.58077772  1.53545432],-0.0564708459474,-0.0564708459474,"[[-0.15831243 -0.58367033  0.16568717 -0.14477311]
 [ 0.87871107 -6.07022974  0.          0.        ]]","[ 1.02586714  1.77104678 -0.35387524 -0.72453001  1.43062515 -1.24035506
  0.19668544 -0.49415734 -0.18188592  0.55687851  0.        ]",[-0.22212061 -0.10705526]
5,[ 0.21082553  0.00424707],[ 0.18349418 -0.23439525],-0.0479844092737,-0.0479844092737,"[[-0.16398061 -0.66413318  0.16568717 -0.14477311]
 [-1.43780545 -1.98966122  0.          0.        ]]","[ 1.02456245  1.70779608 -0.36237427 -0.90252221  1.4306209  -1.24035198
 -0.01183047  0.04878648 -0.23446689  0.49406092  0.        ]",[-0.22212061 -0.10705526]
6,[ 0.26983321  0.09207779],[ 1.67359559 -0.19517617],-0.0403486493875,-0.0403486493875,"[[-0.18516494 -0.71284574  0.16568717 -0.14477311]
 [-0.68314139 -2.87863091  0.          0.        ]]","[ 1.01929035  1.66614129 -0.39406696 -1.00506497  1.43061664 -1.24034891
  0.0560989  -0.06949626 -0.28258971  0.43271537  0.        ]",[-0.22212061 -0.10705526]
7,[-0.19765019  0.00166681],[-1.42179174  0.3503409 ],-0.0403660551411,-0.0403660551411,"[[-0.15899501 -0.77761372  0.16568717 -0.14477311]
 [ 3.28693575 -3.59576034  0.          0.        ]]","[ 1.02570654  1.60703687 -0.3548979  -1.13481426  1.43061238 -1.24034583
  0.41345651 -0.16491461 -0.30525531  0.43267087  0.        ]",[-0.22212061 -0.10705526]
8,[ 0.23055829  0.14798194],[ 0.883205   -0.44703186],-0.0410321652137,-0.0410321652137,"[[-0.13360904 -0.83488319  0.16568717 -0.14477311]
 [-0.73496341 -2.13606714  0.          0.        ]]","[ 1.03100505  1.55141676 -0.31674456 -1.24287589  1.43060813 -1.24034276
  0.05143343  0.02930677 -0.32451796  0.43685762  0.        ]",[-0.22212061 -0.10705526]
9,[-0.11541229  0.14330059],[ 0.04806759 -0.39457723],-0.0411637811533,-0.0411637811533,"[[-0.11309707 -0.89495089  0.16568717 -0.14477311]
 [ 2.77448802 -3.86492776  0.          0.        ]]","[ 1.0346178   1.48990044 -0.28582004 -1.34909144  1.43060387 -1.24033968
  0.36732943 -0.20072909 -0.35073974  0.43372073  0.        ]",[-0.22212061 -0.10705526]
