timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.265847082609,[-2.18483942  0.77794327],-0.265847082609,"[ 1.06688705  1.98523305 -0.02883957  0.52797307  0.00648101 -1.44447456
  0.17217664  0.31504344  1.28218108  1.44342773  0.        ]","[[  2.62862797e-02  -6.26566757e-02   5.81249931e-05  -1.64601801e-01]
 [ -2.04709506e-03  -2.71942603e-03   0.00000000e+00   0.00000000e+00]]",[-0.11432697 -0.08727218],[-1.78331971 -1.41886008]
1,-0.262826977253,[-1.57465049 -0.95882773],-0.262826977253,"[ 1.06724376  1.9871633  -0.08899986  0.612759    0.00648101 -1.44446871
 -0.1618655   0.72669452  1.282071    1.40256884  0.        ]","[[ -1.34567839e-02  -3.17890798e-02   5.81249931e-05  -1.64601801e-01]
 [ -3.95907926e+00   3.07920325e+00   0.00000000e+00   0.00000000e+00]]",[-0.11432697 -0.08727218],[-1.5809238  -1.43146145]
2,-0.248565076698,[-3.0022118  -1.39695011],-0.248565076698,"[ 1.05518109  1.98777142 -0.26717071  0.67570511  0.006481   -1.44446286
 -0.48907331  0.2116453   1.26858852  1.21935818  0.        ]","[[ -1.31528126e-01  -8.89366496e-03   5.81249931e-05  -1.64601801e-01]
 [ -7.83515450e+00  -7.76815708e-01   0.00000000e+00   0.00000000e+00]]",[-0.11432697 -0.08727218],[-0.96092904 -1.15407574]
3,-0.216320737482,[ 0.38660664 -2.01509019],-0.216320737482,"[ 0.99288997  1.98508196 -0.55395693  0.52431422  0.00648099 -1.444457
 -0.80980673 -0.31498462  1.18284086  0.84443068  0.        ]","[[ -3.26351484e-01  -6.39885936e-02   5.81249931e-05  -1.64601801e-01]
 [ -1.16345424e+01  -4.71953661e+00   0.00000000e+00   0.00000000e+00]]",[-0.11432697 -0.08727218],[-0.08465821 -0.82792461]
4,-0.17147893406,[ 0.39938565 -1.71977821],-0.17147893406,"[ 0.86558976  1.9619585  -0.84874357  0.16143805  0.00648098 -1.44445115
 -0.66115579 -0.83146893  0.9655369   0.41771459  0.        ]","[[ -5.41374523e-01  -1.97176002e-01   5.81249931e-05  -1.64601801e-01]
 [ -9.87365800e+00  -8.58630621e+00   0.00000000e+00   0.00000000e+00]]",[-0.11432697 -0.08727218],[ 0.4634178 -0.6062609]
5,-0.122193726054,[ 0.03306079 -0.7188232 ],-0.122193726054,"[ 0.71620129  1.87888607 -1.06801004 -0.38825885  0.00648097 -1.4444453
 -0.51120401 -1.33771867  0.63459628  0.08890164  0.        ]","[[ -7.21024837e-01  -4.06930236e-01   5.81249931e-05  -1.64601801e-01]
 [ -8.09736041e+00  -1.23764742e+01   0.00000000e+00   0.00000000e+00]]",[-0.11432697 -0.08727218],[ 0.88523757 -0.406506  ]
6,-0.0685610950832,[ 2.94913287 -0.45373   ],-0.0685610950832,"[ 0.55531848  1.69068264 -1.23546532 -1.03019876  0.00648096 -1.44443945
 -0.48663916 -1.68515052  0.21036356 -0.09001276  0.        ]","[[ -8.80051320e-01  -6.80558303e-01   5.81249931e-05  -1.64601801e-01]
 [ -7.80637844e+00  -1.49776525e+01   0.00000000e+00   0.00000000e+00]]",[-0.11432697 -0.08727218],[ 1.12981153 -0.24653982]
7,-0.021956051583,[-0.0581403  -0.33066709],-0.021956051583,"[ 0.42471297  1.3801313  -1.33833692 -1.60666152  0.00648095 -1.44443359
 -0.13968276 -1.88566116 -0.19723568 -0.06748545  0.        ]","[[ -9.94942411e-01  -9.95174071e-01   5.81249931e-05  -1.64601801e-01]
 [ -3.69639239e+00  -1.64789017e+01   0.00000000e+00   0.00000000e+00]]",[-0.11432697 -0.08727218],[ 1.06737041 -0.19942479]
8,-0.0337058062085,[-0.49833326 -0.18861801],-0.0337058062085,"[ 0.33323764  0.96622998 -1.39690704 -1.97345415  0.00648095 -1.44442774
 -0.15304783 -2.01694128 -0.51630612  0.12006522  0.        ]","[[ -1.07045789e+00  -1.33461447e+00   5.81249931e-05  -1.64601801e-01]
 [ -3.85471506e+00  -1.74618615e+01   0.00000000e+00   0.00000000e+00]]",[-0.11432697 -0.08727218],[ 0.99585044 -0.16990261]
9,-0.0781579205112,[ 1.56696271 -0.07138044],-0.0781579205112,"[ 0.21127385  0.49840558 -1.46047689 -2.03095888  0.00648094 -1.44442189
 -0.31326219 -2.07044672 -0.75754981  0.43828603  0.        ]","[[ -1.16659291e+00  -1.68787183e+00   5.81249931e-05  -1.64601801e-01]
 [ -5.75258831e+00  -1.78625517e+01   0.00000000e+00   0.00000000e+00]]",[-0.11432697 -0.08727218],[ 0.94707274 -0.15614676]
10,-0.114925530742,[-0.11353214  0.09107551],-0.114925530742,"[ 0.11354991  0.04591706 -1.50078626 -1.74706958  0.00648093 -1.44441604
  0.03032536 -2.06099904 -0.83364118  0.80356895  0.        ]","[[ -1.24081080e+00  -2.04441454e+00   5.81249931e-05  -1.64601801e-01]
 [ -1.68252177e+00  -1.77919251e+01   0.00000000e+00   0.00000000e+00]]",[-0.11432697 -0.08727218],[ 0.82005382 -0.15536492]
11,-0.140952998548,[ 0.83057044 -1.84752685],-0.140952998548,"[ 0.06272296 -0.32296271 -1.51831154 -1.17125667  0.00648092 -1.44441018
 -0.00491319 -1.9657667  -0.75704299  1.12329296  0.        ]","[[ -1.27865006e+00  -2.39310031e+00   5.81249931e-05  -1.64601801e-01]
 [ -2.09994985e+00  -1.70790310e+01   0.00000000e+00   0.00000000e+00]]",[-0.11432697 -0.08727218],[ 0.75169158 -0.10787211]
12,-0.160696326224,[ 1.76097409  0.61015802],-0.160696326224,"[ 0.05108754 -0.58888418 -1.52200082 -0.29572225  0.00648091 -1.44440433
  0.27610907 -2.44944782 -0.55649226  1.3827881   0.        ]","[[ -1.28724989e+00  -2.77101604e+00   5.81249931e-05  -1.64601801e-01]
 [  1.22897681e+00  -2.07004505e+01   0.00000000e+00   0.00000000e+00]]",[-0.11432697 -0.08727218],[ 0.54671633 -0.01157695]
13,-0.171091752422,[ 1.05386246  0.63806072],-0.171091752422,"[ 0.1369997  -0.67872311 -1.49190127  0.61199092  0.0064809  -1.44439848
  0.60832329 -0.61821098 -0.35364663  1.50509592  0.        ]","[[ -1.22318993e+00  -3.10951782e+00   5.81249931e-05  -1.64601801e-01]
 [  5.16431470e+00  -6.99016174e+00   0.00000000e+00   0.00000000e+00]]",[-0.11432697 -0.08727218],[ 0.19906068 -0.10103002]
14,-0.173194146351,[-1.20225224 -0.5281607 ],-0.173194146351,"[ 0.31990076 -0.67933339 -1.40459419  0.67113872  0.00648089 -1.44439263
  0.93396402  0.59205289 -0.30774463  1.52499692  0.        ]","[[ -1.08119900e+00  -3.13103224e+00   5.81249931e-05  -1.64601801e-01]
 [  9.02179565e+00   2.07097002e+00   0.00000000e+00   0.00000000e+00]]",[-0.11432697 -0.08727218],[-0.31596395 -0.36020702]
15,-0.169080190345,[-0.84287536 -1.1622433 ],-0.169080190345,"[ 0.48594365 -0.67701262 -1.29313732  0.53548288  0.00648089 -1.44438678
  0.58464755  0.63137598 -0.35007998  1.48870126  0.        ]","[[ -9.42279725e-01  -3.08166673e+00   5.81249931e-05  -1.64601801e-01]
 [  4.88389829e+00   2.36538641e+00   0.00000000e+00   0.00000000e+00]]",[-0.11432697 -0.08727218],[ 0.0054512  -0.23266813]
16,-0.165669735033,[ 0.33208824  1.04524669],-0.165669735033,"[ 0.55640056 -0.67302484 -1.23445064  0.4315006   0.00648088 -1.44438092
  0.29475955  0.50600098 -0.37444055  1.45837351  0.        ]","[[ -8.79055490e-01  -3.04373442e+00   5.81249931e-05  -1.64601801e-01]
 [  1.44997035e+00   1.42672424e+00   0.00000000e+00   0.00000000e+00]]",[-0.11432697 -0.08727218],[ 0.30781287 -0.10363704]
