timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[ 3.52183533  1.94880426],[ 3.55037593  2.62094907],-0.20282747489,-0.20282747489,"[[ 0.03535029 -0.08897173  0.15776573  0.19368355]
 [-0.00107929 -0.00080134  0.          0.        ]]","[ 1.04572303  1.60714174 -0.03977702  0.98013768  1.36224309  1.67216655
  0.04902556  0.29241421  0.09839805 -2.13860341  0.        ]",[-0.59235728 -0.46830368]
1,[ 2.73181629  1.20987272],[ 2.87644401  1.34565592],-0.190573641254,-0.190573641254,"[[ 0.07500404 -0.04927516  0.15776573  0.19368355]
 [ 3.9532894   3.95727216  0.          0.        ]]","[ 1.04257036  1.61077674  0.01992128  1.07994716  1.36224136  1.67216373
  0.51735836  0.87471176  0.0974874  -1.99415956  0.        ]",[-0.59235728 -0.46830368]
2,[ 1.06089449 -0.43365872],[ 0.66362432 -0.99491427],-0.153310634264,-0.153310634264,"[[ 0.19296063  0.06879693  0.15776573  0.19368355]
 [ 7.82947937  7.83700828  0.          0.        ]]","[ 1.01987242  1.60924596  0.19608983  1.3773615   1.36223963  1.6721609
  0.9764317   1.44548334  0.0477572  -1.56902277  0.        ]",[-0.59235728 -0.46830368]
3,[-0.32120192 -0.67291623],[ 0.06485952 -0.21078157],-0.102848382481,-0.102848382481,"[[  0.37435274   0.18444457   0.15776573   0.19368355]
 [ 10.30149823   3.7413984    0.           0.        ]]","[ 0.94680367  1.58987717  0.45831791  1.66635611  1.3622379   1.67215808
  1.26920228  0.84295081 -0.12216266 -1.03078195  0.        ]",[-0.59235728 -0.46830368]
4,[-1.63127601 -1.03041148],[-2.09087202 -0.76131771],-0.0575523200372,-0.0575523200372,"[[  0.5809169    0.25015429   0.15776573   0.19368355]
 [ 10.35473857   2.83259765   0.           0.        ]]","[ 0.81019104  1.57108182  0.73444209  1.82805109  1.36223617  1.67215526
  1.27550628  0.70925071 -0.39129237 -0.56091193  0.        ]",[-0.59235728 -0.46830368]
5,[-1.18023193 -0.6211648 ],[-1.88990259 -1.05297535],-0.0418072967956,-0.0418072967956,"[[ 0.74627778  0.27601308  0.15776573  0.19368355]
 [ 6.19518026 -0.23648428  0.          0.        ]]","[ 0.66355565  1.56215714  0.93064721  1.89098038  1.36223444  1.67215244
  0.78287123  0.25773777 -0.64511915 -0.2689807   0.        ]",[-0.59235728 -0.46830368]
6,[ 0.04615271  0.168097  ],[ 0.28101562  0.36669587],-0.0436773538,-0.0436773538,"[[ 0.82927581  0.23161786  0.15776573  0.19368355]
 [ 2.11819806 -4.18985951  0.          0.        ]]","[ 0.57879165  1.57694417  1.0189057   1.78267234  1.36223271  1.67214961
  0.30001636 -0.32386934 -0.73496269 -0.17788307  0.        ]",[-0.59235728 -0.46830368]
7,[-0.59038138 -0.10685511],[-1.10268665  0.99553389],-0.0444994582819,-0.0444994582819,"[[ 0.88236721  0.16321679  0.15776573  0.19368355]
 [ 3.18738069 -2.65536073  0.          0.        ]]","[ 0.52101711  1.59473861  1.07138294  1.6136459   1.36223098  1.67214679
  0.42664413 -0.09811891 -0.75885796 -0.14777191  0.        ]",[-0.59235728 -0.46830368]
8,[ 0.30699632 -0.58172071],[-0.59752076  0.16499591],-0.0461088109226,-0.0461088109226,"[[ 0.90577607  0.15020301  0.15776573  0.19368355]
 [-0.83310157  1.34066105  0.          0.        ]]","[ 0.49471361  1.59743087  1.09348642  1.58124427  1.36222925  1.67214397
 -0.0495194   0.4897626  -0.78539614 -0.12457768  0.        ]",[-0.59235728 -0.46830368]
9,[ 0.96122718 -0.56507701],[ 1.10359342 -0.24661547],-0.0440916500473,-0.0440916500473,"[[ 0.86556089  0.18331393  0.15776573  0.19368355]
 [-3.18060087  1.96833459  0.          0.        ]]","[ 0.53959226  1.59013664  1.05511679  1.6635363   1.36222752  1.67214115
 -0.32754413  0.58210358 -0.74970463 -0.15797549  0.        ]",[-0.59235728 -0.46830368]
