timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[-2.95650125 -2.27476358],[-1.31869144 -1.75554753],-0.412326540503,-0.412326540503,"[[  1.71537674e-05  -2.11556686e-02  -1.58321375e-01  -1.87716561e-01]
 [  3.23120902e-03  -4.55103717e-03   0.00000000e+00   0.00000000e+00]]","[ 1.03949464  1.9829095  -0.12118478  0.74035988 -1.38245433 -1.61027238
  0.11350389  0.31262824  2.5808082   1.70858592  0.        ]",[-0.24169312 -0.10880595]
1,[-2.48921895 -1.92477036],[-0.64596488 -0.03360925],-0.406235150739,-0.406235150739,"[[-0.03959394 -0.06095818 -0.15832137 -0.18771656]
 [-3.95118179 -3.9625141   0.          0.        ]]","[ 1.0383662   1.98070335 -0.18137039  0.63237103 -1.38245059 -1.610267
 -0.24747599 -0.21510134  2.57602308  1.59754415  0.        ]",[-0.24169312 -0.10880595]
2,[-2.10263801 -1.83804381],[-3.04280085 -2.16878375],-0.389885492487,-0.389885492487,"[[-0.14347216 -0.14074683 -0.15832137 -0.18771656]
 [-6.42839866 -4.01617257  0.          0.        ]]","[ 1.0247237   1.96989311 -0.33851422  0.41685747 -1.38244684 -1.61026161
 -0.47360935 -0.22225561  2.5383831   1.33339169  0.        ]",[-0.24169312 -0.10880595]
3,[-1.41940939 -1.49813485],[-1.44533733 -1.99617994],-0.359672107091,-0.359672107091,"[[ -0.31044104  -0.25998507  -0.15832137  -0.18771656]
 [-10.25579487  -7.89471752   0.           0.        ]]","[ 0.97078698  1.937986   -0.58548097  0.09972391 -1.3824431  -1.61025623
 -0.82299397 -0.73939614  2.40722974  0.94081894  0.        ]",[-0.24169312 -0.10880595]
4,[-0.56721544 -1.08538413],[-0.17857544 -0.57525681],-0.304903127174,-0.304903127174,"[[ -0.55320273  -0.45602297  -0.15832137  -0.18771656]
 [-14.00801945 -11.69637364   0.           0.        ]]","[ 0.82511667  1.84573984 -0.91974255 -0.39807989 -1.38243936 -1.61025085
 -1.16551534 -1.24628311  2.06171442  0.45273156  0.        ]",[-0.24169312 -0.10880595]
5,[ 0.16459228 -0.62725079],[-0.9297612  -1.05768853],-0.227758652929,-0.227758652929,"[[ -0.83767512  -0.71047479  -0.15832137  -0.18771656]
 [-14.43793428 -13.74195751   0.           0.        ]]","[ 0.56403437  1.65776981 -1.25056505 -0.9732709  -1.38243562 -1.61024547
 -1.2047576  -1.51902412  1.4805038   0.11418477  0.        ]",[-0.24169312 -0.10880595]
6,[ 0.88571692  0.00568628],[-0.16209758 -0.25240251],-0.13515291949,-0.13515291949,"[[ -1.16048584  -1.02229345  -0.15832137  -0.18771656]
 [-17.8322262  -17.42755934   0.           0.        ]]","[ 0.17554861  1.33950232 -1.51486831 -1.51940119 -1.38243187 -1.61024009
 -1.51460257 -2.01042978  0.75481825  0.13647147  0.        ]",[-0.24169312 -0.10880595]
7,[ 1.25946498  0.26745638],[ 1.01799631  0.22135713],-0.0834389518178,-0.0834389518178,"[[ -1.52006143  -1.37739682  -0.15832137  -0.18771656]
 [-18.1245019  -18.08056766   0.           0.        ]]","[-0.32487398  0.89673517 -1.6390563  -1.86712314 -1.38242813 -1.61023471
 -1.54127823 -2.09748705  0.141426    0.62082989  0.        ]",[-0.24169312 -0.10880595]
8,[ 1.26215982  0.299292  ],[ 1.27819124  0.68415055],-0.140184555395,-0.140184555395,"[[ -1.83928799  -1.72661871  -0.15832137  -0.18771656]
 [-13.81222796 -16.84577712   0.           0.        ]]","[-0.77903054  0.42952576 -1.58655503 -1.88484154 -1.38242439 -1.61022933
 -1.14762868 -1.93284027 -0.0550948   1.28092647  0.        ]",[-0.24169312 -0.10880595]
9,[ 1.08547604  0.27494392],[ 1.41369443 -1.48803292],-0.196300696687,-0.196300696687,"[[ -2.07310833  -2.0330066   -0.15832137  -0.18771656]
 [ -9.58352736 -13.80318389   0.           0.        ]]","[-1.08972727  0.03851104 -1.4532629  -1.63279119 -1.38242064 -1.61022395
 -0.76160962 -1.52715866  0.06975524  1.75303166  0.        ]",[-0.24169312 -0.10880595]
10,[ 0.95137787  0.28622797],[ 0.36016713 -0.50224443],-0.23206742544,-0.23206742544,"[[ -2.22317405  -2.34605609  -0.15832137  -0.18771656]
 [ -5.43678124 -17.48948474   0.           0.        ]]","[-1.27027791 -0.30306328 -1.32889468 -1.14173609 -1.3824169  -1.61021857
 -0.38307235 -2.01865262  0.33917484  1.98663431  0.        ]",[-0.24169312 -0.10880595]
