timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[ 1.31040359 -1.05984664],[ 0.38065968 -1.19608175],-0.0420572413161,-0.0420572413161,"[[ 0.02239553  0.05518813  0.17414248  0.03331387]
 [-0.00130994  0.00093492  0.          0.        ]]","[ 1.0264289   1.72445868 -0.08266971  1.23343587  1.50078477  0.28793032
  0.06075245  0.29769857 -0.0728813  -0.14443986  0.        ]",[-0.43052769 -0.30592719]
1,[ 1.2175312  -0.50357968],[ 0.86813894 -0.37409019],-0.0428177036411,-0.0428177036411,"[[ 0.03749361  0.01547293  0.17414248  0.03331387]
 [ 1.5060937  -3.95925536  0.          0.        ]]","[ 1.02577167  1.72631895 -0.05975713  1.13314168  1.50078216  0.28793015
  0.22790089 -0.2618298  -0.07170041 -0.15703826  0.        ]",[-0.43052769 -0.30592719]
2,[ 0.17193472 -0.48244524],[-0.10675097 -0.46037132],-0.0408375453892,-0.0408375453892,"[[ 0.10177895 -0.0778008   0.17414248  0.03331387]
 [ 4.9111028  -5.36343093  0.          0.        ]]","[ 1.0192794   1.7224549   0.03759242  0.89763402  1.50077954  0.28792998
  0.60546533 -0.46022317 -0.07461568 -0.12298854  0.        ]",[-0.43052769 -0.30592719]
3,[ 0.33691564 -0.06787333],[ 0.04301896 -0.80313904],-0.0370399104206,-0.0370399104206,"[[ 0.19479614 -0.20229145  0.17414248  0.03331387]
 [ 4.3923401  -7.07991381  0.          0.        ]]","[ 0.9993386   1.69937571  0.17721794  0.58632153  1.50077692  0.28792981
  0.54794186 -0.70274176 -0.08670791 -0.06236366  0.        ]",[-0.43052769 -0.30592719]
4,[ 0.54252326  0.64327914],[-1.17379681  0.75271106],-0.0349518241507,-0.0349518241507,"[[  0.28349042  -0.37439047   0.17414248   0.03331387]
 [  4.47679288 -10.11985346   0.           0.        ]]","[ 0.9688541   1.63442529  0.30800509  0.16988817  1.50077431  0.28792965
  0.55730603 -1.13224877 -0.10963589 -0.06813755  0.        ]",[-0.43052769 -0.30592719]
5,[ 1.53175998  0.73892748],[ 1.65535     0.41821655],-0.0367242643141,-0.0367242643141,"[[ 0.33243346 -0.54485861  0.17414248  0.03331387]
 [ 0.43096044 -6.9375878   0.          0.        ]]","[ 0.94732241  1.53406123  0.37881096 -0.21571824  1.50077169  0.28792948
  0.10868282 -0.68263089 -0.14111355 -0.15838631  0.        ]",[-0.43052769 -0.30592719]
6,[ 0.3291724  0.3920899],[-0.76256916  0.66853292],-0.0363671674079,-0.0363671674079,"[[ 0.38065377 -0.66563131  0.17414248  0.03331387]
 [ 4.3779776  -5.14563162  0.          0.        ]]","[ 0.92289504  1.44280839  0.44741152 -0.46654904  1.50076907  0.28792931
  0.54634866 -0.42944785 -0.17388701 -0.19241963  0.        ]",[-0.43052769 -0.30592719]
7,[ 0.95773417  0.23474294],[ 0.70793423 -0.76565714],-0.0320915278453,-0.0320915278453,"[[ 0.43706557 -0.74095158  0.17414248  0.03331387]
 [ 1.27352938 -2.3955777   0.          0.        ]]","[ 0.89034655  1.37809513  0.52599001 -0.61168833  1.50076646  0.28792914
  0.20211072 -0.04089672 -0.19946881 -0.1587107   0.        ]",[-0.43052769 -0.30592719]
8,[ 0.26895407  0.64679945],[ 0.62582199  1.40070794],-0.0283159488041,-0.0283159488041,"[[ 0.49039499 -0.81881419  0.17414248  0.03331387]
 [ 4.05017591 -5.38071767  0.          0.        ]]","[ 0.85572767  1.30535864  0.59839889 -0.75154973  1.50076384  0.28792898
  0.50999996 -0.46266272 -0.22843564 -0.13544485  0.        ]",[-0.43052769 -0.30592719]
9,[-1.13380885 -0.263203  ],[-1.29328369 -0.16277378],-0.0165286856908,-0.0165286856908,"[[ 0.59542528 -0.88563868  0.17414248  0.03331387]
 [ 6.44489955 -1.31525946  0.          0.        ]]","[ 0.77700515  1.23853032  0.73487128 -0.86269602  1.50076122  0.28792881
  0.77553931  0.11174043 -0.26569165  0.0017875   0.        ]",[-0.43052769 -0.30592719]
10,[-0.15102476  0.07038105],[ 0.36813642 -0.17086299],-0.0112170688532,-0.0112170688532,"[[ 0.68334944 -0.91813575  0.17414248  0.03331387]
 [ 2.36110164 -1.93241865  0.          0.        ]]","[ 0.70087944  1.20465506  0.84195947 -0.91361905  1.50075861  0.28792864
  0.32270524  0.02454277 -0.29861398  0.13858572  0.        ]",[-0.43052769 -0.30592719]
11,[-0.70089859  0.11387643],[-0.14751298 -0.75699102],-0.0125953024575,-0.0125953024575,"[[ 0.7447191  -0.96319227  0.17414248  0.03331387]
 [ 3.77117535 -2.57109569  0.          0.        ]]","[ 0.64255411  1.15628651  0.91236337 -0.98070455  1.50075599  0.28792848
  0.4790617  -0.06569513 -0.33109744  0.20600851  0.        ]",[-0.43052769 -0.30592719]
12,[-0.44614166  0.78581685],[ 0.20257578  0.7683523 ],-0.0143100528922,-0.0143100528922,"[[ 0.81354711 -1.04417469  0.17414248  0.03331387]
 [ 3.1137967  -5.51733255  0.          0.        ]]","[ 0.57237138  1.0655494   0.98670202 -1.09060919  1.50075337  0.28792831
  0.40616763 -0.48196538 -0.37723188  0.24399598  0.        ]",[-0.43052769 -0.30592719]
13,[-1.03681135  0.22272772],[-0.16368961 -1.2171612 ],-0.0182571745758,-0.0182571745758,"[[ 0.8832388  -1.12290202  0.17414248  0.03331387]
 [ 3.85293058 -2.36589658  0.          0.        ]]","[ 0.4964989   0.97313737  1.05664819 -1.18373191  1.50075076  0.28792814
  0.48812663 -0.03670225 -0.42629715  0.2824192   0.        ]",[-0.43052769 -0.30592719]
14,[-0.6935243   1.12308145],[-0.1327701   1.09572385],-0.0225565075263,-0.0225565075263,"[[ 0.95304474 -1.20947541  0.17414248  0.03331387]
 [ 3.13004382 -6.27840926  0.          0.        ]]","[ 0.41601905  0.86742303  1.12099824 -1.26982585  1.50074814  0.28792797
  0.40796859 -0.58949697 -0.48019622  0.30835347  0.        ]",[-0.43052769 -0.30592719]
15,[-0.89414269  0.48870534],[-1.59505588  0.74398781],-0.0256096676031,-0.0256096676031,"[[ 1.00974328 -1.29406684  0.17414248  0.03331387]
 [ 2.54178586 -2.19434933  0.          0.        ]]","[ 0.34761836  0.7607245   1.16884156 -1.33684985  1.50074553  0.28792781
  0.34273898 -0.01246387 -0.52992403  0.31037072  0.        ]",[-0.43052769 -0.30592719]
16,[-0.18399471  0.15184399],[-0.65182594  0.51054792],-0.026395208657,-0.026395208657,"[[ 1.02036445 -1.30795161  0.17414248  0.03331387]
 [-1.4663226   0.79589916  0.          0.        ]]","[ 0.33452212  0.74294194  1.17734763 -1.34619947  1.50074291  0.28792764
 -0.10170317  0.41002558 -0.53894871  0.31268079  0.        ]",[-0.43052769 -0.30592719]
17,[ 0.47089103 -0.09002498],[ 1.30140248 -0.69764475],-0.0200087191033,-0.0200087191033,"[[ 0.96544515 -1.27190263  0.17414248  0.03331387]
 [-4.01709746  2.80232288  0.          0.        ]]","[ 0.40128208  0.78896206  1.1318033  -1.32094752  1.50074029  0.28792747
 -0.38454772  0.69351108 -0.50306516  0.26001271  0.        ]",[-0.43052769 -0.30592719]
18,[-0.17863327  0.20600808],[ 0.47168109  0.49634794],-0.0154357304006,-0.0154357304006,"[[ 0.92561012 -1.24413807  0.17414248  0.03331387]
 [ 0.02013075 -0.016485    0.          0.        ]]","[ 0.44815834  0.8240626   1.09640405 -1.29935733  1.50073768  0.28792731
  0.06312385  0.29524362 -0.47768916  0.22200558  0.        ]",[-0.43052769 -0.30592719]
19,[-0.86646217 -0.33566317],[-1.07659035  0.3004602 ],-0.0199125849042,-0.0199125849042,"[[ 0.94473064 -1.22475018  0.17414248  0.03331387]
 [ 1.88569844  1.94872779  0.          0.        ]]","[ 0.42582596  0.84837966  1.1136372  -1.28318548  1.50073506  0.28792714
  0.26998893  0.57290681 -0.48030287  0.27675476  0.        ]",[-0.43052769 -0.30592719]
20,[-0.11054879 -0.42503244],[-0.48693177 -0.39766117],-0.0238015660083,-0.0238015660083,"[[ 0.94236546 -1.17421607  0.17414248  0.03331387]
 [-2.1088902   3.10084712  0.          0.        ]]","[ 0.42860516  0.91094363  1.11152824 -1.23685347  1.50073244  0.28792697
 -0.17295492  0.73568844 -0.46653805  0.32948771  0.        ]",[-0.43052769 -0.30592719]
21,[ 0.61791217 -0.03322092],[ 0.58466546  1.13730216],-0.017351772417,-0.017351772417,"[[ 0.88127923 -1.12860809  0.17414248  0.03331387]
 [-3.99344557  1.46541053  0.          0.        ]]","[ 0.49869336  0.96628796  1.05474694 -1.18992507  1.50072983  0.2879268
 -0.38192559  0.50461821 -0.42676179  0.27249848  0.        ]",[-0.43052769 -0.30592719]
22,[-0.08179027 -0.98511142],[-0.79827943 -1.19125765],-0.0146248338365,-0.0146248338365,"[[ 0.82540406 -1.05986915  0.17414248  0.03331387]
 [-1.60206571  5.39537381  0.          0.        ]]","[ 0.55979253  1.04743125  0.99897731 -1.1102564   1.50072721  0.28792664
 -0.11675473  1.05987946 -0.38589142  0.24814929  0.        ]",[-0.43052769 -0.30592719]
23,[ 1.06129944 -0.09935281],[-0.73696524 -0.57758789],-0.0118182438702,-0.0118182438702,"[[ 0.76200161 -0.99275207  0.17414248  0.03331387]
 [-4.72773829  1.3298989   0.          0.        ]]","[ 0.62539125  1.12370151  0.93148733 -1.02241872  1.50072459  0.28792647
 -0.46334827  0.48547036 -0.34442668  0.20546681  0.        ]",[-0.43052769 -0.30592719]
24,[ 2.45032191  0.65673101],[ 2.19325225  1.0494654 ],-0.0148035526661,-0.0148035526661,"[[ 0.63913597 -0.98935514  0.17414248  0.03331387]
 [-7.54944642 -0.98248108  0.          0.        ]]","[ 0.74028174  1.1274763   0.78896765 -1.01771513  1.50072198  0.2879263
 -0.77623613  0.1587552  -0.30709101 -0.02667131  0.        ]",[-0.43052769 -0.30592719]
