timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[  2.59027314e+00   8.55863094e-04],[ 2.37560994 -0.64352633],-0.207288642967,-0.207288642967,"[[ 0.00857353  0.0604169   0.12133476  0.19593438]
 [ 0.00118977  0.00220408  0.          0.        ]]","[ 1.03634155  1.97516119 -0.11170498  0.97225382  1.04177534  1.68757065
  0.11110453  0.31341921  0.38882417 -1.56856786  0.        ]",[-0.2485387  -0.11227617]
1,[ 2.29931045 -0.01100287],[ 2.20622671  0.39560547],-0.202204666224,-0.202204666224,"[[ 0.04829755  0.03487919  0.12133476  0.19593438]
 [ 3.95803283 -2.54747278  0.          0.        ]]","[ 1.03471462  1.97678798 -0.05129554  0.90315885  1.04177337  1.68756475
  0.47512741 -0.02695714  0.38700205 -1.51988277  0.        ]",[-0.2485387  -0.11227617]
2,[ 1.55047894 -0.29156089],[ 2.0590926  -0.19678241],-0.182550521189,-0.182550521189,"[[  1.66356906e-01   1.37159277e-04   1.21334757e-01   1.95934381e-01]
 [  7.83499666e+00  -9.32108963e-01   0.00000000e+00   0.00000000e+00]]","[ 1.01652649  1.97759702  0.1271878   0.80907117  1.0417714   1.68755885
  0.83180102  0.18869047  0.36807561 -1.33640598  0.        ]",[-0.2485387  -0.11227617]
3,[ 0.5442754  -0.54778117],[ 0.04615055 -0.65401695],-0.145853830891,-0.145853830891,"[[  0.36119544  -0.02615242   0.12133476   0.19593438]
 [ 11.63620008  -1.69430086   0.           0.        ]]","[ 0.9435464   1.97712839  0.41291804  0.73786772  1.04176942  1.68755296
  1.1815036   0.08693923  0.29197578 -1.01281344  0.        ]",[-0.2485387  -0.11227617]
4,[ 0.12135322 -0.51064622],[ 0.92151648  0.5547682 ],-0.103993045996,-0.103993045996,"[[  0.59345201  -0.08568413   0.12133476   0.19593438]
 [ 11.589613    -4.25034616   0.           0.        ]]","[ 0.79036407  1.97264625  0.72608142  0.57688939  1.04176745  1.68754706
  1.17721511 -0.25428799  0.14705212 -0.67880163  0.        ]",[-0.2485387  -0.11227617]
5,[-1.13458145 -0.91572726],[-1.26989271 -1.48946997],-0.055492131719,-0.055492131719,"[[  0.85951132  -0.14781952   0.12133476   0.19593438]
 [ 15.00495213  -1.97076919   0.           0.        ]]","[ 0.53682499  1.96290634  1.02777869  0.40975551  1.04176548  1.68754116
  1.49141671  0.05003167 -0.09258003 -0.34232069  0.        ]",[-0.2485387  -0.11227617]
6,[-0.9169184  -0.58972549],[-1.1763786  -0.77361293],-0.022160017631,-0.022160017631,"[[  1.11695756  -0.22655348   0.12133476   0.19593438]
 [ 10.7538241   -5.88957874   0.           0.        ]]","[ 0.22834834  1.94320059  1.2426758   0.20026805  1.0417635   1.68753527
  1.10031766 -0.47312279 -0.37238608 -0.09739476  0.        ]",[-0.2485387  -0.11227617]
7,[-0.4247826 -0.2349278],[-0.48162433  0.32043027],-0.029499829786,-0.029499829786,"[[ 1.29022091 -0.37389218  0.12133476  0.19593438]
 [ 6.58636147 -8.83449605  0.          0.        ]]","[-0.00404332  1.88465388  1.33719306 -0.18063262  1.04176153  1.68752937
  0.71691699 -0.86626356 -0.51715848 -0.02710002  0.        ]",[-0.2485387  -0.11227617]
8,[-0.26143983 -0.17997581],[-1.71673931  0.80124344],-0.0358585789313,-0.0358585789313,"[[ 1.40151951 -0.53608905  0.12133476  0.19593438]
 [ 4.55026744 -7.39001707  0.          0.        ]]","[-0.16007256  1.78890572  1.37493741 -0.57484662  1.04175956  1.68752347
  0.529599   -0.6734268  -0.56822756 -0.03627214  0.        ]",[-0.2485387  -0.11227617]
9,[ 0.21897081 -0.13835855],[ 0.10570862  0.26948717],-0.0373644971089,-0.0373644971089,"[[ 1.45191673 -0.65057516  0.12133476  0.19593438]
 [ 0.5029138  -4.06968179  0.          0.        ]]","[-0.23182835  1.70287069  1.38594181 -0.83181119  1.04175759  1.68751757
  0.15724859 -0.23016635 -0.56641949 -0.07165881  0.        ]",[-0.2485387  -0.11227617]
10,[ 0.15697682 -0.19503258],[ 0.28392952 -0.60962215],-0.0371710450884,-0.0371710450884,"[[ 1.46606705 -0.72045565  0.12133476  0.19593438]
 [ 0.91076856 -2.92218918  0.          0.        ]]","[-0.25206128  1.64338956  1.38834011 -0.97830449  1.04175561  1.68751168
  0.19477045 -0.07697746 -0.54375774 -0.10892294  0.        ]",[-0.2485387  -0.11227617]
