timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[-1.14583182 -1.84251463],[-0.5854932  -1.80652022],-0.25998473961,-0.25998473961,"[[-0.03325629  0.06017635 -0.04397362 -0.0563801 ]
 [ 0.00493042  0.00192331  0.          0.        ]]","[ 1.06015674  1.99977531 -0.1343677   0.88329884 -0.39045507 -0.48075612
  0.13896818  0.31505331  1.64619553  0.54405827  0.        ]",[-0.15776059 -0.08756734]
1,[-0.73150086 -1.61124361],[-0.94440567 -2.09764896],-0.258024197864,-0.258024197864,"[[-0.05638174  0.02049563 -0.04397362 -0.0563801 ]
 [-2.30977319 -3.95680522  0.          0.        ]]","[ 1.05868298  2.00191043 -0.16931439  0.77467463 -0.39045456 -0.48075544
 -0.06047662 -0.21279648  1.64517836  0.46681027  0.        ]",[-0.15776059 -0.08756734]
2,[-0.02154966 -1.34232354],[ 1.02649517 -1.04400957],-0.250475675399,-0.250475675399,"[[-0.1395877  -0.09756792 -0.04397362 -0.0563801 ]
 [-5.99855761 -7.83662226  0.          0.        ]]","[ 1.04712573  1.99580004 -0.29454325  0.45162795 -0.39045404 -0.48075476
 -0.37831811 -0.73012389  1.6164569   0.21383561  0.        ]",[-0.15776059 -0.08756734]
3,[ 0.20007698 -1.24305141],[ 0.36927142  0.41143488],-0.23830063515,-0.23830063515,"[[ -0.21866409  -0.2924872   -0.04397362  -0.0563801 ]
 [ -1.92267927 -11.64261284   0.           0.        ]]","[ 1.0271231   1.94519097 -0.41222034 -0.07146465 -0.39045352 -0.48075408
 -0.02712202 -1.23760535  1.52333082 -0.08590945  0.        ]",[-0.15776059 -0.08756734]
4,[ 0.29391557 -1.32406557],[-0.61368095 -1.91240126],-0.225667514733,-0.225667514733,"[[-0.24208844 -0.50668696 -0.04397362 -0.0563801 ]
 [-0.42472418 -9.78355285  0.          0.        ]]","[ 1.01952595  1.83359591 -0.44671781 -0.61106982 -0.39045301 -0.4807534
  0.10194857 -0.98971899  1.40385053 -0.28169098  0.        ]",[-0.15776059 -0.08756734]
5,[ 0.5831719  -1.15524316],[ 0.19892296 -2.84894109],-0.208397945153,-0.208397945153,"[[ -0.27484796  -0.74013383  -0.04397362  -0.0563801 ]
 [ -2.8433128  -13.54859709   0.           0.        ]]","[ 1.00763459  1.65115783 -0.49462566 -1.1291798  -0.39045249 -0.48075272
 -0.10644828 -1.49173851  1.22821179 -0.46381385  0.        ]",[-0.15776059 -0.08756734]
6,[ 0.74756825 -0.95251954],[ 0.63741015 -1.69454738],-0.18086056403,-0.18086056403,"[[ -0.32325119  -1.0481448   -0.04397362  -0.0563801 ]
 [ -1.99994282 -17.24018987   0.           0.        ]]","[ 0.98738585  1.33024165 -0.56459001 -1.6555277  -0.39045197 -0.48075204
 -0.03377943 -1.98395771  0.94505477 -0.62315924  0.        ]",[-0.15776059 -0.08756734]
7,[ 0.72939569 -0.69589919],[ 1.20417983 -0.13932404],-0.144325417295,-0.144325417295,"[[ -0.33755315  -1.42925838  -0.04397362  -0.0563801 ]
 [  0.56116647 -20.85907433   0.           0.        ]]","[ 0.98079537  0.8497911  -0.585054   -1.99388963 -0.39045145 -0.48075136
  0.18689807 -2.46647166  0.61681184 -0.63512198  0.        ]",[-0.15776059 -0.08756734]
8,[ 0.48663008 -0.51850498],[ 0.73521122 -0.89607615],-0.103862747622,-0.103862747622,"[[ -0.28674879  -1.84783811  -0.04397362  -0.0563801 ]
 [  4.50636667 -20.99835841   0.           0.        ]]","[ 1.00294493  0.29358943 -0.51192081 -1.91680417 -0.39045094 -0.48075068
  0.52683547 -2.48502289  0.34776114 -0.46951754  0.        ]",[-0.15776059 -0.08756734]
9,[ 0.31319809 -0.34212923],[-0.46377922 -0.94882216],-0.0636247958924,-0.0636247958924,"[[ -0.16832463  -2.29923453  -0.04397362  -0.0563801 ]
 [  7.32674083 -24.13078731   0.           0.        ]]","[ 1.04085223 -0.23258193 -0.33749357 -1.3259492  -0.39045042 -0.48075
  0.76985179 -2.90265766  0.16372281 -0.16895278  0.        ]",[-0.15776059 -0.08756734]
