timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[ 3.1039753  -0.97646236],[ 2.70494795 -0.54459303],-0.158125163772,-0.158125163772,"[[-0.06703399  0.07135748  0.08503827  0.09095988]
 [-0.00196075  0.00013856  0.          0.        ]]","[ 1.06432042  1.52841505 -0.18492363  1.46160974  0.733246    0.78425806
  0.03800181  0.29046207  0.83167616 -1.08343318  0.        ]",[-0.68973309 -0.5764854 ]
1,[ 2.41018844 -0.96522254],[ 2.06386523 -0.65736984],-0.154675281461,-0.154675281461,"[[-0.02737388  0.04970929  0.08503827  0.09095988]
 [ 3.95479365 -2.15776202  0.          0.        ]]","[ 1.06700388  1.53015518 -0.12556747  1.40689136  0.73324557  0.78425758
  0.53238171 -0.03956859  0.83324379 -1.01136965  0.        ]",[-0.68973309 -0.5764854 ]
2,[ 1.91552019 -1.04913282],[ 2.10903653 -0.71340736],-0.144661977204,-0.144661977204,"[[ 0.09063762 -0.01914839  0.08503827  0.09095988]
 [ 7.83343971 -4.71946195  0.          0.        ]]","[ 1.06165223  1.53155252  0.05106846  1.2325814   0.73324514  0.7842571
  1.0170019  -0.43135655  0.82713109 -0.80283348  0.        ]",[-0.68973309 -0.5764854 ]
3,[ 0.80202919 -0.98971611],[ 1.23990716 -1.56037067],-0.128647722812,-0.128647722812,"[[  0.28545322  -0.1409569    0.08503827   0.09095988]
 [ 11.63546956  -7.45226208   0.           0.        ]]","[ 1.00949242  1.5186014   0.33737848  0.9253113   0.73324471  0.78425662
  1.49204816 -0.84931246  0.78320493 -0.47417736  0.        ]",[-0.68973309 -0.5764854 ]
4,[-0.77584177 -0.73082429],[-0.81569749 -0.00286924],-0.107932663883,-0.107932663883,"[[  0.55556036  -0.32826259   0.08503827   0.09095988]
 [ 15.36287399 -11.26554683   0.           0.        ]]","[ 0.85180142  1.46076433  0.70572261  0.46467723  0.73324428  0.78425613
  1.95776829 -1.43251744  0.65950705 -0.06737012  0.        ]",[-0.68973309 -0.5764854 ]
5,[-0.6388939  -0.39330381],[-1.00749013 -0.43404471],-0.0893749511883,-0.0893749511883,"[[  0.82739479  -0.55143319   0.08503827   0.09095988]
 [ 11.83230289 -11.05224299   0.           0.        ]]","[ 0.60391094  1.33461929  1.0185123  -0.04559191  0.73324385  0.78425565
  1.51663664 -1.39989303  0.47783943  0.24881999  0.        ]",[-0.68973309 -0.5764854 ]
6,[ 0.19622359  0.34377962],[-0.74395265  1.06254841],-0.0767444098285,-0.0767444098285,"[[  1.02200659  -0.78750894   0.08503827   0.09095988]
 [  7.64273851 -12.55038914   0.           0.        ]]","[ 0.38136515  1.14019137  1.19380143 -0.51326779  0.73324343  0.78425517
  0.99316802 -1.62901819  0.33767227  0.33721986  0.        ]",[-0.68973309 -0.5764854 ]
7,[ 0.52288091  0.28839117],[ 0.02100143  0.65851305],-0.067169982259,-0.067169982259,"[[ 1.14379962 -0.99628473  0.08503827  0.09095988]
 [ 4.54685278 -8.34125697  0.          0.        ]]","[ 0.22713601  0.92444587  1.27929393 -0.8446355   0.733243    0.78425469
  0.60635022 -0.98527051  0.25048071  0.29246724  0.        ]",[-0.68973309 -0.5764854 ]
8,[ 0.18517733  0.06520118],[ 0.6634393   0.38532777],-0.0591710846444,-0.0591710846444,"[[ 1.23466054 -1.13529087  0.08503827  0.09095988]
 [ 4.53928862 -5.56859687  0.          0.        ]]","[ 0.10621337  0.76274946  1.329972   -1.01479858  0.73324257  0.78425421
  0.6054048  -0.56121809  0.17459185  0.26972978  0.        ]",[-0.68973309 -0.5764854 ]
9,[-1.11569452 -0.20645754],[-1.28561347 -0.10535019],-0.0500867455084,-0.0500867455084,"[[ 1.35088138 -1.23025377  0.08503827  0.09095988]
 [ 7.07438919 -3.93311325  0.          0.        ]]","[-0.05401038  0.64586272  1.37773866 -1.10574705  0.73324214  0.78425373
  0.92215411 -0.31108615  0.06309772  0.33659213  0.        ]",[-0.68973309 -0.5764854 ]
10,[-0.1666711   0.00866945],[-0.36570516  0.16177236],-0.0428797516516,-0.0428797516516,"[[ 1.45126442 -1.31230891  0.08503827  0.09095988]
 [ 2.97751341 -4.27131591  0.          0.        ]]","[-0.19587882  0.54160003  1.40313258 -1.16703653  0.73324171  0.78425325
  0.41026681 -0.36281092 -0.03599336  0.3814591   0.        ]",[-0.68973309 -0.5764854 ]
11,[ 0.17682606 -0.00466178],[-0.27623868  0.18774926],-0.0377809488537,-0.0377809488537,"[[ 1.49570227 -1.39045629  0.08503827  0.09095988]
 [ 1.47127537 -3.54585082  0.          0.        ]]","[-0.25931698  0.4401649   1.40959981 -1.21009611  0.73324128  0.78425276
  0.22206866 -0.25185769 -0.07473041  0.34202592  0.        ]",[-0.68973309 -0.5764854 ]
12,[ 0.49562854 -0.04664211],[ 0.93872066 -0.24116266],-0.0341881982006,-0.0341881982006,"[[ 1.5138658  -1.45320772  0.08503827  0.09095988]
 [ 0.348811   -2.73200881  0.          0.        ]]","[-0.28531493  0.35762967  1.41139347 -1.23367422  0.73324085  0.78425228
  0.08182141 -0.12738804 -0.08844955  0.28418309  0.        ]",[-0.68973309 -0.5764854 ]
13,[-0.4626044   0.23870949],[ 0.45501012 -0.87374448],-0.029450618176,-0.029450618176,"[[ 1.55804744 -1.51689312  0.08503827  0.09095988]
 [ 4.05703192 -3.63350396  0.          0.        ]]","[-0.34864876  0.2732396   1.41369763 -1.24748166  0.73324043  0.7842518
  0.54514798 -0.26526332 -0.13045001  0.26003825  0.        ]",[-0.68973309 -0.5764854 ]
14,[-1.00270391  1.1110059 ],[-1.24235148  1.81760304],-0.0204535325269,-0.0204535325269,"[[ 1.65645679 -1.62355554  0.08503827  0.09095988]
 [ 5.77817947 -7.02142661  0.          0.        ]]","[-0.48966392  0.13142249  1.4083238  -1.24763487  0.73324     0.78425132
  0.76019784 -0.78341461 -0.22606359  0.24470813  0.        ]",[-0.68973309 -0.5764854 ]
15,[-0.07833743  0.45796275],[ 0.62252281  0.30206894],-0.0124887582719,-0.0124887582719,"[[ 1.73115839 -1.72285442  0.08503827  0.09095988]
 [ 1.70551243 -2.92216251  0.          0.        ]]","[ -5.95987036e-01   7.92473322e-05   1.39459127e+00  -1.22193883e+00
   7.33239569e-01   7.84250839e-01   2.51334645e-01  -1.56469520e-01
  -2.97874471e-01   2.00759333e-01   0.00000000e+00]",[-0.68973309 -0.5764854 ]
16,[-1.12796617  0.22327332],[-1.80184058  0.87352706],-0.00951934553552,-0.00951934553552,"[[ 1.78964934 -1.76871968  0.08503827  0.09095988]
 [ 4.13550531 -1.66852602  0.          0.        ]]","[-0.67837527 -0.05999458  1.37807394 -1.20171938  0.73323914  0.78425036
  0.55495215  0.0352628  -0.35409501  0.20421989  0.        ]",[-0.68973309 -0.5764854 ]
