timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[-2.7588129  -2.25852799],[-1.92685794 -2.3619868 ],-0.326957122575,-0.326957122575,"[[-0.0415766   0.0708756  -0.08234173 -0.14761526]
 [-0.0024716  -0.00074506  0.          0.        ]]","[ 1.0149398   1.91247903 -0.19630389  1.08645447 -0.71943556 -1.26588693
  0.09079216  0.31057762  2.0504603   1.45494647  0.        ]",[-0.2904391  -0.15396412]
1,[-2.20724821 -1.83932972],[-2.42933643 -0.12329438],-0.321157412567,-0.321157412567,"[[-0.08130063  0.03114843 -0.08234173 -0.14761526]
 [-3.9567682  -3.95878653  0.          0.        ]]","[ 1.01140175  1.91518636 -0.25695153  0.98146941 -0.71943474 -1.26588446
 -0.2968519  -0.22486127  2.0477005   1.33682793  0.        ]",[-0.2904391  -0.15396412]
2,[-1.64527273 -1.79001391],[-1.65866798 -1.06787116],-0.303977957095,-0.303977957095,"[[-0.19933966 -0.05212401 -0.08234173 -0.14761526]
 [-7.83423015 -4.3670991   0.          0.        ]]","[ 0.98747539  1.91400981 -0.43563894  0.76118621 -0.71943392 -1.26588198
 -0.67696353 -0.28009711  2.00682185  1.02480711  0.        ]",[-0.2904391  -0.15396412]
3,[-0.59239787 -1.30963516],[-0.4997554  -1.59630726],-0.271710998992,-0.271710998992,"[[ -0.39414561  -0.17831121  -0.08234173  -0.14761526]
 [-11.63375419  -8.23870998   0.           0.        ]]","[ 0.90500619  1.89457842 -0.72016157  0.42969929 -0.7194331  -1.2658795
 -1.04943405 -0.80384369  1.84431758  0.55206126  0.        ]",[-0.2904391  -0.15396412]
4,[ 0.53319812 -0.74426556],[ 0.81342918 -1.1627197 ],-0.219443765615,-0.219443765615,"[[ -0.64433658  -0.38116845  -0.08234173  -0.14761526]
 [-13.37964182 -12.03433894   0.           0.        ]]","[ 0.72545078  1.81965335 -1.05157146 -0.08535684 -0.71943228 -1.26587703
 -1.22058334 -1.31730994  1.45135069  0.02989088  0.        ]",[-0.2904391  -0.15396412]
5,[ 1.28572989 -0.03404984],[ 0.74055505 -0.44441637],-0.155129192726,-0.155129192726,"[[ -0.87698333  -0.65920246  -0.08234173  -0.14761526]
 [ -9.89674241 -15.75664005   0.           0.        ]]","[ 0.49340597  1.63507852 -1.30878348 -0.72172604 -0.71943146 -1.26587455
 -0.87914926 -1.82085299  0.88192724 -0.27436229  0.        ]",[-0.2904391  -0.15396412]
6,[ 1.61577582  0.35093811],[ 1.837363    0.71391475],-0.0915928237559,-0.0915928237559,"[[ -1.04356909  -0.98886902  -0.08234173  -0.14761526]
 [ -6.77226986 -17.20517302   0.           0.        ]]","[ 0.2957142   1.31236753 -1.45470315 -1.31161772 -0.71943064 -1.26587207
 -0.57285275 -2.01680097  0.33566254 -0.25659235  0.        ]",[-0.2904391  -0.15396412]
7,[ 1.56628084  0.52437794],[ 1.39041604  1.92660362],-0.0427536295014,-0.0427536295014,"[[ -1.13799564  -1.30120252  -0.08234173  -0.14761526]
 [ -2.68374927 -14.03870708   0.           0.        ]]","[ 0.17430976  0.93278068 -1.52137844 -1.65158616 -0.71942981 -1.2658696
 -0.17204965 -1.58844234 -0.02070112 -0.04202725  0.        ]",[-0.2904391  -0.15396412]
8,[ 1.14662814  0.48823687],[ 0.70844035  1.65996088],-0.0254533367757,-0.0254533367757,"[[-1.15145055 -1.53946857 -0.08234173 -0.14761526]
 [ 1.32515452 -9.80198491  0.          0.        ]]","[ 0.15654376  0.61788161 -1.52988111 -1.7458665  -0.71942899 -1.26586712
  0.22094849 -1.01530447 -0.15455165  0.16819896  0.        ]",[-0.2904391  -0.15396412]
9,[ 0.61468673  0.27584687],[ 0.74701077 -0.09786103],-0.032282151081,-0.032282151081,"[[-1.09708809 -1.69383776 -0.08234173 -0.14761526]
 [ 4.1019595  -5.64874741  0.          0.        ]]","[ 0.22763434  0.41146524 -1.4939709  -1.72715415 -0.71942817 -1.26586464
  0.49316221 -0.45346141 -0.1494967   0.28423148  0.        ]",[-0.2904391  -0.15396412]
