timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[ 0.  0.],[-0.54953889 -1.42776426],-0.289322875906,-0.289322875906,"[[-0.07858426  0.03143559 -0.00495315  0.18109897]
 [-0.0005883  -0.00054159  0.          0.        ]]",[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[-0.01624273 -0.01036953]
1,[  3.25771235e-03  -9.40623577e-05],[ 0.78932575 -0.17813686],-0.294855890102,-0.294855890102,"[[-0.10039194 -0.00829449 -0.00495315  0.18109897]
 [-2.17295155 -3.95927582  0.          0.        ]]","[-0.80240623  0.226853   -1.40237293 -1.41064245  0.          0.
 -1.41421236 -1.4142132  -0.34947027 -1.34800839  0.        ]",[-0.01624273 -0.01036953]
2,[-0.00201556  0.00066086],[ 1.95756289 -0.80335159],-0.301782175777,-0.301782175777,"[[-0.11208859 -0.09378289 -0.00495315  0.18109897]
 [ 0.99274543 -4.58746539  0.          0.        ]]","[-1.0329491  -1.46245623 -1.39665318 -1.6660523   0.          0.
  1.36341687 -1.14295378 -1.09314588 -1.58341621  0.        ]",[-0.01624273 -0.01036953]
3,[ 0.00121414 -0.00271482],[ 0.58792452 -1.10895638],-0.301589652835,-0.301589652835,"[[ -5.27280712e-02  -2.16551622e-01  -4.95315159e-03   1.81098974e-01]
 [  4.93019899e+00  -7.67909325e+00   0.00000000e+00   0.00000000e+00]]","[ 1.38322091 -1.9575288   1.74331522 -1.78301346  0.          0.
  1.82989888 -1.61751226 -1.23063968 -1.18740274  0.        ]",[-0.01624273 -0.01036953]
4,[ 0.00209595 -0.00212732],[ 1.02085228 -0.58185411],-0.296561454099,-0.296561454099,"[[  6.82476835e-02  -4.08344081e-01  -4.95315159e-03   1.81098974e-01]
 [  7.15995544e+00  -1.14874419e+01   0.00000000e+00   0.00000000e+00]]","[ 0.71622061 -2.15477445  2.13672205 -1.90233904  0.          0.          1.6814416
 -1.78588078 -1.62351685 -0.48257571  0.        ]",[-0.01624273 -0.01036953]
5,[ 0.00373034 -0.00257518],[-2.23563068 -0.63480947],-0.284916169596,-0.284916169596,"[[  2.49727130e-01  -6.58939278e-01  -4.95315159e-03   1.81098974e-01]
 [  1.09753491e+01  -1.35650925e+01   0.00000000e+00   0.00000000e+00]]","[-2.40972891 -2.27440769  2.18023784 -1.93838948  0.          0.
  1.81760419 -1.63677845 -2.05800144  0.94086496  0.        ]",[-0.01624273 -0.01036953]
6,[ 0.00396432 -0.0015029 ],[-0.35611093 -0.29113252],-0.272914031874,-0.272914031874,"[[  4.27369949e-01  -9.52749650e-01  -4.95315159e-03   1.81098974e-01]
 [  6.80267274e+00  -1.58085310e+01   0.00000000e+00   0.00000000e+00]]","[-2.5113573  -2.33393254  2.07865924 -1.89388941  0.          0.
  0.69883129 -1.60749508 -2.31550507  1.37308945  0.        ]",[-0.01624273 -0.01036953]
7,[ 0.00273695 -0.00083792],[ 1.38383933 -0.1327694 ],-0.265756491585,-0.265756491585,"[[  5.47935900e-01  -1.27734035e+00  -4.95315159e-03   1.81098974e-01]
 [  5.25897049e+00  -1.66477677e+01   0.00000000e+00   0.00000000e+00]]","[-2.3531942  -2.34529846  1.88175813 -1.76663509  0.          0.
  0.27919935 -1.43712953 -2.41291018  0.31680102  0.        ]",[-0.01624273 -0.01036953]
8,[ 0.00194773 -0.00133628],[ 0.93096175  0.86340644],-0.253057418559,-0.253057418559,"[[  6.91773770e-01  -1.61226973e+00  -4.95315159e-03   1.81098974e-01]
 [  9.11216120e+00  -1.68444248e+01   0.00000000e+00   0.00000000e+00]]","[ -2.37593784e+00  -2.30273422e+00   1.81697945e+00  -1.53538097e+00
  -8.67361738e-16   2.77555756e-14   1.16315359e+00  -1.26179613e+00
  -2.40494133e+00  -5.21004388e-02   0.00000000e+00]",[-0.01624273 -0.01036953]
9,[ 0.00406513 -0.00333575],[-0.90107221 -0.68873371],-0.231871346588,-0.231871346588,"[[  9.09174454e-01  -1.91151136e+00  -4.95315159e-03   1.81098974e-01]
 [  1.26164422e+01  -1.30921550e+01   0.00000000e+00   0.00000000e+00]]","[ -2.54488986e+00  -2.18438873e+00   1.85069752e+00  -1.20702967e+00
  -8.67361738e-16   2.77555756e-14   1.68845895e+00  -5.27085934e-01
  -2.30240735e+00   1.28765876e+00   0.00000000e+00]",[-0.01624273 -0.01036953]
10,[ 0.00425708 -0.00237727],[ 0.69847269 -0.07828992],-0.212943583675,-0.212943583675,"[[  1.12321874e+00  -2.19810752e+00  -4.95315159e-03   1.81098974e-01]
 [  8.80051459e+00  -1.55593391e+01   0.00000000e+00   0.00000000e+00]]","[ -2.53134349e+00  -2.06366495e+00   1.78739422e+00  -7.81851678e-01
  -8.67361738e-16   2.77555756e-14   7.20731992e-01  -9.19992810e-01
  -2.24444870e+00   1.86028608e+00   0.00000000e+00]",[-0.01624273 -0.01036953]
