timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[ 1.54612124 -0.84682626],[ 2.31922268 -1.14995783],-0.335779381667,-0.335779381667,"[[-0.02106904  0.02109222 -0.10605986  0.11133295]
 [ 0.00065592 -0.0022982   0.          0.        ]]","[ 1.05274654  1.58721524 -0.12261166  1.28000408 -0.92237333  0.96246028
  0.04592271  0.2914347   2.61646827 -1.22105304  0.        ]",[-0.62453246 -0.50631016]
1,[ 1.31421292 -0.47839457],[ 0.8173969  0.4040008],-0.334466151602,-0.334466151602,"[[ 0.01864989 -0.01869658 -0.10605986  0.11133295]
 [ 3.95805589 -3.96337474  0.          0.        ]]","[ 1.05281475  1.5872761  -0.06285167  1.17961715 -0.92237261  0.96245949
  0.52182659 -0.29757456  2.61650553 -1.17509036  0.        ]",[-0.62453246 -0.50631016]
2,[ 1.23962128 -0.66615301],[ 0.87930598 -0.74220562],-0.328564770581,-0.328564770581,"[[ 0.12946193 -0.08113897 -0.10605986  0.11133295]
 [ 7.11264891 -2.28644608  0.          0.        ]]","[ 1.04101769  1.58314011  0.10334199  1.02228763 -0.92237188  0.9624587
  0.90118721 -0.04821629  2.60748327 -0.98529614  0.        ]",[-0.62453246 -0.50631016]
3,[ 1.08616996 -0.57847345],[ 1.98055691  0.52123382],-0.316935539763,-0.316935539763,"[[  0.30521501  -0.15591262  -0.10605986   0.11133295]
 [ 10.45154672  -5.18125719   0.           0.        ]]","[ 0.98653296  1.57140799  0.36123919  0.83499047 -0.92237116  0.96245792
  1.30271096 -0.47867284  2.56105657 -0.65829246  0.        ]",[-0.62453246 -0.50631016]
4,[ 0.48968771 -1.13988626],[ 0.11100364 -0.04385566],-0.296885742454,-0.296885742454,"[[  0.5518549   -0.23781444  -0.10605986   0.11133295]
 [ 14.19997394  -3.01611041   0.           0.        ]]","[ 0.83937373  1.55015492  0.6979386   0.63238903 -0.92237043  0.96245713
  1.75348175 -0.15671654  2.42429174 -0.19439999  0.        ]",[-0.62453246 -0.50631016]
5,[ 0.646061   -1.32338274],[ 1.27737364 -2.35462449],-0.268146426438,-0.268146426438,"[[  0.83744347  -0.29927817  -0.10605986   0.11133295]
 [ 14.35835962  -3.12987375   0.           0.        ]]","[ 0.5771117   1.5285164   1.02695958  0.48288958 -0.9223697   0.96245634
  1.77252556 -0.17363303  2.15425433  0.31915271  0.        ]",[-0.62453246 -0.50631016]
6,[-0.48282537 -1.1419301 ],[-0.55558991 -0.78101882],-0.232458258938,-0.232458258938,"[[  1.161469    -0.40099226  -0.10605986   0.11133295]
 [ 18.03200142  -7.02848474   0.           0.        ]]","[ 0.18647089  1.48223728  1.28945511  0.24192625 -0.92236898  0.96245555
  2.21429957 -0.75335448  1.75578715  0.74698022  0.        ]",[-0.62453246 -0.50631016]
7,[-0.08075553 -0.67272174],[-0.24027166 -0.59156066],-0.195170745296,-0.195170745296,"[[  1.49649262  -0.57117902  -0.10605986   0.11133295]
 [ 15.47885961  -9.98036214   0.           0.        ]]","[-0.27957814  1.37686446  1.40960448 -0.1372813  -0.92236825  0.96245476
  1.90726424 -1.19229636  1.3191796   0.97940331  0.        ]",[-0.62453246 -0.50631016]
8,[-0.25394651 -0.02364545],[-0.19249783  0.50449169],-0.163549956755,-0.163549956755,"[[  1.7934732   -0.79229496  -0.10605986   0.11133295]
 [ 14.22337385 -12.124085     0.           0.        ]]","[-0.70434147  1.1923531   1.37660386 -0.56960126 -0.92236752  0.96245397
  1.75628119 -1.51106502  0.97336441  1.00919936  0.        ]",[-0.62453246 -0.50631016]
9,[-0.67130136  0.30903643],[-1.55952521  0.89463523],-0.133844550296,-0.133844550296,"[[  2.06747522  -1.01231634  -0.10605986   0.11133295]
 [ 13.18030317  -9.88551878   0.           0.        ]]","[-1.0723744   0.96370264  1.23194363 -0.91298651 -0.9223668   0.96245318
  1.630843   -1.17819007  0.68183702  0.93322827  0.        ]",[-0.62453246 -0.50631016]
10,[-0.0153496   0.37233108],[ 0.72098037  0.13609321],-0.108580309219,-0.108580309219,"[[ 2.28876012 -1.17250418 -0.10605986  0.11133295]
 [ 8.96216133 -6.14580767  0.          0.        ]]","[-1.33341839  0.77520848  1.04231929 -1.09884779 -0.92236607  0.9624524
  1.12358486 -0.62209649  0.45278949  0.82338257  0.        ]",[-0.62453246 -0.50631016]
11,[-1.47357607  0.27181792],[-1.24421985  1.20578917],-0.0834352048309,-0.0834352048309,"[[  2.4948501   -1.28879552  -0.10605986   0.11133295]
 [ 11.63796863  -5.48547394   0.           0.        ]]","[-1.53523236  0.62982123  0.81578017 -1.19668337 -0.92236535  0.96245161
  1.44536493 -0.52390488  0.23331671  0.69437639  0.        ]",[-0.62453246 -0.50631016]
