timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.293062808768,[-3.32303017 -2.99772076],-0.293062808768,"[ 1.01874803  1.67346739  0.022403    1.25351117  0.02409354 -1.59787243
  0.07122702  0.29654741  1.47927022  2.39514232  0.        ]","[[ 0.09289958  0.04091121  0.00269511 -0.18460258]
 [ 0.00396655  0.00094118  0.          0.        ]]",[-0.48190513 -0.34984916],[-4.20508337 -1.60311449]
1,-0.285021362003,[-4.08218789 -0.24541031],-0.285021362003,"[ 1.02294343  1.67457069 -0.03762078  1.15257882  0.02409353 -1.59786957
 -0.37961842 -0.26964861  1.48946783  2.2569578   0.        ]","[[  5.33030634e-02   1.21744170e-03   2.69511299e-03  -1.84602578e-01]
 [ -3.95045616e+00  -3.95713185e+00   0.00000000e+00   0.00000000e+00]]",[-0.48190513 -0.34984916],[-3.16535044 -0.64058441]
2,-0.261662819631,[-3.32427286 -0.297726  ],-0.261662819631,"[ 1.02197565  1.66957715 -0.21674595  0.92879866  0.02409352 -1.59786671
 -0.82168349 -0.39722901  1.47877462  1.88066603  0.        ]","[[ -6.46091913e-02  -8.68735982e-02   2.69511299e-03  -1.84602578e-01]
 [ -7.82786770e+00  -4.84900156e+00   0.00000000e+00   0.00000000e+00]]",[-0.48190513 -0.34984916],[-2.23365784 -0.40646994]
3,-0.222349380358,[-1.0152609  -0.01037005],-0.222349380358,"[ 0.97648962  1.64955691 -0.50835112  0.65738172  0.0240935  -1.59786385
 -1.25500535 -0.55191357  1.35902506  1.32435539  0.        ]","[[ -2.59300166e-01  -1.94703204e-01   2.69511299e-03  -1.84602578e-01]
 [ -1.16285990e+01  -5.93034709e+00   0.00000000e+00   0.00000000e+00]]",[-0.48190513 -0.34984916],[-1.17181206 -0.21994011]
4,-0.165315497318,[ 0.8185902   1.18301345],-0.165315497318,"[ 0.82645694  1.61044837 -0.88606431  0.36745127  0.02409349 -1.59786099
 -1.67982422 -0.54075969  1.02857843  0.68243181  0.        ]","[[ -5.29257559e-01  -3.12528095e-01   2.69511299e-03  -1.84602578e-01]
 [ -1.53547649e+01  -5.85237691e+00   0.00000000e+00   0.00000000e+00]]",[-0.48190513 -0.34984916],[ 0.51129484  0.14460193]
5,-0.10837240642,[ 0.35143776 -1.93418359],-0.10837240642,"[ 0.5840072   1.57582775 -1.20989798  0.1855508   0.02409348 -1.59785812
 -1.27618626  0.04207867  0.57728114  0.22964732  0.        ]","[[ -8.00832039e-01  -3.88695713e-01   2.69511299e-03  -1.84602578e-01]
 [ -1.18144193e+01  -1.77797068e+00   0.00000000e+00   0.00000000e+00]]",[-0.48190513 -0.34984916],[ 1.07813001 -0.41334605]
6,-0.0599406258626,[ 2.15352042  0.11824073],-0.0599406258626,"[  3.32322004e-01   1.53483367e+00  -1.41449081e+00   1.20364774e-02
   2.40934676e-02  -1.59785526e+00  -1.09088836e+00  -5.19354964e-01
   1.28506806e-01   3.84072862e-04   0.00000000e+00]","[[ -1.02081328e+00  -4.63633661e-01   2.69511299e-03  -1.84602578e-01]
 [ -1.01891577e+01  -5.70274461e+00   0.00000000e+00   0.00000000e+00]]",[-0.48190513 -0.34984916],[ 2.32585406  0.5481084 ]
7,-0.0220166128876,[ 2.57687403  1.37947662],-0.0220166128876,"[ 0.12274741  1.46396288 -1.52570736 -0.22706515  0.02409346 -1.5978524
 -0.61692483 -0.43642428 -0.27676781 -0.06387024  0.        ]","[[ -1.18288640e+00  -5.71871815e-01   2.69511299e-03  -1.84602578e-01]
 [ -6.03196474e+00  -5.12300942e+00   0.00000000e+00   0.00000000e+00]]",[-0.48190513 -0.34984916],[ 2.42289877  0.56849891]
8,-0.0167110328827,[ 0.88168245 -1.22543302],-0.0167110328827,"[ 0.01396492  1.41765186 -1.56704367 -0.35638332  0.02409344 -1.59784954
 -0.15244674  0.14430154 -0.48418734 -0.05073958  0.        ]","[[-1.2626506  -0.63360034  0.00269511 -0.18460258]
 [-1.95796808 -1.06337597  0.          0.        ]]",[-0.48190513 -0.34984916],[ 1.11970019 -0.33105654]
9,-0.0192066293097,[-0.04380823 -0.9391884 ],-0.0192066293097,"[ 0.00876262  1.36806794 -1.56876405 -0.47814398  0.02409343 -1.59784668
  0.24980461 -0.41927389 -0.54862907 -0.02478317  0.        ]","[[ -1.26641047e+00  -6.94396656e-01   2.69511299e-03  -1.84602578e-01]
 [  1.57022991e+00  -5.00311682e+00   0.00000000e+00   0.00000000e+00]]",[-0.48190513 -0.34984916],[ 0.4660494   0.25183266]
10,-0.0233284209277,[ 0.58593019  1.03109248],-0.0233284209277,"[ 0.04922445  1.24347065 -1.55476013 -0.72876058  0.02409342 -1.59784382
  0.22662868 -0.93706366 -0.62071959  0.04055727  0.        ]","[[ -1.23704501e+00  -8.30776356e-01   2.69511299e-03  -1.84602578e-01]
 [  1.36695215e+00  -8.62279072e+00   0.00000000e+00   0.00000000e+00]]",[-0.48190513 -0.34984916],[ 0.98530769  1.23566759]
11,-0.0253044728994,[-1.64715305 -0.19030082],-0.0253044728994,"[ 0.1175783   1.108127   -1.52789704 -0.93673149  0.02409341 -1.59784096
  0.48770206 -0.34632475 -0.64757431  0.1096475   0.        ]","[[ -1.18673136e+00  -9.61798467e-01   2.69511299e-03  -1.84602578e-01]
 [  3.65685988e+00  -4.49316548e+00   0.00000000e+00   0.00000000e+00]]",[-0.48190513 -0.34984916],[-0.25143826  0.55197197]
12,-0.0284852632692,[ 1.44329137  0.9987006 ],-0.0284852632692,"[ 0.16129565  0.9999829  -1.50851107 -1.06723644  0.02409339 -1.5978381
  0.02836879 -0.44122156 -0.6727248   0.16756043  0.        ]","[[ -1.15401643e+00  -1.05831753e+00   2.69511299e-03  -1.84602578e-01]
 [ -3.72004146e-01  -5.15655379e+00   0.00000000e+00   0.00000000e+00]]",[-0.48190513 -0.34984916],[ 1.15572286  1.27273977]
13,-0.0289830512663,[ 0.18288171 -0.12631366],-0.0289830512663,"[ 0.20387068  0.92673681 -1.48789717 -1.14073937  0.02409338 -1.59783524
  0.48019957  0.13891061 -0.66994533  0.20456051  0.        ]","[[ -1.12169445e+00  -1.12075889e+00   2.69511299e-03  -1.84602578e-01]
 [  3.59105541e+00  -1.10107781e+00   0.00000000e+00   0.00000000e+00]]",[-0.48190513 -0.34984916],[-0.61650562  0.23027252]
14,-0.0184503573027,[-1.49838171  1.37183234],-0.0184503573027,"[ 0.30428277  0.89456694 -1.43202566 -1.16958701  0.02409337 -1.59783238
  0.5546199   0.07046696 -0.56460162  0.20741992  0.        ]","[[ -1.04332412e+00  -1.14758106e+00   2.69511299e-03  -1.84602578e-01]
 [  4.24380714e+00  -1.57953990e+00   0.00000000e+00   0.00000000e+00]]",[-0.48190513 -0.34984916],[-0.89896858  0.2592904 ]
15,-0.0109133788265,[ 0.19484658 -1.84906285],-0.0109133788265,"[ 0.35912451  0.90475797 -1.39683296 -1.16066367  0.02409336 -1.59782952
  0.09380076  0.64150959 -0.48555101  0.19722099  0.        ]","[[-0.99900143 -1.13911934  0.00269511 -0.18460258]
 [ 0.20191576  2.41239343  0.          0.        ]]",[-0.48190513 -0.34984916],[-0.1068671 -0.3931371]
16,-0.00871300329027,[-0.64468745  0.10808099],-0.00871300329027,"[ 0.37340171  0.91440288 -1.38708269 -1.15203305  0.02409335 -1.59782666
  0.18136516  0.0682325  -0.45951548  0.19162002  0.        ]","[[-0.98725719 -1.13108053  0.00269511 -0.18460258]
 [ 0.96995252 -1.59515548  0.          0.        ]]",[-0.48190513 -0.34984916],[ 0.05531287  0.42933929]
17,-0.0122968972279,[ 0.25445055  0.91724527],-0.0122968972279,"[ 0.36564772  0.88151785 -1.39240573 -1.18071381  0.02409333 -1.5978238
 -0.11167388  0.13406508 -0.4932149   0.20948188  0.        ]","[[-0.9936464  -1.15836617  0.00269511 -0.18460258]
 [-1.6003209  -1.13494621  0.          0.        ]]",[-0.48190513 -0.34984916],[ 0.87311524  0.60090786]
18,-0.0137418789986,[ 0.41169242 -1.38731976],-0.0137418789986,"[ 0.33920134  0.8983972  -1.41001694 -1.16624906  0.02409332 -1.59782094
  0.00661837  0.65678434 -0.51645422  0.20188356  0.        ]","[[-1.01524276 -1.14440211  0.00269511 -0.18460258]
 [-0.56276899  2.51917321  0.          0.        ]]",[-0.48190513 -0.34984916],[ 0.16773202 -0.32681537]
19,-0.0118741969395,[ 0.05823298 -0.02402755],-0.0118741969395,"[ 0.34561581  0.91060023 -1.40581953 -1.15545027  0.02409331 -1.59781808
  0.19373267  0.08317127 -0.4993713   0.19472926  0.        ]","[[-1.01003151 -1.13425123  0.00269511 -0.18460258]
 [ 1.07842735 -1.49071923  0.          0.        ]]",[-0.48190513 -0.34984916],[ 0.05317885  0.43885916]
20,-0.0120875819316,[ 0.33103904  0.65606462],-0.0120875819316,"[ 0.37448116  0.87379474 -1.3863266  -1.18714497  0.0240933  -1.59781522
  0.21757313  0.07377648 -0.48684974  0.21324394  0.        ]","[[-0.98636493 -1.16472455  0.00269511 -0.18460258]
 [ 1.28753492 -1.55639402  0.          0.        ]]",[-0.48190513 -0.34984916],[-0.02959925  0.48590153]
21,-0.00953018551105,[-0.03560925 -0.88611531],-0.00953018551105,"[ 0.42062762  0.86800287 -1.35298936 -1.1918972   0.02409329 -1.59781236
  0.36393479  0.44974582 -0.42863354  0.21547649  0.        ]","[[-0.94773394 -1.16948243  0.00269511 -0.18460258]
 [ 2.57128612  1.0718521   0.          0.        ]]",[-0.48190513 -0.34984916],[-0.82139242 -0.25040215]
22,-0.0119408616615,[-0.61714965  0.80384214],-0.0119408616615,"[ 0.4779137   0.85092075 -1.30757805 -1.20555496  0.02409327 -1.5978095
  0.34217375 -0.05519065 -0.36123908  0.22658298  0.        ]","[[-0.89822327 -1.183461    0.00269511 -0.18460258]
 [ 2.38042012 -2.45794606  0.          0.        ]]",[-0.48190513 -0.34984916],[-0.44535917  0.51069146]
23,-0.0141236634369,[ 0.47149647  0.78314014],-0.0141236634369,"[ 0.50336358  0.83034913 -1.28584732 -1.22129551  0.02409326 -1.59780664
  0.05829293  0.40717105 -0.33990119  0.23879384  0.        ]","[[-0.87559715 -1.20019037  0.00269511 -0.18460258]
 [-0.10951781  0.77422968  0.          0.        ]]",[-0.48190513 -0.34984916],[-0.00913706 -0.00316902]
24,-0.0182096192282,[-2.40702541 -1.12179127],-0.0182096192282,"[ 0.52166993  0.88710199 -1.2695804  -1.17597453  0.02409325 -1.59780378
  0.27115474  0.84849538 -0.2716135   0.21592981  0.        ]","[[ -8.59054802e-01  -1.15375182e+00   2.69511299e-03  -1.84602578e-01]
 [  1.75750808e+00   3.85934430e+00   0.00000000e+00   0.00000000e+00]]",[-0.48190513 -0.34984916],[-1.03152931 -0.99092001]
25,-0.0199290801311,[ 0.72624202  1.48880357],-0.0199290801311,"[ 0.516286    0.93114488 -1.27441875 -1.13660189  0.02409324 -1.59780092
 -0.18381758  0.27129834 -0.24564481  0.19660415  0.        ]","[[-0.86394374 -1.11704879  0.00269511 -0.18460258]
 [-2.23308238 -0.17559157  0.          0.        ]]",[-0.48190513 -0.34984916],[ 0.53332138  0.13704412]
26,-0.0201655895494,[-1.91456573 -0.79253513],-0.0201655895494,"[ 0.49918405  0.97386921 -1.28947911 -1.0947008   0.02409322 -1.59779805
  0.14872076  0.83810221 -0.23713337  0.17599905  0.        ]","[[ -8.79340918e-01  -1.08080567e+00   2.69511299e-03  -1.84602578e-01]
 [  6.83630686e-01   3.78669431e+00   0.00000000e+00   0.00000000e+00]]",[-0.48190513 -0.34984916],[-0.71684039 -1.04448617]
27,-0.0193668353326,[ 0.31259147 -0.09059842],-0.0193668353326,"[ 0.46963426  1.02407123 -1.31442371 -1.04051431  0.02409321 -1.59779519
 -0.30383407  0.37863069 -0.23948618  0.15026667  0.        ]","[[ -9.05494601e-01  -1.03729856e+00   2.69511299e-03  -1.84602578e-01]
 [ -3.28575260e+00   5.74729551e-01   0.00000000e+00   0.00000000e+00]]",[-0.48190513 -0.34984916],[ 0.75362259 -0.09165053]
28,-0.0105037279833,[ 1.13603802 -0.76718117],-0.0105037279833,"[ 0.4083082   1.03291344 -1.3621457  -1.03038673  0.0240932  -1.59779233
 -0.15539672  0.32563737 -0.32033036  0.13666288  0.        ]","[[-0.95814676 -1.0295208   0.00269511 -0.18460258]
 [-1.98380219  0.2042776   0.          0.        ]]",[-0.48190513 -0.34984916],[ 0.59057826 -0.04535939]
29,-0.00842878382676,[-0.51642942  1.41692471],-0.00842878382676,"[ 0.40881275  1.00267972 -1.36177194 -1.06427453  0.02409319 -1.59778947
  0.30028674 -0.10964734 -0.34395257  0.14997909  0.        ]","[[ -9.57721522e-01  -1.05596558e+00   2.69511299e-03  -1.84602578e-01]
 [  2.01301860e+00  -2.83860686e+00   0.00000000e+00   0.00000000e+00]]",[-0.48190513 -0.34984916],[-0.25073397  0.37167245]
30,-0.0105328665945,[-0.34224264 -1.14929833],-0.0105328665945,"[ 0.43161852  0.9836126  -1.34461682 -1.08460435  0.02409318 -1.59778661
  0.06265035  0.46489373 -0.32685092  0.1608708   0.        ]","[[-0.93837375 -1.07244016  0.00269511 -0.18460258]
 [-0.07129925  1.17775722  0.          0.        ]]",[-0.48190513 -0.34984916],[-0.06550288 -0.33838326]
31,-0.00729103310731,[ 0.17759282 -0.08751138],-0.00729103310731,"[ 0.41397919  0.96445791 -1.35794299 -1.10424325  0.02409316 -1.59778375
 -0.09145798 -0.10480794 -0.36652997  0.1678875   0.        ]","[[ -9.53361485e-01  -1.08884305e+00   2.69511299e-03  -1.84602578e-01]
 [ -1.42298918e+00  -2.80477356e+00   0.00000000e+00   0.00000000e+00]]",[-0.48190513 -0.34984916],[ 0.84183621  0.73126149]
32,-0.00917844007113,[ 2.16376768  1.30170328],-0.00917844007113,"[ 0.38879534  0.89421478 -1.37625477 -1.16985434  0.02409315 -1.59778089
 -0.00812926 -0.14645982 -0.45322522  0.20192481  0.        ]","[[ -9.74488170e-01  -1.14785994e+00   2.69511299e-03  -1.84602578e-01]
 [ -6.92110493e-01  -3.09594370e+00   0.00000000e+00   0.00000000e+00]]",[-0.48190513 -0.34984916],[ 0.77458894  0.92089528]
33,-0.00954963758709,[ 0.18641686 -0.87810324],-0.00954963758709,"[ 0.41971795  0.86803626 -1.35364862 -1.19184564  0.02409314 -1.59777803
  0.44444785  0.42858415 -0.42986261  0.21544687  0.        ]","[[ -9.48502661e-01  -1.16944623e+00   2.69511299e-03  -1.84602578e-01]
 [  3.27745752e+00   9.23930184e-01   0.00000000e+00   0.00000000e+00]]",[-0.48190513 -0.34984916],[-1.03875804 -0.26721066]
34,-0.0143130736459,[-0.2665275   0.63774063],-0.0143130736459,"[ 0.50269535  0.84775081 -1.28640821 -1.20800688  0.02409313 -1.59777517
  0.52125784 -0.07142523 -0.32826701  0.23055788  0.        ]","[[ -8.76194119e-01  -1.18603754e+00   2.69511299e-03  -1.84602578e-01]
 [  3.95116265e+00  -2.57140784e+00   0.00000000e+00   0.00000000e+00]]",[-0.48190513 -0.34984916],[-0.99473906  0.37628371]
35,-0.0227863859309,[-1.64388975 -0.42325243],-0.0227863859309,"[ 0.57594075  0.81621231 -1.217965   -1.23164964  0.02409312 -1.59777231
  0.39203326  0.29713367 -0.24389622  0.25689865  0.        ]","[[ -8.08542840e-01  -1.21161549e+00   2.69511299e-03  -1.84602578e-01]
 [  2.81773332e+00   5.01938426e-03   0.00000000e+00   0.00000000e+00]]",[-0.48190513 -0.34984916],[-1.01131797 -0.10186736]
36,-0.0243497930826,[ 0.64596176  1.71279538],-0.0243497930826,"[ 0.59270621  0.79544814 -1.20092465 -1.24625056  0.0240931  -1.59776945
 -0.06542084  0.05752284 -0.23378644  0.26947942  0.        ]","[[-0.79244506 -1.22832091  0.00269511 -0.18460258]
 [-1.19460396 -1.66998898  0.          0.        ]]",[-0.48190513 -0.34984916],[ 0.37934896  0.58247572]
37,-0.0250044969912,[-0.76815977 -1.13918192],-0.0250044969912,"[ 0.59475106  0.80373243 -1.19880669 -1.24051292  0.02409309 -1.59776659
  0.22858573  0.62858385 -0.22467027  0.26652755  0.        ]","[[-0.79046387 -1.22166742  0.00269511 -0.18460258]
 [ 1.38413196  2.32203565  0.          0.        ]]",[-0.48190513 -0.34984916],[-0.81475925 -0.52353054]
38,-0.024887479756,[ 0.60375162 -0.00154001],-0.024887479756,"[ 0.59156978  0.81150754 -1.20209326 -1.23501856  0.02409308 -1.59776373
 -0.12097599  0.05569505 -0.2237073   0.26251892  0.        ]","[[-0.79354345 -1.21540813  0.00269511 -0.18460258]
 [-1.68187685 -1.68276168  0.          0.        ]]",[-0.48190513 -0.34984916],[ 0.49614084  0.58808416]
39,-0.0219461582287,[-0.02564987  0.04830011],-0.0219461582287,"[ 0.58186963  0.76982841 -1.21199458 -1.26323126  0.02409307 -1.59776087
  0.15519649  0.05950464 -0.26865228  0.27820235  0.        ]","[[-0.80287732 -1.2487962   0.00269511 -0.18460258]
 [ 0.74043343 -1.65613045  0.          0.        ]]",[-0.48190513 -0.34984916],[-0.11779177  0.50550473]
40,-0.0227881868944,[ 0.36222696  0.09036547],-0.0227881868944,"[ 0.59601693  0.73087051 -1.19748683 -1.28692713  0.02409305 -1.59775801
  0.14194795  0.09155739 -0.27505736  0.29840495  0.        ]","[[-0.78923454 -1.27967068  0.00269511 -0.18460258]
 [ 0.62423113 -1.43206457  0.          0.        ]]",[-0.48190513 -0.34984916],[-0.11269042  0.52074856]
