timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[-2.98263788 -1.97281945],[-2.23842036 -1.35612598],-0.372163874168,-0.372163874168,"[[ 0.03897582  0.07900369 -0.14050287 -0.11060086]
 [-0.00314378 -0.0036565   0.          0.        ]]","[ 1.02203644  1.74088572 -0.05943318  1.27765097 -1.22750995 -0.94702608
  0.06252555  0.29861282  2.73123468  1.4247901   0.        ]",[-0.40985641 -0.29105857]
1,[-2.5187521  -1.45835721],[-1.74146675 -1.36928291],-0.368734079951,-0.368734079951,"[[ -7.61528841e-04   3.92188623e-02  -1.40502867e-01  -1.10600856e-01]
 [ -3.95742783e+00  -3.96164095e+00   0.00000000e+00   0.00000000e+00]]","[ 1.0231388   1.74400706 -0.11981233  1.1770642  -1.22750826 -0.94702509
 -0.37163967 -0.25824412  2.7380001   1.29218778  0.        ]",[-0.40985641 -0.29105857]
2,[-1.97848141 -1.14550853],[-2.52102052 -1.61593527],-0.356111555001,-0.356111555001,"[[-0.1188001  -0.07893972 -0.14050287 -0.11060086]
 [-7.83354094 -7.8412891   0.          0.        ]]","[ 1.01289265  1.74088469 -0.29878695  0.87802191 -1.22750656 -0.9470241
 -0.79722173 -0.80407947  2.71328948  0.89900867  0.        ]",[-0.40985641 -0.29105857]
3,[-1.43543351 -0.85460031],[-1.69285765 -1.07843843],-0.327722532224,-0.327722532224,"[[ -0.31359385  -0.27392047  -0.14050287  -0.11060086]
 [-11.63326938 -11.64409883   0.           0.        ]]","[ 0.95224779  1.69544561 -0.58749211  0.39260642 -1.22750487 -0.94702311
 -1.21441618 -1.33910303  2.53048537  0.28900467  0.        ]",[-0.40985641 -0.29105857]
4,[-0.8149296  -0.48101676],[-0.78611879 -1.61290333],-0.274630135058,-0.274630135058,"[[ -0.5836359   -0.5442007   -0.14050287  -0.11060086]
 [-15.35876571 -15.37145865   0.           0.        ]]","[ 0.78251812  1.5529237  -0.95617677 -0.23357444 -1.22750317 -0.94702212
 -1.62345851 -1.86350861  2.02971129 -0.36607314  0.        ]",[-0.40985641 -0.29105857]
5,[ 0.5715434  0.7034319],[ 0.83074025  0.7821283 ],-0.191092629838,-0.191092629838,"[[ -0.91897637  -0.88828758  -0.14050287  -0.11060086]
 [-18.16634035 -19.02498133   0.           0.        ]]","[ 0.45134914  1.25399238 -1.32689255 -0.88769638 -1.22750147 -0.94702113
 -1.93171442 -2.37752106  1.17519153 -0.70003386  0.        ]",[-0.40985641 -0.29105857]
6,[ 1.50668764  1.55107498],[ 1.72767169  1.85784259],-0.100090068519,-0.100090068519,"[[ -1.24576186  -1.23393583  -0.14050287  -0.11060086]
 [-14.52409613 -15.55141876   0.           0.        ]]","[ 0.03374705  0.85477633 -1.55890576 -1.31271287 -1.22749978 -0.94702014
 -1.53180773 -1.88881532  0.37391468 -0.4484629   0.        ]",[-0.40985641 -0.29105857]
7,[ 1.88941348  1.77566016],[ 2.00020536  1.17154169],-0.0396955497775,-0.0396955497775,"[[ -1.49369045  -1.5021495   -0.14050287  -0.11060086]
 [-10.28254871 -11.28419481   0.           0.        ]]","[-0.31847194  0.50646834 -1.63396573 -1.44909714 -1.22749808 -0.94701915
 -1.06610187 -1.28845184 -0.03943519  0.03961267  0.        ]",[-0.40985641 -0.29105857]
8,[ 1.77473438  1.79581583],[ 2.2819024   1.25137744],-0.0408738828699,-0.0408738828699,"[[-1.65761141 -1.68586777 -0.14050287 -0.11060086]
 [-6.12315436 -7.10159225  0.          0.        ]]","[-0.55647397  0.26257605 -1.63275435 -1.43830958 -1.22749639 -0.94701816
 -0.60941691 -0.69999537 -0.17608989  0.43799109  0.        ]",[-0.40985641 -0.29105857]
9,[ 1.38619912  1.53609395],[ 1.82085268  1.5485378 ],-0.0575393391985,-0.0575393391985,"[[-1.73915787 -1.78676577 -0.14050287 -0.11060086]
 [-2.04494684 -3.00187796  0.          0.        ]]","[-0.67401157  0.13029563 -1.61698546 -1.39621825 -1.22749469 -0.94701716
 -0.16164614 -0.12320092 -0.19658188  0.64937998  0.        ]",[-0.40985641 -0.29105857]
10,[ 0.47063825  0.79659861],[ 0.33078173 -0.96670838],-0.0597776456948,-0.0597776456948,"[[-1.73994437 -1.80648405 -0.14050287 -0.11060086]
 [ 1.95300014  1.01666111  0.          0.        ]]","[-0.67513802  0.10474114 -1.61678148 -1.3850333  -1.22749299 -0.94701617
  0.27731232  0.44217284 -0.18953139  0.67128077  0.        ]",[-0.40985641 -0.29105857]
11,[ 0.41633922  1.23368728],[-0.05715313  0.77090968],-0.0575540852864,-0.0575540852864,"[[-1.68813151 -1.82475931 -0.14050287 -0.11060086]
 [ 3.2240595  -2.83135667  0.          0.        ]]","[-0.60060313  0.08116435 -1.62801822 -1.37381169 -1.2274913  -0.94701518
  0.41686937 -0.09921051 -0.156217    0.6278084   0.        ]",[-0.40985641 -0.29105857]
