timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[ 2.11247635 -2.05341744],[ 1.90544499 -1.3204925 ],-0.21805718196,-0.21805718196,"[[ 0.05195843 -0.04054873  0.00285654  0.07500056]
 [ 0.00067807  0.00150192  0.          0.        ]]","[  1.07883653e+00   1.47597893e+00  -4.25691394e-04   1.23675404e+00
   1.99410159e-02   6.46119222e-01   3.04438255e-02   2.89828786e-01
   1.69967293e+00  -7.79636607e-01   0.00000000e+00]",[-0.79235363 -0.66699672]
1,[ 2.02280211 -1.70790982],[ 2.12356053 -1.37868428],-0.216572806314,-0.216572806314,"[[  9.16778161e-02  -8.02622615e-02   2.85654309e-03   7.50005571e-02]
 [  3.95808025e+00  -3.95964724e+00   0.00000000e+00   0.00000000e+00]]","[ 1.07476537  1.47277208  0.05876953  1.13563327  0.01994101  0.64611892
  0.54605495 -0.33541498  1.6968084  -0.72912455  0.        ]",[-0.79235363 -0.66699672]
2,[ 1.96005058 -1.56843495],[ 2.24662004 -0.88538185],-0.211669795357,-0.211669795357,"[[  2.09759778e-01  -1.98411439e-01   2.85654309e-03   7.50005571e-02]
 [  7.83720485e+00  -7.84231560e+00   0.00000000e+00   0.00000000e+00]]","[ 1.04945684  1.45084339  0.23311608  0.83732271  0.019941    0.64611861
  1.05146688 -0.94827071  1.67900335 -0.58040908  0.        ]",[-0.79235363 -0.66699672]
3,[ 1.91311336 -1.4848094 ],[ 1.69083913 -0.93980744],-0.201920021139,-0.201920021139,"[[  4.04653394e-01  -3.88887879e-01   2.85654309e-03   7.50005571e-02]
 [  1.16395288e+01  -1.11941169e+01   0.00000000e+00   0.00000000e+00]]","[ 0.96541568  1.37723843  0.51026907  0.37291005  0.019941    0.6461183
  1.5468714  -1.47733126  1.61981032 -0.33765706  0.        ]",[-0.79235363 -0.66699672]
4,[ 1.07035792 -0.95540601],[ 1.42540655 -0.47854892],-0.185431640358,-0.185431640358,"[[  6.74842493e-01  -6.47893475e-01   2.85654309e-03   7.50005571e-02]
 [  1.53670495e+01  -1.46946881e+01   0.00000000e+00   0.00000000e+00]]","[ 0.76769902  1.20613042  0.8555598  -0.19941502  0.01994099  0.646118
  2.03252779 -2.02987214  1.48044251 -0.02725256  0.        ]",[-0.79235363 -0.66699672]
5,[-0.36293772 -0.09485592],[-0.55980305 -0.64086105],-0.160263879839,-0.160263879839,"[[  1.01884209e+00  -9.57883917e-01   2.85654309e-03   7.50005571e-02]
 [  1.90208951e+01  -1.62988642e+01   0.00000000e+00   0.00000000e+00]]","[ 0.40142237  0.90916691  1.1943543  -0.74653426  0.01994098  0.64611769
  2.50858191 -2.28307678  1.22109536  0.30957635  0.        ]",[-0.79235363 -0.66699672]
6,[-0.26746365  0.7194218 ],[-0.54818626  0.36110484],-0.130129141677,-0.130129141677,"[[  1.37327902e+00  -1.30606396e+00   2.85654309e-03   7.50005571e-02]
 [  1.64313118e+01  -1.85118226e+01   0.00000000e+00   0.00000000e+00]]","[-0.06720709  0.48986918  1.38719871 -1.12201412  0.01994098  0.64611738
  2.17118106 -2.63237128  0.89091675  0.48298646  0.        ]",[-0.79235363 -0.66699672]
7,[-0.27349463  1.12500715],[-0.04118393  1.00909553],-0.100101955199,-0.100101955199,"[[  1.67688387e+00  -1.65826181e+00   2.85654309e-03   7.50005571e-02]
 [  1.39373883e+01  -1.67140371e+01   0.00000000e+00   0.00000000e+00]]","[-0.49871287  0.02323525  1.40785015 -1.20113351  0.01994097  0.64611708
  1.84624555 -2.34859765  0.58963148  0.43248181  0.        ]",[-0.79235363 -0.66699672]
8,[-1.18755352  1.21428454],[-0.33117688  1.43222415],-0.0722975441317,-0.0722975441317,"[[  1.95123119e+00  -1.94948598e+00   2.85654309e-03   7.50005571e-02]
 [  1.34988283e+01  -1.24227044e+01   0.00000000e+00   0.00000000e+00]]","[-0.87781834 -0.35427726  1.30941323 -1.03014211  0.01994096  0.64611677
  1.78910319 -1.67123822  0.32310566  0.32476273  0.        ]",[-0.79235363 -0.66699672]
9,[-1.6413703   1.18425751],[-1.55622396  1.40471549],-0.0489720897791,-0.0489720897791,"[[  2.20537760e+00  -2.15573681e+00   2.85654309e-03   7.50005571e-02]
 [  1.19210328e+01  -8.21644482e+00   0.00000000e+00   0.00000000e+00]]","[-1.19419572 -0.59821554  1.12534138 -0.78675854  0.01994096  0.64611646
  1.58353098 -1.00730881  0.09915108  0.23482313  0.        ]",[-0.79235363 -0.66699672]
