timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.280715794536,[-2.35574688 -4.0741363 ],-0.280715794536,"[ 1.02778175  1.64773514 -0.16595391  0.9805929  -0.60747444 -0.37301101
  0.06757169  0.2953965   2.17968425  0.42099838  0.        ]","[[-0.03352138 -0.07506839 -0.07004094 -0.04306284]
 [-0.00101977 -0.00049414  0.          0.        ]]",[-0.52040255 -0.38625795],[-1.85935688 -3.20872498]
1,-0.278250608556,[-1.57427218 -2.85376088],-0.278250608556,"[ 1.02471242  1.64275194 -0.22613084  0.88003909 -0.60747403 -0.37301081
 -0.38925894 -0.27542291  2.16573483  0.28101718  0.        ]","[[-0.07321675 -0.11479059 -0.07004094 -0.04306284]
 [-3.95536082 -3.95853915  0.          0.        ]]",[-0.52040255 -0.38625795],[-1.60741854 -2.71233606]
2,-0.269310975811,[-2.41769086 -1.61854563],-0.269310975811,"[ 1.00218216  1.6157442  -0.40361326  0.58441347 -0.60747363 -0.3730106
 -0.83706896 -0.83494291  2.07879823 -0.1234581   0.        ]","[[-0.19121524 -0.23288766 -0.07004094 -0.04306284]
 [-7.83162158 -7.83823636  0.          0.        ]]",[-0.52040255 -0.38625795],[-1.16074491 -2.17561078]
3,-0.249618700059,[-0.81967385 -3.1516971 ],-0.249618700059,"[ 0.9219846   1.53223724 -0.68662524  0.11627097 -0.60747323 -0.37301039
 -1.27607309 -1.38337743  1.79791035 -0.71616134  0.        ]","[[ -0.38597343  -0.42780768  -0.07004094  -0.04306284]
 [-11.63166599 -11.64107552   0.           0.        ]]",[-0.52040255 -0.38625795],[-0.53224671 -1.66599655]
4,-0.214143492358,[ 1.57352888 -2.17624225],-0.214143492358,"[ 0.73411779  1.34205786 -1.03246866 -0.4631135  -0.60747282 -0.37301019
 -1.62410524 -1.92096523  1.20280369 -1.27266727  0.        ]","[[ -0.64883053  -0.6980303   -0.07004094  -0.04306284]
 [-14.64426637 -15.36872226   0.           0.        ]]",[-0.52040255 -0.38625795],[ 0.4035598  -0.99110532]
5,-0.165901796271,[ 0.51409737  0.03706883],-0.165901796271,"[ 0.48125274  0.99588933 -1.30351288 -1.02448404 -0.60747242 -0.37300998
 -1.13370187 -2.4482344   0.44402568 -1.41870576  0.        ]","[[ -0.89912398  -1.04208801  -0.07004094  -0.04306284]
 [-10.3993292  -19.02485209   0.           0.        ]]",[-0.52040255 -0.38625795],[ 0.97840357 -0.15584202]
6,-0.114607634086,[ 2.61112384 -0.37162234],-0.114607634086,"[ 0.25651112  0.53084327 -1.45740697 -1.34182293 -0.60747202 -0.37300977
 -0.87525913 -2.37276731 -0.14984181 -1.12144236  0.        ]","[[ -1.08466601  -1.41733536  -0.07004094  -0.04306284]
 [ -8.1622464  -18.50161667   0.           0.        ]]",[-0.52040255 -0.38625795],[ 1.46088314  0.7676301 ]
7,-0.0654328770089,[ 2.47582128  1.15858065],-0.0654328770089,"[ 0.09563405  0.03007634 -1.53371942 -1.30608674 -0.60747161 -0.37300957
 -0.39966121 -2.53221644 -0.44536476 -0.61404461  0.        ]","[[ -1.20660767  -1.79846162  -0.07004094  -0.04306284]
 [ -4.04545667 -19.60730156   0.           0.        ]]",[-0.52040255 -0.38625795],[ 1.68853235  1.33106363]
8,-0.0247093404486,[ 1.20235208  0.22358029],-0.0247093404486,"[ 0.04050361 -0.39207371 -1.55440765 -0.96111768 -0.60747121 -0.37300936
  0.06665571 -1.90523904 -0.45781863 -0.15749423  0.        ]","[[ -1.24702169e+00  -2.14698864e+00  -7.00409413e-02  -4.30628402e-02]
 [ -9.00307432e-03  -1.52598528e+01   0.00000000e+00   0.00000000e+00]]",[-0.52040255 -0.38625795],[ 1.19246006  1.4205606 ]
9,-0.00981578717413,[ 1.58023064  0.59807962],-0.00981578717413,"[ 0.09444162 -0.68197615 -1.53418994 -0.46950704 -0.60747081 -0.37300916
  0.5239494  -1.73400727 -0.32752403  0.1446578   0.        ]","[[ -1.20748811  -2.44027348  -0.07004094  -0.04306284]
 [  3.94934582 -14.07254884   0.           0.        ]]",[-0.52040255 -0.38625795],[ 0.64699847  1.37226629]
10,-0.034884202646,[-0.17006777  0.72535864],-0.034884202646,"[ 0.25022679 -0.86452963 -1.46085592  0.07338443 -0.6074704  -0.37300895
  0.97228812 -1.3522832  -0.15168147  0.3387699   0.        ]","[[ -1.08956457  -2.69516778  -0.07004094  -0.04306284]
 [  7.83018406 -11.42567062   0.           0.        ]]",[-0.52040255 -0.38625795],[-0.23671645  1.11709952]
