timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[ 0.67961425 -1.03105021],[ 0.80908341  0.93544778],-0.173702208051,-0.173702208051,"[[-0.09834846 -0.06461472  0.05512889  0.05470375]
 [ 0.0018645  -0.00452047  0.          0.        ]]","[ 1.07787089  1.80904419 -0.11551756  0.40692217  0.46110169  0.464499
  0.21086774  0.27618104  0.84460498 -0.56812442  0.        ]",[-0.01642396 -0.1069042 ]
1,[ 0.52143723 -1.10248399],[ 0.51571698 -0.29086199],-0.169993747653,-0.169993747653,"[[-0.06621304 -0.02755339  0.05512889  0.05470375]
 [ 3.20102886  3.69831704  0.          0.        ]]","[ 1.08153711  1.8112195  -0.06688378  0.49680034  0.46110054  0.46449784
  0.46959552  0.76746721  0.8532666  -0.48469844  0.        ]",[-0.01642396 -0.1069042 ]
2,[ 0.33561301 -1.09570479],[ 0.2560679  -1.31704455],-0.161762563369,-0.161762563369,"[[ 0.01764612  0.03411529  0.05512889  0.05470375]
 [ 5.17830363  2.47263696  0.          0.        ]]","[ 1.08436174  1.81094394  0.06038999  0.64649773  0.4610994   0.46449668
  0.62950393  0.60484341  0.8570423  -0.29546046  0.        ]",[-0.01642396 -0.1069042 ]
3,[ 0.17213222 -1.07142127],[-1.4995035  -1.35622802],-0.154047306008,-0.154047306008,"[[ 0.13036366  0.04334541  0.05512889  0.05470375]
 [ 6.09040723 -1.53626334  0.          0.        ]]","[ 1.07277882  1.81046933  0.23100413  0.66888846  0.46109825  0.46449552
  0.70326737  0.07294535  0.84065149 -0.10479981  0.        ]",[-0.01642396 -0.1069042 ]
4,[ 0.21753788 -1.03747129],[ 1.3416919   0.13365614],-0.15138659298,-0.15138659298,"[[ 0.21128794 -0.02678666  0.05512889  0.05470375]
 [ 2.01558436 -5.46385764  0.          0.        ]]","[ 1.0536575   1.81119851  0.35207387  0.49865566  0.4610971   0.46449436
  0.37371833 -0.4481649   0.82953609 -0.03380169  0.        ]",[-0.01642396 -0.1069042 ]
5,[ 0.04621517 -1.14342046],[ 0.81302304 -2.14233322],-0.149479298973,-0.149479298973,"[[ 0.29088772 -0.12968384  0.05512889  0.05470375]
 [ 5.93136183 -4.82797002  0.          0.        ]]","[ 1.02617016  1.80086573  0.46913241  0.24970674  0.46109595  0.4644932
  0.69040229 -0.36379465  0.81879195  0.00637516  0.        ]",[-0.01642396 -0.1069042 ]
6,[-0.17200336 -1.17607403],[-1.14330576  0.41523493],-0.143807129718,-0.143807129718,"[[ 0.44062266 -0.26502368  0.05512889  0.05470375]
 [ 9.03181887 -8.69311424  0.          0.        ]]","[ 0.95179679  1.76681772  0.68128069 -0.07225902  0.4610948   0.46449204
  0.94114644 -0.87661873  0.77948014  0.12697561  0.        ]",[-0.01642396 -0.1069042 ]
7,[-0.16315812 -1.24053955],[ 1.22234645 -0.97040651],-0.138252759711,-0.138252759711,"[[ 0.57976913 -0.42064632  0.05512889  0.05470375]
 [ 4.8965767  -6.87522963  0.          0.        ]]","[ 0.85741679  1.69972913  0.86552827 -0.42774624  0.46109366  0.46449088
  0.60670917 -0.63541989  0.73405549  0.20732282  0.        ]",[-0.01642396 -0.1069042 ]
8,[-0.35795435 -1.23526669],[ 0.84650454 -2.14867396],-0.131733499055,-0.131733499055,"[[  0.71643556  -0.59535073   0.05512889   0.05470375]
 [  8.7572434  -10.58281396   0.           0.        ]]","[ 0.74282578  1.59078648  1.03085554 -0.79787329  0.46109251  0.46448972
  0.91893551 -1.12733769  0.68045622  0.25965234  0.        ]",[-0.01642396 -0.1069042 ]
9,[-0.54516417 -1.19339395],[ 0.18926902 -0.70584524],-0.119687088846,-0.119687088846,"[[  0.92345913  -0.84464092   0.05512889   0.05470375]
 [ 11.93458845 -14.33363592   0.           0.        ]]","[ 0.53281347  1.38035384  1.24496136 -1.25172256  0.46109136  0.46448856
  1.1758963  -1.6249851   0.57794873  0.3332068   0.        ]",[-0.01642396 -0.1069042 ]
10,[-0.56578952 -1.08562422],[-1.24075044  1.13065688],-0.101680064425,-0.101680064425,"[[  1.16730789  -1.1565045    0.05512889   0.05470375]
 [ 12.4485755  -16.84432395   0.           0.        ]]","[ 0.240307    1.04478137  1.43023016 -1.65879251  0.46109021  0.4644874
  1.21745857 -1.95808297  0.4329934   0.36992185  0.        ]",[-0.01642396 -0.1069042 ]
11,[-0.43797806 -1.07111502],[-1.54978323 -2.55205273],-0.0819414186363,-0.0819414186363,"[[  1.37409973  -1.45030212   0.05512889   0.05470375]
 [  8.24451611 -12.54985131   0.           0.        ]]","[-0.0337998   0.68241188  1.52288632 -1.84656741  0.46108907  0.46448624
  0.87745432 -1.38828866  0.29276123  0.34305043  0.        ]",[-0.01642396 -0.1069042 ]
12,[-0.25115275 -0.78990912],[-0.55452951 -0.7575041 ],-0.0619227683916,-0.0619227683916,"[[  1.49765249  -1.73852463   0.05512889   0.05470375]
 [  4.12422815 -16.26011699   0.           0.        ]]","[-0.20386984  0.31387394  1.54809757 -1.83008328  0.46108792  0.46448509
  0.54422662 -1.88054423  0.18713295  0.2172595   0.        ]",[-0.01642396 -0.1069042 ]
13,[-0.09899043 -0.47177094],[-0.0019487  -0.80286113],-0.0423045290894,-0.0423045290894,"[[  1.55729193  -2.09058803   0.05512889   0.05470375]
 [  1.84712356 -18.93733898   0.           0.        ]]","[-0.28667865 -0.1093524   1.55200871 -1.54347803  0.46108677  0.46448393
  0.36006582 -2.23572509  0.06075117 -0.01118429  0.        ]",[-0.01642396 -0.1069042 ]
14,[-0.05622224 -0.21650672],[-0.4816266  -2.09770816],-0.0424985406317,-0.0424985406317,"[[  1.59378028  -2.49746892   0.05512889   0.05470375]
 [  1.80183909 -21.74140539   0.           0.        ]]","[-0.33739382 -0.49814411  1.55173523 -0.8942058   0.46108562  0.46448277
  0.35640262 -2.60771812 -0.151432   -0.24809636  0.        ]",[-0.01642396 -0.1069042 ]
15,[-0.06154636 -0.01177186],[ 1.54787611  0.3058654 ],-0.0718320618181,-0.0718320618181,"[[  1.61031749  -2.96770649   0.05512889   0.05470375]
 [ -0.1416019  -25.2706046    0.           0.        ]]","[-0.36036851 -0.73595809  1.55093967  0.1436712   0.46108447  0.46448161
  0.19922658 -3.07588964 -0.47630777 -0.412216    0.        ]",[-0.01642396 -0.1069042 ]
16,[ 0.00266502 -0.16075203],[ 1.27344396  0.70482372],-0.089258745933,-0.089258745933,"[[ 1.64725009 -3.1917251   0.05512889  0.05470375]
 [ 3.8215558  -0.49840037  0.          0.        ]]","[-0.41161534 -0.7536979   1.54767864  0.68538039  0.46108333  0.46448045
  0.51974588  0.2107125  -0.6541513  -0.43316555  0.        ]",[-0.01642396 -0.1069042 ]
17,[-0.08056369 -0.33089969],[-0.88974982  0.85298638],-0.0836973631208,-0.0836973631208,"[[ 1.7626499  -3.14171901  0.05512889  0.05470375]
 [ 7.70542381  4.21463263  0.          0.        ]]","[-0.57049254 -0.75530795  1.52424202  0.56402176  0.46108218  0.46447929
  0.83385155  0.83600303 -0.59890289 -0.42967273  0.        ]",[-0.01642396 -0.1069042 ]
18,[-0.06167787 -0.4887431 ],[-0.17914555 -0.11773838],-0.0718123205643,-0.0718123205643,"[[ 1.87988394 -3.02437787  0.05512889  0.05470375]
 [ 4.030218    7.5085066   0.          0.        ]]","[-0.72827297 -0.74649874  1.48013124  0.27978342  0.46108103  0.46447813
  0.53661697  1.27300545 -0.5062753  -0.39134448  0.        ]",[-0.01642396 -0.1069042 ]
19,[-0.08298337 -0.61172414],[ 1.04379929 -1.68410804],-0.0564999380757,-0.0564999380757,"[[ 1.95257025 -2.88037694  0.05512889  0.05470375]
 [ 3.24103852  6.89363618  0.          0.        ]]","[-0.82331679 -0.71176417  1.44275552 -0.063296    0.46107988  0.46447697
  0.47279061  1.19142272 -0.41084924 -0.31633354  0.        ]",[-0.01642396 -0.1069042 ]
20,[-0.16578206 -0.65787941],[-0.62717443  0.06882919],-0.0440069045445,-0.0440069045445,"[[ 2.05646902 -2.78359972  0.05512889  0.05470375]
 [ 7.13586074  2.79774338  0.          0.        ]]","[-0.95430366 -0.67393241  1.37647062 -0.28699989  0.46107874  0.46447581
  0.78778364  0.64800621 -0.36323697 -0.23442554  0.        ]",[-0.01642396 -0.1069042 ]
21,[-0.14811268 -0.714616  ],[ 1.16852652  1.19360639],-0.0350786345664,-0.0350786345664,"[[ 2.17285454 -2.72546633  0.05512889  0.05470375]
 [ 4.51144192  3.01486742  0.          0.        ]]","[-1.09265724 -0.64577087  1.28506171 -0.41768037  0.46107759  0.46447465
  0.57553075  0.67681073 -0.35278998 -0.16175165  0.        ]",[-0.01642396 -0.1069042 ]
22,[-0.24354032 -0.91188371],[ 0.40414965  0.38846684],-0.0233380597241,-0.0233380597241,"[[ 2.30191027 -2.62603841  0.05512889  0.05470375]
 [ 8.38116921  6.9149394   0.          0.        ]]","[-1.23354289 -0.58847275  1.16396442 -0.63326702  0.46107644  0.46447349
  0.88849425  1.19424045 -0.34922346 -0.047384    0.        ]",[-0.01642396 -0.1069042 ]
23,[-0.30244881 -1.07310915],[ 0.42298646 -0.80726156],-0.0254227409392,-0.0254227409392,"[[ 2.48391865 -2.47367824  0.05512889  0.05470375]
 [ 9.81483208  8.3164198   0.          0.        ]]","[-1.40550377 -0.47949936  0.9617581  -0.93998552  0.46107529  0.46447234
  1.00443859  1.38017118 -0.39576522  0.12998875  0.        ]",[-0.01642396 -0.1069042 ]
24,[-0.30696136 -1.09693503],[-0.19614048 -1.36484408],-0.0498435254391,-0.0498435254391,"[[  2.69506194  -2.34106964   0.05512889   0.05470375]
 [ 11.29460172   4.95565969   0.           0.        ]]","[-1.5591381  -0.3655474   0.68926615 -1.17881252  0.46107415  0.46447118
  1.12411077  0.93428546 -0.52083709  0.2779924   0.        ]",[-0.01642396 -0.1069042 ]
25,[-0.25784054 -1.04223037],[ 0.05643365 -1.05319734],-0.0714634580303,-0.0714634580303,"[[  2.91091835  -2.28266458   0.05512889   0.05470375]
 [ 10.29444195   0.89836106   0.           0.        ]]","[-1.65859739 -0.3102522   0.38068426 -1.27451882  0.461073    0.46447002
  1.04321772  0.3959904  -0.67021573  0.32612254  0.        ]",[-0.01642396 -0.1069042 ]
26,[-0.21274552 -0.95158523],[ 0.5631392  -0.52263153],-0.0841078547525,-0.0841078547525,"[[  3.1170057   -2.30460016   0.05512889   0.05470375]
 [ 10.31426376  -3.07866552   0.           0.        ]]","[-1.69498181 -0.33136444  0.07082007 -1.23928276  0.46107185  0.46446886
  1.04481634 -0.13165443 -0.78193815  0.28573363  0.        ]",[-0.01642396 -0.1069042 ]
27,[-0.17963722 -0.87690634],[-0.08155179 -1.49985009],-0.0910374989404,-0.0910374989404,"[[  3.34361286  -2.38632159   0.05512889   0.05470375]
 [ 12.33972809  -5.08676141   0.           0.        ]]","[-1.66712075 -0.40630107 -0.2712132  -1.10053322  0.4610707   0.4644677
  1.20862092 -0.39807465 -0.85415273  0.18916631  0.        ]",[-0.01642396 -0.1069042 ]
