timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.272332744882,[ 2.1904134   1.84503366],-1.12392,"[[ -1.41536803e-02  -2.98965803e-02  -1.42498717e-04   1.67102470e-01]
 [ -3.94536851e-03   5.23384939e-04   0.00000000e+00   0.00000000e+00]]","[ 1.17415993  1.95761524  0.07844548 -0.72396947  0.0113304   1.44948644
  1.00042173 -0.36152916  1.24529081 -1.40373521  0.        ]",[ 0.90756065  1.26594162],[-0.04697984 -0.24045335]
1,-0.264456474212,[ 0.10455037  0.70238866],-1.15809,"[[  2.54432526e-02   9.82618405e-03  -1.42498717e-04   1.67102470e-01]
 [  3.95047705e+00   3.95856696e+00   0.00000000e+00   0.00000000e+00]]","[ 1.1738492   1.95812307  0.13772793 -0.60386933  0.01133039  1.4494814
  1.13423257  0.19254526  1.24540092 -1.29706774  0.        ]",[ 0.77672452  1.2138083 ],[-0.04697984 -0.24045335]
2,-0.245306319605,[-0.0965471   0.85442472],-1.11553,"[[  1.07808059e-01   1.16114244e-01  -1.42498717e-04   1.67102470e-01]
 [  4.28490247e+00   6.66123079e+00   0.00000000e+00   0.00000000e+00]]","[ 1.16630139  1.94941723  0.26074198 -0.28326428  0.01133038  1.44947637
  1.14554622  0.57088263  1.22264545 -1.05501938  0.        ]",[ 0.58158201  1.15387511],[-0.04697984 -0.24045335]
3,-0.219689463584,[ 0.41930961  2.99261976],-1.07425,"[[  1.88812066e-01   2.81961815e-01  -1.42498717e-04   1.67102470e-01]
 [  3.81708935e+00   9.91268745e+00   0.00000000e+00   0.00000000e+00]]","[ 1.14982932  1.90680497  0.38066264  0.20776007  0.01133036  1.44947133
  1.12971302  1.02604276  1.14917745 -0.77334112  0.        ]",[ 0.24060595  1.04769707],[-0.04697984 -0.24045335]
4,-0.1832281159,[ 0.20827492  0.25167148],-1.0188,"[[  2.81028673e-01   5.17968099e-01  -1.42498717e-04   1.67102470e-01]
 [  5.39941524e+00   1.36754005e+01   0.00000000e+00   0.00000000e+00]]","[ 1.12029551  1.78754836  0.51489573  0.86354477  0.01133035  1.4494663
  1.18325412  1.55276867  0.98370366 -0.4544265   0.        ]",[-0.30872566  0.90832162],[-0.04697984 -0.24045335]
5,-0.135327971855,[-1.68710893  0.22024048],-0.95149,"[[  3.96218756e-01   7.98754687e-01  -1.42498717e-04   1.67102470e-01]
 [  6.11729663e+00   1.44008369e+01   0.00000000e+00   0.00000000e+00]]","[ 1.06765918  1.56483795  0.67748221  1.53292319  0.01133034  1.44946126
  1.20754316  1.65431344  0.70039853 -0.16539513  0.        ]",[-0.82078207  0.82362366],[-0.04697984 -0.24045335]
6,-0.0896912283111,[-2.10517224  0.97555158],-0.849653,"[[  4.77663554e-01   1.09267232e+00  -1.42498717e-04   1.67102470e-01]
 [  2.04067876e+00   1.49889444e+01   0.00000000e+00   0.00000000e+00]]","[ 1.0202368   1.25595351  0.78793915  2.05110364  0.01133032  1.44945622
  1.06959215  1.73663289  0.39167573 -0.0387081   0.        ]",[-1.06148183  0.80727732],[-0.04697984 -0.24045335]
7,-0.0554077634377,[-1.62541149  1.48328514],-0.810007,"[[  4.78373041e-01   1.42824037e+00  -1.42498717e-04   1.67102470e-01]
 [ -1.95645442e+00   1.85559229e+01   0.00000000e+00   0.00000000e+00]]","[ 1.01978528  0.84229811  0.78888094  2.35950114  0.01133031  1.44945119
  0.93433144  2.23594647  0.13543277 -0.08987828  0.        ]",[-1.16316414  0.79936188],[-0.04697984 -0.24045335]
8,-0.0482120917005,[-2.3443617   1.03030377],-0.819704,"[[  3.99929839e-01   1.83540710e+00  -1.42498717e-04   1.67102470e-01]
 [ -5.87490762e+00   2.21486942e+01   0.00000000e+00   0.00000000e+00]]","[ 1.06567209  0.31735335  0.68260019  2.28491394  0.0113303   1.44944615
  0.80173365  2.73885739 -0.06383212 -0.29485871  0.        ]",[-1.06207514  0.79461902],[-0.04697984 -0.24045335]
9,-0.0824814440581,[-0.59844845  0.37900203],-0.80835,"[[  2.43888908e-01   2.31371043e+00  -1.42498717e-04   1.67102470e-01]
 [ -9.71652558e+00   2.56698176e+01   0.00000000e+00   0.00000000e+00]]","[ 1.13354396 -0.22228351  0.46118828  1.59339427  0.01133029  1.44944112
  0.67173621  3.23171968 -0.19784247 -0.63756233  0.        ]",[-0.70188928  0.80455869],[-0.04697984 -0.24045335]
10,-0.134389926069,[-2.10218477  0.97728018],-0.788091,"[[  2.77205630e-02   2.83706187e+00  -1.42498717e-04   1.67102470e-01]
 [ -1.18931600e+01   2.66620171e+01   0.00000000e+00   0.00000000e+00]]","[ 1.1737411  -0.58327468  0.14112693  0.27306058  0.01133027  1.44943608
  0.59808022  3.37056436 -0.27628422 -1.07479709  0.        ]",[-0.28372538  0.88428563],[-0.04697984 -0.24045335]
11,-0.178138178579,[-2.10864658  1.31559966],-0.994212,"[[ -2.47510710e-01   3.24047121e+00  -1.42498717e-04   1.67102470e-01]
 [ -1.56179380e+01   5.33587596e+00   0.00000000e+00   0.00000000e+00]]","[ 1.13232554 -0.63676589 -0.26719484 -0.93209216  0.01133026  1.44943104
  0.4720368   0.38529469 -0.32084608 -1.44049373  0.        ]",[ 0.18215269  1.09881425],[-0.04697984 -0.24045335]
12,-0.169511482674,[-0.27247693 -0.07131671],-1.08972,"[[ -5.96498055e-01   3.21687210e+00  -1.42498717e-04   1.67102470e-01]
 [ -1.92685040e+01  -4.32478689e+00   0.00000000e+00   0.00000000e+00]]","[ 0.93659423 -0.63943423 -0.74147026 -0.8610047   0.01133025  1.44942601
  0.34850475 -0.96702038 -0.32642424 -1.36724029  0.        ]",[ 0.34980458  1.23758578],[-0.04697984 -0.24045335]
13,-0.157704861948,[ 1.26291623  1.88565519],-0.865551,"[[ -9.88865772e-01   3.12337159e+00  -1.42498717e-04   1.67102470e-01]
 [ -1.99659201e+01  -4.79917966e+00   0.00000000e+00   0.00000000e+00]]","[ 0.55444461 -0.64290092 -1.1512065  -0.57849964  0.01133024  1.44942097
  0.32490444 -1.03342435 -0.261902   -1.27161918  0.        ]",[ 0.33338022  1.26535833],[-0.04697984 -0.24045335]
14,-0.155805317461,[ 0.31178718  1.01050257],-0.90086,"[[ -1.34449186e+00   3.05654206e+00  -1.42498717e-04   1.67102470e-01]
 [ -1.56112157e+01  -2.19460638e+00   0.00000000e+00   0.00000000e+00]]","[ 0.10679891 -0.6384145  -1.35947348 -0.3767301   0.01133022  1.44941594
  0.47226306 -0.66883036 -0.18564268 -1.25461368  0.        ]",[ 0.25700897  1.22924912],[-0.04697984 -0.24045335]
15,-0.159312585289,[ 0.90952423  1.54064511],-0.92199,"[[ -1.64122884e+00   3.02652393e+00  -1.42498717e-04   1.67102470e-01]
 [ -1.40676357e+01  -9.66102101e-01   0.00000000e+00   0.00000000e+00]]","[-0.29885958 -0.63451356 -1.39393402 -0.28641967  0.01133021  1.4494109
  0.52449571 -0.4968613  -0.14137969 -1.28073528  0.        ]",[ 0.19588488  1.20191514],[-0.04697984 -0.24045335]
16,-0.163593740101,[ 0.29141645 -0.09169673],-0.988249,"[[ -1.88365626e+00   3.01347006e+00  -1.42498717e-04   1.67102470e-01]
 [ -1.01880406e+01  -4.14196085e-01   0.00000000e+00   0.00000000e+00]]","[-0.62559503 -0.63245317 -1.3249599  -0.24723935  0.0113302   1.44940587
  0.65577689 -0.41960382 -0.12086885 -1.31464432  0.        ]",[ 0.12187755  1.17232347],[-0.04697984 -0.24045335]
17,-0.167638938208,[-0.48012386  1.67504592],-1.00171,"[[ -2.07381710e+00   3.00162556e+00  -1.42498717e-04   1.67102470e-01]
 [ -8.83255989e+00  -7.69070162e-01   0.00000000e+00   0.00000000e+00]]","[-0.86546869 -0.63039335 -1.21217088 -0.21174563  0.01133019  1.44940083
  0.70164406 -0.46927922 -0.10984304 -1.3474937   0.        ]",[ 0.0715757   1.15949547],[-0.04697984 -0.24045335]
18,-0.170675822512,[-0.53603484  2.05183835],-1.01591,"[[ -2.26778596e+00   3.00517487e+00  -1.42498717e-04   1.67102470e-01]
 [ -1.05586171e+01   1.82073368e-01   0.00000000e+00   0.00000000e+00]]","[-1.08544696 -0.63102829 -1.04843724 -0.22237534  0.01133017  1.44939579
  0.64323466 -0.33613557 -0.11365164 -1.37365738  0.        ]",[ 0.01107728  1.1143961 ],[-0.04697984 -0.24045335]
