timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.292279811625,[-0.77856222  0.17727394],-0.943921,"[[ 0.02670662 -0.09309773 -0.07128564 -0.08501509]
 [-0.00472035 -0.00423171  0.          0.        ]]","[ 1.15231175  1.72081464  0.14021432 -0.74767867 -0.60361386 -0.75393958
  0.93858327 -0.30895467  1.6553144   0.69520535  0.        ]",[-1.80165398  0.48738614],[-0.04146329 -0.18923843]
1,-0.290589184459,[-0.77867086  1.14362414],-0.961284,"[[-0.00429116 -0.08612681 -0.07128564 -0.08501509]
 [-3.08480096  0.6989768   0.          0.        ]]","[ 1.15278325  1.72157558  0.09351733 -0.73043163 -0.60361196 -0.75393686
  0.80336833 -0.21172595  1.65413365  0.64985087  0.        ]",[-1.78081775  0.49678773],[-0.04146329 -0.18923843]
2,-0.286537435189,[-2.18497578 -1.03138497],-0.742217,"[[-0.0962962  -0.03254645 -0.07128564 -0.08501509]
 [-6.10563818  4.64590167  0.          0.        ]]","[ 1.14641923  1.72551508 -0.04487453 -0.59759993 -0.60361006 -0.75393413
  0.6707548   0.33399082  1.64785324  0.54391676  0.        ]",[-1.76814055  0.49280784],[-0.04146329 -0.18923843]
3,-0.276994128279,[-2.61288574  1.494328  ],-0.683685,"[[-0.25687197  0.01973586 -0.07128564 -0.08501509]
 [-9.93918094  0.59582053  0.          0.        ]]","[ 1.10766724  1.72591611 -0.28278219 -0.46775995 -0.60360816 -0.7539314
  0.50246501 -0.22599021  1.61407563  0.32637096  0.        ]",[-1.57022178  0.64695466],[-0.04146329 -0.18923843]
4,-0.259810128795,[-1.18795133  1.13561181],-0.68284,"[[ -0.4933891    0.07127626  -0.07128564  -0.08501509]
 [-13.70001001   4.54504424   0.           0.        ]]","[  9.88778923e-01   1.72298172e+00  -6.13569447e-01  -3.39892142e-01
  -6.03606259e-01  -7.53928672e-01   3.37367565e-01   3.20046769e-01
   1.51091915e+00   5.07238859e-04   0.00000000e+00]",[-1.40205967  0.70506167],[-0.04146329 -0.18923843]
5,-0.236446803294,[-2.20178243  0.99301747],-0.621491,"[[ -0.80437683   0.20101542  -0.07128564  -0.08501509]
 [-17.38651261   8.41592991   0.           0.        ]]","[ 0.73140121  1.70105937 -0.98537697 -0.02085717 -0.60360436 -0.75392594
  0.1755331   0.85525088  1.31791515 -0.33203835  0.        ]",[-1.17336798  0.7958793 ],[-0.04146329 -0.18923843]
6,-0.205237407273,[-0.47505315  1.41788361],-0.745824,"[[ -1.18836522   0.40712257  -0.07128564  -0.08501509]
 [-21.00036874  12.18213724   0.           0.        ]]","[ 0.29085089  1.62435599 -1.29778459  0.46671504 -0.60360246 -0.75392322
  0.01688777  1.3759762   1.01632109 -0.61513459  0.        ]",[-0.9358021   0.90341115],[-0.04146329 -0.18923843]
7,-0.167160304737,[-0.5214539  1.8870157],-0.827137,"[[ -1.62308263   0.68806908  -0.07128564  -0.08501509]
 [-22.46659047  15.90000728   0.           0.        ]]","[-0.29415902  1.44284382 -1.40455402  1.06052428 -0.60360056 -0.75392049
 -0.04747819  1.89000636  0.64142079 -0.75864266  0.        ]",[-0.80031186  0.98531729],[-0.04146329 -0.18923843]
8,-0.123834915318,[-0.33562888  2.18692613],-0.824756,"[[ -2.08868203   1.04262744  -0.07128564  -0.08501509]
 [-24.08808058  19.54353555   0.           0.        ]]","[-0.90301392  1.10854316 -1.20904011  1.62850973 -0.60359866 -0.75391776
 -0.11866031  2.39373747  0.27223216 -0.70892385  0.        ]",[-0.8483004   0.99186158],[-0.04146329 -0.18923843]
9,-0.0757426104241,[-0.08482717  0.52474811],-0.498208,"[[ -2.5790192    1.46932228  -0.07128564  -0.08501509]
 [-24.94285759  23.11394946   0.           0.        ]]","[-1.38543816  0.60725968 -0.70356372  1.95416981 -0.60359676 -0.75391503
 -0.1561842   2.88732909 -0.00726731 -0.46966551  0.        ]",[-1.01669765  0.88840973],[-0.04146329 -0.18923843]
10,-0.027981537318,[-2.3913487   0.40181784],-0.201951,"[[ -3.07632173   1.94783007  -0.07128564  -0.08501509]
 [-24.78784476  24.73147565   0.           0.        ]]","[ -1.59441616e+00   2.28002897e-02   1.74433991e-03   1.79247290e+00
  -6.03594861e-01  -7.53912305e-01  -1.49378853e-01   3.11089165e+00
  -1.22847426e-01  -1.06387311e-01   0.00000000e+00]",[-1.15682709  0.750862  ],[-0.04146329 -0.18923843]
11,-0.0395319943825,[-2.07066737 -1.63774581],-0.143128,"[[ -3.60689818   2.4534876   -0.07128564  -0.08501509]
 [-28.25827569  25.83060858   0.           0.        ]]","[-1.45114268 -0.48051611  0.77602463  1.06054695 -0.60359296 -0.75390958
 -0.30172887  3.26276708 -0.0691301   0.29120737  0.        ]",[-1.28767765  0.56196386],[-0.04146329 -0.18923843]
12,-0.0862510972753,[-1.58666047  1.01872803],-0.140365,"[[ -4.20619243   2.92522198  -0.07128564  -0.08501509]
 [-31.65966823  21.35792484   0.           0.        ]]","[-0.88897058 -0.73477339  1.41768371  0.01641675 -0.60359106 -0.75390685
 -0.45104795  2.64435118  0.11876045  0.58978725  0.        ]",[-1.42353594  0.42394173],[-0.04146329 -0.18923843]
13,-0.102359154408,[-1.50951757 -1.58758409],-0.436509,"[[ -4.87283576   3.13003742  -0.07128564  -0.08501509]
 [-34.99333776   1.37795239   0.           0.        ]]","[-0.00258418 -0.76371607  1.58725739 -0.48810614 -0.60358916 -0.75390412
 -0.59739365 -0.11792473  0.22192663  0.65401264  0.        ]",[-1.33227134  0.59213454],[-0.04146329 -0.18923843]
14,-0.102341602277,[-1.08596847  1.34211867],-0.466679,"[[ -5.60547957   3.09928234  -0.07128564  -0.08501509]
 [-38.2601119   -3.67112384   0.           0.        ]]","[ 0.84892979 -0.76268223  1.04464773 -0.41174816 -0.60358726 -0.7539014
 -0.74080209 -0.81596934  0.16223963  0.71137441  0.        ]",[-1.30552888  0.6746707 ],[-0.04146329 -0.18923843]
15,-0.115279983784,[-1.09293762  0.59010825],-0.448551,"[[ -6.40280578   3.04710842  -0.07128564  -0.08501509]
 [-41.46184687  -1.75150794   0.           0.        ]]","[ 1.14296975 -0.75824074 -0.07980178 -0.28247851 -0.60358536 -0.75389867
 -0.8813545  -0.55057566  0.17872594  0.82257878  0.        ]",[-1.3511256   0.63623786],[-0.04146329 -0.18923843]
16,-0.126200444826,[-0.49090762  1.01422222],-0.51152,"[[ -7.26353129   3.02240453  -0.07128564  -0.08501509]
 [-44.60025334  -0.82262763   0.           0.        ]]","[ 0.54327446 -0.75495855 -1.15153413 -0.22147112 -0.60358346 -0.75389594
 -1.01912568 -0.42215412  0.27319768  0.85010088  0.        ]",[-1.32981396  0.63869035],[-0.04146329 -0.18923843]
17,-0.125107584786,[-0.62986651  1.47277509],-0.475794,"[[ -8.16617835   3.01149428  -0.07128564  -0.08501509]
 [-45.66092514  -0.33852021   0.           0.        ]]","[-0.64462734 -0.75326721 -1.33378249 -0.19458263 -0.60358156 -0.75389321
 -1.0656839  -0.35522382  0.3452259   0.7654024   0.        ]",[-1.26755333  0.67600614],[-0.04146329 -0.18923843]
18,-0.112357252552,[-1.32338526  2.24686667],-0.294673,"[[ -9.09534861   3.00702531  -0.07128564  -0.08501509]
 [-47.25080482  -0.13787327   0.           0.        ]]","[-1.52339381 -0.75253038 -0.38739073 -0.18357941 -0.60357966 -0.75389049
 -1.13547355 -0.32748285  0.32435264  0.64434263  0.        ]",[-1.20011771  0.72758043],[-0.04146329 -0.18923843]
19,-0.0969656787639,[ 0.23454548  1.40441309],-0.421432,"[[-10.07070429   3.00521197  -0.07128564  -0.08501509]
 [-50.27468794  -0.05568555   0.           0.        ]]","[-1.32030891 -0.75222276  1.00688911 -0.17911633 -0.60357776 -0.75388776
 -1.26821418 -0.31611929  0.22183457  0.59454699  0.        ]",[-1.17267072  0.74906075],[-0.04146329 -0.18923843]
20,-0.0950394817799,[-0.99226073  0.66439131],-0.388969,"[[ -1.10568950e+01   3.00448189e+00  -7.12856382e-02  -8.50150931e-02]
 [ -4.83507906e+01  -2.23293734e-02   0.00000000e+00   0.00000000e+00]]","[-0.13799194 -0.75209614  1.6037699  -0.1773195  -0.60357586 -0.75388503
 -1.18374878 -0.31150688  0.12884733  0.66828512  0.        ]",[-1.24819314  0.71254659],[-0.04146329 -0.18923843]
21,-0.109266893657,[-1.62464375 -0.62016561],-0.411643,"[[ -1.20537245e+01   3.00383392e+00  -7.12856382e-02  -8.50150931e-02]
 [ -5.13222628e+01  -3.35005015e-02   0.00000000e+00   0.00000000e+00]]","[ 0.97604068 -0.7519829   0.83895779 -0.17572483 -0.60357397 -0.7538823
 -1.31418764 -0.31305054  0.13116589  0.80119307  0.        ]",[-1.32408261  0.66235381],[-0.04146329 -0.18923843]
22,-0.127768974645,[-1.46737182 -0.40090445],-0.434916,"[[-13.10970126   2.97851457  -0.07128564  -0.08501509]
 [-54.26556888  -2.49032933   0.           0.        ]]","[ 0.95478041 -0.74725675 -0.67891244 -0.11354861 -0.60357207 -0.75387958
 -1.44338779 -0.65271624  0.24727711  0.88770185  0.        ]",[-1.31072879  0.70014989],[-0.04146329 -0.18923843]
23,-0.132092517776,[-2.14214635  0.84301061],-0.375809,"[[-14.22395685   2.91325029  -0.07128564  -0.08501509]
 [-57.15032799  -4.03115247   0.           0.        ]]","[-0.34145991 -0.73145644 -1.40094144  0.0454311  -0.60357017 -0.75387685
 -1.57001514 -0.86573889  0.40653021  0.77105295  0.        ]",[-1.23832643  0.78970224],[-0.04146329 -0.18923843]
24,-0.104014912108,[-0.11868976  1.31898787],-0.387928,"[[-15.39533158   2.86688159  -0.07128564  -0.08501509]
 [-59.97778715  -0.61726675   0.           0.        ]]","[-1.5306754  -0.7170878  -0.36338026  0.15696699 -0.60356827 -0.75387412
 -1.69412405 -0.3937516   0.33432449  0.52142875  0.        ]",[-1.13321662  0.8305316 ],[-0.04146329 -0.18923843]
