timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.273469246091,[-7.84811699 -1.57689861],-3.36561,"[[ 0.03914572  0.01335303 -0.03870181 -0.10453452]
 [-0.0036771  -0.00042972  0.          0.        ]]","[ 0.9275469   0.93547377  0.18776204  0.18659141 -0.33409226 -0.90923053
  0.64072533 -0.21294219  1.62973488  1.78692384  0.        ]",[-8.0418396  -1.21217954],[-0.51036698 -0.6956678 ]
1,-0.26858457177,[-6.93064704 -1.18803013],-3.34039,"[[ -6.02149629e-04  -2.63678775e-02  -3.87018062e-02  -1.04534515e-01]
 [ -3.95794953e+00  -3.95847471e+00   0.00000000e+00   0.00000000e+00]]","[ 0.9287197   0.93518725  0.1258633   0.08628748 -0.33409219 -0.90923024
  0.52295942 -0.87928848  1.63156011  1.62111329  0.        ]",[-6.8986969  -0.92106044],[-0.51036698 -0.6956678 ]
2,-0.25248441264,[-3.83070531  0.59348077],-3.29764,"[[-0.11865134 -0.1444637  -0.03870181 -0.10453452]
 [-7.83409065 -7.83817782  0.          0.        ]]","[ 0.9179511   0.92403662 -0.05758573 -0.21069609 -0.33409213 -0.90922995
  0.40752042 -1.53244512  1.58840765  1.13282213  0.        ]",[-3.29888844 -0.35623476],[-0.51036698 -0.6956678 ]
3,-0.225608559496,[-0.55763889  0.5660035 ],-3.12198,"[[ -0.31348039  -0.27607717  -0.03870181  -0.10453452]
 [-11.63616796  -5.33151176   0.           0.        ]]","[ 0.85407727  0.89363758 -0.35354123 -0.53552214 -0.33409206 -0.90922966
  0.29428721 -1.11044141  1.4045142   0.46013598  0.        ]",[-0.52382648  0.46597344],[-0.51036698 -0.6956678 ]
4,-0.192863959126,[ 1.73071478  1.47997412],-2.78105,"[[ -0.56603854  -0.35915274  -0.03870181  -0.10453452]
 [-13.61305543  -2.98385349   0.           0.        ]]","[ 0.68983468  0.86491505 -0.70856882 -0.73477315 -0.334092   -0.90922937
  0.23541165 -0.7152073   1.05554291 -0.18570862  0.        ]",[ 1.37760472  0.9863143 ],[-0.51036698 -0.6956678 ]
5,-0.165880605087,[ 1.54908385  0.52462172],-2.54473,"[[-0.79592213 -0.37852277 -0.03870181 -0.10453452]
 [-9.38933057  1.03344505  0.          0.        ]]","[ 0.46865866  0.85718153 -0.98617197 -0.78040014 -0.33409193 -0.90922908
  0.36120225 -0.03888536  0.68527497 -0.59590919  0.        ]",[ 0.77374244  0.29271376],[-0.51036698 -0.6956678 ]
6,-0.152790637085,[-0.70541494  0.42579184],-2.34998,"[[-0.94216105 -0.3372316  -0.03870181 -0.10453452]
 [-5.2483523   3.08880713  0.          0.        ]]","[ 0.29775245  0.87319696 -1.13309426 -0.68273543 -0.33409187 -0.90922879
  0.48452849  0.30713983  0.47162755 -0.76973707  0.        ]",[ 0.19757858 -0.21935567],[-0.51036698 -0.6956678 ]
7,-0.144052185277,[ 1.50485822 -0.81810675],-2.47854,"[[-1.07409114 -0.25914252 -0.03870181 -0.10453452]
 [-7.93569875  4.7146868   0.          0.        ]]","[ 0.12696069  0.89859527 -1.24263986 -0.49427674 -0.3340918  -0.90922851
  0.40449403  0.58086057  0.30804152 -0.88167045  0.        ]",[ 1.05088472 -0.56691551],[-0.51036698 -0.6956678 ]
8,-0.135826957121,[ 1.04017409 -0.4468261 ],-2.43321,"[[-1.1915261  -0.19830228 -0.03870181 -0.10453452]
 [-3.82151161  1.38044255  0.          0.        ]]","[-0.03583416  0.91386836 -1.32017672 -0.34465295 -0.33409174 -0.90922822
  0.52702239  0.01953222  0.14581558 -0.96351407  0.        ]",[ 0.85377634 -0.14080986],[-0.51036698 -0.6956678 ]
9,-0.132815612662,[-0.14912019  0.0952973 ],-2.38355,"[[-1.22750015 -0.1887346  -0.03870181 -0.10453452]
 [ 0.2106768  -0.41767859  0.          0.        ]]","[-0.08737326  0.91590563 -1.33998229 -0.32094141 -0.33409167 -0.90922793
  0.64710865 -0.28318597  0.08537798 -0.98643439  0.        ]",[ 0.26983842  0.11027288],[-0.51036698 -0.6956678 ]
10,-0.132372750933,[-0.22496861 -0.39704927],-2.38825,"[[-1.22924862 -0.19321695 -0.03870181 -0.10453452]
 [-0.38354428 -0.03184329  0.          0.        ]]","[-0.08989576  0.91496315 -1.34089612 -0.33205544 -0.33409161 -0.90922764
  0.62941144 -0.21822957  0.07723511 -0.98853864  0.        ]",[ 0.35680345  0.0386605 ],[-0.51036698 -0.6956678 ]
11,-0.129766494814,[ 0.08362505 -0.01086603],-2.37353,"[[-1.24576653 -0.20961799 -0.03870181 -0.10453452]
 [-1.26531393 -1.60302525  0.          0.        ]]","[-0.11380258  0.91132941 -1.34931285 -0.3726374  -0.33409155 -0.90922735
  0.60315047 -0.482742    0.02727802 -1.00180018  0.        ]",[ 0.68759263  0.42674413],[-0.51036698 -0.6956678 ]
12,-0.125752092434,[ 1.13123406  1.15420807],-2.39331,"[[-1.26750256 -0.24179311 -0.03870181 -0.10453452]
 [-0.90947389 -1.61444855  0.          0.        ]]","[-0.14546403  0.90335568 -1.35977466 -0.4518293  -0.33409148 -0.90922706
  0.61374794 -0.48466504 -0.05009711 -1.01740328  0.        ]",[ 0.65231097  0.45465258],[-0.51036698 -0.6956678 ]
13,-0.128272144033,[-0.39466587 -0.26482206],-2.40656,"[[-1.24583586 -0.23404879 -0.03870181 -0.10453452]
 [ 3.06291856  2.37558906  0.          0.        ]]","[ -1.13903172e-01   9.05376575e-01  -1.34934601e+00  -4.32822379e-01
  -3.34091416e-01  -9.09226775e-01   7.32053375e-01   1.87068233e-01
   1.14229610e-03  -1.00546414e+00   0.00000000e+00]",[-0.45879334 -0.49778876],[-0.51036698 -0.6956678 ]
14,-0.13493806775,[-0.54703548 -0.51800504],-2.38362,"[[-1.20084592 -0.1975234  -0.03870181 -0.10453452]
 [ 1.4414776   1.28059701  0.          0.        ]]","[-0.04911851  0.91403622 -1.32548479 -0.34272384 -0.33409135 -0.90922649
  0.68376351  0.00272342  0.12846481 -0.97010159  0.        ]",[-0.12931788 -0.23991016],[-0.51036698 -0.6956678 ]
15,-0.13592316831,[ 1.15444933  0.259363  ],-2.42036,"[[-1.19400672 -0.19273658 -0.03870181 -0.10453452]
 [-0.750262   -0.79500058  0.          0.        ]]","[-0.0393651   0.91506372 -1.32159834 -0.33086438 -0.33409129 -0.9092262
  0.61848905 -0.34670894  0.14686258 -0.9638844   0.        ]",[ 0.40966973  0.2340235 ],[-0.51036698 -0.6956678 ]
16,-0.138106299474,[-0.68607815  0.21262491],-2.34958,"[[-1.16917626 -0.19819007 -0.03870181 -0.10453452]
 [ 3.22008974  0.24618847  0.          0.        ]]","[-0.00417925  0.91389052 -1.30692171 -0.3443745  -0.33409122 -0.90922591
  0.73673374 -0.17142191  0.18937883 -0.94625889  0.        ]",[-0.47255194 -0.0410687 ],[-0.51036698 -0.6956678 ]
17,-0.142732359507,[-0.42010853 -0.88865498],-2.35795,"[[-1.13264776 -0.18485729 -0.03870181 -0.10453452]
 [ 0.44201111  1.08429098  0.          0.        ]]","[ 0.04690616  0.91670069 -1.28372705 -0.3113192  -0.33409116 -0.90922562
  0.65399692 -0.03032506  0.27361891 -0.91060501  0.        ]",[-0.06345472 -0.12205705],[-0.51036698 -0.6956678 ]
