timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.1109098  -0.35359615],"[ 1.16544673  2.22430859  0.00549222  1.03178798  0.49122182  0.62879577
  0.04573604  0.38079759  0.92800189 -0.52800648  0.        ]",[ 2.1016736  -0.52817632],-0.807605,-0.169613949609,"[[-0.03034007  0.06305241  0.05671025  0.07338783]
 [ 0.00135223  0.00238673  0.          0.        ]]",[ 0.6884191  -1.37262106]
1,[-0.1109098  -0.35359615],"[ 1.16601421  2.22582564  0.06475394  0.96269408  0.49122037  0.62879368
  0.17836285  0.08354269  0.92766473 -0.4784405   0.        ]",[ 1.23512293 -1.92026663],-0.722021,-0.167071135254,"[[ 0.00938539  0.04210093  0.05671025  0.07338783]
 [ 3.95801551 -2.09055517  0.          0.        ]]",[ 0.75955188 -1.33645022]
2,[-0.1109098  -0.35359615],"[ 1.15487895  2.22596888  0.24041165  0.69482727  0.49121893  0.6287916
  0.30839001 -0.4731617   0.91962961 -0.34840009  0.        ]",[ 0.81580105 -1.15996153],-0.753361,-0.160362336279,"[[ 0.12746599 -0.03903791  0.05671025  0.07338783]
 [ 7.83712563 -6.01025795  0.          0.        ]]",[ 0.84900314 -1.27422857]
3,[-0.1109098  -0.35359615],"[ 1.09817801  2.19958991  0.51305484  0.17481386  0.49121748  0.62878951
  0.41142079 -1.01879033  0.88696432 -0.17233907  0.        ]",[ 0.60790815 -3.07791125],-0.639513,-0.150538334685,"[[  0.31504806  -0.19778869   0.05671025   0.07338783]
 [ 10.91085914  -9.85199547   0.           0.        ]]",[ 0.88766688 -1.22560799]
4,[-0.1109098  -0.35359615],"[ 0.95885549  2.09742053  0.83724116 -0.56071238  0.49121603  0.62878743
  0.4848507  -1.55353647  0.81206811  0.01101532  0.        ]",[ 1.43255308 -1.23443688],-0.722313,-0.137630445424,"[[  0.55524447  -0.43260622   0.05671025   0.07338783]
 [ 13.10151921 -13.61716506   0.           0.        ]]",[ 0.9586488  -1.08349991]
5,[-0.1109098  -0.35359615],"[ 0.69253389  1.85726834  1.17593769 -1.40776314  0.49121458  0.62878535
  0.60883493 -2.07769785  0.67087447  0.18833599  0.        ]",[ 1.37597641  0.24922819],-0.709101,-0.119134329588,"[[  0.85438542  -0.74198118   0.05671025   0.07338783]
 [ 16.80036433 -17.30791712   0.           0.        ]]",[ 1.02002537 -0.83257318]
6,[-0.1109098  -0.35359615],"[ 0.25200841  1.48987872  1.4552751  -2.08055187  0.49121313  0.62878326
  0.73034195 -1.88883965  0.43149068  0.37758455  0.        ]",[ 0.7191867  -2.08249308],-0.413863,-0.0935540700672,"[[  1.22676101  -1.0748009    0.05671025   0.07338783]
 [ 20.42532254 -15.97831936   0.           0.        ]]",[ 0.7264908  -0.76000154]
7,[-0.1109098  -0.35359615],"[-0.33578504  1.01666432  1.53678594 -2.44618501  0.49121169  0.62878118
  0.81227822 -2.40604475  0.10591361  0.49074927  0.        ]",[ 0.19181244 -1.85303194],-0.30064,-0.0659086546293,"[[  1.6597923   -1.43090922   0.05671025   0.07338783]
 [ 22.86979314 -19.62023232   0.           0.        ]]",[ 0.69163567 -0.38221458]
8,[-0.1109098  -0.35359615],"[-0.93352391  0.4206738   1.32304582 -2.34209629  0.49121024  0.62877909
  0.82264596 -2.91285063 -0.21952993  0.40136522  0.        ]",[ 1.04530878 -0.67912966],-0.334367,-0.0403838705775,"[[  2.12029282  -1.85912206   0.05671025   0.07338783]
 [ 23.17918744 -23.18915375   0.           0.        ]]",[ 0.58481789 -0.1532993 ]
9,[-0.1109098  -0.35359615],"[-1.40836163 -0.16294837  0.79537838 -1.53661472  0.49120879  0.62877701
  0.94003383 -3.22917254 -0.47570143  0.12175254  0.        ]",[ 1.03231993  0.57920447],-0.358267,-0.0379789062359,"[[  2.61901367  -2.34525893   0.05671025   0.07338783]
 [ 26.68129707 -25.41705751   0.           0.        ]]",[ 0.62806702 -0.04906073]
10,[-0.1109098  -0.35359615],"[-1.59100436 -0.51613227 -0.01713034 -0.20268513  0.49120734  0.62877493
  1.05509238 -2.83168276 -0.59541184 -0.25033553  0.        ]",[ 2.68389243 -1.37799332],-0.464708,-0.066397304861,"[[  3.18708142  -2.82552105   0.05671025   0.07338783]
 [ 30.11394873 -22.61861577   0.           0.        ]]",[ 0.72427124 -0.06394896]
11,[-0.1109098  -0.35359615],"[-1.28431815 -0.58501597 -0.88918656  0.9337583   0.49120589  0.62877284
  1.16786006 -0.3540563  -0.53484663 -0.51775613  0.        ]",[ 1.14525109 -0.12888579],-0.348987,-0.0848085145543,"[[  3.82311494  -3.17492015   0.05671025   0.07338783]
 [ 33.47829613  -5.17247115   0.           0.        ]]",[ 0.57099771 -0.3504934 ]
12,[-0.1109098  -0.35359615],"[-0.4690855  -0.58535597 -1.41533372  0.90623361  0.49120444  0.62877076
  1.27836652  0.83322685 -0.58033394 -0.4572604   0.        ]",[-0.3930077  -0.44693972],-0.303687,-0.0824194878058,"[[  4.52576122  -3.16658232   0.05671025   0.07338783]
 [ 36.77523136   3.18776281   0.           0.        ]]",[ 0.35265052 -0.55732316]
