timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.29793224 -0.45435214],"[ 1.25055648  2.38305443  0.11961985  0.53240643 -1.42172719  1.62009485
  0.30136131  0.39649225  2.6906435  -1.61485827  0.        ]",[ 1.44671214 -1.18392334],-2.28547,-0.415377797267,"[[ 0.06396275 -0.09930531 -0.16318533  0.18546746]
 [-0.00070506  0.00395694  0.          0.        ]]",[ 0.99017185 -1.06225383]
1,[-0.29793224 -0.45435214],"[ 1.24594249  2.37615988  0.17722581  0.3830144  -1.42172515  1.62009206
  0.38748889 -0.16157683  2.68807164 -1.57998989  0.        ]",[ 0.68973418 -0.13957978],-2.32358,-0.413351133453,"[[ 0.1036548  -0.13897018 -0.16318533  0.18546746]
 [ 3.95673    -3.95723532  0.          0.        ]]",[ 0.805987   -0.88185513]
2,[-0.29793224 -0.45435214],"[ 1.22307164  2.35409938  0.32926785  0.06997554 -1.42172311  1.62008927
  0.44517217 -0.22854303  2.67580328 -1.46686126  0.        ]",[ 1.09355036 -0.47038822],-2.29638,-0.406505663225,"[[ 0.20938224 -0.22288412 -0.16318533  0.18546746]
 [ 6.60719552 -4.43256406  0.          0.        ]]",[ 0.63163567 -0.93521821]
3,[-0.29793224 -0.45435214],"[ 1.15440204  2.31170579  0.56665968 -0.31844274 -1.42172107  1.62008648
  0.5284393  -0.47877455  2.63662566 -1.26115509  0.        ]",[ 0.3860815  -0.48896582],-2.2287,-0.392801988368,"[[  0.37991339  -0.32935638  -0.16318533   0.18546746]
 [ 10.43319911  -6.20871551   0.           0.        ]]",[ 0.38440517 -0.89419889]
4,[-0.29793224 -0.45435214],"[ 1.00946263  2.23066803  0.85114871 -0.81535328 -1.42171903  1.62008369
  0.55720663 -0.7342628   2.54997182 -1.01222189  0.        ]",[-0.467686   -0.98934796],-2.0861,-0.37273339846,"[[  0.60183947  -0.47172602  -0.16318533   0.18546746]
 [ 11.75502657  -8.02218053   0.           0.        ]]",[ 0.24535531 -0.76406467]
5,[-0.29793224 -0.45435214],"[ 0.81621505  2.07451356  1.08753152 -1.44681636 -1.42171699  1.62008091
  0.51191258 -1.26364641  2.44067443 -0.85373506  0.        ]",[ 0.47803994 -0.00607003],-2.12893,-0.353956263957,"[[  0.81605933  -0.66987059  -0.16318533   0.18546746]
 [  9.67385416 -11.77976733   0.           0.        ]]",[ 0.24510992 -0.43437374]
6,[-0.29793224 -0.45435214],"[ 0.58386901  1.83355098  1.27263954 -2.07096397 -1.42171495  1.62007812
  0.54891494 -1.23420403  2.31416829 -0.76383423  0.        ]",[-0.51817228 -0.43040686],-1.9407,-0.335441913639,"[[  1.0265946   -0.90336969  -0.16318533   0.18546746]
 [ 11.3740663  -11.57079514   0.           0.        ]]",[ 0.40045598 -0.30560565]
7,[-0.29793224 -0.45435214],"[ 0.32747824  1.52661898  1.39989058 -2.55338531 -1.42171291  1.62007533
  0.49941358 -1.44188294  2.17526187 -0.72687074  0.        ]",[-0.07116251 -0.30472675],-1.86424,-0.316966962075,"[[  1.23125604  -1.14957559  -0.16318533   0.18546746]
 [  9.09957602 -13.04492002   0.           0.        ]]",[ 0.74221265  0.09565452]
8,[-0.29793224 -0.45435214],"[ 0.08926524  1.1487721   1.46393281 -2.8419008  -1.42171087  1.62007254
  0.4893763  -1.57542403  2.04564803 -0.77824002  0.        ]",[ 0.00455061  0.56520076],-1.83607,-0.302419957375,"[[  1.40862067  -1.41998449  -0.16318533   0.18546746]
 [  8.63839333 -13.99281689   0.           0.        ]]",[ 1.08947492  0.46225461]
9,[-0.29793224 -0.45435214],"[-0.1474666   0.77789781  1.48298297 -2.86452549 -1.42170883  1.62006975
  0.48604342 -1.22105197  1.9103249  -0.84742516  0.        ]",[ 0.40771204  0.57075723],-1.7622,-0.288202478827,"[[  1.57985183  -1.67460362  -0.16318533   0.18546746]
 [  8.48526667 -11.47748266   0.           0.        ]]",[ 1.39539528  0.59209836]
10,[-0.29793224 -0.45435214],"[-0.40153698  0.48583736  1.45592295 -2.70596147 -1.42170679  1.62006696
  0.51750933 -0.87062034  1.76731093 -0.88344991  0.        ]",[ 2.91633574  0.27473163],-1.73223,-0.272267424982,"[[ 1.76406288 -1.87919694 -0.16318533  0.18546746]
 [ 9.93108445 -8.99011198  0.          0.        ]]",[ 1.72524118  0.69500911]
11,[-0.29793224 -0.45435214],"[-0.71316819  0.26049069  1.35066685 -2.46409575 -1.42170475  1.62006417
  0.59938571 -0.69225504  1.59884907 -0.88021659  0.        ]",[ 2.1359196   0.17367385],-1.6299,-0.251940960904,"[[  2.00043004  -2.04629735  -0.16318533   0.18546746]
 [ 13.69317836  -7.72407257   0.           0.        ]]",[ 1.95694435  0.78573084]
12,[-0.29793224 -0.45435214],"[-1.07151082  0.0785964   1.10161774 -2.17547743 -1.42170271  1.62006138
  0.67965066 -0.57373217  1.39458897 -0.87140281  0.        ]",[ 2.52950252  1.07147666],-1.59859,-0.227429128492,"[[  2.3112965   -2.19233875  -0.16318533   0.18546746]
 [ 17.38123226  -6.88279598   0.           0.        ]]",[ 2.0596869   0.76617277]
13,[-0.29793224 -0.45435214],"[-1.38713546 -0.03193731  0.65532266 -1.94817348 -1.42170067  1.62005859
  0.75832608  0.00346594  1.15608316 -0.87336368  0.        ]",[ 0.79476236 -0.18057328],-1.39242,-0.200132460806,"[[  2.69519203  -2.28888917  -0.16318533   0.18546746]
 [ 20.99625357  -2.78582664   0.           0.        ]]",[ 1.77238071  0.21842834]
14,[-0.29793224 -0.45435214],"[-1.52317497 -0.09859186  0.02515789 -1.78717605 -1.42169863  1.6200558
  0.81776417 -0.08928065  0.8974217  -0.94823585  0.        ]",[ 2.0374658   0.06081125],-1.35261,-0.176803991664,"[[  3.14251888  -2.35121136  -0.16318533   0.18546746]
 [ 23.72735723  -3.44414472   0.           0.        ]]",[ 1.52699053  0.00276554]
15,[-0.29793224 -0.45435214],"[-1.34617739 -0.16459547 -0.68515539 -1.60594996 -1.42169659  1.62005301
  0.89371055 -0.04548558  0.67880448 -1.15222204  0.        ]",[ 1.81232238 -1.08301256],-1.32406,-0.17205873721,"[[  3.65207854  -2.41697604  -0.16318533   0.18546746]
 [ 27.21699191  -3.13328645   0.           0.        ]]",[ 1.25961721 -0.3619965 ]
16,[-0.29793224 -0.45435214],"[-0.77799829 -0.25729917 -1.26431624 -1.30444153 -1.42169455  1.62005023
  0.96816118 -0.59427019  0.59551482 -1.45817749  0.        ]",[ 0.9156328   0.80361588],-1.56458,-0.193812968421,"[[  4.23074058  -2.51872495  -0.16318533   0.18546746]
 [ 30.63790499  -7.02857304   0.           0.        ]]",[ 0.90233445 -0.53063482]
17,[-0.29793224 -0.45435214],"[ 0.0882149  -0.341693   -1.41108901 -0.96199884 -1.42169251  1.62004744
  1.03387138 -0.12603204  0.6646861  -1.75114002  0.        ]",[ 0.54277262 -1.39588867],-1.57769,-0.227045364623,"[[  4.87379298  -2.62595016  -0.16318533   0.18546746]
 [ 33.65721668  -3.70501096   0.           0.        ]]",[ 0.47569183 -1.12034941]
18,[-0.29793224 -0.45435214],"[ 0.90757996 -0.41485539 -0.9353984  -0.57770416 -1.42169047  1.62004465
  1.06615093 -0.6732136   0.84580721 -1.91509141  0.        ]",[ 0.94183433 -0.2462861 ],-1.67926,-0.254972170777,"[[  5.56181861  -2.73901837  -0.16318533   0.18546746]
 [ 35.14045341  -7.58891666   0.           0.        ]]",[ 0.17068969 -0.93741542]
19,[-0.29793224 -0.45435214],"[ 1.25329706 -0.48888902  0.04381917 -0.00254855 -1.42168843  1.62004186
  1.13217989 -0.78916146  1.02250557 -1.87041698  0.        ]",[-0.7983927   0.01703634],-1.61778,-0.263609586475,"[[  6.29506873  -2.89905324  -0.16318533   0.18546746]
 [ 38.17442188  -8.41192033   0.           0.        ]]",[ 0.59147733 -0.49417347]
20,[-0.29793224 -0.45435214],"[ 0.8939766  -0.52457321  1.00440632  0.53562485 -1.42168639  1.62003907
  1.0469481  -0.04221945  1.08813645 -1.77757241  0.        ]",[ 1.36167344  0.25653492],-1.62044,-0.260525367878,"[[  7.01926431  -3.04313577  -0.16318533   0.18546746]
 [ 34.25822203  -3.11011791   0.           0.        ]]",[ 1.78287625 -0.24109611]
21,[-0.29793224 -0.45435214],"[ 0.02665751 -0.5260753   1.4731438   0.57748926 -1.42168435  1.62003628
  1.11835982  0.50970321  1.13571682 -1.73054175  0.        ]",[ 1.79965104  0.10896494],-1.65634,-0.260438154107,"[[  7.73735176  -3.05421982  -0.16318533   0.18546746]
 [ 37.5395175    0.80743555   0.           0.        ]]",[ 1.96725976 -0.63298059]
