timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.23749989 -0.4189426 ],"[[ 0.07336055 -0.05984086 -0.06441239  0.1755566 ]
 [-0.00466367 -0.00090657  0.          0.        ]]",[ 1.07279069 -0.50654507],"[ 1.21387153  2.49101808  0.15930022  0.65827139 -0.55619414  1.52056427
  0.16492508  0.39299367  1.89247979 -1.37475779  0.        ]",-1.55737,-0.320860299314,[ 1.8716265  -1.18838346]
1,[-0.23749989 -0.4189426 ],"[[ 0.11296656 -0.07999817 -0.06441239  0.1755566 ]
 [ 3.95208837 -2.00812912  0.          0.        ]]",[ 1.48337275 -1.12320684],"[ 1.20879276  2.48888917  0.21753495  0.57980609 -0.5561935   1.52055984
  0.25713791  0.1140119   1.88930481 -1.32250686  0.        ]",-1.51811,-0.317383014266,[ 1.81758654 -1.17546511]
2,[-0.23749989 -0.4189426 ],"[[ 0.23092997 -0.15950467 -0.06441239  0.1755566 ]
 [ 7.83133859 -5.92943957  0.          0.        ]]",[ 1.99646233 -0.91415033],"[ 1.18099729  2.4746245   0.38908117  0.27185743 -0.55619285  1.52055541
  0.34754451 -0.43100678  1.87233818 -1.18636383  0.        ]",-1.50289,-0.307689612529,[ 1.68611491 -1.13937354]
3,[-0.23749989 -0.4189426 ],"[[  0.42570768  -0.31324676  -0.06441239   0.1755566 ]
 [ 11.63379427  -9.43305992   0.           0.        ]]",[ 1.08607944 -1.68536932],"[ 1.0945976   2.42063733  0.66094424 -0.31082085 -0.55619221  1.52055098
  0.43616135 -0.91797043  1.82166909 -0.98952987  0.        ]",-1.37582,-0.291511590867,[ 1.51803923 -1.0871861 ]
4,[-0.23749989 -0.4189426 ],"[[  0.69578328  -0.53977322  -0.06441239   0.1755566 ]
 [ 15.36141917 -13.20693427   0.           0.        ]]",[ 1.38279945  0.6485773 ],"[ 0.89730342  2.28030268  0.99769821 -1.11386632 -0.55619157  1.52054655
  0.52303417 -1.4424941   1.70828476 -0.75276135  0.        ]",-1.41687,-0.267060970196,[ 1.26856053 -0.98574024]
5,[-0.23749989 -0.4189426 ],"[[  1.03965327  -0.77552763  -0.06441239   0.1755566 ]
 [ 19.01353476 -10.3778152    0.           0.        ]]",[ 1.04518843 -1.90084558],"[ 0.53765404  2.06455226  1.32443815 -1.84026323 -0.55619093  1.52054212
  0.60814713 -1.04927568  1.49167599 -0.4627276   0.        ]",-1.07157,-0.229406023961,[ 1.10605025 -0.98150796]
6,[-0.23749989 -0.4189426 ],"[[  1.45586936  -1.02074823  -0.06441239   0.1755566 ]
 [ 22.59629004 -14.1315728    0.           0.        ]]",[ 1.34534477 -1.07300952],"[ -2.22755505e-03   1.77745407e+00   1.51815997e+00  -2.43497071e+00
  -5.56190291e-01   1.52053768e+00   6.91643508e-01  -1.57100191e+00
   1.14593326e+00  -1.98272905e-01   0.00000000e+00]",-0.876872,-0.178149730025,[ 0.98966026 -0.73825037]
7,[-0.23749989 -0.4189426 ],"[[  1.94303922  -1.34028766  -0.06441239   0.1755566 ]
 [ 26.10919173 -17.80990338   0.           0.        ]]",[-0.65720123  0.25769968],"[-0.66133576  1.33590476  1.42675461 -2.90731087 -0.55618965  1.52053325
  0.77351177 -2.08223897  0.71415831 -0.11400781  0.        ]",-0.57572,-0.120339845756,[ 0.98176789 -0.45663869]
8,[-0.23749989 -0.4189426 ],"[[  2.4339667   -1.68267693  -0.06441239   0.1755566 ]
 [ 22.99379037 -16.43375285   0.           0.        ]]",[ 2.17774883  0.46324175],"[-1.20721782  0.8255355   1.0110439  -2.98609922 -0.55618901  1.52052882
  0.70090535 -1.89096238  0.33636709 -0.24657888  0.        ]",-0.516782,-0.0774133881022,[ 0.98674011 -0.33826604]
9,[-0.23749989 -0.4189426 ],"[[  2.9290073   -1.98966368  -0.06441239   0.1755566 ]
 [ 26.49870879 -14.27200212   0.           0.        ]]",[ 1.47430748  0.27422255],"[-1.50699609  0.38275405  0.36263916 -2.67313726 -0.55618837  1.52052439
  0.78258761 -1.59049981  0.05437762 -0.50611958  0.        ]",-0.516442,-0.0728769613425,[ 1.00965548 -0.30309033]
