timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.04022959  1.55590832 -0.10169558  0.71603469 -1.29709012 -0.34213789
  0.26537125  0.27616295  2.13441996  0.26562028  0.        ]","[[-0.09039677  0.06903152 -0.15806914 -0.04320716]
 [ 0.00049856  0.00421317  0.          0.        ]]",[-0.95942603 -1.10491585],-1.14644,-0.369011072922,[ 0.02513739 -0.19963379],[-0.30918118 -1.03683341]
1,"[ 1.03438063  1.55824514 -0.15965486  0.62809494 -1.29705077 -0.34213357
 -0.06270335 -0.27949381  2.12802676  0.17598116  0.        ]","[[-0.12845158  0.0294019  -0.15806914 -0.04320716]
 [-3.79335088 -3.95398842  0.          0.        ]]",[-1.27209891 -2.59812353],-1.16294,-0.367226104274,[ 0.02513739 -0.19963379],[-0.29255208 -1.00477529]
2,"[ 1.0046437   1.55389293 -0.33242696  0.36618778 -1.29701144 -0.34212925
 -0.39817208 -0.82413745  2.0768209  -0.08797367  0.        ]","[[-0.24324121 -0.08860513 -0.15806914 -0.04320716]
 [-7.67271403 -7.83378569  0.          0.        ]]",[-0.32544773 -0.15326415],-1.11517,-0.359514138094,[ 0.02513739 -0.19963379],[-0.26335317 -0.95292902]
3,"[ 0.93078141  1.52049221 -0.5714808   0.01354419 -1.2969721  -0.34212493
 -0.49637308 -0.88747237  1.92695855 -0.43055418  0.        ]","[[-0.4080895  -0.24980878 -0.15806914 -0.04320716]
 [-8.80836371 -8.28506843  0.          0.        ]]",[ 0.7687796  -1.93057047],-1.08763,-0.342874763054,[ 0.02513739 -0.19963379],[-0.23641363 -0.90967011]
4,"[ 0.83770146  1.43426575 -0.76687952 -0.41076835 -1.29693277 -0.34212061
 -0.21820866 -1.42041973  1.69264748 -0.71018047  0.        ]","[[ -0.5519836   -0.45360368  -0.15806914  -0.04320716]
 [ -5.59180588 -12.08175991   0.           0.        ]]",[-1.06019706 -1.12035345],-0.993017,-0.318925246008,[ 0.02513739 -0.19963379],[-0.18652859 -0.82336533]
5,"[ 0.7140739   1.24314974 -0.95331039 -0.92298958 -1.29689344 -0.34211629
 -0.55073432 -1.94238407  1.33665604 -0.91602213  0.        ]","[[ -0.70239783  -0.7325519   -0.15806914  -0.04320716]
 [ -9.43705875 -15.80066021   0.           0.        ]]",[ 0.61898387 -0.84358733],-0.888585,-0.281336630732,[ 0.02513739 -0.19963379],[-0.13300657 -0.7110827 ]
6,"[ 0.5536712   0.9096567  -1.1292828  -1.39548292 -1.29685412 -0.34211196
 -0.32288419 -2.36727551  0.88917668 -0.95201273  0.        ]","[[ -0.86470344  -1.07894637  -0.15806914  -0.04320716]
 [ -6.80238208 -18.8286802    0.           0.        ]]",[-1.56068177 -0.69976892],-0.722068,-0.227508233509,[ 0.02513739 -0.19963379],[-0.076442   -0.58815145]
7,"[ 0.35477787  0.44099381 -1.28410582 -1.64953228 -1.2968148  -0.34210764
 -0.65366699 -2.7034642   0.46164543 -0.74684016  0.        ]","[[ -1.039125    -1.47956792  -0.15806914  -0.04320716]
 [-10.62744059 -21.22549126   0.           0.        ]]",[ 0.0627084  -0.77285506],-0.615589,-0.160459493854,[ 0.02513739 -0.19963379],[-0.0263859  -0.45639652]
8,"[ 0.08997681 -0.10390116 -1.41600962 -1.51648349 -1.29677548 -0.34210332
 -0.61433341 -3.07359374  0.19563875 -0.31316059  0.        ]","[[ -1.24711058  -1.93056139  -0.15806914  -0.04320716]
 [-10.17272874 -23.86506174   0.           0.        ]]",[-0.13839345  1.05879649],-0.47754,-0.0930612374017,[ 0.02513739 -0.19963379],[-0.00742379 -0.38188997]
9,"[-0.192627   -0.54669709 -1.48510702 -0.99664998 -1.29673617 -0.342099
 -0.64459466 -2.45131344  0.22225833  0.12638545  0.        ]","[[ -1.45408086  -2.36339003  -0.15806914  -0.04320716]
 [-10.52276276 -19.43259346   0.           0.        ]]",[-0.63428203 -0.7894868 ],-0.430111,-0.0848544242195,[ 0.02513739 -0.19963379],[-0.01037992 -0.37255755]
10,"[-0.51929881 -0.8208788  -1.48502614 -0.22395026 -1.29669686 -0.34209468
 -0.84391825 -2.83569792  0.46351536  0.40245355  0.        ]","[[ -1.68766338  -2.77954317  -0.15806914  -0.04320716]
 [-12.82774123 -22.17361854   0.           0.        ]]",[-0.60804958 -0.06801654],-0.441051,-0.1299616271,[ 0.02513739 -0.19963379],[-0.01072544 -0.35836464]
11,"[-0.89528463 -0.90003912 -1.37741896  0.49750819 -1.29665755 -0.34209036
 -1.0301282  -0.51051001  0.73814979  0.42014686  0.        ]","[[ -1.9658297   -3.11214169  -0.15806914  -0.04320716]
 [-14.98116757  -5.60405593   0.           0.        ]]",[ 0.09586972 -2.17508147],-0.522998,-0.16900527897,[ 0.02513739 -0.19963379],[-0.04626612 -0.41498157]
12,"[-1.24576233 -0.9003751  -1.14695565  0.5250342  -1.29661825 -0.34208604
 -0.97160205  0.55276242  0.75713159  0.41154224  0.        ]","[[ -2.25866452  -3.12453839  -0.15806914  -0.04320716]
 [-14.30467512   1.97296703   0.           0.        ]]",[-1.59720654  0.64295195],-0.429542,-0.171323567552,[ 0.02513739 -0.19963379],[-0.06439063 -0.45164043]
13,"[-1.54341967 -0.89643781 -0.77695701  0.38168833 -1.29657895 -0.34208172
 -1.2894722   0.90450403  0.74482952  0.44124388  0.        ]","[[ -2.58164047  -3.05992916  -0.15806914  -0.04320716]
 [-17.98066212   4.47961882   0.           0.        ]]",[-0.23901593 -0.83266512],-0.452522,-0.170876884016,[ 0.02513739 -0.19963379],[-0.07238466 -0.46762887]
14,"[-1.73100558 -0.88894421 -0.2591021   0.25881132 -1.29653965 -0.3420774
 -1.34049578  0.44387774  0.76159599  0.46881634  0.        ]","[[ -2.94717822  -3.00428249  -0.15806914  -0.04320716]
 [-18.57114314   1.19723415   0.           0.        ]]",[-0.18928252 -1.49583367],-0.471334,-0.174491014067,[ 0.02513739 -0.19963379],[-0.06353226 -0.4528783 ]
15,"[-1.73447612 -0.88861679  0.31252723  0.25478893 -1.29650036 -0.34207308
 -1.37347511  0.16784379  0.79947889  0.44237268  0.        ]","[[ -3.32243251  -3.00245597  -0.15806914  -0.04320716]
 [-18.95300824  -0.76975475   0.           0.        ]]",[ 2.2240956  0.6680348],-0.466852,-0.178614014504,[ 0.02513739 -0.19963379],[-0.06422854 -0.45313975]
16,"[-1.57449068 -0.88659394  0.79352459  0.22994086 -1.29646107 -0.34206876
 -0.99859354  0.54122769  0.82805462  0.42149577  0.        ]","[[ -3.65800213  -2.99115485  -0.15806914  -0.04320716]
 [-14.61839175   1.89098558   0.           0.        ]]",[-0.23540085 -1.19298695],-0.501627,-0.181788560149,[ 0.02513739 -0.19963379],[-0.07785903 -0.48089567]
17,"[-1.31669617 -0.8869935   1.15224905  0.2349529  -1.29642179 -0.34206444
 -1.05415809 -0.01967706  0.84215705  0.38304876  0.        ]","[[ -3.95681927  -2.99343738  -0.15806914  -0.04320716]
 [-15.26119352  -2.10591662   0.           0.        ]]",[ 0.79945662 -1.17960987],-0.53996,-0.182335383465,[ 0.02513739 -0.19963379],[-0.07206038 -0.46879804]
18,"[-1.00919045 -0.8913555   1.39236877  0.29325503 -1.29638251 -0.34206013
 -0.75427865  0.2273234   0.82940872  0.33403163  0.        ]","[[ -4.22725323  -3.01992149  -0.15806914  -0.04320716]
 [-11.79374083  -0.34583893   0.           0.        ]]",[-0.90634341 -0.55295309],-0.555585,-0.17884381375,[ 0.02513739 -0.19963379],[-0.08249564 -0.493368  ]
19,"[-0.65541488 -0.89101199  1.53364789  0.28848506 -1.29634323 -0.34205581
 -1.04439425  0.32132002  0.82420697  0.30445174  0.        ]","[[ -4.4967895   -3.01775993  -0.15806914  -0.04320716]
 [-15.14871467   0.32397694   0.           0.        ]]",[-1.13386571 -0.32263913],-0.587836,-0.177199508403,[ 0.02513739 -0.19963379],[-0.09843835 -0.51728958]
