timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.23713489  2.54172449  0.04502625  1.23916547  0.6579208   0.90337889
  0.22645121  0.39814805  0.84275164 -0.78391285  0.        ]","[[-0.00532678  0.08399966  0.07601694  0.10466604]
 [ 0.00217249  0.00473548  0.          0.        ]]",[ 3.28358207 -0.46279613],-1.12993,-0.164871543575,[-0.24584   -0.3989256],[ 2.03845477 -0.97613502]
1,"[ 1.23633728  2.54379485  0.10355582  1.16591104  0.65792021  0.90337787
  0.31317167  0.14300922  0.84071007 -0.72915071  0.        ]","[[ 0.03441392  0.06569211  0.07601694  0.10466604]
 [ 3.95872097 -1.82937357  0.          0.        ]]",[ 0.755756   -1.57027771],-0.904732,-0.161030222435,[-0.24584   -0.3989256],[ 2.02365923 -0.9083035 ]
2,"[ 1.223134    2.54698351  0.2625296   0.86129609  0.65791963  0.90337684
  0.37701705 -0.40291941  0.83025852 -0.60489463  0.        ]","[[ 0.14281433 -0.01027123  0.07601694  0.10466604]
 [ 6.87161632 -5.7538759   0.          0.        ]]",[ 0.13057213 -0.66697424],-0.940387,-0.15226423389,[-0.24584   -0.3989256],[ 1.98610353 -0.72780913]
3,"[ 1.18196889  2.52981207  0.46572176  0.30008988  0.65791904  0.90337582
  0.38538092 -0.75446638  0.80740712 -0.48455606  0.        ]","[[ 0.2840754  -0.15070462  0.07601694  0.10466604]
 [ 7.25322181 -8.28103469  0.          0.        ]]",[ 2.1865002  -0.83472567],-1.03362,-0.143128922874,[-0.24584   -0.3989256],[ 1.80280483 -0.62745488]
4,"[ 1.0894746   2.45594077  0.71658084 -0.46529186  0.65791845  0.9033748
  0.46897159 -1.19162248  0.75773769 -0.35006353  0.        ]","[[  0.46740409  -0.34785621   0.07601694   0.10466604]
 [ 11.06697705 -11.42361568   0.           0.        ]]",[ 0.89678    -0.23429572],-0.957349,-0.131000266716,[-0.24584   -0.3989256],[ 1.48356783 -0.52665854]
5,"[ 0.89348405  2.29546707  1.02654833 -1.30776859  0.65791786  0.90337377
  0.54194565 -1.2893354   0.64731355 -0.14953457  0.        ]","[[  0.72214761  -0.58337704   0.07601694   0.10466604]
 [ 14.39636192 -12.12605651   0.           0.        ]]",[ 1.23966336 -0.79377071],-0.720759,-0.110462169383,[-0.24584   -0.3989256],[ 0.90855998 -0.49927208]
6,"[ 0.54907431  2.0240949   1.32836239 -2.12529315  0.65791727  0.90337275
  0.62245608 -1.69321733  0.44958819  0.07798967  0.        ]","[[  1.04692825  -0.85503021   0.07601694   0.10466604]
 [ 18.06958907 -15.02945906   0.           0.        ]]",[ 1.04216905  0.03579446],-0.541664,-0.0820399197454,[-0.24584   -0.3989256],[ 0.16276047 -0.25272238]
7,"[ 0.03386007  1.6456454   1.51416487 -2.76192992  0.65791669  0.90337173
  0.70137064 -1.63204769  0.14438529  0.28102896  0.        ]","[[  1.4444424   -1.15120941   0.07601694   0.10466604]
 [ 21.67000983 -14.58975714   0.           0.        ]]",[-1.82715644 -1.17831875],-0.0904978,-0.0494789996626,[-0.24584   -0.3989256],[-0.6754505  -0.20693848]
8,"[-0.49766327  1.16421583  1.47522807 -3.09336589  0.6579161   0.9033707
  0.60528988 -2.14230957 -0.16569951  0.31312857  0.        ]","[[  1.83386313  -1.47980695   0.07601694   0.10466604]
 [ 17.28645437 -18.25792225   0.           0.        ]]",[-0.96509889 -0.37857889],-0.142084,-0.0300563145312,[-0.24584   -0.3989256],[-0.84307802  0.01474449]
9,"[-0.8791787   0.59754471  1.2953531  -2.94745223  0.65791551  0.90336968
  0.51409603 -2.30031556 -0.35763436  0.14159182  0.        ]","[[  2.13785016  -1.85636093   0.07601694   0.10466604]
 [ 13.1258552  -19.39384485   0.           0.        ]]",[ 0.0942343  -0.70934907],-0.234095,-0.0261516744744,[-0.24584   -0.3989256],[-0.67107707  0.10426334]
