timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.31359026 -0.46847236],"[ 1.26469497  2.25837938 -0.00937357  0.58897046  0.31264007 -0.4402839
  0.34542045  0.39317931  1.14135214  0.34861269  0.        ]",[-2.17441183 -2.04949172],-1.5175,-0.177256426338,"[[ -4.13428980e-04  -9.19942189e-02   3.75969460e-02  -5.33036115e-02]
 [  7.87203995e-05  -5.13992960e-04   0.00000000e+00   0.00000000e+00]]",[-2.02866149 -2.87064743]
1,[-0.31359026 -0.46847236],"[ 1.26356841  2.25209402 -0.06657077  0.44726928  0.31263993 -0.44028369
  0.25862605 -0.17098519  1.13171499  0.23505291  0.        ]",[-1.82401839 -1.11155842],-1.59484,-0.173406551121,"[[-0.04008709 -0.13171682  0.03759695 -0.05330361]
 [-3.95428941 -3.95855962  0.          0.        ]]",[-0.95589119 -2.00196385]
2,[-0.31359026 -0.46847236],"[ 1.24723045  2.22039061 -0.23577144  0.03124006  0.31263979 -0.44028347
  0.17354523 -0.72398198  1.06456234 -0.09403258  0.        ]",[ 0.17136067 -1.03426477],-1.62167,-0.162247578446,"[[-0.15806449 -0.2498143   0.03759695 -0.05330361]
 [-7.8305866  -7.83825631  0.          0.        ]]",[-0.37432021 -1.64519966]
3,[-0.31359026 -0.46847236],"[ 1.19949074  2.1265629  -0.44362537 -0.62575573  0.31263965 -0.44028325
  0.19184747 -1.26627968  0.87666672 -0.50673458  0.        ]",[ 0.60539109 -1.85272993],-1.47594,-0.147587638796,"[[ -0.30630918  -0.44475269   0.03759695  -0.05330361]
 [ -6.99672883 -11.64289629   0.           0.        ]]",[ 0.16254385 -1.35739231]
4,[-0.31359026 -0.46847236],"[ 1.1424816   1.91743621 -0.59787993 -1.43495576  0.31263951 -0.44028304
  0.2474648  -1.7979223   0.57790704 -0.82528793  0.        ]",[ 0.11287083 -2.03956494],-1.37949,-0.132770478738,"[[ -0.42081915  -0.71503403   0.03759695  -0.05330361]
 [ -4.46278839 -15.37279612   0.           0.        ]]",[ 0.16101675 -1.28506982]
5,[-0.31359026 -0.46847236],"[ 1.09003672  1.54142702 -0.70610163 -2.21146743  0.31263937 -0.44028282
  0.25919659 -2.31893462  0.19135687 -0.98499333  0.        ]",[ 0.35866428 -1.29398091],-1.31795,-0.116642872921,"[[ -0.50471029  -1.05916528   0.03759695  -0.05330361]
 [ -3.92828117 -19.0281404    0.           0.        ]]",[-0.29930973 -1.15206885]
6,[-0.31359026 -0.46847236],"[ 1.04453803  0.9824861  -0.78486866 -2.65493214  0.31263923 -0.44028261
  0.29202133 -2.82965588 -0.23284993 -0.92540938  0.        ]",[-1.27128012 -1.2733168 ],-1.17261,-0.0984898440047,"[[ -0.56826966  -1.4756795    0.03759695  -0.05330361]
 [ -2.43277539 -22.61132213   0.           0.        ]]",[-1.3630048  -1.03458154]
7,[-0.31359026 -0.46847236],"[ 0.97379495  0.30641473 -0.88858014 -2.39838065  0.31263909 -0.44028239
  0.20614278 -3.33012285 -0.62665632 -0.60273751  0.        ]",[-2.29177321 -0.68806274],-0.998897,-0.0824607578696,"[[ -0.65617748  -1.96313542   0.03759695  -0.05330361]
 [ -6.34540895 -26.12261473   0.           0.        ]]",[-2.18808842 -0.8516897 ]
8,[-0.31359026 -0.46847236],"[ 0.81793839 -0.29327218 -1.06470354 -1.20740617  0.31263895 -0.44028217
  0.12192577 -3.64466013 -0.81362681 -0.03396745  0.        ]",[-3.82031561 -1.55664899],-0.971003,-0.0775598794607,"[[ -0.82158215  -2.50772975   0.03759695  -0.05330361]
 [-10.18234296 -28.32950472   0.           0.        ]]",[-2.74434495 -0.67257059]
9,[-0.31359026 -0.46847236],"[ 0.54510905 -0.56763018 -1.26886338  0.79969133  0.31263881 -0.44028196
  0.03940511 -3.27299182 -0.56336756  0.50254962  0.        ]",[-2.17298139 -1.13270248],-1.0801,-0.0755436687934,"[[ -1.06295824  -3.1084189    0.03759695  -0.05330361]
 [-13.94199068 -25.72204033   0.           0.        ]]",[-2.16386199 -0.2699534 ]
