timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.24817829 -0.40058467],"[[-0.06373366 -0.03664849 -0.11666409 -0.04098971]
 [ 0.00378777  0.00171352  0.          0.        ]]",[-2.88534902 -4.21689615],"[ 1.24055067  2.54420861 -0.03610231  0.7556249  -1.01180201 -0.34952252
  0.24102453  0.39829591  2.30155581  0.24546308  0.        ]",-1.39288,-0.32676046239,[-3.80271029 -3.50688362]
1,[-0.24817829 -0.40058467],"[[-0.10333375 -0.07632696 -0.11666409 -0.04098971]
 [-3.9506389  -3.95637378  0.          0.        ]]",[-5.1272837  -3.35421915],"[ 1.23600083  2.54079268 -0.09419509  0.5965542  -1.01180085 -0.3495223
  0.15494019 -0.15256584  2.2898297   0.13612503  0.        ]",-1.28641,-0.324548231043,[-3.54461026 -3.30052924]
2,[-0.24817829 -0.40058467],"[[-0.22123847 -0.19438115 -0.11666409 -0.04098971]
 [-7.82696085 -7.83611504  0.          0.        ]]",[-2.48206681 -4.02619813],"[ 1.20978985  2.51657964 -0.26539631  0.12709839 -1.01179968 -0.34952207
  0.07055612 -0.69252368  2.217854   -0.18027735  0.        ]",-1.42166,-0.315883650783,[-3.08432627 -3.0722878 ]
3,[-0.24817829 -0.40058467],"[[ -0.4159037   -0.38925922  -0.11666409  -0.04098971]
 [-11.62702304 -11.63900203   0.           0.        ]]",[-1.15762405 -3.47422134],"[ 1.12598918  2.43147672 -0.53713599 -0.62119311 -1.01179852 -0.34952185
 -0.01216784 -1.22178442  1.98678352 -0.64418943  0.        ]",-1.39474,-0.295064115121,[-2.26893973 -2.72453523]
4,[-0.24817829 -0.40058467],"[[ -0.68582547  -0.65943815  -0.11666409  -0.04098971]
 [-15.3530096  -15.36642278   0.           0.        ]]",[ 0.0357412  -1.82742609],"[ 0.93208969  2.22647166 -0.87470792 -1.5575192  -1.01179736 -0.34952163
 -0.09327924 -1.74053984  1.48880358 -1.08629651  0.        ]",-1.251,-0.254155469894,[-1.20760763 -2.25599098]
5,[-0.24817829 -0.40058467],"[[ -0.98843129  -1.00343657  -0.11666409  -0.04098971]
 [-14.90933463 -19.02120299   0.           0.        ]]",[-0.55435411 -2.30050721],"[ 0.62387822  1.84197858 -1.17187689 -2.48371868 -1.01179619 -0.3495214
 -0.08362077 -2.24918126  0.79199915 -1.20251581  0.        ]",-0.977605,-0.190996800291,[-0.21625814 -1.71523297]
6,[-0.24817829 -0.40058467],"[[ -1.30569804  -1.41979558  -0.11666409  -0.04098971]
 [-16.81146    -22.60272179   0.           0.        ]]",[ 1.04905    -0.64933251],"[ 0.22742713  1.25371316 -1.3631196  -3.06716587 -1.01179503 -0.34952118
 -0.12502834 -2.74761986  0.15203645 -0.82913232  0.        ]",-0.808858,-0.108541951548,[ 0.63560677 -1.0898242 ]
7,[-0.24817829 -0.40058467],"[[ -1.59893248  -1.8931539   -0.11666409  -0.04098971]
 [-12.52608578 -24.72605451   0.           0.        ]]",[-0.33535305 -0.16035002],"[-0.17196986  0.54345605 -1.41396384 -2.90600398 -1.01179387 -0.34952096
 -0.03173934 -3.04311234 -0.08829623 -0.14407666  0.        ]",-0.636364,-0.023674210391,[ 0.29672876 -0.74234152]
8,[-0.24817829 -0.40058467],"[[ -1.86033321  -2.38912669  -0.11666409  -0.04098971]
 [-13.61020355 -24.87077518   0.           0.        ]]",[ 0.42300231 -0.43215932],"[-0.52626908 -0.08466926 -1.3532651  -1.84166305 -1.0117927  -0.34952074
 -0.05533965 -3.06323537  0.1273189   0.41918139  0.        ]",-0.784028,-0.0584717384489,[-0.12623568 -0.40910149]
9,[-0.24817829 -0.40058467],"[[ -2.11306257  -2.89876642  -0.11666409  -0.04098971]
 [-11.66875697 -26.08918912   0.           0.        ]]",[ 0.42390624  1.27872177],"[-0.84366737 -0.45050092 -1.20334046 -0.06277681 -1.01179154 -0.34952051
 -0.01307594 -3.23278285  0.5707279   0.56585298  0.        ]",-0.96135,-0.114717914072,[-0.10345126 -0.15289864]
10,[-0.24817829 -0.40058467],"[[-2.32727265 -3.14344535 -0.11666409 -0.04098971]
 [-9.75857744 -1.7223202   0.          0.        ]]",[-0.90827829 -2.05647084],"[-1.07807727 -0.49509544 -1.01300786  0.91020053 -1.01179038 -0.34952029
  0.02850712  0.15837281  0.77584656  0.45126106  0.        ]",-0.647973,-0.133237058906,[-0.56023026 -0.84554672]
11,[-0.24817829 -0.40058467],"[[ -2.55658458  -3.11909067  -0.11666409  -0.04098971]
 [-13.16134837   2.55247067   0.           0.        ]]",[-1.71583372 -1.57000198],"[-1.28090756 -0.49471287 -0.75529149  0.81240872 -1.01178921 -0.34952007
 -0.04556848  0.75329837  0.76980115  0.46048378  0.        ]",-0.54699,-0.132873604713,[-0.62765163 -1.11191833]
12,[-0.24817829 -0.40058467],"[[ -2.85692233  -3.06986313  -0.11666409  -0.04098971]
 [-16.86010891   2.11273801   0.           0.        ]]",[ 0.85738994 -0.46047663],"[-1.45441881 -0.49118837 -0.35578322  0.6149694  -1.01178805 -0.34951984
 -0.12608754  0.69209981  0.76994234  0.48582308  0.        ]",-0.766615,-0.133978189849,[-0.3837657 -1.1941427]
13,[-0.24817829 -0.40058467],"[[ -3.15671611  -3.03634033  -0.11666409  -0.04098971]
 [-13.13169518   1.24960261   0.           0.        ]]",[-0.40670312 -1.55255851],"[-1.50966014 -0.48668467  0.07993986  0.48088781 -1.01178689 -0.34951962
 -0.04492281  0.57197604  0.78839994  0.49593959  0.        ]",-0.65115,-0.136673855475,[-0.28493676 -1.2709583 ]
14,[-0.24817829 -0.40058467],"[[ -3.43289817  -3.01860548  -0.11666409  -0.04098971]
 [-14.48200852   0.5944995    0.           0.        ]]",[ 0.8758188  -1.27825965],"[-1.45181924 -0.48361443  0.4805007   0.41013552 -1.01178573 -0.3495194
 -0.07431807  0.48080437  0.81185267  0.4863027   0.        ]",-0.750644,-0.139125010925,[-0.23444644 -1.29175901]
15,[-0.24817829 -0.40058467],"[[ -3.68487017  -3.0103749   -0.11666409  -0.04098971]
 [-10.72770235   0.2685437    0.           0.        ]]",[-0.11256562 -1.56068214],"[-1.31161137 -0.48202811  0.81872945  0.37735124 -1.01178456 -0.34951918
  0.00741038  0.43544047  0.8310486   0.46318799  0.        ]",-0.70234,-0.140541062977,[-0.27820081 -1.33056164]
16,[-0.24817829 -0.40058467],"[[ -3.90176514  -3.00671598  -0.11666409  -0.04098971]
 [-10.9610162    0.11723232   0.           0.        ]]",[ 0.37686317 -1.969371  ],"[-1.13086236 -0.48128993  1.07210004  0.36278807 -1.0117834  -0.34951895
  0.0023313   0.41438202  0.84259286  0.4360124   0.        ]",-0.717994,-0.140931455725,[-0.30203167 -1.33324075]
17,[-0.24817829 -0.40058467],"[[-4.10383753 -3.00513631 -0.11666409 -0.04098971]
 [-9.25191841  0.0499595   0.          0.        ]]",[-1.10015157 -1.22496374],"[-0.9201928  -0.48096482  1.26559263  0.35650279 -1.01178224 -0.34951873
  0.03953711  0.40501932  0.84784828  0.40704937  0.        ]",-0.685922,-0.140552936133,[-0.39630616 -1.34730291]
18,[-0.24817829 -0.40058467],"[[ -4.32676309  -3.00446866  -0.11666409  -0.04098971]
 [-13.02805386   0.02090836   0.           0.        ]]",[-0.59986432 -0.36452812],"[-0.65101512 -0.48082608  1.42177223  0.35384658 -1.01178107 -0.34951851
 -0.04266666  0.40097597  0.84705283  0.37363973  0.        ]",-0.756791,-0.139347317909,[-0.46899891 -1.32439244]
19,[-0.24817829 -0.40058467],"[[ -4.60856597  -3.00351701  -0.11666409  -0.04098971]
 [-15.14517894   0.05520013   0.           0.        ]]",[-0.67383726 -1.10783338],"[-0.27589311 -0.48062731  1.52195674  0.35006102 -1.01177991 -0.34951829
 -0.08875496  0.40574813  0.83702896  0.33290857  0.        ]",-0.717337,-0.136849645181,[-0.64133072 -1.30024874]
