timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[ 0.00924348 -0.12833089],"[ 1.10005947  1.39907848  0.10116603  0.47545929  0.79955477  0.57841585
  0.30456217  0.22404225  0.5175777  -0.34782688  0.        ]",[-0.8455001   0.72006491],-0.425604,-0.131844966712,"[[ 0.04738501  0.00483347  0.09100681  0.06780218]
 [ 0.00226806  0.00280342  0.          0.        ]]",[-0.1107786  -0.48962659]
1,[ 0.00924348 -0.12833089],"[ 1.10144863  1.39834113  0.05059921  0.53215161  0.79953421  0.57840375
 -0.00144835  0.61640444  0.51841221 -0.37574835  0.        ]",[-1.74794284 -2.25457079],-0.47581,-0.133693305368,"[[ 0.01386048  0.03350867  0.09100681  0.06780218]
 [-3.34357771  2.85520504  0.          0.        ]]",[-0.11261819 -0.48677808]
2,[ 0.00924348 -0.12833089],"[ 1.09566035  1.39741378 -0.1089936   0.56538656  0.79951365  0.57839164
 -0.35706107  0.06414894  0.51588134 -0.52225513  0.        ]",[-0.93538043 -0.57034152],-0.442978,-0.14384039457,"[[-0.09202241  0.0503329   0.09100681  0.06780218]
 [-7.23176994 -1.15940886  0.          0.        ]]",[-0.10740712 -0.47662583]
3,[ 0.00924348 -0.12833089],"[ 1.05025557  1.39888463 -0.37624744  0.47522219  0.7994931   0.57837953
 -0.68231734 -0.24316242  0.46955235 -0.82594317  0.        ]",[-0.44355818 -1.4541076 ],-0.514992,-0.166525890724,"[[ -2.72339605e-01   4.73035803e-03   9.10068143e-02   6.78021827e-02]
 [ -1.07881109e+01  -3.39340320e+00   0.00000000e+00   0.00000000e+00]]",[-0.10068385 -0.4664945 ]
4,[ 0.00924348 -0.12833089],"[ 0.92886559  1.39245229 -0.69852018  0.26409838  0.79947254  0.57836742
 -0.82313159 -0.77851671  0.31006269 -1.22088845  0.        ]",[ 0.26824823 -0.46448764],-0.591033,-0.198743375819,"[[ -0.50355094  -0.10218532   0.09100681   0.06780218]
 [-12.32791883  -7.28518543   0.           0.        ]]",[-0.0917296  -0.45289734]
5,[ 0.00924348 -0.12833089],"[ 0.74055958  1.35609994 -0.98453922 -0.05198608  0.79945199  0.57835532
 -0.70371333 -1.01170651  0.01757799 -1.57335355  0.        ]",[-0.01944053  0.02287319],-0.6599,-0.231580906322,"[[ -0.73701093  -0.26489913   0.09100681   0.06780218]
 [-11.02246446  -8.98053009   0.           0.        ]]",[-0.08712823 -0.44385967]
6,[ 0.00924348 -0.12833089],"[ 0.51285534  1.28124609 -1.20308634 -0.37986922  0.79943144  0.57834321
 -0.69083652 -0.97474138 -0.35331771 -1.79028038  0.        ]",[-0.10206433  0.29150631],-0.708124,-0.258255495121,"[[ -0.95604916  -0.44181601   0.09100681   0.06780218]
 [-10.88185472  -8.71203853   0.           0.        ]]",[-0.08561368 -0.43823734]
7,[ 0.00924348 -0.12833089],"[ 0.24618369  1.18309594 -1.36299346 -0.6554342   0.79941089  0.57833111
 -0.70815477 -0.7921634  -0.75080877 -1.86122814  0.        ]",[-0.88893958  0.8257101 ],-0.686585,-0.278086328155,"[[ -1.17558779  -0.60274214   0.09100681   0.06780218]
 [-11.07137941  -7.38498399   0.           0.        ]]",[-0.0854865  -0.43170503]
8,[ 0.00924348 -0.12833089],"[-0.09424553  1.09809589 -1.46434433 -0.83261605  0.79939034  0.57831901
 -1.00991361 -0.32205801 -1.15422972 -1.7989758   0.        ]",[ 0.7611513  -0.93478362],-0.859601,-0.293017131712,"[[ -1.43012037  -0.71615585   0.09100681   0.06780218]
 [-14.37086775  -3.96773977   0.           0.        ]]",[-0.08612527 -0.4191193 ]
9,[ 0.00924348 -0.12833089],"[-0.44697776  0.99917174 -1.46944076 -0.99616674  0.79936979  0.5783069
 -0.70839693 -0.82050292 -1.51189554 -1.60065881  0.        ]",[-0.69135149  0.52638388],-0.751428,-0.300497237378,"[[ -1.68446431  -0.83186517   0.09100681   0.06780218]
 [-11.07455811  -7.59113539   0.           0.        ]]",[-0.08741609 -0.41718006]
10,[ 0.00924348 -0.12833089],"[-0.77968677  0.87557903 -1.38215499 -1.15579549  0.79934925  0.5782948
 -0.93864835 -0.51290894 -1.78217723 -1.29097508  0.        ]",[ 1.0364901 -1.9717469],-0.957223,-0.299605074069,"[[ -1.93121571  -0.96125527   0.09100681   0.06780218]
 [-13.59218773  -5.35529348   0.           0.        ]]",[-0.08873697 -0.40864256]
11,[ 0.00924348 -0.12833089],"[-1.06278354  0.72242864 -1.22405779 -1.30303238  0.79932871  0.5782827
 -0.5521089  -1.04311114 -1.93171225 -0.92098834  0.        ]",[-0.48810583  0.0133415 ],-0.766493,-0.290173682065,"[[-2.16065942 -1.10703199  0.09100681  0.06780218]
 [-9.36630321 -9.20956306  0.          0.        ]]",[-0.08808629 -0.40538394]
