timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[ 0.04019095 -0.24772224],"[ 1.08938586  1.66622211 -0.04051327  0.5152916  -1.60889538 -1.46300289
  0.28224625  0.2989193   2.45618027  1.19506414  0.        ]",[-1.17339249 -1.9920809 ],-1.43518,-0.421501195907,"[[-0.05831267 -0.04676612 -0.18588063 -0.16418546]
 [-0.00419991  0.00447297  0.          0.        ]]",[-0.61638689 -1.55470443]
1,[ 0.04019095 -0.24772224],"[ 1.08505047  1.66287029 -0.10060786  0.42197485 -1.60884502 -1.46296282
 -0.06724286 -0.25532168  2.44525968  1.09969537  0.        ]",[ 0.92491623 -2.84637404],-1.45012,-0.415795147734,"[[-0.09807095 -0.08638995 -0.18588063 -0.16418546]
 [-3.95847068 -3.95366925  0.          0.        ]]",[-0.58344352 -1.48721981]
2,[ 0.04019095 -0.24772224],"[ 1.07816464  1.64143817 -0.16332136  0.14647962 -1.60879467 -1.46292275
  0.26318818 -0.79900144  2.41025033  0.94011449  0.        ]",[-0.23024363 -1.83839826],-1.40115,-0.404597492564,"[[-0.1397295  -0.20442032 -0.18588063 -0.16418546]
 [-0.21984209 -7.83642119  0.          0.        ]]",[-0.5323804  -1.41745877]
3,[ 0.04019095 -0.24772224],"[ 1.07541125  1.5690284  -0.18353773 -0.29205003 -1.60874432 -1.46288268
  0.18318165 -1.33164858  2.34069962  0.77397101  0.        ]",[-0.75942643 -1.54705578],-1.35216,-0.389178218888,"[[ -0.15320789  -0.39931649  -0.18588063  -0.16418546]
 [ -1.12503511 -11.64052053   0.           0.        ]]",[-0.46801624 -1.32019424]
4,[ 0.04019095 -0.24772224],"[ 1.0623975   1.39736377 -0.26172254 -0.83924817 -1.60869398 -1.46284262
 -0.0803261  -1.85360291  2.17537914  0.53277743  0.        ]",[ 0.42889259 -0.8042068 ],-1.26865,-0.359207328364,"[[ -0.20561984  -0.66953148  -0.18588063  -0.16418546]
 [ -4.10640332 -15.36856503   0.           0.        ]]",[-0.37470782 -1.17032599]
5,[ 0.04019095 -0.24772224],"[ 1.0413429   1.08626536 -0.35644363 -1.36788376 -1.60864364 -1.46280256
  0.07680404 -2.2568342   1.90059075  0.32797749  0.        ]",[-2.17052473 -0.75653226],-1.11633,-0.31590339016,"[[ -0.26990997  -1.00580482  -0.18588063  -0.16418546]
 [ -2.32862067 -18.24915563   0.           0.        ]]",[-0.26564017 -0.99112803]
6,[ 0.04019095 -0.24772224],"[ 1.00463911  0.63260698 -0.48022057 -1.6991724  -1.60859331 -1.46276251
 -0.2690037  -2.62535123  1.52611699  0.24398105  0.        ]",[ 0.35092135  1.23159017],-0.93576,-0.260560018998,"[[ -0.35573358  -1.39720741  -0.18588063  -0.16418546]
 [ -6.24109424 -20.88235744   0.           0.        ]]",[-0.15121831 -0.75957775]
7,[ 0.04019095 -0.24772224],"[ 0.9438268   0.16784842 -0.63262901 -1.68745293 -1.60854298 -1.46272245
 -0.13560923 -2.0130067   1.16654725  0.33184979  0.        ]",[-1.46110602 -1.70769577],-0.844492,-0.209889978317,"[[ -0.46541627  -1.77097998  -0.18588063  -0.16418546]
 [ -4.73190413 -16.50946392   0.           0.        ]]",[-0.12154171 -0.67505997]
8,[ 0.04019095 -0.24772224],"[ 0.84982136 -0.25504738 -0.80683607 -1.36543734 -1.60849266 -1.4626824
 -0.477362   -2.52138124  0.89249058  0.57158605  0.        ]",[-0.28739852  0.81134683],-0.720278,-0.179368550419,"[[ -0.59884578  -2.1376121   -0.18588063  -0.16418546]
 [ -8.598465   -20.14166195   0.           0.        ]]",[-0.04467198 -0.47824368]
9,[ 0.04019095 -0.24772224],"[ 0.68939037 -0.58864273 -1.01907315 -0.77884797 -1.60844234 -1.46264236
 -0.56306966 -2.01565754  0.75982918  0.91262175  0.        ]",[-1.0121289  -0.51549193],-0.7148,-0.184160091619,"[[ -0.78054704  -2.50420839  -0.18588063  -0.16418546]
 [ -9.56820601 -16.53001996   0.           0.        ]]",[-0.05113306 -0.45842493]
