timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.16021055 -0.4006581 ],"[ 1.19390733  2.41351377  0.18317811  1.06638875 -0.93958654  1.04649421
  0.14595843  0.38962143  2.18626357 -0.7469064   0.        ]",[ 0.61379338 -0.8490208 ],-1.63579,-0.328790810842,"[[ 0.0937335   0.05307997 -0.10706695  0.11817704]
 [ 0.00289308  0.00324061  0.          0.        ]]",[ 0.19509396 -1.9677279 ]
1,[-0.16021055 -0.4006581 ],"[ 1.19034499  2.41528964  0.21917993  0.94228156 -0.93958427  1.04649139
  0.2081256  -0.08060517  2.18539197 -0.73486486  0.        ]",[ 0.97462131 -2.089203  ],-1.58046,-0.328282775363,"[[ 0.11816567  0.0194049  -0.10706695  0.11817704]
 [ 2.43223063 -3.35953758  0.          0.        ]]",[ 0.22965825 -1.91273367]
2,[-0.16021055 -0.4006581 ],"[ 1.17109857  2.40999321  0.346181    0.55078259 -0.939582    1.04648858
  0.30559583 -0.62519035  2.17695399 -0.68024998  0.        ]",[-0.01843066 -1.01835988],-1.62024,-0.32546125107,"[[ 0.20502601 -0.08686121 -0.10706695  0.11817704]
 [ 6.24111882 -7.2540859   0.          0.        ]]",[ 0.17665744 -1.88227701]
3,[-0.16021055 -0.4006581 ],"[ 1.12656159  2.36207713  0.52172142 -0.11378814 -0.93957973  1.04648576
  0.30060855 -1.15877157  2.15709724 -0.63605749  0.        ]",[-0.64233192 -2.1152812 ],-1.53871,-0.321571684664,"[[  0.32789327  -0.27022883  -0.10706695   0.11817704]
 [  6.04624618 -11.06995453   0.           0.        ]]",[ 0.08504324 -1.83848405]
4,[-0.16021055 -0.4006581 ],"[ 1.07902977  2.21408511  0.65162589 -0.99094944 -0.93957746  1.04648294
  0.23255381 -1.68165543  2.12789824 -0.71494601  0.        ]",[-0.74912557 -1.11327062],-1.56384,-0.320259869567,"[[  0.42213672  -0.52914642  -0.10706695   0.11817704]
 [  3.38687074 -14.8093581    0.           0.        ]]",[ 0.09953158 -1.69834733]
5,[-0.16021055 -0.4006581 ],"[ 1.05708598  1.90125034  0.70166304 -1.92923145 -0.93957518  1.04648013
  0.15501145 -2.19417611  2.05479991 -0.95176085  0.        ]",[ 1.63298277 -0.86422986],-1.54595,-0.320025672891,"[[  0.45947414  -0.86210902  -0.10706695   0.11817704]
 [  0.35674493 -18.47471721   0.           0.        ]]",[ 0.30546752 -1.42666757]
6,[-0.16021055 -0.4006581 ],"[ 1.02718216  1.3899035   0.76302768 -2.64307425 -0.93957291  1.04647731
  0.25607804 -2.62165793  1.8799809  -1.19068719  0.        ]",[-0.15372337 -0.22610187],-1.44128,-0.310565975829,"[[  0.50623412  -1.26227892  -0.10706695   0.11817704]
 [  4.30614678 -21.53201656   0.           0.        ]]",[ 0.69061041 -1.00591636]
7,[-0.16021055 -0.4006581 ],"[ 0.9706002   0.75640526  0.86325439 -2.78754888 -0.93957064  1.0464745
  0.23829851 -2.68717964  1.61453041 -1.3295419   0.        ]",[-0.19312796 -0.73949723],-1.30082,-0.28857422428,"[[  0.58538704  -1.69762253  -0.10706695   0.11817704]
 [  3.61138794 -22.00079743   0.           0.        ]]",[ 0.91110051 -0.62058544]
8,[-0.16021055 -0.4006581 ],"[ 0.9197185   0.1210269   0.94037026 -2.18988013 -0.93956837  1.04647168
  0.21687277 -3.03565328  1.26946751 -1.38014808  0.        ]",[ 1.32258501 -1.09123879],-1.17008,-0.255598209624,"[[  0.64921562  -2.16264547  -0.10706695   0.11817704]
 [  2.7741459  -24.49320858   0.           0.        ]]",[ 0.95638156 -0.28647444]
9,[-0.16021055 -0.4006581 ],"[ 0.8361198  -0.38076421  1.04790522 -0.74736969 -0.9395661   1.04646887
  0.31674547 -3.52144754  0.87681936 -1.25633403  0.        ]",[ 0.46790695 -0.20069828],-0.968506,-0.207725663037,"[[  0.74385391  -2.68737256  -0.10706695   0.11817704]
 [  6.67688391 -27.96786016   0.           0.        ]]",[ 0.98335862 -0.1753704 ]
