timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.24598353 -0.39958289],"[ 1.24101292  2.54175923 -0.03301528  0.92412631  0.35305861 -0.49383029
  0.25361672  0.39786829  1.10928727  0.43659411  0.        ]",[-2.28709908 -2.23497358],-1.03516,-0.174471552693,"[[-0.06020405  0.00538675  0.0416666  -0.05916787]
 [-0.00459253 -0.00250521  0.          0.        ]]",[-1.40737772 -2.34822893]
1,[-0.24598353 -0.39958289],"[ 1.23662744  2.54087321 -0.09130067  0.76495866  0.35305839 -0.49382994
  0.1676932  -0.15344115  1.10058572  0.3268213   0.        ]",[-1.16777501 -2.10183503],-1.11545,-0.17036495143,"[[-0.09997005 -0.03437525  0.0416666  -0.05916787]
 [-3.9588475  -3.96050896  0.          0.        ]]",[-0.86577338 -2.00296569]
2,[-0.24598353 -0.39958289],"[ 1.21087952  2.52412874 -0.26263091  0.29431694  0.35305817 -0.4938296
  0.08346731 -0.69383821  1.03711088  0.00828003  0.        ]",[-0.61937513 -2.39502618],-1.09317,-0.15851818953,"[[-0.21803707 -0.15251135  0.0416666  -0.05916787]
 [-7.83497632 -7.84017111  0.          0.        ]]",[-0.39347854 -1.76771235]
3,[-0.24598353 -0.39958289],"[ 1.13592615  2.45096901 -0.51413991 -0.46079525  0.35305794 -0.49382925
  0.0336183  -1.22361258  0.83067964 -0.44126972  0.        ]",[ 0.81931342 -1.14056718],-1.0664,-0.142097664632,"[[ -0.39775289  -0.34747571   0.0416666   -0.05916787]
 [-10.1290584  -11.64357719   0.           0.        ]]",[ 0.28070998 -1.47581148]
4,[-0.24598353 -0.39958289],"[ 1.02875182  2.26099033 -0.73286653 -1.41645612  0.35305772 -0.49382891
  0.10841424 -1.74318515  0.47241618 -0.80649967  0.        ]",[ 1.25451182 -0.30739174],-0.962154,-0.12797500879,"[[ -0.56579702  -0.61777352   0.0416666   -0.05916787]
 [ -6.68690073 -15.37375895   0.           0.        ]]",[ 0.66277188 -1.24587023]
5,[-0.24598353 -0.39958289],"[ 0.95535105  1.92546734 -0.84441894 -2.31740664  0.35305749 -0.49382856
  0.1972387  -1.87049678  0.09727722 -0.9426071   0.        ]",[ 0.58108272 -0.64213307],-0.871453,-0.117338132409,"[[ -0.65852171  -0.93441978   0.0416666   -0.05916787]
 [ -2.59914219 -16.28779901   0.           0.        ]]",[ 0.53674519 -1.28180027]
6,[-0.24598353 -0.39958289],"[ 0.93095966  1.45469822 -0.87708702 -2.93580996  0.35305727 -0.49382821
  0.24830062 -2.17981523 -0.22249121 -0.88735214  0.        ]",[ 0.27335792 -1.56141003],-0.67978,-0.105860750388,"[[ -0.6869271   -1.2824574    0.0416666   -0.05916787]
 [ -0.24923741 -18.50853699   0.           0.        ]]",[ 0.08075217 -1.26597762]
7,[-0.24598353 -0.39958289],"[ 0.93610429  0.8441138  -0.87035088 -3.07328534  0.35305705 -0.49382787
  0.27189197 -2.68031957 -0.49456861 -0.66970967  0.        ]",[-0.22920701 -2.01372183],-0.510971,-0.091183783225,"[[ -0.68101769  -1.6886817    0.0416666   -0.05916787]
 [  0.83645655 -22.10189983   0.           0.        ]]",[-0.78760362 -1.16356468]
8,[-0.24598353 -0.39958289],"[ 0.94253124  0.17104154 -0.86182061 -2.4124496   0.35305682 -0.49382752
  0.2517775  -3.17086417 -0.69035575 -0.28322603  0.        ]",[-1.85823306 -0.64812778],-0.421646,-0.0773749287541,"[[ -0.67357448  -2.16605616   0.0416666   -0.05916787]
 [ -0.08921443 -25.62382405   0.           0.        ]]",[-1.61745429 -0.8096683 ]
9,[-0.24598353 -0.39958289],"[ 0.90593144 -0.34996766 -0.90872481 -0.81143558  0.3530566  -0.49382717
  0.16574305 -3.45762878 -0.71751199  0.2294381   0.        ]",[-1.98567016 -0.83071585],-0.620307,-0.0757459878123,"[[ -0.71508375  -2.69919051   0.0416666   -0.05916787]
 [ -4.04855724 -27.68279404   0.           0.        ]]",[-2.06337094 -0.38002014]
10,[-0.24598353 -0.39958289],"[ 0.79038398 -0.49407039 -1.0346077   1.11472789  0.35305637 -0.49382683
  0.08145256 -1.05086531 -0.55688644  0.58407665  0.        ]",[-0.52947529  1.47340168],-0.634592,-0.0819369221756,"[[ -0.8349837   -3.19461146   0.0416666   -0.05916787]
 [ -7.92764199 -10.40365537   0.           0.        ]]",[-1.90869796 -0.30325818]
11,[-0.24598353 -0.39958289],"[ 0.59489366 -0.49174997 -1.19214485  1.20894767  0.35305615 -0.49382648
  0.03932395  0.91144997 -0.46530258  0.65389028  0.        ]",[-1.11822333 -1.49272421],-0.332157,-0.0820320356055,"[[-1.01298678 -3.21819558  0.0416666  -0.05916787]
 [-9.86641771  3.68462304  0.          0.        ]]",[-1.9262383  -0.76183718]
12,[-0.24598353 -0.39958289],"[ 0.30249332 -0.4961647  -1.33913756  0.8737199   0.35305593 -0.49382613
 -0.04246548  0.94568057 -0.51476661  0.62138582  0.        ]",[-1.14410694 -0.11241271],-0.415838,-0.082161669235,"[[ -1.2480801   -3.13438968   0.0416666   -0.05916787]
 [-13.63040192   3.93038588   0.           0.        ]]",[-1.86523843 -0.76849759]
13,[-0.24598353 -0.39958289],"[-0.11650539 -0.4912771  -1.41492128  0.58036344  0.3530557  -0.49382579
 -0.12263582  0.87282717 -0.55427239  0.62355363  0.        ]",[-0.8798866  -1.17960642],-0.328521,-0.0853451250792,"[[ -1.55770589  -3.06102996   0.0416666   -0.05916787]
 [-17.31987495   3.40734758   0.           0.        ]]",[-1.81690836 -0.74818885]
14,[-0.24598353 -0.39958289],"[-0.62620491 -0.4851597  -1.31826657  0.4206534   0.35305548 -0.49382544
 -0.19088666  0.54450431 -0.55565719  0.65658028  0.        ]",[-2.13401159 -0.47080866],-0.267379,-0.0885454758456,"[[ -1.93561757  -3.0209332    0.0416666   -0.05916787]
 [-20.46080778   1.05018568   0.           0.        ]]",[-1.85508895 -0.67013764]
15,[-0.24598353 -0.39958289],"[-1.13235452 -0.48270596 -0.95876603  0.37002309  0.35305525 -0.4938251
 -0.26811879  0.44707011 -0.51316087  0.68686091  0.        ]",[-1.77723893 -0.77062038],-0.267973,-0.0884453662318,"[[ -2.38049477  -3.00818433   0.0416666   -0.05916787]
 [-24.01506336   0.35066804   0.           0.        ]]",[-1.88798952 -0.67713606]
16,[-0.24598353 -0.39958289],"[-1.47114879 -0.48190137 -0.30240727  0.35445934  0.35305503 -0.49382475
 -0.34382172  0.4113237  -0.44771179  0.6865635   0.        ]",[-3.83140828 -0.09686885],-0.292566,-0.0843390054548,"[[ -2.89575097  -3.00426108   0.0416666   -0.05916787]
 [-27.4989457    0.09403203   0.           0.        ]]",[-1.91929591 -0.8000375 ]
17,[-0.24598353 -0.39958289],"[-1.43442725 -0.48154188  0.54365907  0.34765243  0.35305481 -0.4938244
 -0.41802581  0.40813331 -0.38329319  0.63990354  0.        ]",[-2.83654161 -0.11315599],-0.377241,-0.0759963486683,"[[ -3.47999274  -3.00254458   0.0416666   -0.05916787]
 [-30.91385172   0.07112883   0.           0.        ]]",[-1.92771828 -0.96810222]
18,[-0.24598353 -0.39958289],"[-0.89035359 -0.4813141   1.28508192  0.34338535  0.35305458 -0.49382406
 -0.49076091  0.40358145 -0.35097362  0.5493594   0.        ]",[-1.84754844 -1.44249804],-0.347854,-0.0647196804643,"[[ -4.13185437  -3.00146837   0.0416666   -0.05916787]
 [-34.26115574   0.03845115   0.           0.        ]]",[-1.91747832 -1.11753547]
19,[-0.24598353 -0.39958289],"[ 0.05449434 -0.48139621  1.5120945   0.34492798  0.35305436 -0.49382371
 -0.56205617  0.39177587 -0.37975642  0.44611778  0.        ]",[-1.6635375  -1.80352776],-0.346546,-0.0556172253854,"[[ -4.84999727  -3.00185753   0.0416666   -0.05916787]
 [-37.54220018  -0.04630396   0.           0.        ]]",[-2.09625983 -1.22561991]
20,[-0.24598353 -0.39958289],"[ 0.962435   -0.48158717  0.94550154  0.34852438  0.35305413 -0.49382336
 -0.63193992  0.3927512  -0.47000611  0.38904174  0.        ]",[-3.06927526 -0.17419749],-0.33761,-0.0574416120972,"[[ -5.63310934e+00  -3.00276466e+00   4.16666018e-02  -5.91678689e-02]
 [ -4.07582891e+01  -3.92998167e-02   0.00000000e+00   0.00000000e+00]]",[-2.09264517 -1.11644351]
21,[-0.24598353 -0.39958289],"[ 1.21692371 -0.48153201 -0.23194425  0.3474909   0.35305391 -0.49382302
 -0.70044002  0.40349699 -0.57532764  0.42653033  0.        ]",[-2.47940429 -0.455353  ],-0.335212,-0.0704661529195,"[[ -6.47990433e+00  -3.00250406e+00   4.16666018e-02  -5.91678689e-02]
 [ -4.39107050e+01   3.78502595e-02   0.00000000e+00   0.00000000e+00]]",[-2.13343406 -0.94725943]
22,[-0.24598353 -0.39958289],"[ 0.48323258 -0.48143489 -1.25900164  0.34567155  0.35305369 -0.49382267
 -0.76758405  0.39997873 -0.6204902   0.55071604  0.        ]",[-1.84163347 -0.24369087],-0.380931,-0.084599996116,"[[ -7.38912154e+00  -3.00204525e+00   4.16666018e-02  -5.91678689e-02]
 [ -4.70007181e+01   1.25931687e-02   0.00000000e+00   0.00000000e+00]]",[-1.87972951 -0.62019557]
23,[-0.24598353 -0.39958289],"[-0.80190289 -0.48135489 -1.23109976  0.34417844  0.35305346 -0.49382232
 -0.83339873  0.40096302 -0.55519237  0.67305196  0.        ]",[-1.47048012  0.07244654],-0.296225,-0.0900742957982,"[[ -8.35952524e+00  -3.00166869e+00   4.16666018e-02  -5.91678689e-02]
 [ -5.00295587e+01   1.96616541e-02   0.00000000e+00   0.00000000e+00]]",[-1.65372252 -0.47911066]
24,[-0.24598353 -0.39958289],"[-1.5117422  -0.48065116  0.0042035   0.33116958  0.35305324 -0.49382198
 -0.89790992  0.44107191 -0.42263899  0.67964781  0.        ]",[-1.46042722 -0.83650492],-0.351813,-0.0822310235715,"[[ -9.38990397e+00  -2.99838666e+00   4.16666018e-02  -5.91678689e-02]
 [ -5.29984172e+01   3.07620667e-01   0.00000000e+00   0.00000000e+00]]",[-1.55568957 -0.72427988]
25,[-0.24598353 -0.39958289],"[-0.81507316 -0.48174661  1.33416853  0.35157094  0.35305302 -0.49382163
 -0.96114522  0.3696042  -0.35210241  0.53833928  0.        ]",[-1.39800188 -1.27901328],-0.353691,-0.0635964914317,"[[ -1.04790710e+01  -3.00353322e+00   4.16666018e-02  -5.91678689e-02]
 [ -5.59085650e+01  -2.05471082e-01   0.00000000e+00   0.00000000e+00]]",[-1.69982278 -1.01204681]
26,[-0.24598353 -0.39958289],"[ 0.67764923 -0.48208482  1.24344503  0.3580316   0.35305279 -0.49382128
 -1.02312764  0.39699517 -0.43430984  0.40172695  0.        ]",[-2.42725959 -0.18244609],-0.371132,-0.0554467303316,"[[ -1.16258623e+01  -3.00516229e+00   4.16666018e-02  -5.91678689e-02]
 [ -5.87610606e+01  -8.81929754e-03   0.00000000e+00   0.00000000e+00]]",[-2.11767459 -1.19313693]
27,[-0.24598353 -0.39958289],"[ 1.19620175 -0.48185397 -0.3264988   0.35362366  0.35305257 -0.49382094
 -1.08388274  0.40953978 -0.58159956  0.43497758  0.        ]",[-1.6129495  -1.31711014],-0.335215,-0.0717273143642,"[[ -1.28291369e+01  -3.00405096e+00   4.16666018e-02  -5.91678689e-02]
 [ -6.15570822e+01   8.12450042e-02   0.00000000e+00   0.00000000e+00]]",[-2.22145104 -0.97578126]
