timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.06211401 -0.33379692],"[[ 0.04105567  0.01451653 -0.05800663  0.06324465]
 [-0.0006021  -0.00134229  0.          0.        ]]",[-0.92031821 -0.64285972],"[ 1.12759158  2.10511991  0.12495237  0.83929034 -0.50499803  0.55859173
  0.02673565  0.37067707  1.734818   -0.35717847  0.        ]",-1.17603,-0.272953585145,[-0.28112155 -1.69485641]
1,[-0.06211401 -0.33379692],"[[ 0.00452579 -0.01103526 -0.05800663  0.06324465]
 [-3.64027107 -2.54536329  0.          0.        ]]",[ 0.09520608 -1.28546765],"[ 1.1287353   2.10514317  0.07003068  0.75950117 -0.50499595  0.55858933
 -0.12958604  0.00866711  1.73661177 -0.44290598  0.        ]",-1.1853,-0.275424200333,[-0.16874813 -1.6255337 ]
2,[-0.06211401 -0.33379692],"[[-0.06376327 -0.10116649 -0.05800663  0.06324465]
 [-3.19014441 -6.45472969  0.          0.        ]]",[ 0.29030823 -1.69863621],"[ 1.12592847  2.0982149  -0.03260726  0.4785947  -0.50499388  0.55858694
 -0.11025288 -0.54762868  1.72432838 -0.64076077  0.        ]",-1.18012,-0.280372077813,[ 0.00940008 -1.55566204]
3,[-0.06211401 -0.33379692],"[[ -0.11539637  -0.26871142  -0.05800663   0.06324465]
 [ -1.9772331  -10.28698779   0.           0.        ]]",[-0.36132337 -1.31905971],"[ 1.11952788  2.05620458 -0.1099406  -0.03505703 -0.50499181  0.55858454
 -0.05815836 -1.09294778  1.67370626 -0.87243273  0.        ]",-1.14915,-0.284079782426,[ 0.21263394 -1.46234119]
4,[-0.06211401 -0.33379692],"[[ -0.16887882  -0.51213027  -0.05800663   0.06324465]
 [ -3.36648789 -14.04238532   0.           0.        ]]",[-1.20653706 -0.13917469],"[ 1.10903511  1.93012578 -0.18955454 -0.73622136 -0.50498973  0.55858214
 -0.11782641 -1.62731777  1.54851276 -1.14520637  0.        ]",-1.10447,-0.284392569446,[ 0.44775695 -1.27842283]
5,[-0.06211401 -0.33379692],"[[ -0.27524135  -0.79570348  -0.05800663   0.06324465]
 [ -7.25697144 -14.31403524   0.           0.        ]]",[-0.52731754 -0.98901319],"[ 1.07662122  1.69560716 -0.34551694 -1.43667263 -0.50498766  0.55857974
 -0.28492206 -1.66595251  1.29433988 -1.45344692  0.        ]",-1.05196,-0.278908965626,[ 0.59574658 -1.12416971]
6,[-0.06211401 -0.33379692],"[[ -0.43987878  -1.11842408  -0.05800663   0.06324465]
 [ -9.2005875  -17.94591318   0.           0.        ]]",[ 1.26659065 -0.65909882],"[ 0.99695425  1.33730193 -0.57720105 -2.01449664 -0.50498559  0.55857735
 -0.36839944 -2.18271826  0.88063111 -1.6896289   0.        ]",-0.980491,-0.262748517869,[ 0.84951234 -0.78302711]
7,[-0.06211401 -0.33379692],"[[ -0.58238271  -1.49996967  -0.05800663   0.06324465]
 [ -5.06352458 -20.20110797   0.           0.        ]]",[ 1.5944722  0.0081364],"[ 0.90055197  0.83762773 -0.76396833 -2.32070975 -0.50498352  0.55857495
 -0.1907105  -2.50356322  0.43005356 -1.67607847  0.        ]",-0.865703,-0.231415515166,[ 0.96797234 -0.4585782 ]
8,[-0.06211401 -0.33379692],"[[ -0.64296354  -1.89966165  -0.05800663   0.06324465]
 [ -1.00779617 -19.7694871    0.           0.        ]]",[ 2.25797215  0.3963977 ],"[ 0.85233804  0.30057833 -0.83849203 -2.16116061 -0.50498144  0.55857255
 -0.01651494 -2.44209086  0.1367381  -1.43911902  0.        ]",-0.759311,-0.191134181981,[ 0.84715855 -0.32759953]
9,[-0.06211401 -0.33379692],"[[ -0.62321934  -2.27537938  -0.05800663   0.06324465]
 [  2.96926326 -17.80876792   0.           0.        ]]",[-0.27979025  0.22507704],"[ 0.86850045 -0.14237004 -0.81454805 -1.58495763 -0.50497937  0.55857015
  0.15430173 -2.16305814  0.02988475 -1.13508473  0.        ]",-0.64165,-0.151586808316,[ 0.72085649 -0.2782613 ]
10,[-0.06211401 -0.33379692],"[[ -0.57554358  -2.61907504  -0.05800663   0.06324465]
 [  1.80223256 -16.5649563    0.           0.        ]]",[ 0.09997036 -1.17879382],"[ 0.90571604 -0.44087571 -0.75534565 -0.76431201 -0.5049773   0.55856776
  0.10417653 -1.98604505  0.02708942 -0.83850362  0.        ]",-0.540334,-0.116345059807,[ 0.63483042 -0.22040017]
11,[-0.06211401 -0.33379692],"[[ -0.53589086  -2.98681139  -0.05800663   0.06324465]
 [  2.16186957 -20.19657477   0.           0.        ]]",[ 1.00304353  1.09894015],"[ 0.93466116 -0.60657022 -0.70468281  0.31262566 -0.50497522  0.55856536
  0.11962287 -2.50272072  0.09829581 -0.52376664  0.        ]",-0.520436,-0.0845005187136,[ 0.6639294 -0.1247704]
12,[-0.06211401 -0.33379692],"[[-0.45334802 -3.16025411 -0.05800663  0.06324465]
 [ 6.07925186 -0.11689183  0.          0.        ]]",[ 1.19215407 -0.65647423],"[ 0.98887027 -0.62263605 -0.59544715  0.85226164 -0.50497315  0.55856296
  0.28787749  0.35432341  0.16019396 -0.38204903  0.        ]",-0.422515,-0.0754146460226,[ 0.25127202 -0.40383101]
13,[-0.06211401 -0.33379692],"[[-0.2932435  -3.11931104 -0.05800663  0.06324465]
 [ 9.91834488  2.88809071  0.          0.        ]]",[ 1.79337443 -0.45569922],"[ 1.06958815 -0.62253215 -0.37147439  0.7244231  -0.50497108  0.55856057
  0.45276924  0.78188561  0.14129918 -0.43442573  0.        ]",-0.448206,-0.0786753821531,[ 0.21874397 -0.48136729]
