timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[ 0.02638125 -0.2795383 ],"[ 1.0842074   1.76172277 -0.08856433  0.90154371 -0.67599392  1.38894983
  0.21275166  0.31732811  1.76816119 -1.1962504   0.        ]",[ 0.01683647  0.52979992],-1.06524,-0.334396002069,"[[ -8.73271590e-02   9.32525614e-02  -7.93672060e-02   1.60182389e-01]
 [  2.60295204e-03   1.64776068e-05   0.00000000e+00   0.00000000e+00]]",[-0.08540171 -1.15125883]
1,[ 0.02638125 -0.2795383 ],"[ 1.08427657  1.75889798 -0.08748921  0.95399278 -0.6759869   1.38892083
  0.21829351  0.61163818  1.7678706  -1.17727778  0.        ]",[-2.18217858 -1.95268753],-1.03139,-0.333134016701,"[[-0.08661553  0.11430044 -0.07936721  0.16018239]
 [ 0.06834481  2.09777977  0.          0.        ]]",[-0.1081214  -1.17725348]
2,[ 0.02638125 -0.2795383 ],"[ 1.07863167  1.75857958 -0.14524198  0.95852642 -0.67597988  1.38889182
 -0.11525979  0.05049254  1.76524819 -1.23741555  0.        ]",[-1.13857655  1.39699569],-1.0621,-0.336779035746,"[[-0.12493727  0.11612686 -0.07936721  0.16018239]
 [-3.88735242 -1.90181406  0.          0.        ]]",[-0.07148178 -1.11064327]
3,[ 0.02638125 -0.2795383 ],"[ 1.0490488   1.75821836 -0.31902767  0.96370069 -0.67597286  1.38886281
 -0.44247536  0.61151354  1.74445318 -1.42237729  0.        ]",[ 0.01743875 -1.21572024],-1.09479,-0.347343314436,"[[-0.24161898  0.11821116 -0.07936721  0.16018239]
 [-7.76789658  2.09690824  0.          0.        ]]",[-0.09206183 -1.1395942 ]
4,[ 0.02638125 -0.2795383 ],"[ 0.98246738  1.75789615 -0.53922089  0.96814785 -0.67596583  1.38883381
 -0.42356864  0.05013323  1.68777863 -1.65955036  0.        ]",[ 1.00881094 -1.15443022],-1.14259,-0.359496150122,"[[-0.39472771  0.12000377 -0.07936721  0.16018239]
 [-7.54372244 -1.90431196  0.          0.        ]]",[-0.01152505 -1.05147183]
5,[ 0.02638125 -0.2795383 ],"[ 0.91618584  1.76584068 -0.68884735  0.77472999 -0.67595881  1.38880481
 -0.07728028 -0.5003402   1.60241506 -1.88302539  0.        ]",[-0.42574969 -2.0572705 ],-1.17879,-0.369799664104,"[[-0.50439903  0.0425518  -0.07936721  0.16018239]
 [-3.43709004 -5.82780009  0.          0.        ]]",[ 0.07319405 -0.97966802]
6,[ 0.02638125 -0.2795383 ],"[ 0.85474379  1.75889042 -0.79877405  0.38661583 -0.67595179  1.38877581
 -0.21344321 -1.03959419  1.46987905 -2.10806441  0.        ]",[-1.18680765 -0.43934107],-1.19165,-0.378162514705,"[[-0.58934202 -0.1125681  -0.07936721  0.16018239]
 [-5.05185576 -9.67138016  0.          0.        ]]",[ 0.14443293 -0.88512623]
7,[ 0.02638125 -0.2795383 ],"[ 0.73578047  1.70171747 -0.96602667 -0.1237997  -0.67594477  1.38874682
 -0.53856687 -1.25656657  1.20424848 -2.38078566  0.        ]",[ 0.37002446 -1.23616214],-1.22906,-0.38388493338,"[[ -0.72906327  -0.32151341  -0.07936721   0.16018239]
 [ -8.90750743 -11.21799116   0.           0.        ]]",[ 0.19439399 -0.79942656]
8,[ 0.02638125 -0.2795383 ],"[ 0.57304962  1.55648896 -1.13481371 -0.71232939 -0.67593775  1.38871782
 -0.400213   -1.78096372  0.81313856 -2.57436913  0.        ]",[ 1.64956994  0.23658657],-1.18693,-0.3795676224,"[[ -0.890751    -0.58337767  -0.07936721   0.16018239]
 [ -7.26683707 -14.95596597   0.           0.        ]]",[ 0.27374226 -0.63986039]
9,[ 0.02638125 -0.2795383 ],"[ 0.45577452  1.31494584 -1.22754516 -1.24754109 -0.67593073  1.38868883
 -0.05458944 -1.60812787  0.45570961 -2.58887064  0.        ]",[-1.40273314 -2.19143532],-1.16143,-0.363888070512,"[[ -0.99496568  -0.87014013  -0.07936721   0.16018239]
 [ -3.16818886 -13.72436669   0.           0.        ]]",[ 0.27914616 -0.59441948]
10,[ 0.02638125 -0.2795383 ],"[ 0.33248468  0.9775119  -1.30525118 -1.65047908 -0.67592371  1.38865984
 -0.38299519 -2.12528129  0.11554052 -2.46108794  0.        ]",[-0.30735781 -0.54800916],-1.09416,-0.336992910172,"[[ -1.09740065  -1.18161682  -0.07936721   0.16018239]
 [ -7.06266998 -17.41102947   0.           0.        ]]",[ 0.2986955  -0.42811978]
11,[ 0.02638125 -0.2795383 ],"[ 0.1375902   0.5237209  -1.39433356 -1.83717983 -0.67591669  1.38863085
 -0.47395883 -2.38116758 -0.2072115  -2.14886772  0.        ]",[ 0.39290217 -1.07477902],-1.01509,-0.292254107131,"[[ -1.24947564  -1.54814532  -0.07936721   0.16018239]
 [ -8.14141718 -19.23573953   0.           0.        ]]",[ 0.2757746  -0.31917763]
12,[ 0.02638125 -0.2795383 ],"[ -5.86205648e-02   1.99102572e-03  -1.44854361e+00  -1.64193302e+00
  -6.75909666e-01   1.38860186e+00  -3.29461340e-01  -2.88304522e+00
  -3.32357499e-01  -1.70442180e+00   0.00000000e+00]",[-0.95063365 -0.28590009],-0.841709,-0.234626265328,"[[ -1.39511143  -1.96876705  -0.07936721   0.16018239]
 [ -6.42792486 -22.81449986   0.           0.        ]]",[ 0.24486491 -0.24694438]
