timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[ 0.01546294 -0.22774912],"[[-0.06611157 -0.01678489  0.06089554 -0.07486987]
 [ 0.00467648 -0.0008657   0.          0.        ]]",[-1.83159492  0.71604991],"[ 1.07559327  1.6119271  -0.02592431  0.55440114  0.44682548 -0.68191793
  0.34905792  0.28586936  0.82655649  0.53891153  0.        ]",-0.618397,-0.159856382184,[-0.20430866 -0.91231894]
1,[ 0.01546294 -0.22774912],"[[-0.10572053  0.01166053  0.06089554 -0.07486987]
 [-3.95239325  2.83594827  0.          0.        ]]",[ 1.89251549  0.73779557],"[ 1.0708731   1.61196071 -0.08639697  0.61983333  0.44682026 -0.68190818
 -0.01174097  0.67889642  0.82351946  0.50069774  0.        ]",-0.689214,-0.157596120721,[-0.21594065 -0.91879451]
2,[ 0.01546294 -0.22774912],"[[-0.14430469  0.09711144  0.06089554 -0.07486987]
 [ 0.08055708  5.69960488  0.          0.        ]]",[ 0.55335836 -1.64410877],"[ 1.06420148  1.60615785 -0.14506185  0.81606356  0.44681503 -0.68189844
  0.35597637  1.07563162  0.82271048  0.51035581  0.        ]",-0.66583,-0.157938164885,[-0.2296727  -0.94424492]
3,[ 0.01546294 -0.22774912],"[[-0.12073043  0.17023503  0.06089554 -0.07486987]
 [ 2.26957349  1.62633169  0.          0.        ]]",[ 1.36148204 -0.811427  ],"[ 1.06848455  1.59404491 -0.10924974  0.98274015  0.4468098  -0.68188869
  0.55556379  0.51127674  0.82471715  0.606286    0.        ]",-0.691722,-0.163206284745,[-0.21284875 -0.91451132]
4,[ 0.01546294 -0.22774912],"[[-0.03608603  0.17018712  0.06089554 -0.07486987]
 [ 6.18183294 -1.62030127  0.          0.        ]]",[-0.99688937 -1.28020581],"[ 1.07762335  1.59399989  0.02003556  0.98261269  0.44680457 -0.68187895
  0.91226969  0.06145461  0.82342253  0.73714291  0.        ]",-0.679266,-0.171200631871,[-0.20344549 -0.90520215]
5,[ 0.01546294 -0.22774912],"[[ 0.04677169  0.09839071  0.06089554 -0.07486987]
 [ 2.11747373 -5.54625461  0.          0.        ]]",[-1.30278477 -1.66244958],"[ 1.07698893  1.60583681  0.14698166  0.81894155  0.44679934 -0.6818692
  0.5416715  -0.48248634  0.82196397  0.8073457   0.        ]",-0.692344,-0.175980212987,[-0.19051987 -0.87162852]
6,[ 0.01546294 -0.22774912],"[[ 0.04902546 -0.05114493  0.06089554 -0.07486987]
 [-1.8787978  -9.39448901  0.          0.        ]]",[-1.22561219 -0.99059855],"[ 1.07681709  1.61014728  0.15043031  0.47531839  0.44679411 -0.68185946
  0.17728413 -1.01564888  0.8296851   0.68961272  0.        ]",-0.674496,-0.168888284939,[-0.16403782 -0.82731462]
7,[ 0.01546294 -0.22774912],"[[ -0.02785483  -0.27650764   0.06089554  -0.07486987]
 [ -5.79626733 -13.1293385    0.           0.        ]]",[-0.71973164 -1.00930486],"[ 1.07791893  1.56470726  0.03263851 -0.03514869  0.44678888 -0.68184972
 -0.17991775 -1.53307153  0.79612014  0.39072629  0.        ]",-0.644476,-0.14923094874,[-0.1167841  -0.75807405]
8,[ 0.01546294 -0.22774912],"[[ -0.17118982  -0.57620326   0.06089554  -0.07486987]
 [ -8.52834105 -16.82789028   0.           0.        ]]",[-1.62395441 -1.90727391],"[ 1.05822889  1.41186907 -0.18576351 -0.66058243  0.44678366 -0.68183997
 -0.42903177 -2.04540496  0.62281745 -0.02380309  0.        ]",-0.587263,-0.119531287113,[-0.0489616  -0.65418708]
9,[ 0.01546294 -0.22774912],"[[ -0.37976535  -0.94913063   0.06089554  -0.07486987]
 [-12.31702444 -20.45274464   0.           0.        ]]",[-1.11352225 -1.46382298],"[ 0.97993309  1.09487944 -0.49281714 -1.27729655  0.44677843 -0.68183023
 -0.77448637 -2.5474293   0.21805267 -0.40879674  0.        ]",-0.484196,-0.0903504206006,[ 0.02984226 -0.50365537]
