timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.29412317 -0.45162696],"[ 1.24567714  2.41953018  0.16078667  1.13163175 -0.2981866   0.65103459
  0.28996929  0.39717711  1.67819223 -0.42142496  0.        ]",[-0.9483873  -1.56673629],-1.48406,-0.246533593103,"[[ 0.08737714  0.05864606 -0.0332349   0.07339697]
 [-0.00272838  0.00486407  0.          0.        ]]",[-0.00941143 -1.51112342]
1,[-0.29412317 -0.45162696],"[ 1.24925054  2.42178732  0.10590246  0.9796053  -0.29818644  0.65103413
  0.20846566 -0.15901031  1.68717628 -0.52848217  0.        ]",[ 1.3999513  -2.01489068],-1.61214,-0.250363788158,"[[ 0.04969657  0.01902916 -0.0332349   0.07339697]
 [-3.7528455  -3.9533667   0.          0.        ]]",[ 0.15166911 -1.17907763]
2,[-0.29412317 -0.45162696],"[ 1.25080174  2.41483492  0.0554032   0.52694823 -0.29818628  0.65103368
  0.29608679 -0.7046099   1.68705854 -0.70599641  0.        ]",[-0.61765702 -2.12275435],-1.52515,-0.256023835502,"[[ 0.01509003 -0.09899645 -0.0332349   0.07339697]
 [ 0.27875869 -7.83624812  0.          0.        ]]",[ 0.02663305 -1.06690943]
3,[-0.29412317 -0.45162696],"[ 1.25094741  2.35889505  0.02768972 -0.20596581 -0.29818612  0.65103322
  0.24289241 -1.23905514  1.65289345 -0.92481125  0.        ]",[ 0.85722393 -0.28454657],-1.69101,-0.260920555331,"[[ -3.89134392e-03  -2.93883173e-01  -3.32349027e-02   7.33969733e-02]
 [ -2.16879799e+00  -1.16397535e+01   0.00000000e+00   0.00000000e+00]]",[ 0.05626076 -0.88425171]
4,[-0.29412317 -0.45162696],"[ 1.25084262  2.21572655  0.01466615 -1.05379394 -0.29818596  0.65103276
  0.31752906 -1.36516611  1.56596512 -1.15268028  0.        ]",[ 0.26407987 -1.48064731],-1.56481,-0.262684548586,"[[ -0.01281145  -0.53568341  -0.0332349    0.07339697]
 [  1.26536553 -12.53726325   0.           0.        ]]",[ 0.1012258  -0.91779202]
5,[-0.29412317 -0.45162696],"[ 1.25059666  1.95005554  0.06656526 -1.91105801 -0.2981858   0.65103231
  0.33970958 -1.88671019  1.4328034  -1.3111651   0.        ]",[-0.60048028 -1.0827679 ],-1.57506,-0.257946274514,"[[  0.02273625  -0.82366961  -0.0332349    0.07339697]
 [  2.28593611 -16.24897654   0.           0.        ]]",[ 0.19157243 -0.72568142]
6,[-0.29412317 -0.45162696],"[ 1.24960214  1.50326454  0.09783563 -2.65191792 -0.29818564  0.65103185
  0.2870891  -2.39777811  1.19598148 -1.47667972  0.        ]",[-1.08697858  0.28949972],-1.61377,-0.246140768252,"[[  0.04416556  -1.18514193  -0.0332349    0.07339697]
 [ -0.13520994 -19.88616504   0.           0.        ]]",[ 0.35710418 -0.40829498]
7,[-0.29412317 -0.45162696],"[ 1.25094943  0.95425707  0.0359457  -2.93395898 -0.29818548  0.65103139
  0.20109321 -2.1812587   0.84859218 -1.60160841  0.        ]",[ 1.72282581  0.02533679],-1.58771,-0.226874137106,"[[  1.76323189e-03  -1.56740473e+00  -3.32349027e-02   7.33969733e-02]
 [ -4.09201331e+00  -1.83452956e+01   0.00000000e+00   0.00000000e+00]]",[ 0.34039119 -0.43247807]
8,[-0.29412317 -0.45162696],"[ 1.24986525  0.43200537 -0.02439503 -2.68930882 -0.29818531  0.65103094
  0.28883401 -2.11619392  0.51541682 -1.56231012  0.        ]",[-0.25292949 -0.46051287],-1.44974,-0.200332405317,"[[ -0.03957402  -1.92966554  -0.0332349    0.07339697]
 [ -0.05491426 -17.88228593   0.           0.        ]]",[ 0.01987193 -0.42349124]
9,[-0.29412317 -0.45162696],"[ 1.2491668  -0.0342563  -0.04065109 -1.95208526 -0.29818515  0.65103048
  0.26706999 -2.32264921  0.24715944 -1.36738594  0.        ]",[-0.3071793  -0.36223461],-1.31452,-0.166094159983,"[[ -0.0507191   -2.30205359  -0.0332349    0.07339697]
 [ -1.0563037  -19.35163303   0.           0.        ]]",[-0.42392451 -0.2283667 ]
10,[-0.29412317 -0.45162696],"[ 1.24607932 -0.3819886  -0.08891213 -0.7360938  -0.29818499  0.65103002
  0.24106814 -2.47034369  0.04930095 -1.04998616  0.        ]",[-0.46390722 -0.10395279],-1.05907,-0.123978278796,"[[ -0.0838492   -2.6996329   -0.0332349    0.07339697]
 [ -2.25268296 -20.40280459   0.           0.        ]]",[-1.06113088 -0.18279019]
11,[-0.29412317 -0.45162696],"[ 1.23602567 -0.51815542 -0.1803273   0.57969371 -0.29818483  0.65102957
  0.20211889 -0.78722981 -0.00989823 -0.75679494  0.        ]",[-1.40228494 -1.09361358],-0.704499,-0.0896835497383,"[[-0.14688817 -3.05638689 -0.0332349   0.07339697]
 [-4.04479181 -8.42441729  0.          0.        ]]",[-0.45702189 -0.50590605]
12,[-0.29412317 -0.45162696],"[ 1.20196181 -0.5224707  -0.35143357  0.76310981 -0.29818467  0.65102911
  0.11781771  0.52957873 -0.0058648  -0.64611888  0.        ]",[-0.19618778 -1.15356399],-0.633651,-0.0776712360343,"[[-0.26670032 -3.10423988 -0.0332349   0.07339697]
 [-7.92361171  0.9470518   0.          0.        ]]",[ 0.26931465 -0.69784039]
13,[-0.29412317 -0.45162696],"[ 1.1240129  -0.51980011 -0.57714128  0.6345594  -0.29818451  0.65102865
  0.10434578  0.65479238 -0.01745421 -0.66389385  0.        ]",[ 1.37762963 -0.11028641],-0.741373,-0.0791952826691,"[[-0.43139158 -3.07071701 -0.0332349   0.07339697]
 [-8.54347283  1.83817561  0.          0.        ]]",[ 0.22726303 -0.76048636]
14,[-0.29412317 -0.45162696],"[ 1.03870081 -0.51559171 -0.74324279  0.50913528 -0.29818435  0.65102819
  0.19407157  0.59425074 -0.03259489 -0.67898345  0.        ]",[ 0.19192836 -1.56199526],-0.663611,-0.080360999792,"[[-0.56083925 -3.03793256 -0.0332349   0.07339697]
 [-4.41505521  1.40731584  0.          0.        ]]",[ 0.11689953 -0.82689512]
