timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.22924991  2.52941494  0.05067693  1.0383673  -0.34704439  1.59167377
  0.20245405  0.39516568  1.71843398 -1.49929363  0.        ]","[[ 0.00048231  0.03544795 -0.03948693  0.18367435]
 [-0.00104045 -0.00348694  0.          0.        ]]",[ 1.63488742 -0.6323244 ],-1.66025,-0.30739433324,[-0.22971742 -0.40256351],[ 2.35002255 -1.09947932]
1,"[ 1.22813785  2.53027345  0.10918937  0.93833508 -0.3470441   1.59166968
  0.29125793  0.046892    1.71729471 -1.45124479  0.        ]","[[ 0.04016198  0.01024258 -0.03948693  0.18367435]
 [ 3.95582885 -2.50869637  0.          0.        ]]",[ 2.52764524 -1.01883051],-1.62916,-0.304058290087,[-0.22971742 -0.40256351],[ 2.31858683 -1.05586052]
2,"[ 1.21205671  2.52559403  0.28234092  0.58369184 -0.34704382  1.59166559
  0.37831766 -0.49687244  1.70686489 -1.32254105  0.        ]","[[ 0.15819929 -0.07917598 -0.03948693  0.18367435]
 [ 7.83498477 -6.42011471  0.          0.        ]]",[ 1.74957503 -1.16531323],-1.58945,-0.294633457778,[-0.22971742 -0.40256351],[ 2.21697593 -0.98497784]
3,"[ 1.14434465  2.48470774  0.55997145 -0.06924455 -0.34704354  1.5916615
  0.46365631 -1.02985625  1.66730022 -1.13324716  0.        ]","[[  0.35305012  -0.2460451   -0.03948693   0.18367435]
 [ 11.6374559  -10.25399147   0.           0.        ]]",[ 2.2892741  -1.50247037],-1.52737,-0.278862269923,[-0.22971742 -0.40256351],[ 2.07740593 -0.89492011]
4,"[ 0.97048307  2.35291662  0.91083961 -0.96649763 -0.34704326  1.59165741
  0.54731213 -1.55224514  1.56853932 -0.90167145  0.        ]","[[  0.62319764  -0.48882771  -0.03948693   0.18367435]
 [ 15.36494769 -14.01167343   0.           0.        ]]",[ 0.58290258  0.02864275],-1.50141,-0.254927738283,[-0.22971742 -0.40256351],[ 1.87619758 -0.76673675]
5,"[ 0.65276906  2.10813097  1.25027544 -1.8519412  -0.34704297  1.59165333
  0.59225789 -1.49791138  1.38629655 -0.65467877  0.        ]","[[  0.95058918  -0.76514092  -0.03948693   0.18367435]
 [ 17.36762931 -13.62086414   0.           0.        ]]",[ 2.48838815 -0.44664494],-1.37565,-0.221468829866,[-0.22971742 -0.40256351],[ 1.62288666 -0.71331513]
6,"[ 0.17537829  1.76584882  1.48389379 -2.55090022 -0.34704269  1.59164924
  0.67337991 -1.70625534  1.10408934 -0.42872764  0.        ]","[[  1.33420654  -1.05259676  -0.03948693   0.18367435]
 [ 20.98222713 -15.1195643    0.           0.        ]]",[ 0.31252306 -1.01171165],-1.08535,-0.177617673114,[-0.22971742 -0.40256351],[ 1.40695953 -0.58001959]
7,"[-0.40901093  1.28542012  1.49806593 -3.0085601  -0.34704241  1.59164515
  0.69187656 -2.21486259  0.7576024  -0.34037742  0.        ]","[[  1.76211992  -1.39169671  -0.03948693   0.18367435]
 [ 21.80641812 -18.77816481   0.           0.        ]]",[ 0.78881348 -0.71779882],-0.890307,-0.131216753617,[-0.22971742 -0.40256351],[ 1.27148283 -0.32976437]
8,"[-0.98518632  0.68320605  1.22019445 -2.97528504 -0.34704212  1.59164106
  0.75231492 -2.55802531  0.41891081 -0.44831975  0.        ]","[[  2.22526669  -1.79202914  -0.03948693   0.18367435]
 [ 24.49941529 -21.24672329   0.           0.        ]]",[ 1.83888873  1.38575304],-0.978533,-0.0976569162427,[-0.22971742 -0.40256351],[ 1.18428171 -0.14896789]
9,"[-1.41962202  0.15756937  0.61274274 -2.3737279  -0.34704184  1.59163698
  0.83031549 -1.94875009  0.12085064 -0.6848216   0.        ]","[[  2.75012484  -2.172992    -0.03948693   0.18367435]
 [ 27.97493992 -16.86408142   0.           0.        ]]",[ 0.29638667  1.07726925],-0.93329,-0.0940762938118,[-0.22971742 -0.40256351],[ 1.15208113 -0.21086419]
10,"[-1.50290209 -0.16750965 -0.20579465 -1.58118395 -0.34704156  1.59163289
  0.84426121 -1.35153105 -0.0731888  -0.96993051  0.        ]","[[  3.3158596   -2.46716996  -0.03948693   0.18367435]
 [ 28.59636745 -12.56812543   0.           0.        ]]",[ 1.62443761 -0.09522505],-1.00934,-0.119259198302,[-0.22971742 -0.40256351],[ 1.2340585  -0.27180383]
11,"[-1.12557852 -0.366373   -0.98766194 -0.72750998 -0.34704128  1.5916288
  0.92043942 -1.36906264 -0.11610738 -1.25486345  0.        ]","[[  3.92184368  -2.71979748  -0.03948693   0.18367435]
 [ 31.99070111 -12.69425609   0.           0.        ]]",[ 0.74852181 -0.01549263],-1.13916,-0.151628562317,[-0.22971742 -0.40256351],[ 1.40716577 -0.23112343]
12,"[-0.32206153 -0.47733709 -1.41312261  0.22673307 -0.34704099  1.59162472
  0.97275585 -1.34244798 -0.00930065 -1.44123737  0.        ]","[[  4.58504762  -2.97176039  -0.03948693   0.18367435]
 [ 34.3218296  -12.50282826   0.           0.        ]]",[ 1.89170611 -0.04285784],-1.13108,-0.174371810002,[-0.22971742 -0.40256351],[ 1.63160038 -0.24990454]
13,"[ 0.62087978 -0.49679978 -1.17404413  0.67763297 -0.34704071  1.59162063
  1.04637995  0.32821767  0.04643401 -1.48944807  0.        ]","[[  5.30440044  -3.0861328   -0.03948693   0.18367435]
 [ 37.60237551  -0.48520461   0.           0.        ]]",[ 2.13025336 -1.85045129],-1.04061,-0.180950665113,[-0.22971742 -0.40256351],[ 1.47857487 -0.77647632]
14,"[ 1.20329833 -0.49501814 -0.235098    0.60544038 -0.34704043  1.59161654
  1.11853221  0.60478324  0.03863064 -1.58512255  0.        ]","[[  6.08870529e+00  -3.06790882e+00  -3.94869255e-02   1.83674350e-01]
 [  4.08173509e+01   1.50422129e+00   0.00000000e+00   0.00000000e+00]]",[ 1.54282941 -0.33388207],-1.11213,-0.191719553571,[-0.22971742 -0.40256351],[ 1.42839885 -0.90587747]
15,"[ 0.94564675 -0.49119898  0.94670886  0.49203764 -0.34704015  1.59161245
  1.18925285  0.56557019  0.11766582 -1.66041998  0.        ]","[[  6.93666940e+00  -3.03922985e+00  -3.94869255e-02   1.83674350e-01]
 [  4.39685497e+01   1.22215370e+00   0.00000000e+00   0.00000000e+00]]",[ 1.78258593 -0.3331791 ],-1.19839,-0.202071715939,[-0.22971742 -0.40256351],[ 1.59772336 -0.83939278]
16,"[-0.13768652 -0.48798457  1.52494345  0.41705632 -0.34703986  1.59160837
  1.25857294  0.49246503  0.22349632 -1.61414068  0.        ]","[[  7.84703137e+00  -3.02022246e+00  -3.94869255e-02   1.83674350e-01]
 [  4.70573570e+01   6.96289434e-01   0.00000000e+00   0.00000000e+00]]",[ 2.83081935 -0.09060492],-1.30381,-0.200035779465,[-0.22971742 -0.40256351],[ 1.71206403 -0.70527422]
17,"[-1.27846862 -0.48599537  0.89037376  0.37609715 -0.34703958  1.59160428
  1.32652083  0.44645437  0.2418593  -1.47567795  0.        ]","[[  8.81855618e+00  -3.00982136e+00  -3.94869255e-02   1.83674350e-01]
 [  5.00850377e+01   3.65323825e-01   0.00000000e+00   0.00000000e+00]]",[ 2.46391908 -1.0319048 ],-1.28297,-0.185345718132,[-0.22971742 -0.40256351],[ 1.56160975 -0.70382458]
18,"[-1.40114867 -0.48514132 -0.55857048  0.35948717 -0.3470393   1.59160019
  1.39312357  0.41057953  0.13815421 -1.3842374   0.        ]","[[  9.85003340e+00  -3.00559947e+00  -3.94869255e-02   1.83674350e-01]
 [  5.30527983e+01   1.07268102e-01   0.00000000e+00   0.00000000e+00]]",[ 2.23171377 -0.88254252],-1.22191,-0.171476821391,[-0.22971742 -0.40256351],[ 1.30787802 -0.76919383]
19,"[-0.22332777 -0.48486527 -1.42281035  0.3542344  -0.34703902  1.5915961
  1.45840773  0.40096728  0.01220919 -1.44923471  0.        ]","[[  1.09402766e+01  -3.00426388e+00  -3.94869255e-02   1.83674350e-01]
 [  5.59618238e+01   3.81267944e-02   0.00000000e+00   0.00000000e+00]]",[-0.41073888 -0.63229731],-1.11875,-0.175671438347,[-0.22971742 -0.40256351],[ 1.26530945 -0.9465636 ]
20,"[ 1.03740761 -0.48471098 -0.70116686  0.35132429 -0.34703873  1.59159202
  1.39704357  0.40009869  0.00557875 -1.60709049  0.        ]","[[  1.20320811e+01  -3.00352387e+00  -3.94869255e-02   1.83674350e-01]
 [  5.32277416e+01   3.18811993e-02   0.00000000e+00   0.00000000e+00]]",[ 1.14751571 -0.78253457],-1.10778,-0.193646045981,[-0.22971742 -0.40256351],[ 1.27404559 -1.01906335]
21,"[ 1.01942017 -0.48463984  0.83274209  0.34999219 -0.34703845  1.59158793
  1.46225     0.39668238  0.12631865 -1.68615681  0.        ]","[[  1.31257884e+01  -3.00318514e+00  -3.94869255e-02   1.83674350e-01]
 [  5.61333087e+01   7.30916202e-03   0.00000000e+00   0.00000000e+00]]",[ 2.07379058 -0.07749865],-1.21122,-0.205214195131,[-0.22971742 -0.40256351],[ 1.46488953 -0.9404335 ]
22,"[-0.33914638 -0.48446826  1.51057416  0.34678153 -0.34703817  1.59158384
  1.52616512  0.40299695  0.24708215 -1.59196357  0.        ]","[[  1.42770300e+01  -3.00236857e+00  -3.94869255e-02   1.83674350e-01]
 [  5.89813571e+01   5.27340340e-02   0.00000000e+00   0.00000000e+00]]",[ 1.96051346 -0.48407266],-1.28848,-0.198416890766,[-0.22971742 -0.40256351],[ 1.59280014 -0.79062104]
23,"[-1.48957469 -0.48436215  0.376592    0.34480844 -0.34703789  1.59157976
  1.58881437  0.39678485  0.21470999 -1.42170639  0.        ]","[[  1.54846668e+01  -3.00186673e+00  -3.94869255e-02   1.83674350e-01]
 [  6.17730213e+01   8.05115378e-03   0.00000000e+00   0.00000000e+00]]",[ 1.75601689 -0.30194698],-1.29088,-0.17833420047,[-0.22971742 -0.40256351],[ 1.3512311  -0.81481647]
24,"[-0.84451258 -0.48431221 -1.2218247   0.34388645 -0.3470376   1.59157567
  1.65022291  0.39735263  0.0565412  -1.40005077  0.        ]","[[  1.67475824e+01  -3.00163226e+00  -3.94869255e-02   1.83674350e-01]
 [  6.45094233e+01   1.21377541e-02   0.00000000e+00   0.00000000e+00]]",[ 0.4908095  -0.14731266],-1.17643,-0.170999108979,[-0.22971742 -0.40256351],[ 1.16127121 -0.96720982]
25,"[ 0.80671845 -0.48423428 -1.01338647  0.34244648 -0.34703732  1.59157158
  1.6651698   0.39833124 -0.00853973 -1.57042441  0.        ]","[[  1.80444551e+01  -3.00126600e+00  -3.94869255e-02   1.83674350e-01]
 [  6.51756216e+01   1.91795524e-02   0.00000000e+00   0.00000000e+00]]",[ 2.15444509 -1.52568856],-1.07991,-0.189215266265,[-0.22971742 -0.40256351],[ 1.11423731 -1.14038944]
26,"[ 1.04373601 -0.48435721  0.78950139  0.34473986 -0.34703704  1.5915675
  1.72506592  0.38871347  0.12244245 -1.68721515  0.        ]","[[  1.93747469e+01  -3.00184950e+00  -3.94869255e-02   1.83674350e-01]
 [  6.78446644e+01  -5.00012294e-02   0.00000000e+00   0.00000000e+00]]",[ 0.79497634 -1.02224728],-1.16744,-0.205237827336,[-0.22971742 -0.40256351],[ 1.31975126 -1.05333805]
27,"[-0.59250484 -0.48455355  1.44567795  0.34841839 -0.34703676  1.59156341
  1.76555798  0.39018509  0.25420235 -1.56441038  0.        ]","[[  2.07497449e+01  -3.00278528e+00  -3.94869255e-02   1.83674350e-01]
 [  6.96491267e+01  -3.94131273e-02   0.00000000e+00   0.00000000e+00]]",[ 2.01613788 -1.42716726],-1.24222,-0.195633788816,[-0.22971742 -0.40256351],[ 1.47846961 -0.87864947]
28,"[-1.50212778 -0.48468068 -0.21044486  0.35081636 -0.34703647  1.59155932
  1.82346575  0.39257126  0.16938123 -1.39114762  0.        ]","[[  2.21686183e+01  -3.00339525e+00  -3.94869255e-02   1.83674350e-01]
 [  7.22296141e+01  -2.22464584e-02   0.00000000e+00   0.00000000e+00]]",[ 0.22406436 -0.18433498],-1.25027,-0.173292219032,[-0.22971742 -0.40256351],[ 1.11681998 -0.93329775]
29,"[-0.08419852 -0.48456679 -1.42351646  0.3486826  -0.34703619  1.59155524
  1.8112792   0.40243755  0.00415674 -1.46256212  0.        ]","[[  2.36077650e+01  -3.00285263e+00  -3.94869255e-02   1.83674350e-01]
 [  7.16868608e+01   4.87266366e-02   0.00000000e+00   0.00000000e+00]]",[ 1.16671641 -0.69055027],-1.12848,-0.177055185173,[-0.22971742 -0.40256351],[ 1.05715096 -1.12902796]
30,"[ 1.22627617 -0.4844862  -0.04695995  0.34718003 -0.34703591  1.59155115
  1.86828091  0.3959138   0.04733936 -1.66038165  0.        ]","[[  2.50669883e+01  -3.00247051e+00  -3.94869255e-02   1.83674350e-01]
 [  7.42270013e+01   1.80210305e-03   0.00000000e+00   0.00000000e+00]]",[ 1.17655787 -0.76579962],-1.1262,-0.200502312008,[-0.22971742 -0.40256351],[ 1.11772513 -1.18557096]
31,"[ 0.02713418 -0.48451576  1.51309199  0.34774148 -0.34703562  1.59154706
  1.92415357  0.39416413  0.22903794 -1.62718448  0.        ]","[[  2.65765099e+01  -3.00261339e+00  -3.94869255e-02   1.83674350e-01]
 [  7.67168598e+01  -1.07812822e-02   0.00000000e+00   0.00000000e+00]]",[ 1.08750734 -1.18509432],-1.22686,-0.201689479115,[-0.22971742 -0.40256351],[ 1.4020623  -0.98941517]
32,"[-1.51047122 -0.48460867  0.25432296  0.34949286 -0.34703534  1.59154298
  1.97891945  0.39213976  0.20608628 -1.41439818  0.        ]","[[  2.81353341e+01  -3.00305893e+00  -3.94869255e-02   1.83674350e-01]
 [  7.91574293e+01  -2.53407033e-02   0.00000000e+00   0.00000000e+00]]",[-0.28100271 -0.7746231 ],-1.23234,-0.177202742149,[-0.22971742 -0.40256351],[ 1.12711895 -0.98333502]
33,"[-0.35775585 -0.48464902 -1.40771395  0.3502598  -0.34703506  1.59153889
  1.9187755   0.39556636  0.01921041 -1.43724422  0.        ]","[[  2.96915973e+01  -3.00325406e+00  -3.94869255e-02   1.83674350e-01]
 [  7.64778244e+01  -6.89996277e-04   0.00000000e+00   0.00000000e+00]]",[ 0.12275358 -1.43773851],-1.08435,-0.174439318961,[-0.22971742 -0.40256351],[ 1.01439953 -1.14332998]
34,"[ 1.20040491 -0.4846907  -0.25043423  0.35105283 -0.34703478  1.5915348
  1.89569881  0.39377214  0.03267554 -1.64628092  0.        ]","[[  3.12108398e+01  -3.00345583e+00  -3.94869255e-02   1.83674350e-01]
 [  7.54498525e+01  -1.35938445e-02   0.00000000e+00   0.00000000e+00]]",[ 0.86872725 -2.07659094],-1.05334,-0.198614010819,[-0.22971742 -0.40256351],[ 1.08167684 -1.20385242]
35,"[ 0.18978345 -0.48474087  1.48007888  0.35200724 -0.34703449  1.59153072
  1.93936319  0.39428361  0.21750856 -1.64089886  0.        ]","[[  3.27393608e+01  -3.00369863e+00  -3.94869255e-02   1.83674350e-01]
 [  7.73957574e+01  -9.91235274e-03   0.00000000e+00   0.00000000e+00]]",[ 1.84723526 -0.6361918 ],-1.25262,-0.202826824565,[-0.22971742 -0.40256351],[ 1.38814175 -1.01239705]
36,"[-1.482343   -0.48469157  0.40900526  0.35108508 -0.34703421  1.59152663
  1.99382684  0.39860941  0.21676654 -1.42559721  0.        ]","[[  3.43116281e+01  -3.00346418e+00  -3.94869255e-02   1.83674350e-01]
 [  7.98228861e+01   2.12065090e-02   0.00000000e+00   0.00000000e+00]]",[ 2.12864174 -1.95455682],-1.21394,-0.178848402247,[-0.22971742 -0.40256351],[ 1.15174556 -0.98582232]
37,"[-0.41580194 -0.4846881  -1.39671963  0.35102742 -0.34703393  1.59152254
  2.04721151  0.39431279  0.02308055 -1.43228164  0.        ]","[[  3.59319559e+01  -3.00344958e+00  -3.94869255e-02   1.83674350e-01]
 [  8.22019646e+01  -9.69761776e-03   0.00000000e+00   0.00000000e+00]]",[ 1.71358089 -0.8761509 ],-1.14336,-0.173950034868,[-0.22971742 -0.40256351],[ 0.9455843  -1.19495761]
38,"[ 1.22241435 -0.48470526 -0.09688773  0.35135889 -0.34703365  1.59151846
  2.09953859  0.39553101  0.04356847 -1.6563313   0.        ]","[[  3.75993927e+01  -3.00353396e+00  -3.94869255e-02   1.83674350e-01]
 [  8.45339479e+01  -9.32297462e-04   0.00000000e+00   0.00000000e+00]]",[ 2.1152522  -1.18068609],-1.11027,-0.199969964783,[-0.22971742 -0.40256351],[ 0.99803007 -1.28123498]
39,"[-0.20655371 -0.48473171  1.52360526  0.351866   -0.34703336  1.59151437
  2.15082894  0.39448635  0.24053392 -1.60551025  0.        ]","[[  3.93130060e+01  -3.00366300e+00  -3.94869255e-02   1.83674350e-01]
 [  8.68197659e+01  -8.44436123e-03   0.00000000e+00   0.00000000e+00]]",[ 1.44540833 -0.67371966],-1.26215,-0.199688677858,[-0.22971742 -0.40256351],[ 1.28318906 -1.06797373]
40,"[-1.48712726 -0.48469038 -0.28800749  0.35109421 -0.34703308  1.59151028
  2.20110305  0.3981377   0.16260876 -1.3885392   0.        ]","[[  4.10718817e+01  -3.00346679e+00  -3.94869255e-02   1.83674350e-01]
 [  8.90603326e+01   1.78228826e-02   0.00000000e+00   0.00000000e+00]]",[ 0.76083741 -0.36455737],-1.23787,-0.172773302001,[-0.22971742 -0.40256351],[ 0.90039325 -1.10448682]
41,"[ 0.4565884  -0.484551   -1.27556585  0.34848078 -0.3470328   1.5915062
  2.22913035  0.40079305 -0.01101162 -1.52198643  0.        ]","[[  4.28656229e+01  -3.00280217e+00  -3.94869255e-02   1.83674350e-01]
 [  9.03096271e+01   3.69257811e-02   0.00000000e+00   0.00000000e+00]]",[ 1.0863937  0.4457564],-1.15701,-0.183622364479,[-0.22971742 -0.40256351],[ 0.80473739 -1.37016547]
42,"[ 0.89546626 -0.48041915  1.01288307  0.27587521 -0.34703252  1.59150211
  2.27785205  0.64680454  0.15847293 -1.6954229   0.        ]","[[  4.46936027e+01  -2.98431009e+00  -3.94869255e-02   1.83674350e-01]
 [  9.24810727e+01   1.80653752e+00   0.00000000e+00   0.00000000e+00]]",[-0.62917808 -1.24518189],-1.15145,-0.207135582682,[-0.22971742 -0.40256351],[ 1.03300893 -1.31413555]
43,"[-1.26431696 -0.48133253  0.91182496  0.29116855 -0.34703223  1.59149802
  2.18084734  0.09213553  0.25110991 -1.45979149  0.        ]","[[  4.64998589e+01  -2.98820955e+00  -3.94869255e-02   1.83674350e-01]
 [  8.81590361e+01  -2.18329888e+00   0.00000000e+00   0.00000000e+00]]",[-0.19534144 -2.38755976],-1.15789,-0.183972677438,[-0.22971742 -0.40256351],[ 1.19253612 -0.9867835 ]
44,"[-0.75453074 -0.48865562 -1.27375454  0.43196354 -0.34703195  1.59149394
  2.12432085  0.31750954  0.06731926 -1.41344783  0.        ]","[[  4.82377719e+01  -3.02400632e+00  -3.94869255e-02   1.83674350e-01]
 [  8.56406388e+01  -5.62141241e-01   0.00000000e+00   0.00000000e+00]]",[ 0.73201175  0.1671259 ],-1.1916,-0.172790001853,[-0.22971742 -0.40256351],[ 0.95275295 -1.15240109]
45,"[ 1.16661935 -0.48816704 -0.38992624  0.42125851 -0.34703167  1.59148985
  2.15130761  0.47241035  0.02606017 -1.61880399  0.        ]","[[  4.99626541e+01  -3.02129059e+00  -3.94869255e-02   1.83674350e-01]
 [  8.68435428e+01   5.52090457e-01   0.00000000e+00   0.00000000e+00]]",[ 1.63186781 -1.50804978],-1.07051,-0.195352047144,[-0.22971742 -0.40256351],[ 0.92968166 -1.32633543]
