timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.18853202 -0.39487901],"[ 1.2036791   2.4554178   0.19303344  0.59975946  0.51161982  1.70463767
  0.16046869  0.39085351  0.94895873 -1.51372432  0.        ]",[ 2.04021138 -0.90042109],-1.13721,-0.235308341859,"[[ 0.09887761 -0.07407611  0.06050524  0.19474567]
 [-0.00108148 -0.00241496  0.          0.        ]]",[ 2.67711592 -0.9155848 ]
1,[-0.18853202 -0.39487901],"[ 1.19720538  2.4504991   0.25132869  0.46452042  0.51161913  1.70463061
  0.25701753 -0.10625941  0.9453356  -1.47656289  0.        ]",[ 2.43269798 -1.23917493],-1.12096,-0.231640039445,"[[ 0.13856065 -0.10991112  0.06050524  0.19474567]
 [ 3.95620561 -3.56919251  0.          0.        ]]",[ 2.62196398 -0.88566869]
2,[-0.18853202 -0.39487901],"[ 1.16531748  2.42347597  0.42248306  0.05192296  0.51161845  1.70462356
  0.35166049 -0.64847516  0.92769689 -1.37086005  0.        ]",[ 1.50909967 -0.54768589],-1.09552,-0.220701596705,"[[ 0.25660558 -0.2203287   0.06050524  0.19474567]
 [ 7.83537708 -7.45958416  0.          0.        ]]",[ 2.48916721 -0.86140186]
3,[-0.18853202 -0.39487901],"[ 1.07245672  2.34776729  0.69246774 -0.56004503  0.51161776  1.70461651
  0.44441726 -0.93031891  0.87589893 -1.19165659  0.        ]",[ 3.1797621  -0.98823266],-1.03413,-0.200575319743,"[[  0.45145801  -0.38981052   0.06050524   0.19474567]
 [ 11.63724098  -9.48181808   0.           0.        ]]",[ 2.27504349 -0.8764416 ]
4,[-0.18853202 -0.39487901],"[ 0.86722425  2.1850882   1.02434285 -1.31216961  0.51161708  1.70460946
  0.53536254 -1.44965195  0.7607216  -0.96028149  0.        ]",[ 2.15753748 -1.14639279],-0.883655,-0.170587636351,"[[  0.72160243  -0.61683421   0.06050524   0.19474567]
 [ 15.36486095 -13.20805121   0.           0.        ]]",[ 2.002563   -0.82871217]
5,[-0.18853202 -0.39487901],"[ 0.49997856  1.87485683  1.34166249 -2.13081447  0.5116164   1.7046024
  0.62452378 -1.96509938  0.55548406 -0.73787126  0.        ]",[ 3.16103965 -0.41511139],-0.733083,-0.132841026551,"[[  1.06556504  -0.91810387   0.06050524   0.19474567]
 [ 19.01936292 -16.906448     0.           0.        ]]",[ 1.70570922 -0.72525048]
6,[-0.18853202 -0.39487901],"[-0.04416754  1.41271005  1.52066445 -2.738955    0.51161571  1.70459535
  0.71192833 -2.14742176  0.2483275  -0.5748149   0.        ]",[ 1.26210615 -0.88305309],-0.478521,-0.091104077391,"[[  1.48189467  -1.26936089   0.06050524   0.19474567]
 [ 22.60186966 -18.21470263   0.           0.        ]]",[ 1.36663973 -0.63666815]
7,[-0.18853202 -0.39487901],"[-0.70050616  0.83054817  1.41063916 -2.89297634  0.51161503  1.7045883
  0.79764294 -2.58420007 -0.12988768 -0.55523868  0.        ]",[ 1.85118669  0.47443984],-0.465556,-0.0698701819124,"[[  1.96917967  -1.6651018    0.06050524   0.19474567]
 [ 26.115119   -21.34874985   0.           0.        ]]",[ 1.13822401 -0.38999909]
8,[-0.18853202 -0.39487901],"[-1.29049358  0.25941701  0.90126875 -2.44915701  0.51161434  1.70458125
  0.88166654 -2.26306517 -0.49947594 -0.71556226  0.        ]",[ 1.67618345 -0.5282847 ],-0.502221,-0.0985503722724,"[[  2.52603488  -2.06896055   0.06050524   0.19474567]
 [ 29.559069   -19.04468954   0.           0.        ]]",[ 1.0661298  -0.30589336]
9,[-0.18853202 -0.39487901],"[-1.54313571 -0.19190029  0.03290576 -1.48684152  0.51161366  1.70457419
  0.96404308 -2.50159903 -0.73892431 -1.03691574  0.        ]",[ 1.74916996 -0.5610632 ],-0.855785,-0.146914789775,"[[  3.15109336  -2.46702754   0.06050524   0.19474567]
 [ 32.93552271 -20.75633232   0.           0.        ]]",[ 1.21343231 -0.07482463]
