timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.31211028 -0.46136349],"[[-0.08008537 -0.02721605  0.14823444  0.09108901]
 [ 0.00221835 -0.0011087   0.          0.        ]]",[ 2.32905286  0.15688052],"[ 1.24983281  2.33989701 -0.09972695  0.8117283   1.29775798  0.78217798
  0.30511508  0.39455159  0.26355519 -0.97371775  0.        ]",-1.12779,-0.126452345693,[ 2.23624277 -0.25451079]
1,[-0.31211028 -0.46136349],"[[-0.04035336 -0.02102092  0.14823444  0.09108901]
 [ 3.9578127   0.61856202  0.          0.        ]]",[ 1.88250869 -1.20063234],"[ 1.25315895  2.34010569 -0.04211318  0.83489178  1.29775643  0.78217742
  0.39120335  0.48211119  0.26873314 -0.89372023  0.        ]",-0.970925,-0.1189861368,[ 1.95634341 -0.49483651]
2,[-0.31211028 -0.46136349],"[[ 0.07772346 -0.0485155   0.14823444  0.09108901]
 [ 7.83694987 -3.35477082  0.          0.        ]]",[ 1.52111123 -0.035065  ],"[ 1.25008903  2.33872067  0.12929783  0.73212208  1.29775487  0.78217685
  0.47562759 -0.07932344  0.26826563 -0.70020739  0.        ]",-0.948719,-0.100946652949,[ 1.55667782 -0.26459339]
3,[-0.31211028 -0.46136349],"[[  0.27259818  -0.11635213   0.14823444   0.09108901]
 [ 11.6378723   -3.4286313    0.           0.        ]]",[ 1.17009372 -0.45084008],"[ 1.2029005   2.33066029  0.40763653  0.47931084  1.29775331  0.78217629
  0.55834955 -0.08975994  0.23176907 -0.40618892  0.        ]",-0.770146,-0.0737059387498,[ 0.95089376 -0.50630444]
4,[-0.31211028 -0.46136349],"[[  0.54274394  -0.20216802   0.14823444   0.09108901]
 [ 15.36431003  -5.14720014   0.           0.        ]]",[-0.03280711 -0.26284344],"[ 1.05429505  2.31103358  0.76684251  0.16250312  1.29775175  0.78217572
  0.6394504  -0.33259495  0.10976118 -0.01176675  0.        ]",-0.577637,-0.041166590499,[-0.07573188 -0.5784905 ]
5,[-0.31211028 -0.46136349],"[[  0.84568388  -0.31452775   0.14823444   0.09108901]
 [ 14.93113587  -6.08563086   0.           0.        ]]",[-1.42251109 -0.43807105],"[ 0.78559401  2.26965184  1.10379755 -0.24358219  1.29775019  0.78217516
  0.63002251 -0.46519577 -0.10958961  0.3632622   0.        ]",-0.365214,-0.0415367542005,[-1.38137841 -0.5178293 ]
6,[-0.31211028 -0.46136349],"[[  1.10165989  -0.45241638   0.14823444   0.09108901]
 [ 10.68059879  -7.69788575   0.           0.        ]]",[-2.32900395 -0.10109842],"[ 0.49180339  2.19530681  1.31232096 -0.72147467  1.29774864  0.7821746
  0.53751453 -0.69300841 -0.33043234  0.58684401  0.        ]",-0.317433,-0.0664254457995,[-2.03390837 -0.0612894 ]
7,[-0.31211028 -0.46136349],"[[ 1.27346214 -0.60884447  0.14823444  0.09108901]
 [ 6.51346031 -7.94413903  0.          0.        ]]",[-1.99089665  0.42079924],"[ 0.2703245   2.08125457  1.40553273 -1.22557462  1.29774708  0.78217403
  0.44682167 -0.72780374 -0.46250189  0.6558038   0.        ]",-0.396906,-0.0792713664499,[-2.08538771  0.32368636]
8,[-0.31211028 -0.46136349],"[[ 1.3627388  -0.74941699  0.14823444  0.09108901]
 [ 2.42777161 -6.11922758  0.          0.        ]]",[-1.14487958  0.49135458],"[ 0.15006471  1.95402347  1.43794697 -1.6343443   1.29774552  0.78217347
  0.35790149 -0.4699417  -0.50361811  0.63536364  0.        ]",-0.480216,-0.0795348302185,[-1.84209597  0.39266431]
9,[-0.31211028 -0.46136349],"[[ 1.37110954 -0.85105244  0.14823444  0.09108901]
 [-1.57738604 -4.05122586  0.          0.        ]]",[-2.02232244  0.10753999],"[ 0.13865646  1.84889938  1.44040712 -1.89900486  1.29774396  0.7821729
  0.27073398 -0.17773084 -0.46709917  0.55992526  0.        ]",-0.38376,-0.0698444587466,[-1.32115769  0.39178467]
10,[-0.31211028 -0.46136349],"[[ 1.30017536 -0.92698734  0.14823444  0.09108901]
 [-5.50298846 -3.54395133  0.          0.        ]]",[-1.31984425  0.15078324],"[ 0.23463784  1.7638905   1.41639983 -2.07793233  1.2977424   0.78217234
  0.1852979  -0.10605235 -0.35902017  0.41577603  0.        ]",-0.438098,-0.049223999348,[-0.51400334  0.61918509]
11,[-0.31211028 -0.46136349],"[[ 1.1515062  -0.99115893  0.14823444  0.09108901]
 [-9.35113329 -2.87541063  0.          0.        ]]",[ 0.33794514  1.27536369],"[ 0.42917156  1.68814052  1.34342916 -2.21573701  1.29774085  0.78217178
  0.1015476  -0.01158677 -0.20207358  0.17064907  0.        ]",-0.621787,-0.0178453719869,[ 0.6162554   0.83603942]
12,[-0.31211028 -0.46136349],"[[ 0.97974282 -1.00836967  0.14823444  0.09108901]
 [-7.83021418  1.14093778  0.          0.        ]]",[ 2.75881275 -0.18084467],"[ 0.63809753  1.66725621  1.22281157 -2.25052302  1.29773929  0.78217121
  0.13464853  0.55592783 -0.07441653 -0.08741191  0.        ]",-0.673934,-0.0207331783415,[ 1.37625563  0.31021494]
13,[-0.31211028 -0.46136349],"[[ 0.86439377 -0.99297247  0.14823444  0.09108901]
 [-3.71839706  0.40121987  0.          0.        ]]",[-0.22574125 -0.29178013],"[ 0.76594525  1.68594537  1.12162074 -2.21943509  1.29773773  0.78217065
  0.22413727  0.45140451 -0.00954417 -0.24678387  0.        ]",-0.572156,-0.0388891369531,[ 1.57611954  0.35803741]
14,[-0.31211028 -0.46136349],"[[ 0.78180574 -0.99661659  0.14823444  0.09108901]
 [-4.53768538 -0.761753    0.          0.        ]]",[ 1.49816716  0.41149226],"[ 0.85019916  1.68153527  1.04006053 -2.22685284  1.29773617  0.78217009
  0.20630633  0.28707478  0.02500171 -0.3797632   0.        ]",-0.740621,-0.0534335501234,[ 1.89888525  0.6153909 ]
