timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.24689005 -0.41556725],"[[-0.02400791 -0.01823809  0.14961039  0.10317374]
 [-0.0006879   0.0043608   0.          0.        ]]",[ 3.5912441   0.08259597],"[ 1.24431267  2.52526716  0.01906234  0.83098182  1.28225051  0.90655991
  0.25451713  0.39874192  0.28775152 -0.92666952  0.        ]",-1.02525,-0.125618585092,[ 2.4214325  -0.35089332]
1,[-0.24689005 -0.41556725],"[[ 0.0156677  -0.01488582  0.14961039  0.10317374]
 [ 3.95507774  0.32978666  0.          0.        ]]",[ 1.07803589 -0.46303624],"[ 1.24453886  2.52534107  0.0774049   0.84432992  1.28224867  0.90655901
  0.34039249  0.44411145  0.28862292 -0.85088234  0.        ]",-0.879561,-0.118121444929,[ 2.24383354 -0.45630169]
2,[-0.24689005 -0.41556725],"[[ 0.13368204 -0.02676615  0.14961039  0.10317374]
 [ 7.83344109 -1.51167597  0.          0.        ]]",[ 2.98865714  0.44760211],"[ 1.23241505  2.52495679  0.25037264  0.79702523  1.28224684  0.90655812
  0.4245875   0.18738053  0.27716439 -0.64680095  0.        ]",-0.936856,-0.0978096297619,[ 1.87860489 -0.46594909]
3,[-0.24689005 -0.41556725],"[[  0.3284798   -0.03893183   0.14961039   0.10317374]
 [ 11.63368333   0.28911361   0.           0.        ]]",[ 2.03376531 -0.30908057],"[ 1.17104941  2.52434236  0.5287869   0.74860003  1.28224501  0.90655723
  0.50708654  0.43844068  0.21329328 -0.31037807  0.        ]",-0.689568,-0.0640921017025,[ 1.32456422 -0.72713929]
4,[-0.24689005 -0.41556725],"[[  0.59854004  -0.04550035   0.14961039   0.10317374]
 [ 15.35993391  -0.94185412   0.           0.        ]]",[ 0.59990034 -1.84431109],"[ 1.00521915  2.52391299  0.8829547   0.72246303  1.28224318  0.90655634
  0.58797925  0.26682279  0.03199457  0.1294043   0.        ]",-0.305887,-0.0287736954341,[ 0.44669706 -0.78728116]
5,[-0.24689005 -0.41556725],"[[  0.92651641  -0.1038856    0.14961039   0.10317374]
 [ 17.43081203  -4.88351577   0.           0.        ]]",[ 0.20232642  0.00570836],"[ 0.69451825  2.51731366  1.23015566  0.49061902  1.28224135  0.90655544
  0.63293546 -0.28271166 -0.2820667   0.53429254  0.        ]",-0.380805,-0.0592589718173,[-0.85243011 -0.55689198]
6,[-0.24689005 -0.41556725],"[[  1.27970432  -0.20035901   0.14961039   0.10317374]
 [ 17.88647297  -4.76419926   0.           0.        ]]",[-3.0366196  -0.71574734],"[ 0.26246671  2.49519948  1.46309438  0.11098827  1.28223951  0.90655455
  0.64282692 -0.26607675 -0.69462021  0.81492081  0.        ]",0.0274134,-0.113089944656,[-1.99964333 -0.54751241]
7,[-0.24689005 -0.41556725],"[[  1.59420521  -0.32311245   0.14961039   0.10317374]
 [ 13.57795825  -7.50203403   0.           0.        ]]",[-2.94325849 -0.23993958],"[-0.16515001  2.4471753   1.52455538 -0.36094304  1.28223768  0.90655366
  0.54929293 -0.64777732 -1.0782516   0.92208772  0.        ]",-0.322984,-0.157029699334,[-2.67639995 -0.27502126]
8,[-0.24689005 -0.41556725],"[[ 1.82338303 -0.48117703  0.14961039  0.10317374]
 [ 9.35386185 -8.301787    0.          0.        ]]",[-2.10148661 -0.51626968],"[-0.47718183  2.35368746  1.47829246 -0.9396279   1.28223585  0.90655277
  0.45759164 -0.75927598 -1.3077547   0.91245927  0.        ]",-0.634935,-0.180451438579,[-2.87478685 -0.05413809]
9,[-0.24689005 -0.41556725],"[[  1.96891898  -0.6660577    0.14961039   0.10317374]
 [  5.21345307 -10.18005737   0.           0.        ]]",[-1.72978205  0.44703453],"[-0.66698712  2.20213887  1.40993855 -1.55720033  1.28223402  0.90655187
  0.36770716 -1.02113806 -1.38058314  0.86268014  0.        ]",-0.775122,-0.185485023313,[-2.80343318  0.25010905]
