timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.257678983067,"[[-0.02801308 -0.07173879  0.040502    0.18083954]
 [-0.00087089 -0.00311601  0.          0.        ]]",[ 2.75333691  4.19269466],-2.94618,"[ 1.10272161  1.60079809  0.19703557 -1.22617809  0.34748005  1.55968464
 -0.42338607 -0.34685494  1.06893542 -1.89536358  0.        ]",[-0.70568132 -0.23804526],[ 3.04485887  4.06869506]
1,-0.248631495927,"[[ 0.01164476 -0.03208807  0.040502    0.18083954]
 [ 3.95349187  3.95500195  0.          0.        ]]",[ 2.07643414  3.00256348],-2.9067,"[ 1.10317321  1.60333041  0.25840426 -1.11285357  0.34747994  1.5596832
 -0.29462118  0.24913343  1.07399416 -1.76171392  0.        ]",[-0.70568132 -0.23804526],[ 2.35631743  3.21968889]
2,-0.220099223789,"[[ 0.12960542  0.08593905  0.040502    0.18083954]
 [ 7.82968638  7.8347805   0.          0.        ]]",[ 0.82352626  1.6399771 ],-2.771,"[ 1.09157965  1.59941763  0.44040053 -0.77536676  0.34747984  1.55968176
 -0.16840167  0.83332578  1.04349278 -1.36565166  0.        ]",[-0.70568132 -0.23804526],[ 0.22577548  1.90598787]
3,-0.173969055873,"[[  0.29359328   0.28080293   0.040502     0.18083954]
 [  8.56671192  11.63892004   0.           0.        ]]",[-0.27024049  0.48115569],-2.42007,"[ 1.04363852  1.55572319  0.68825111 -0.22786516  0.34747973  1.55968033
 -0.14440206  1.40612819  0.87478995 -0.81424733  0.        ]",[-0.70568132 -0.23804526],[-0.34131337  0.47171044]
4,-0.120035457794,"[[  0.44967924   0.53001415   0.040502     0.18083954]
 [  7.04700846  13.27673286   0.           0.        ]]",[-0.96396971 -0.49854136],-2.11775,"[ 0.96473258  1.43498302  0.91309225  0.42589005  0.34747963  1.55967889
 -0.19388772  1.65273808  0.54087931 -0.32780715  0.        ]",[-0.70568132 -0.23804526],[-1.47227462 -0.7244932 ]
5,-0.0760604468175,"[[  0.54954525   0.76414252   0.040502     0.18083954]
 [  2.95311001  10.14652476   0.           0.        ]]",[-0.72958779 -0.71005499],-1.69877,"[ 0.8980884   1.26154172  1.04869761  0.95930614  0.34747952  1.55967745
 -0.32719623  1.18141051  0.1941909  -0.07654722  0.        ]",[-0.70568132 -0.23804526],[-0.3972003  -1.16642819]
6,-0.0506363634711,"[[ 0.59227116  0.92533471  0.040502    0.18083954]
 [ 1.32481324  5.98655279  0.          0.        ]]",[-0.50615847 -0.61508322],-1.64082,"[ 0.86591584  1.11324437  1.10432935  1.26527487  0.34747942  1.55967601
 -0.38021795  0.55502828 -0.02802604 -0.00212254  0.        ]",[-0.70568132 -0.23804526],[ 0.11895438  0.74050494]
7,-0.0300335765656,"[[ 0.62322088  1.07329387  0.040502    0.18083954]
 [ 1.76873988  8.79998823  0.          0.        ]]",[-0.55933517 -1.35061514],-1.64777,"[ 0.84128915  0.9601115   1.14364842  1.49411268  0.34747932  1.55967457
 -0.36576236  0.978657   -0.22270644  0.01716019  0.        ]",[-0.70568132 -0.23804526],[ 0.0629979  -1.14442196]
8,-0.0155850632945,"[[ 0.66075987  1.20781707  0.040502    0.18083954]
 [ 1.9843779   4.66610925  0.          0.        ]]",[-0.57888258 -1.42023695],-1.75299,"[ 0.80996736  0.8096436   1.19017409  1.65457714  0.34747921  1.55967314
 -0.35874048  0.35620366 -0.41128141  0.0069539   0.        ]",[-0.70568132 -0.23804526],[-0.27627241 -2.47177848]
9,-0.0155758457084,"[[ 0.68909579  1.2604872   0.040502    0.18083954]
 [ 0.8529413   0.61440706  0.          0.        ]]",[-0.38882491 -0.67947841],-1.92007,"[  7.85295167e-01   7.48422435e-01   1.22441040e+00   1.70436455e+00
   3.47479106e-01   1.55967170e+00  -3.95583079e-01  -2.53875992e-01
  -5.03827914e-01  -8.96737468e-04   0.00000000e+00]",[-0.70568132 -0.23804526],[-0.92848208 -1.15602938]
10,-0.0149455009486,"[[ 0.66913195  1.23293426  0.040502    0.18083954]
 [-2.83700773 -3.3564718   0.          0.        ]]",[ 0.17179903  0.82963502],-1.93632,"[ 0.80276823  0.78058904  1.20036874  1.67925157  0.347479    1.55967026
 -0.51573794 -0.8517856  -0.44786563  0.00188821  0.        ]",[-0.70568132 -0.23804526],[-0.73685054  1.9306172 ]
11,-0.0264429518282,"[[ 0.5836915   1.20620587  0.040502    0.18083954]
 [-5.69753165  0.67019667  0.          0.        ]]",[ 0.58577645  0.12264931],-1.69655,"[ 0.87254567  0.8114971   1.0932776   1.65293122  0.3474789   1.55966882
 -0.60888437 -0.24547503 -0.29433236 -0.0357575   0.        ]",[-0.70568132 -0.23804526],[ 0.78494007  0.9413948 ]
12,-0.0362678147788,"[[ 0.50202569  1.25686739  0.040502    0.18083954]
 [-2.47974206  4.38360499  0.          0.        ]]",[ 0.22731552 -0.89185119],-1.7174,"[ 0.93131736  0.75266422  0.98509031  1.70117797  0.34747879  1.55966739
 -0.50410396  0.31366676 -0.22555586 -0.10226183  0.        ]",[-0.70568132 -0.23804526],[-0.30821529 -0.44595319]
13,-0.0416119713929,"[[ 0.44069013  1.32595437  0.040502    0.18083954]
 [-3.64993455  2.53125778  0.          0.        ]]",[ 0.49922058 -0.51189721],-1.68708,"[ 0.97012314  0.67089117  0.90053082  1.75569307  0.34747869  1.55966595
 -0.54220852  0.03475178 -0.20788768 -0.16162334  0.        ]",[-0.70568132 -0.23804526],[ 0.40445666 -0.02563564]
14,-0.0473413963929,"[[ 0.38447445  1.37505415  0.040502    0.18083954]
 [-1.97719356  2.37923779  0.          0.        ]]",[ 0.33981046 -0.59434915],-1.69845,"[ 1.00152976  0.61188638  0.82084132  1.78639537  0.34747858  1.55966451
 -0.48773921  0.01186155 -0.18037605 -0.21438469  0.        ]",[-0.70568132 -0.23804526],[ 0.50592009  0.78345877]
15,-0.0463806356247,"[[ 0.36540428  1.45328705  0.040502    0.18083954]
 [ 0.06342616  5.43388135  0.          0.        ]]",[-0.03605932 -1.45611155],-1.74939,"[ 1.01126105  0.51673731  0.79337849  1.82131109  0.34747848  1.55966307
 -0.42129074  0.47181095 -0.23178994 -0.24797609  0.        ]",[-0.70568132 -0.23804526],[-0.11336843 -0.19708317]
16,-0.0447764491676,"[[ 0.36216156  1.55305646  0.040502    0.18083954]
 [-0.38621635  4.5460169   0.          0.        ]]",[ 0.04687837 -1.48825872],-1.79057,"[ 1.01286833  0.39419164  0.78868811  1.84059629  0.34747837  1.55966163
 -0.43593223  0.33812162 -0.32310759 -0.28385694  0.        ]",[-0.70568132 -0.23804526],[-0.27517433 -1.5489398 ]
17,-0.0467577043872,"[[ 0.34359456  1.60334777  0.040502    0.18083954]
 [-1.46691143  0.49660535  0.          0.        ]]",[ 0.34276369 -0.55152905],-1.77497,"[ 1.02180944  0.33226035  0.76172426  1.83952828  0.34747827  1.5596602
 -0.47112257 -0.27161422 -0.34698866 -0.31522579  0.        ]",[-0.70568132 -0.23804526],[ 0.54041644 -0.36995268]
18,-0.0474239953271,"[[ 0.33600902  1.59848019  0.040502    0.18083954]
 [ 0.70113516 -0.97844452  0.          0.        ]]",[ 0.1790913  -0.23487914],-1.819,"[ 1.02533202  0.33825249  0.75065577  1.83994563  0.34747817  1.55965876
 -0.40052469 -0.4937182  -0.33304528 -0.31754948  0.        ]",[-0.70568132 -0.23804526],[-0.0644784  -0.71815933]
19,-0.0463479215603,"[[ 0.34733706  1.55057518  0.040502    0.18083954]
 [ 0.4325757  -3.80264384  0.          0.        ]]",[ 0.38931575  0.74026752],-1.82834,"[ 1.02004227  0.39724677  0.76717334  1.84045501  0.34747806  1.55965732
 -0.40926962 -0.91896879 -0.30208242 -0.29190991  0.        ]",[-0.70568132 -0.23804526],[-0.21274458  0.1035098 ]
20,-0.047840691193,"[[ 0.34745489  1.47939143  0.040502    0.18083954]
 [-0.4179539  -3.31734745  0.          0.        ]]",[ 0.46618965  0.81535423],-1.65701,"[ 1.01998581  0.48476249  0.76734449  1.8290902   0.34747796  1.55965588
 -0.43696516 -0.84589537 -0.23402036 -0.26807914  0.        ]",[-0.70568132 -0.23804526],[ 1.60076251  0.40417138]
21,-0.0454652468239,"[[ 0.37888151  1.42975242  0.040502    0.18083954]
 [ 3.54737463 -1.65211612  0.          0.        ]]",[-0.0992879   0.09694284],-1.73647,"[ 1.0044289   0.54547969  0.81280617  1.81261489  0.34747785  1.55965445
 -0.30784261 -0.59515455 -0.22647405 -0.23192849  0.        ]",[-0.70568132 -0.23804526],[ 0.34433691  0.88595029]
