timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.220933512442,"[[-0.03690835  0.0243383   0.00665142 -0.09163015]
 [-0.00426717 -0.00351322  0.          0.        ]]",[-2.14375949 -2.37424278],-2.58016,"[ 0.89933438  1.80742256  0.04840343  0.33915317  0.0596177  -0.8028211
 -0.19863007  0.32470774  1.33076582  0.85809571  0.        ]",[-0.26723316  0.01580884],[-2.38142662 -1.07061305]
1,-0.215632376445,"[[-0.0766679  -0.01544367  0.00665142 -0.09163015]
 [-3.95852736 -3.96149747  0.          0.        ]]",[-1.09222972 -1.96879399],-2.43627,"[ 0.89595475  1.80764124 -0.0151111   0.23531979  0.05961768 -0.80282072
 -0.41831275 -0.22076028  1.32501672  0.73689988  0.        ]",[-0.26723316  0.01580884],[-0.59690476 -1.62194905]
2,-0.20047690271,"[[ -1.78729398e-01  -1.33605589e-01   6.65142266e-03  -9.16301547e-02]
 [ -6.24004799e+00  -7.84176305e+00   0.00000000e+00   0.00000000e+00]]",[ 0.04653828 -1.48054779],-2.31868,"[ 0.87649839  1.79666078 -0.1770248  -0.07207831  0.05961766 -0.80282034
 -0.5450647  -0.7555174   1.27320849  0.41429834  0.        ]",[-0.26723316  0.01580884],[ 0.28983347 -0.85919461]
3,-0.179072750878,"[[ -2.90777283e-01  -3.23021748e-01   6.65142266e-03  -9.16301547e-02]
 [ -4.96901614e+00  -1.10890249e+01   0.00000000e+00   0.00000000e+00]]",[ 0.47964481 -1.11284614],-2.22829,"[ 0.83748898  1.74321077 -0.35130937 -0.5529531   0.05961765 -0.80281997
 -0.47445108 -1.20303688  1.12704903  0.02824806  0.        ]",[-0.26723316  0.01580884],[ 0.76388983 -0.69038346]
4,-0.156069860375,"[[ -3.58845850e-01  -5.70038350e-01   6.65142266e-03  -9.16301547e-02]
 [ -1.84825948e+00  -1.36042413e+01   0.00000000e+00   0.00000000e+00]]",[ 0.52251387 -0.97206354],-2.14668,"[ 0.80496461  1.6103614  -0.45451401 -1.1330326   0.05961763 -0.80281959
 -0.30107416 -1.54966905  0.90620718 -0.26949518  0.        ]",[-0.26723316  0.01580884],[ 0.44797969 -0.66547091]
5,-0.131311463179,"[[ -3.77660402e-01  -8.65864733e-01   6.65142266e-03  -9.16301547e-02]
 [ -3.92633236e-02  -1.59704974e+01   0.00000000e+00   0.00000000e+00]]",[ 0.45527747 -1.07615042],-1.65808,"[ 0.79482171  1.36826532 -0.48260118 -1.71248617  0.05961761 -0.80281921
 -0.20057344 -1.87577126  0.64376277 -0.43947708  0.        ]",[-0.26723316  0.01580884],[ 2.20435286 -3.33532633]
6,-0.102691780072,"[[ -3.38738026e-01  -1.22184168e+00   6.65142266e-03  -9.16301547e-02]
 [  3.91834881e+00  -1.96149928e+01   0.00000000e+00   0.00000000e+00]]",[ 0.04540959 -1.43132722],-1.66561,"[ 0.81525481  0.98612145 -0.42427602 -2.17730367  0.0596176  -0.80281883
  0.01929585 -2.37803104  0.36703403 -0.46036465  0.        ]",[-0.26723316  0.01580884],[ 0.72394345 -0.88125367]
7,-0.0679223889329,"[[ -2.32408165e-01  -1.64526060e+00   6.65142266e-03  -9.16301547e-02]
 [  6.70539401e+00  -2.27164956e+01   0.00000000e+00   0.00000000e+00]]",[-0.37225798 -1.92161918],-1.13053,"[ 0.86008988  0.4663299  -0.26109956 -2.32738429  0.05961758 -0.80281846
  0.17413307 -2.80545541  0.10305921 -0.31405263  0.        ]",[-0.26723316  0.01580884],[ 0.83426233 -4.07920578]
8,-0.0285388475999,"[[ -6.65058209e-02  -2.13480730e+00   6.65142266e-03  -9.16301547e-02]
 [  9.87437876e+00  -2.62263946e+01   0.00000000e+00   0.00000000e+00]]",[-0.85817885 -2.54202652],-1.16051,"[  8.97040380e-01  -1.08240663e-01   1.10927807e-03  -1.93033344e+00
   5.96175623e-02  -8.02818080e-01   3.50189338e-01  -3.28915767e+00
  -1.42375801e-01  -4.86376460e-03   0.00000000e+00]",[-0.26723316  0.01580884],[-1.31628519 -1.75014546]
9,-0.0442988966011,"[[  8.92935187e-02  -2.69384999e+00   6.65142266e-03  -9.16301547e-02]
 [  5.71917207e+00  -2.96665155e+01   0.00000000e+00   0.00000000e+00]]",[-0.69675219 -2.85414481],-1.32693,"[ 0.89438433 -0.56627221  0.25014389 -0.85442484  0.05961755 -0.8028177
  0.11934224 -3.763237   -0.39356489  0.45453902  0.        ]",[-0.26723316  0.01580884],[ 0.22623204 -2.27683465]
10,-0.090029743418,"[[  2.11525085e-01  -3.22662904e+00   6.65142266e-03  -9.16301547e-02]
 [  6.50215869e+00  -1.09965775e+01   0.00000000e+00   0.00000000e+00]]",[-0.80319285 -2.77425361],-1.55003,"[ 0.86697307 -0.68483561  0.44340452  0.49733404  0.05961753 -0.80281733
  0.16284188 -1.19027341 -0.51690366  0.87718409  0.        ]",[-0.26723316  0.01580884],[-2.38902866 -2.80749315]
11,-0.102681172334,"[[ 0.3005606  -3.24818956  0.00665142 -0.09163015]
 [ 2.41480763  4.06251212  0.          0.        ]]",[-0.69026136 -4.07028961],-1.67429,"[ 0.83321674 -0.68225996  0.5811848   0.55335297  0.05961751 -0.80281695
 -0.06423549  0.8850663  -0.54229892  0.99463157  0.        ]",[-0.26723316  0.01580884],[-0.32279268 -4.22301272]
12,-0.0912727112603,"[[ 0.33555492 -3.15366021  0.00665142 -0.09163015]
 [ 1.08899731  4.48055124  0.          0.        ]]",[-0.53400624 -3.84307957],-1.42694,"[ 0.81682904 -0.68925571  0.63436963  0.30713342  0.05961749 -0.80281657
 -0.13789236  0.94267707 -0.51995303  0.88860843  0.        ]",[-0.26723316  0.01580884],[-1.09561859 -5.50625292]
13,-0.0834319133993,"[[ 0.31739278 -3.08113412  0.00665142 -0.09163015]
 [-2.89194423  2.74910415  0.          0.        ]]",[-0.03553343 -3.39282966],-1.61232,"[ 0.82555113 -0.68706512  0.60684264  0.11791893  0.05961748 -0.80281619
 -0.35905807  0.70406062 -0.49733602  0.81715378  0.        ]",[-0.26723316  0.01580884],[-1.26851499 -2.63568912]
14,-0.0798601999254,"[[  2.20402757e-01  -3.04053068e+00   6.65142266e-03  -9.16301547e-02]
 [ -6.79404775e+00   1.41755055e+00   0.00000000e+00   0.00000000e+00]]",[ 0.35222068 -3.17354918],-1.65387,"[ 0.8641226  -0.68297534  0.45727917  0.01228639  0.05961746 -0.80281582
 -0.57584379  0.52055482 -0.49346375  0.78332433  0.        ]",[-0.26723316  0.01580884],[ 0.57092865 -2.22036588]
15,-0.0787260305653,"[[ 0.10855104 -3.02045367  0.00665142 -0.09163015]
 [-4.39910252  0.67153778  0.          0.        ]]",[ 0.29575342 -3.1123147 ],-1.7095,"[ 0.89153376 -0.68019582  0.28080642 -0.03979571  0.05961744 -0.80281544
 -0.44278962  0.41774429 -0.50118948  0.77077139  0.        ]",[-0.26723316  0.01580884],[ 0.54545564 -1.33978693]
16,-0.0784057015077,"[[ 0.04311075 -3.0111684   0.00665142 -0.09163015]
 [-2.15241218  0.30252352  0.          0.        ]]",[ 0.20931566 -3.08913159],-1.61962,"[ 0.89895615 -0.67874116  0.17641122 -0.06384104  0.05961743 -0.80281506
 -0.31797195  0.36688913 -0.50744169  0.76630685  0.        ]",[-0.26723316  0.01580884],[-0.09166573 -2.26590696]
