timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.136692510499,"[[ 0.0346512  -0.0182642   0.09556565  0.08014505]
 [-0.00294624  0.00378885  0.          0.        ]]",[ 1.32608843  1.63262653],-2.15624,"[ 0.86498427  1.70138959  0.19763575  0.13132697  0.82465586  0.69277695
 -0.16659618  0.30835742  0.56874318 -0.70617994  0.        ]",[-0.34227249 -0.00125524],[ 0.66615762  0.80042791]
1,-0.131601968192,"[[ 0.06102062  0.01359981  0.09556565  0.08014505]
 [ 2.63112278  3.17205648  0.          0.        ]]",[ 0.5356831   1.12304485],-2.17899,"[ 0.86304592  1.70147861  0.24044758  0.20915294  0.82465551  0.69277669
 -0.01403111  0.75070169  0.56512106 -0.61762334  0.        ]",[-0.34227249 -0.00125524],[ 0.37489081  2.07090796]
2,-0.117655424039,"[[ 0.12798545  0.11613308  0.09556565  0.08014505]
 [ 4.06061541  7.06828663  0.          0.        ]]",[-0.26219216  0.36155379],-2.07775,"[ 0.85333519  1.69337039  0.34878951  0.45895962  0.82465517  0.69277644
  0.06876499  1.2946815   0.5339802  -0.37188614  0.        ]",[-0.34227249 -0.00125524],[-1.54158945  1.40747143]
3,-0.102330931,"[[  0.16868722   0.29583819   0.09556565   0.08014505]
 [  0.02302111  10.88948025   0.           0.        ]]",[-0.151651   -0.50234902],-1.78552,"[ 0.84408981  1.64857849  0.41421704  0.88804148  0.82465482  0.69277618
 -0.16509222  1.82818372  0.45586265 -0.10976813  0.        ]",[-0.34227249 -0.00125524],[-0.02211813 -0.20687097]
4,-0.0892807546861,"[[ 0.16827077  0.50324651  0.09556565  0.08014505]
 [-0.06437172  9.85479969  0.          0.        ]]",[-0.31495926 -0.65183169],-1.70531,"[ 0.84419678  1.5503027   0.41354958  1.3539097   0.82465447  0.69277592
 -0.17015397  1.68372303  0.34976346  0.07774727  0.        ]",[-0.34227249 -0.00125524],[ 0.02440216 -0.05413351]
5,-0.0771455438158,"[[ 0.16796836  0.696234    0.09556565  0.08014505]
 [ 0.03381044  9.44531431  0.          0.        ]]",[-0.5937711  -1.13561153],-1.43884,"[ 0.8442742   1.41758949  0.41306483  1.74242206  0.82465413  0.69277567
 -0.16446722  1.62655042  0.2221839   0.22678405  0.        ]",[-0.34227249 -0.00125524],[-0.22885227 -2.36394422]
6,-0.068512592544,"[[ 0.15956908  0.84353923  0.09556565  0.08014505]
 [-0.87078501  5.29902298  0.          0.        ]]",[-0.39949945 -0.53760982],-1.66653,"[ 0.84637858  1.29258712  0.39959481  2.00051923  0.82465378  0.69277541
 -0.21686132  1.04765729  0.11680765  0.30776014  0.        ]",[-0.34227249 -0.00125524],[-0.54557288  0.96506479]
7,-0.060934196048,"[[ 0.12065792  0.98681359  0.09556565  0.08014505]
 [-3.01318915  9.01600879  0.          0.        ]]",[-0.20644715 -1.75557387],-1.33385,"[ 0.85472992  1.15412261  0.33697029  2.21368375  0.82465343  0.69277516
 -0.34094929  1.56661017  0.03486756  0.3254452   0.        ]",[-0.34227249 -0.00125524],[-0.6311833  -2.96173659]
8,-0.0539526875033,"[[ 0.03594663  1.12562132  0.09556565  0.08014505]
 [-5.44990411  4.87852631  0.          0.        ]]",[ 0.55798435 -0.99841797],-1.28162,"[ 0.86491107  1.0067957   0.19973906  2.38041283  0.82465309  0.6927749
 -0.48208372  0.98894719 -0.00622997  0.26731028  0.        ]",[-0.34227249 -0.00125524],[-0.73422309 -3.04507957]
9,-0.0560523651021,"[[-0.10110943  1.18250061  0.09556565  0.08014505]
 [-8.24639931  0.82288467  0.          0.        ]]",[ 1.74076319  0.06203181],-1.46536,"[ 0.85805389  0.94333732 -0.02274654  2.43663683  0.82465274  0.69277464
 -0.64405657  0.42271094  0.05885229  0.09548987  0.        ]",[-0.34227249 -0.00125524],[ 0.91604686 -0.48415431]
