timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.336503259157,"[[-0.07168981  0.06115857 -0.10142603  0.11978802]
 [-0.00248274 -0.00356027  0.          0.        ]]",[ 0.93592554 -1.62461376],-2.34355,"[ 1.07516849  2.30042444 -0.08714271  0.99938731 -0.87377529  1.04156621
 -0.20640165  0.37002155  2.11006242 -1.03219027  0.        ]",[-0.13396512 -0.02444715],[ 1.79007771 -1.42090596]
1,-0.335213359545,"[[-0.03203302  0.02134479 -0.10142603  0.11978802]
 [ 3.95497934 -3.96461182  0.          0.        ]]",[ 0.86900651 -1.69607639],-2.37892,"[ 1.07805291  2.30275192 -0.02736743  0.85812429 -0.87377401  1.0415644
 -0.00512254 -0.16200197  2.11158487 -0.99863448  0.        ]",[-0.13396512 -0.02444715],[ 2.28363248  0.1217982 ]
2,-0.329052129743,"[[ 0.08597002 -0.05233626 -0.10142603  0.11978802]
 [ 7.83241695 -3.40534982  0.          0.        ]]",[ 0.66843706 -1.7894814 ],-2.34071,"[ 1.07358561  2.3011133   0.15058335  0.59654929 -0.87377272  1.04156259
  0.19208647 -0.08688526  2.10878702 -0.85677823  0.        ]",[-0.13396512 -0.02444715],[ 0.50367832 -0.86259477]
3,-0.318215339097,"[[ 0.26106851 -0.15404276 -0.10142603  0.11978802]
 [ 9.6713128  -6.75412768  0.          0.        ]]",[ 0.47790092 -1.91771305],-2.23674,"[ 1.03118964  2.28617906  0.41058313  0.23743283 -0.87377144  1.04156078
  0.28561381 -0.53667231  2.08201682 -0.64155108  0.        ]",[-0.13396512 -0.02444715],[ 1.13889217 -2.37487001]
4,-0.303001600933,"[[  0.49228209  -0.32752494  -0.10142603   0.11978802]
 [ 13.4375366  -10.58129348   0.           0.        ]]",[ 0.25458956 -2.03940797],-2.16946,"[ 0.91203484  2.22729137  0.73439647 -0.36013478 -0.87377015  1.04155897
  0.47716639 -1.05071258  2.01227672 -0.40535976  0.        ]",[-0.13396512 -0.02444715],[ 1.75212102 -0.97378317]
5,-0.279554554671,"[[  0.79807511  -0.57574525  -0.10142603   0.11978802]
 [ 17.12955384 -14.22848984   0.           0.        ]]",[ 0.01947017 -2.08281374],-2.01688,"[ 0.65483591  2.07330648  1.10175672 -1.15122427 -0.87376887  1.04155715
  0.66494457 -1.54057788  1.86651106 -0.14524948  0.        ]",[-0.13396512 -0.02444715],[ 0.97056849 -1.38631086]
6,-0.24568076095,"[[  1.17581405  -0.89721933  -0.10142603   0.11978802]
 [ 20.63282205 -17.90650286   0.           0.        ]]",[-0.0858859  -2.01183414],-1.8017,"[ 0.21492387  1.76692915  1.41419308 -1.99336072 -0.87376758  1.04155534
  0.8431225  -2.03457735  1.62129675  0.08202414  0.        ]",[-0.13396512 -0.02444715],[-0.99804011 -2.96276682]
7,-0.210657799424,"[[  1.5447777   -1.29149431  -0.10142603   0.11978802]
 [ 16.27781602 -21.50910507   0.           0.        ]]",[ 0.02897663 -1.83054197],-1.5829,"[-0.28885121  1.27089187  1.5299001  -2.63134692 -0.8737663   1.04155353
  0.6216225  -2.51844014  1.35902089  0.12445244  0.        ]",[-0.13396512 -0.02444715],[ 1.01163323 -2.46952703]
8,-0.177450036072,"[[  1.90682703  -1.75712583  -0.10142603   0.11978802]
 [ 19.91516129 -25.04210812   0.           0.        ]]",[ 0.03818288 -1.65402353],-1.39409,"[-0.78838806  0.6140673   1.44598551 -2.70747765 -0.87376501  1.04155172
  0.80661993 -2.99294327  1.11060607 -0.01790356  0.        ]",[-0.13396512 -0.02444715],[ 1.45204246 -1.61863692]
9,-0.147973504593,"[[  2.34090971  -2.29270696  -0.10142603   0.11978802]
 [ 23.48131346 -28.50438419   0.           0.        ]]",[-0.0441424  -1.51855588],-1.31039,"[-1.30297029 -0.06360244  1.10448846 -1.88305394 -0.87376373  1.04154991
  0.98799596 -3.45793126  0.84538232 -0.30506377  0.        ]",[-0.13396512 -0.02444715],[ 0.085917   -1.91240218]
