timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.134074064281,"[[ 0.09187158  0.09516161  0.18021098 -0.10160604]
 [-0.00088422  0.00381998  0.          0.        ]]",[-1.86973763 -0.40764382],-1.66629,"[ 1.01356536  2.28748048  0.17582799  1.05482713  1.5625662  -0.88430156
 -0.26611162  0.37473478 -0.01510578  1.21541914  0.        ]",[-0.19778106  0.05717862],[-2.9335772   0.58859993]
1,-0.128613872206,"[[ 0.05215441  0.11863645  0.18021098 -0.10160604]
 [-3.95765681  2.33588476  0.          0.        ]]",[-1.67134726 -0.44947964],-1.58727,"[ 1.01765469  2.28392328  0.11532346  1.13754256  1.56256386 -0.88430087
 -0.463132    0.68802255 -0.01044983  1.16471382  0.        ]",[-0.19778106  0.05717862],[-1.03237274  1.13536642]
2,-0.113858661772,"[[-0.06591933  0.20463286  0.18021098 -0.10160604]
 [-7.83680579  6.25069491  0.          0.        ]]",[-1.31483161 -0.60355639],-1.41508,"[ 1.01649126  2.26430167 -0.06491842  1.43824136  1.56256152 -0.88430019
 -0.65628716  1.21393467 -0.00687811  1.02912789  0.        ]",[-0.19778106  0.05717862],[-2.69253433 -0.35831325]
3,-0.0858109769535,"[[ -0.26078604   0.3141838    0.18021098  -0.10160604]
 [-11.63723366   4.70950605   0.           0.        ]]",[-0.32002586 -0.39951715],-0.930359,"[ 0.97120003  2.22447482 -0.35813932  1.81330201  1.56255918 -0.8842995
 -0.84552236  1.00689137 -0.02434576  0.77606225  0.        ]",[-0.19778106  0.05717862],[ 0.99989234 -0.66902094]
4,-0.0538527370382,"[[-0.45152457  0.38084234  0.18021098 -0.10160604]
 [-7.45054472  1.96551663  0.          0.        ]]",[ 0.12259623 -0.24041131],-0.863934,"[ 0.8761473   2.19228965 -0.63078426  2.0353682   1.56255684 -0.88429882
 -0.6370529   0.63826504 -0.07649554  0.49672269  0.        ]",[-0.19778106  0.05717862],[-0.77118085 -0.55601209]
5,-0.019044721137,"[[ -0.62965831   0.39768276   0.18021098  -0.10160604]
 [-10.35316071  -0.27403039   0.           0.        ]]",[ 1.06570613  0.1255216 ],-0.629932,"[ 0.74509561  2.18322314 -0.86376598  2.09057908  1.5625545  -0.88429813
 -0.78158323  0.33740536 -0.16772774  0.2060968   0.        ]",[-0.19778106  0.05717862],[ 1.13461713  0.2416395 ]
6,-0.0146855628723,"[[-0.79497859  0.40183949  0.18021098 -0.10160604]
 [-6.19272313  0.68652752  0.          0.        ]]",[ 1.14855456  0.1125139 ],-0.560172,"[ 0.59060539  2.180924   -1.05466505  2.10414376  1.56255216 -0.88429744
 -0.57442088  0.46644599 -0.2930336  -0.05426246  0.        ]",[-0.19778106  0.05717862],[ 2.25280535  0.65444145]
7,-0.0274678295682,"[[-0.8779219   0.44141762  0.18021098 -0.10160604]
 [-2.11517344  3.26271606  0.          0.        ]]",[ 0.85020083 -0.15810925],-0.591937,"[ 0.50250403  2.15795606 -1.13953568  2.23210757  1.56254982 -0.88429676
 -0.37138589  0.8125294  -0.3553537  -0.14226408  0.        ]",[-0.19778106  0.05717862],[ 0.37254272 -0.24543371]
8,-0.0271547247753,"[[-0.90501472  0.49626766  0.18021098 -0.10160604]
 [-0.59915433  2.22574865  0.          0.        ]]",[ 0.76335162 -0.22928351],-0.494053,"[ 0.47233338  2.12281684 -1.16553326  2.40548677  1.56254748 -0.88429607
 -0.29589807  0.67322323 -0.36193789 -0.13263456  0.        ]",[-0.19778106  0.05717862],[ 0.12398568 -1.27493702]
9,-0.0281029828902,"[[-0.91194303  0.50061084  0.18021098 -0.10160604]
 [-0.0953589  -1.77808597  0.          0.        ]]",[  9.30382967e-01   4.68075275e-04],-0.706472,"[ 0.46451272  2.11986807 -1.17203977  2.41899864  1.56254514 -0.88429539
 -0.27081227  0.13534962 -0.36701922 -0.13870905  0.        ]",[-0.19778106  0.05717862],[ 0.03929051  1.08733178]
10,-0.0277004747133,"[[-0.91228625  0.50512959  0.18021098 -0.10160604]
 [ 0.06052329  2.21664741  0.          0.        ]]",[ 0.7153309  -0.25783855],-0.543507,"[ 0.46412396  2.11677543 -1.17235944  2.43302278  1.5625428  -0.8842947
 -0.26305024  0.67200031 -0.36582829 -0.13518589  0.        ]",[-0.19778106  0.05717862],[ 0.99889793 -0.14128951]
11,-0.0156336293017,"[[-0.87143639  0.54339474  0.18021098 -0.10160604]
 [ 4.01131607  1.61188518  0.          0.        ]]",[ 0.26249143 -0.43103889],-0.376383,"[ 0.50962654  2.0896154  -1.13317864  2.55040176  1.56254046 -0.88429402
 -0.06632674  0.5907564  -0.31718696 -0.04043213  0.        ]",[-0.19778106  0.05717862],[ 0.87909864 -1.91753101]
12,-0.00875739808097,"[[-0.75709775  0.53557162  0.18021098 -0.10160604]
 [ 7.41120526 -2.3809014   0.          0.        ]]",[-0.16128625 -0.36180669],-0.776372,"[ 0.62858253  2.09530804 -1.01336586  2.52660704  1.56253812 -0.88429333
  0.10296539  0.05436651 -0.22854783  0.1291249   0.        ]",[-0.19778106  0.05717862],[-0.24986612  1.18602378]
13,-0.0350324899918,"[[-0.62027713  0.52815739  0.18021098 -0.10160604]
 [ 6.27466483  1.6261286   0.          0.        ]]",[-0.71409082 -0.71572834],-0.726793,"[ 0.75295007  2.10063398 -0.85213712  2.50395366  1.56253577 -0.88429264
  0.04637309  0.59266971 -0.14436618  0.34735589  0.        ]",[-0.19778106  0.05717862],[-1.03893095 -0.86358993]
14,-0.0519574895573,"[[-0.53570945  0.52606253  0.18021098 -0.10160604]
 [ 2.19567172 -1.8241079   0.          0.        ]]",[-0.49136382 -0.49455327],-0.713243,"[ 0.8190653   2.10212305 -0.74397914  2.49752958  1.56253343 -0.88429196
 -0.15673411  0.12916549 -0.10516578  0.49054464  0.        ]",[-0.19778106  0.05717862],[-1.14092808 -1.78730055]
15,-0.04472946681,"[[-0.53191007  0.45022935  0.18021098 -0.10160604]
 [-1.80239202 -5.74613787  0.          0.        ]]",[ 0.1975424  0.0314706],-0.840533,"[ 0.82183188  2.15252839 -0.73898271  2.26022665  1.56253109 -0.88429127
 -0.35581153 -0.39771935 -0.10646234  0.42325796  0.        ]",[-0.19778106  0.05717862],[ 0.74242185  1.08643418]
16,-0.0355704105267,"[[-0.53814662  0.37616478  0.18021098 -0.10160604]
 [ 1.16882196 -1.67389015  0.          0.        ]]",[-0.10542424 -0.11431599],-0.907496,"[ 0.8172797   2.19467721 -0.74717694  2.01989282  1.56252875 -0.88429059
 -0.20786423  0.14934606 -0.11721328  0.34067519  0.        ]",[-0.19778106  0.05717862],[-0.95001548  0.70357885]
17,-0.0320231984112,"[[-0.55272042  0.37098534  0.18021098 -0.10160604]
 [-2.61360493  1.1465405   0.          0.        ]]",[ 0.13502106 -0.16787291],-0.707325,"[ 0.80645672  2.1973515  -0.76620695  2.00279932  1.56252641 -0.8842899
 -0.39620446  0.52824239 -0.12589722  0.31069116  0.        ]",[-0.19778106  0.05717862],[-0.78577144 -1.01717684]
18,-0.0130824386142,"[[-0.63564741  0.35397182  0.18021098 -0.10160604]
 [-5.66891264 -2.83463357  0.          0.        ]]",[ 0.9084819   0.28127593],-0.671908,"[ 0.74002166  2.20589891 -0.87113273  1.94642058  1.56252407 -0.88428922
 -0.5483388  -0.00658866 -0.18116781  0.15492739  0.        ]",[-0.19778106  0.05717862],[ 1.939378    1.54087236]
19,-0.00372142864092,"[[-0.70822403  0.3375544   0.18021098 -0.10160604]
 [-1.60229718  1.17952553  0.          0.        ]]",[ 0.62663996  0.04800189],-0.727626,"[ 0.67536558  2.21378168 -0.95787143  1.89168011  1.56252173 -0.88428853
 -0.34584731  0.53267354 -0.24024035  0.02226341  0.        ]",[-0.19778106  0.05717862],[ 0.22911379  0.95850798]
20,-0.00201495661018,"[[-0.73087229  0.39898651  0.18021098 -0.10160604]
 [-0.66563358  4.9511173   0.          0.        ]]",[ 0.31623745 -0.32635379],-0.79865,"[ 0.65400006  2.18242654 -0.9838883   2.09475142  1.56251939 -0.88428784
 -0.29920732  1.03934873 -0.24041921  0.04270274  0.        ]",[-0.19778106  0.05717862],[-0.93776413  0.72927169]
