timestep,rewards,actions,avg_action_dist,original_rewards,logstd_action_dist,human_obs,obs
0,-6.71753,[-3.86238182 -3.53580014],[-3.5385046  -2.61773396],-0.330784166978,[-0.59733385 -0.19894445],"[[ 0.01900913  0.04504946 -0.07137945 -0.16535859]
 [ 0.00364105 -0.00387404  0.          0.        ]]","[ 0.94974997  2.46194019  0.12495332  1.16912869 -0.61921031 -1.43850611
 -0.40167334  0.33517659  2.16943338  1.7437733   0.        ]"
1,-6.79839,[-3.48968991 -2.70432297],[-2.97474265 -2.59719229],-0.32446205399,[-0.59733385 -0.19894445],"[[-0.02059384  0.00526034 -0.07137945 -0.16535859]
 [-3.95077528 -3.96185194  0.          0.        ]]","[ 0.94970219  2.46348067  0.06390307  1.0481021  -0.61921016 -1.43850534
 -0.57399073 -0.16065677  2.17125495  1.63038998  0.        ]"
2,-6.74592,[-2.60578834 -2.05196189],[-2.38478851 -2.72616816],-0.303535412474,[-0.59733385 -0.19894445],"[[-0.13850082 -0.11290238 -0.07137945 -0.16535859]
 [-7.82703851 -7.84149142  0.          0.        ]]","[ 0.93553804  2.45367887 -0.11718948  0.68927944 -0.61921001 -1.43850457
 -0.74290247 -0.64667628  2.13314571  1.29582796  0.        ]"
3,-6.39786,[-2.30445623 -1.11551739],[-1.5411979  -2.96973705],-0.262699153712,[-0.59733385 -0.19894445],"[[ -0.3331663   -0.30788706  -0.07137945  -0.16535859]
 [-11.62695259 -11.64428853   0.           0.        ]]","[ 0.86684654  2.39096562 -0.40852964  0.10997145 -0.61920986 -1.43850379
 -0.90848715 -1.12306916  1.93374582  0.78341204  0.        ]"
4,-5.31301,[-0.24637664 -4.36902074],[-0.62701386 -3.50904322],-0.195637654634,[-0.59733385 -0.19894445],"[[ -0.60308426  -0.57817092  -0.07137945  -0.16535859]
 [-15.35268039 -15.3716315    0.           0.        ]]","[ 0.6831836   2.21279534 -0.77875652 -0.63080336 -0.61920971 -1.43850302
 -1.07083898 -1.59000902  1.42457861  0.24710661  0.        ]"
5,-4.23072,[-0.63797777 -2.41700858],[ 0.27495566 -4.02765989],-0.104983039619,[-0.59733385 -0.19894445],"[[ -0.91688009  -0.92226901  -0.07137945  -0.16535859]
 [-16.0249936  -19.02594903   0.           0.        ]]","[ 0.3575333   1.85271704 -1.12797629 -1.39298048 -0.61920956 -1.43850225
 -1.10013526 -2.04779964  0.62012484  0.00610124  0.        ]"
6,-2.95428,[ 1.57782219 -6.1831257 ],[ 1.33839881 -4.57579565],-0.0154361254362,[-0.59733385 -0.19894445],"[[ -1.25955744  -1.33871972  -0.07137945  -0.16535859]
 [-18.23587707 -22.60713161   0.           0.        ]]","[-0.09936644  1.27583176 -1.37193894 -1.92918074 -0.61920941 -1.43850147
 -1.19647615 -2.49642678 -0.20807267  0.30441233  0.        ]"
7,-3.56621,[ 1.16221267 -5.65917319],[ 1.73110211 -4.91608334],-0.100795039333,[-0.59733385 -0.19894445],"[[ -1.58100021  -1.82609549  -0.07137945  -0.16535859]
 [-13.92272736 -26.11876347   0.           0.        ]]","[-0.57801858  0.53156527 -1.44592705 -1.91212981 -0.61920926 -1.4385007
 -1.0085261  -2.93633881 -0.58766657  1.02793805  0.        ]"
8,-4.32024,[ 1.51814573 -5.57154517],[ 1.837147   -5.06099892],-0.164396441129,[-0.59733385 -0.19894445],"[[ -1.81702797  -2.38300761  -0.07137945  -0.16535859]
 [ -9.69378363 -29.56099234   0.           0.        ]]","[-0.93128359 -0.19842051 -1.39950683 -1.06106606 -0.61920911 -1.43849993
 -0.82424553 -3.36755353 -0.33654586  1.65392306  0.        ]"
9,-4.808,[ 1.55169165 -4.59734966],[ 2.006567   -4.80361605],-0.18956842998,[-0.59733385 -0.19894445],"[[ -1.96928939  -3.0080812   -0.07137945  -0.16535859]
 [ -5.54528993 -27.14786452   0.           0.        ]]","[-1.14952044 -0.60760795 -1.32521203  0.62704718 -0.61920896 -1.43849915
 -0.64347071 -3.06524617  0.25768145  1.78895215  0.        ]"
