timestep,rewards,actions,avg_action_dist,original_rewards,logstd_action_dist,human_obs,obs
0,-5.83965,[-3.23944723 -3.06808906],[-3.06331944 -2.56014562],-0.399716202475,[-0.41728982 -0.09145374],"[[ 0.05649829  0.05571872 -0.18825647 -0.02495697]
 [-0.0016365  -0.00138458  0.          0.        ]]","[ 0.95220714  2.46194168  0.25812131  1.15619177 -1.63202316 -0.21208576
 -0.3500683   0.33284157  3.08857195  0.54401773  0.        ]"
1,-5.92563,[-2.52838642 -1.30098379],[-2.93477726 -2.27020383],-0.399330204455,[-0.41728982 -0.09145374],"[[ 0.01679081  0.01597889 -0.18825647 -0.02495697]
 [-3.95594871 -3.95941239  0.          0.        ]]","[ 0.95438627  2.46410979  0.19622946  1.02916381 -1.63202169 -0.2120857
 -0.55801239 -0.1533302   3.09505911  0.43464577  0.        ]"
2,-5.70703,[-2.53806191 -2.30853932],[-2.79143119 -2.2781415 ],-0.395547381986,[-0.41728982 -0.09145374],"[[-0.10121856 -0.10213554 -0.18825647 -0.02495697]
 [-7.83210342 -7.8391015   0.          0.        ]]","[ 0.94692808  2.45635135  0.01242393  0.65191586 -1.63202022 -0.21208565
 -0.76184636 -0.62987942  3.07247849  0.11021059  0.        ]"
3,-5.43472,[-2.10151762 -1.90616899],[-2.61160183 -2.53961492],-0.380833829154,[-0.41728982 -0.09145374],"[[ -0.29598418  -0.29707292  -0.18825647  -0.02495697]
 [-11.63189889 -11.64194852   0.           0.        ]]","[ 0.88944116  2.39748338 -0.28493779  0.04170918 -1.63201874 -0.21208559
 -0.96166471 -1.09698966  2.9025849  -0.39303946  0.        ]"
4,-4.83645,[-2.89604769 -3.15344193],[-2.19615817 -3.04441214],-0.344085774765,[-0.41728982 -0.09145374],"[[ -0.56599976  -0.56731048  -0.18825647  -0.02495697]
 [-15.35749461 -15.36934173   0.           0.        ]]","[ 0.72093106  2.22535105 -0.66644212 -0.74084137 -1.63201727 -0.21208554
 -1.15758093 -1.55483105  2.43632612 -0.93332739  0.        ]"
5,-3.70276,[-0.00470425 -3.02360407],[-1.29006171 -3.56457973],-0.274294844439,[-0.41728982 -0.09145374],"[[ -0.90980613  -0.91135215  -0.18825647  -0.02495697]
 [-19.01141929 -19.02256835   0.           0.        ]]","[ 0.37607661  1.87350219 -1.061277   -1.55001704 -1.63201579 -0.21208548
 -1.34972791 -2.00356108  1.62772616 -1.21153858  0.        ]"
6,-2.15523,[-0.34541164 -5.56415143],[-0.10123624 -4.26806355],-0.175146292528,[-0.41728982 -0.09145374],"[[ -1.28648153  -1.32774037  -0.18825647  -0.02495697]
 [-18.65767603 -22.60427355   0.           0.        ]]","[-0.1234761   1.30607277 -1.32718182 -2.12666474 -1.63201432 -0.21208543
 -1.33112481 -2.44350396  0.78344833 -0.91677986  0.        ]"
7,-1.67837,[ 1.14576329 -4.55128699],[ 0.6612643  -4.85652161],-0.0836896240925,[-0.41728982 -0.09145374],"[[ -1.66970247e+00  -1.81504614e+00  -1.88256467e-01  -2.49569729e-02]
 [ -1.96614291e+01  -2.61145942e+01   0.00000000e+00   0.00000000e+00]]","[-0.6917224   0.57011141 -1.38217891 -2.12574056 -1.63201285 -0.21208537
 -1.38390788 -2.87467565  0.39566049 -0.15024749  0.        ]"
8,-1.86666,[ 0.70234337 -7.4435906 ],[ 0.69552374 -5.34038448],-0.116940664669,[-0.41728982 -0.09145374],"[[ -2.01937728e+00  -2.37186894e+00  -1.88256467e-01  -2.49569729e-02]
 [ -1.53201195e+01  -2.95562949e+01   0.00000000e+00   0.00000000e+00]]","[-1.19358716 -0.15635654 -1.23547582 -1.24806337 -1.63201137 -0.21208532
 -1.15561211 -3.29741481  0.69089914  0.51214811  0.        ]"
9,-2.2925,[ 0.24657243 -4.76959489],[ 1.19118023 -5.35529709],-0.18703152356,[-0.41728982 -0.09145374],"[[ -2.29488052e+00  -2.99684650e+00  -1.88256467e-01  -2.49569729e-02]
 [ -1.22397344e+01  -3.29302898e+01   0.00000000e+00   0.00000000e+00]]","[-1.53635508 -0.57038694 -0.99844608  0.51666554 -1.6320099  -0.21208527
 -0.99362438 -3.7118327   1.29245605  0.5369121   0.        ]"
10,-3.42125,[ 2.21055435 -3.33287541],[ 1.37013948 -3.8073442 ],-0.205943369142,[-0.41728982 -0.09145374],"[[ -2.52743338  -3.28461979  -0.18825647  -0.02495697]
 [-11.01972949  -0.02186009   0.           0.        ]]","[-1.76831268 -0.57076273 -0.72885052  1.43400228 -1.63200843 -0.21208521
 -0.92946794  0.3303321   1.48540369  0.30875112  0.        ]"
11,-3.49363,[ 0.52898062 -3.61330087],[ 1.26000857 -4.04501295],-0.201610062258,[-0.41728982 -0.09145374],"[[-2.70591129 -3.21036542 -0.18825647 -0.02495697]
 [-6.84208184  5.14184234  0.          0.        ]]","[-1.90215093 -0.58273174 -0.48825466  1.19786628 -1.63200695 -0.21208516
 -0.70977902  0.96459287  1.44431447  0.36200291  0.        ]"
12,-3.5065,[ 1.27886051 -3.34865749],[ 1.2028873  -4.23942757],-0.199266348302,[-0.41728982 -0.09145374],"[[-2.8203807  -3.11795545 -0.18825647 -0.02495697]
 [-4.61230198  3.78914084  0.          0.        ]]","[-1.96548549 -0.58591117 -0.32242523  0.90245119 -1.63200548 -0.2120851
 -0.59252207  0.79843926  1.4150263   0.43694286  0.        ]"
13,-3.37276,[ 1.74640206 -3.87903848],[ 1.17089069 -4.30990887],-0.198475070439,[-0.41728982 -0.09145374],"[[-2.87198643 -3.05996495 -0.18825647 -0.02495697]
 [-0.56176667  2.09382949  0.          0.        ]]","[-1.98799199 -0.58125824 -0.24542366  0.71723743 -1.63200401 -0.21208505
 -0.37951767  0.59020275  1.4002809   0.4858241   0.        ]"
14,-3.24199,[ 0.67903337 -4.43550877],[ 1.16687155 -4.31912804],-0.197523862322,[-0.41728982 -0.09145374],"[[-2.8433858  -3.02977773 -0.18825647 -0.02495697]
 [ 3.40860187  1.02866948  0.          0.        ]]","[-1.97598626 -0.57681163 -0.28824877  0.62113119 -1.63200253 -0.21208499
 -0.17072899  0.45936822  1.38689234  0.51397633  0.        ]"
15,-3.12901,[ 0.60661742 -5.03275717],[ 1.1629523  -4.29103756],-0.195779301901,[-0.41728982 -0.09145374],"[[-2.74891659 -3.01540239 -0.18825647 -0.02495697]
 [ 6.02958797  0.47391587  0.          0.        ]]","[-1.92807173 -0.57420825 -0.4268495   0.57547368 -1.63200106 -0.21208494
 -0.03289991  0.39122729  1.3688484   0.52957878  0.        ]"
16,-2.99236,[ 0.95838118 -5.97330205],[ 1.17173231 -4.2083931 ],-0.193223674214,[-0.41728982 -0.09145374],"[[-2.60542482 -3.00890504 -0.18825647 -0.02495697]
 [ 8.31198448  0.20966686  0.          0.        ]]","[-1.8318517  -0.57292884 -0.62679528  0.55486407 -1.63199959 -0.21208488
  0.08712386  0.35876928  1.34547348  0.53681103  0.        ]"
17,-3.07871,[ 0.79343162 -5.26030504],[ 1.20380628 -4.02516556],-0.189603612823,[-0.41728982 -0.09145374],"[[ -2.40276462  -3.00606738  -0.18825647  -0.02495697]
 [ 11.94193919   0.09021289   0.           0.        ]]","[-1.65142662 -0.57234993 -0.88038944  0.54586847 -1.63199811 -0.21208483
  0.27801132  0.34409656  1.31466007  0.53607104  0.        ]"
18,-3.11055,[ 0.88132027 -5.26497946],[ 1.22640848 -3.7256701 ],-0.184883465164,[-0.41728982 -0.09145374],"[[ -2.13477888  -3.00485771  -0.18825647  -0.02495697]
 [ 14.8469538    0.03803579   0.           0.        ]]","[-1.34470919 -0.57209935 -1.14823142  0.54203469 -1.63199664 -0.21208477
  0.43077651  0.33768751  1.27699046  0.52360928  0.        ]"
19,-3.23532,[ 0.93221091 -4.5781109 ],[ 1.31931424 -3.23437858],-0.179598582827,[-0.41728982 -0.09145374],"[[ -1.80577848e+00  -3.00435123e+00  -1.88256467e-01  -2.49569729e-02]
 [  1.80424377e+01   1.57925274e-02   0.00000000e+00   0.00000000e+00]]","[-0.89260918 -0.57199366 -1.34693238  0.54042959 -1.63199517 -0.21208472
  0.5988165   0.33495525  1.23798801  0.49448114  0.        ]"
20,-3.56135,[ 1.12096862 -2.29529717],[ 1.51783955 -2.56277776],-0.174799527348,[-0.41728982 -0.09145374],"[[ -1.41148147e+00  -3.00414206e+00  -1.88256467e-01  -2.49569729e-02]
 [  2.13761538e+01   6.47965006e-03   0.00000000e+00   0.00000000e+00]]","[-0.30605181 -0.57194979 -1.37004475  0.53976664 -1.63199369 -0.21208466
  0.7741256   0.33381125  1.20664754  0.44473907  0.        ]"
21,-3.6268,[ 1.83314828 -2.06048728],[ 1.73432314 -1.93458652],-0.172380765781,[-0.41728982 -0.09145374],"[[ -9.48479383e-01  -3.00405659e+00  -1.88256467e-01  -2.49569729e-02]
 [  2.49122712e+01   2.63467750e-03   0.00000000e+00   0.00000000e+00]]","[ 0.32966675 -0.57193173 -1.09737357  0.53949566 -1.63199222 -0.21208461
  0.9600782   0.33333888  1.19684134  0.37599259  0.        ]"
22,-3.87966,[ 1.28331994  0.02445425],[ 1.55132854 -1.59301031],-0.174595410154,[-0.41728982 -0.09145374],"[[ -4.15457301e-01  -3.00402194e+00  -1.88256467e-01  -2.49569729e-02]
 [  2.83783862e+01   1.06465009e-03   0.00000000e+00   0.00000000e+00]]","[ 0.82713939 -0.5719243  -0.45951886  0.53938569 -1.63199075 -0.21208456
  1.14234941  0.33314594  1.22347397  0.30114216  0.        ]"
23,-3.76666,[ 1.83181021 -1.63542813],[ 1.56916678 -1.78705108],-0.182478835899,[-0.41728982 -0.09145374],"[[  1.86198665e-01  -3.00273361e+00  -1.88256467e-01  -2.49569729e-02]
 [  3.17758870e+01   1.14779635e-01   0.00000000e+00   0.00000000e+00]]","[ 0.92870235 -0.57165337  0.45881358  0.53530378 -1.63198927 -0.2120845
  1.32101216  0.34711357  1.29291126  0.24564393  0.        ]"
24,-3.52464,[ 0.58156404 -3.23080936],[ 1.67520642 -2.06748486],-0.194105111026,[-0.41728982 -0.09145374],"[[  8.55129684e-01  -3.00222778e+00  -1.88256467e-01  -2.49569729e-02]
 [  3.51061196e+01  -2.30009100e-02   0.00000000e+00   0.00000000e+00]]","[ 0.43934747 -0.5715462   1.34719388  0.53370122 -1.6319878  -0.21208445
  1.49613716  0.33018976  1.39010678  0.24431307  0.        ]"
25,-3.268,[ 2.6246678  -3.75060373],[ 1.92866242 -2.43692255],-0.204124271258,[-0.41728982 -0.09145374],"[[  1.57338169e+00  -3.00286590e+00  -1.88256467e-01  -2.49569729e-02]
 [  3.67137244e+01  -3.24794104e-02   0.00000000e+00   0.00000000e+00]]","[-0.54762877 -0.57168091  1.72988571  0.53572256 -1.63198632 -0.21208439
  1.58067452  0.32902541  1.46990098  0.3121969   0.        ]"
26,-3.04744,[ 2.16053295 -4.16189399],[ 2.07528901 -3.23061967],-0.207415713665,[-0.41728982 -0.09145374],"[[  2.34008880e+00  -3.00340424e+00  -1.88256467e-01  -2.49569729e-02]
 [  3.99462142e+01  -2.07977318e-02   0.00000000e+00   0.00000000e+00]]","[-1.58605119 -0.57179406  1.29064248  0.53742791 -1.63198485 -0.21208434
  1.75065887  0.33046019  1.48556676  0.42447546  0.        ]"
27,-2.89508,[ 1.15679814 -4.26350341],[ 1.93400156 -3.97591209],-0.20085803907,[-0.41728982 -0.09145374],"[[  3.17080365e+00  -3.00371417e+00  -1.88256467e-01  -2.49569729e-02]
 [  4.31147118e+01  -1.09130761e-02   0.00000000e+00   0.00000000e+00]]","[-2.04146835 -0.57185891  0.12448723  0.53840968 -1.63198338 -0.21208428
  1.91727753  0.33167425  1.41376703  0.52166028  0.        ]"
28,-2.92088,[ 1.93822337 -4.8126508 ],[ 1.82653129 -3.55247211],-0.186243389551,[-0.41728982 -0.09145374],"[[  4.06425911e+00  -3.00386941e+00  -1.88256467e-01  -2.49569729e-02]
 [  4.62204838e+01  -5.21624975e-03   0.00000000e+00   0.00000000e+00]]","[-1.44830323 -0.57189126 -1.07348459  0.5389014  -1.6319819  -0.21208423
  2.08059704  0.3323739   1.28737592  0.52929699  0.        ]"
