timestep,rewards,actions,avg_action_dist,original_rewards,logstd_action_dist,human_obs,obs
0,-4.78994,[-1.7652289  -2.13557236],[-3.04366517 -2.559273  ],-0.250921103995,[-0.45193404 -0.12403265],"[[-0.05889285 -0.05559512 -0.04174958 -0.02416363]
 [ 0.0012613   0.0021455   0.          0.        ]]","[ 0.95075965  2.46218725  0.06103328  0.80953594 -0.3598214  -0.21486747
 -0.36094381  0.33406739  1.870417    0.23312814  0.        ]"
1,-4.82635,[-3.12022834 -3.79682443],[-2.88756275 -2.26673055],-0.249300146184,[-0.45193404 -0.12403265],"[[-0.098543   -0.09526504 -0.04174958 -0.02416363]
 [-3.95311958 -3.95595089  0.          0.        ]]","[  9.46074736e-01   2.45761440e+00  -4.07575976e-04   6.84349275e-01
  -3.59821304e-01  -2.14867414e-01  -5.61258646e-01  -1.53544413e-01
   1.85650322e+00   1.23857362e-01   0.00000000e+00]"
2,-4.76663,[-2.33674198 -2.61630296],[-2.38818455 -2.29757452],-0.243269346346,[-0.45193404 -0.12403265],"[[-0.21649697 -0.21331086 -0.04174958 -0.02416363]
 [-7.82940782 -7.83569979  0.          0.        ]]","[ 0.91828871  2.42989996 -0.18139073  0.3153973  -0.35982121 -0.21486736
 -0.75761751 -0.63150425  1.77393626 -0.19172638  0.        ]"
3,-4.56887,[-2.55013825 -3.61913308],[-1.59154069 -2.59314752],-0.22962545125,[-0.45193404 -0.12403265],"[[ -0.41121098  -0.40818068  -0.04174958  -0.02416363]
 [-11.6294577  -11.63859197   0.           0.        ]]","[ 0.82810917  2.33897027 -0.46883132 -0.27088068 -0.35982112 -0.21486731
 -0.95011428 -1.09999555  1.51341839 -0.65288458  0.        ]"
4,-3.79632,[ 0.19024122 -3.574566  ],[-0.36987042 -3.05707169],-0.2042753502,[-0.45193404 -0.12403265],"[[ -0.68118154  -0.67835143  -0.04174958  -0.02416363]
 [-15.35545777 -15.3660155    0.           0.        ]]","[ 0.61804376  2.12615834 -0.82635087 -1.00061391 -0.35982102 -0.21486726
 -1.13885977 -1.55918889  0.95696156 -1.08916779  0.        ]"
5,-2.67067,[ 1.17338628 -4.43458543],[ 0.71342033 -3.37417483],-0.167034571099,[-0.45193404 -0.12403265],"[[ -0.97770317  -1.02234383  -0.04174958  -0.02416363]
 [-14.300477   -19.02101278   0.           0.        ]]","[ 0.29064266  1.73298897 -1.1364781  -1.71531879 -0.35982093 -0.21486721
 -1.0854176  -2.00945853  0.1928277  -1.19715592  0.        ]"
6,-1.832,[ 0.87360194 -5.26446064],[ 1.26110113 -3.71518326],-0.122643310245,[-0.45193404 -0.12403265],"[[ -1.22120066  -1.43871806  -0.04174958  -0.02416363]
 [-10.063454   -22.6044579    0.           0.        ]]","[-0.03451965  1.13741181 -1.30793058 -2.15194029 -0.35982083 -0.21486715
 -0.87078454 -2.45091145 -0.42551155 -0.86645454  0.        ]"
7,-1.80042,[ 2.15767524 -2.71894061],[ 1.43941581 -3.7142458 ],-0.0735466126059,[-0.45193404 -0.12403265],"[[ -1.38581927e+00  -1.92604762e+00  -4.17495845e-02  -2.41636323e-02]
 [ -6.41050923e+00  -2.61167719e+01   0.00000000e+00   0.00000000e+00]]","[-0.27281101  0.40451158 -1.37543991 -1.98188377 -0.35982074 -0.2148671
 -0.68573895 -2.88359874 -0.65130949 -0.29903904  0.        ]"
8,-1.99571,[ 1.33976457 -2.70729484],[ 1.2354691 -3.4164741],-0.0244340438189,[-0.45193404 -0.12403265],"[[ -1.47307558e+00  -2.48292461e+00  -4.17495845e-02  -2.41636323e-02]
 [ -2.32840157e+00  -2.95594125e+01   0.00000000e+00   0.00000000e+00]]","[-0.40256701 -0.2725433  -1.39454154 -0.95172302 -0.35982064 -0.21486705
 -0.47895355 -3.30769907 -0.44661733  0.22386332  0.        ]"
9,-2.096,[ 0.56917214 -4.75979703],[ 1.45298767 -3.06919503],-0.0501800591681,[-0.45193404 -0.12403265],"[[ -1.47947782e+00  -3.10796814e+00  -4.17495845e-02  -2.41636323e-02]
 [  1.67558669e+00  -2.67304500e+01   0.00000000e+00   0.00000000e+00]]","[-0.41214347 -0.59140848 -1.39547986  0.879002   -0.35982055 -0.214867
 -0.27612543 -2.95918457  0.06887807  0.47669341  0.        ]"
