timestep,rewards,actions,avg_action_dist,original_rewards,logstd_action_dist,human_obs,obs
0,-1.13207,[-0.02031779 -1.93875738],[ 0.79038811 -1.52884579],-0.1631131705,[-0.19943669 -0.08849421],"[[-0.0150996  -0.06451986  0.16874394  0.14764437]
 [-0.0023154  -0.00176282  0.          0.        ]]","[ 1.05778302  2.18682884  0.18696651  0.51689953  1.4427952   1.28334924
 -0.38251133  0.34004629  0.13088948 -1.15759593  0.        ]"
1,-0.962898,[ 1.46604842 -1.47176546],[ 0.7181347  -1.59194601],-0.167389150262,[-0.19943669 -0.08849421],"[[-0.01593646 -0.1042823   0.16874394  0.14764437]
 [-0.08111492 -3.96128474  0.          0.        ]]","[ 1.05776157  2.18215781  0.18569514  0.39066653  1.44279007  1.28334532
 -0.38987647 -0.17095137  0.12757833 -1.19349845  0.        ]"
2,-1.13671,[ 0.29676966 -2.35041066],[ 0.41233456 -1.57498431],-0.171808550695,[-0.19943669 -0.08849421],"[[ 0.02216298 -0.22246432  0.16874394  0.14764437]
 [ 3.87787632 -7.84396725  0.          0.        ]]","[ 1.05758665  2.15545487  0.243569    0.01934279  1.44278495  1.28334141
 -0.01981534 -0.67203212  0.11706841 -1.2322779   0.        ]"
3,-1.1953,[-0.7602885 -1.552887 ],[ 0.17812869 -1.59827912],-0.173482812045,[-0.19943669 -0.08849421],"[[  0.11074449  -0.41751735   0.16874394   0.14764437]
 [  4.97660196 -11.64864737   0.           0.        ]]","[ 1.0490397   2.07033871  0.37779437 -0.56965682  1.44277982  1.28333749
  0.0828865  -1.16304451  0.09093866 -1.25206324  0.        ]"
4,-1.28718,[ 0.14904207 -3.03488604],[ 0.19149745 -1.68178809],-0.185200432073,[-0.19943669 -0.08849421],"[[  0.17912305  -0.68789266   0.16874394   0.14764437]
 [  1.87146142 -15.3764847    0.           0.        ]]","[ 1.03469011  1.87373191  0.48056057 -1.30063113  1.4427747   1.28333358
 -0.20736253 -1.64413584  0.01839805 -1.35993166  0.        ]"
5,-1.26065,[ 0.33557143 -0.63858848],[ 0.11654314 -1.62191463],-0.205339306656,[-0.19943669 -0.08849421],"[[  0.22210252  -1.03209748   0.16874394   0.14764437]
 [  2.42453029 -19.03180709   0.           0.        ]]","[ 1.02224398  1.51312408  0.5445369  -2.01263361  1.44276958  1.28332966
 -0.15566484 -2.11586145 -0.13790308 -1.53355103  0.        ]"
6,-1.21132,[ 0.15772161 -1.30404142],[ 0.02181846 -1.43193388],-0.221883855262,[-0.19943669 -0.08849421],"[[  0.28342888  -1.43432587   0.16874394   0.14764437]
 [  3.70380644 -21.18383544   0.           0.        ]]","[ 0.9999602   0.9894141   0.63472437 -2.4342312   1.44276445  1.28332575
 -0.03608573 -2.39357257 -0.37915264 -1.65127403  0.        ]"
7,-0.922009,[ 0.14617201 -0.55483342],[-0.03947929 -1.0776248 ],-0.233067765342,[-0.19943669 -0.08849421],"[[  0.36302435  -1.89352276   0.16874394   0.14764437]
 [  4.25379849 -24.72404258   0.           0.        ]]","[ 0.96323209  0.35980587  0.74934741 -2.29934894  1.44275933  1.28332183
  0.01532427 -2.850421   -0.69753842 -1.66650809  0.        ]"
8,-0.856245,[-1.32311012 -1.46912074],[-0.14433551 -0.62324429],-0.238262559214,[-0.19943669 -0.08849421],"[[  0.45304632  -2.40513439   0.16874394   0.14764437]
 [  4.7468026  -26.43142339   0.           0.        ]]","[ 0.91134275 -0.22881663  0.87483149 -1.41770903  1.4427542   1.28331792
  0.06140738 -3.07072685 -1.06039759 -1.53898775  0.        ]"
9,-0.911667,[ -5.55572527e-01  -1.65170483e-04],[-0.19011353 -0.32454348],-0.236961572908,[-0.19943669 -0.08849421],"[[  0.50730431  -2.96824053   0.16874394   0.14764437]
 [  0.69251204 -29.86778497   0.           0.        ]]","[ 0.87492664 -0.56801514  0.94792456  0.17277558  1.44274908  1.28331401
 -0.31756432 -3.51414154 -1.40933827 -1.23994401  0.        ]"
