timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.166859864299,[-0.45760459 -0.27894565],[ 2.64141107  1.05182266],-2.57141,"[ 0.88875431  1.11540897 -0.15823444  1.01922799  1.34755494  1.42806294
  0.30538756  0.26278967 -0.38133287 -2.38733023  0.        ]","[[ 0.02702398  0.02154809  0.15562024  0.16585009]
 [-0.00047065  0.00433339  0.          0.        ]]",[ 2.78593907  0.73099679]
1,-0.155751922388,[-0.45760459 -0.27894565],[ 1.81467295  0.48476648],-2.40292,"[ 0.88571263  1.11405234 -0.09573166  1.08498662  1.34755155  1.42805906
  0.50294573  0.78630484 -0.39170984 -2.22420054  0.        ]","[[ 0.06669389  0.05065937  0.15562024  0.16585009]
 [ 3.95429869  2.89715894  0.          0.        ]]",[ 1.15377303  0.94104381]
2,-0.121215695374,[-0.45760459 -0.27894565],[ 0.18290026 -0.60494244],-2.12093,"[ 0.86152738  1.10210305  0.08879206  1.29803077  1.34754816  1.42805519
  0.69658334  1.44996935 -0.47678413 -1.73509149  0.        ]","[[ 0.18467162  0.14539749  0.15562024  0.16585009]
 [ 7.83058994  6.56443082  0.          0.        ]]",[ 0.97455261 -1.21350445]
3,-0.0709487891146,[-0.45760459 -0.27894565],[-1.56296456 -0.34901577],-1.57473,"[ 0.77357906  1.08008127  0.38192972  1.49825866  1.34754477  1.42805131
  0.88151461  0.70960872 -0.72637172 -1.07790178  0.        ]","[[  0.3784269    0.23563932   0.15562024   0.16585009]
 [ 11.53260402   2.47337821   0.           0.        ]]",[-1.48214652  0.17170478]
4,-0.0288769435291,[-0.45760459 -0.27894565],[-1.64127111 -0.74573684],-1.48611,"[ 0.63321632  1.06134066  0.64650288  1.62004548  1.34754138  1.42804743
  0.67249256  0.82405397 -1.06619783 -0.55782458  0.        ]","[[ 0.56709747  0.29145197  0.15562024  0.16585009]
 [ 7.34838288  3.10578212  0.          0.        ]]",[-1.68338281 -0.12837562]
5,-0.0221804671604,[-0.45760459 -0.27894565],[-1.31957352 -0.73506916],-1.59792,"[ 0.53265638  1.03849134  0.78229232  1.74108579  1.34753799  1.42804355
  0.46762556  0.72120802 -1.32862281 -0.28643313  0.        ]","[[ 0.6729182   0.34786569  0.15562024  0.16585009]
 [ 3.24733311  2.53748556  0.          0.        ]]",[-1.93162226 -1.02014985]
6,-0.0255029774306,[-0.45760459 -0.27894565],[-0.10264125  0.31375915],-1.72116,"[ 0.50715644  1.03379414  0.81236699  1.76341948  1.34753459  1.42803967
  0.26687175 -0.00418137 -1.39112217 -0.23151507  0.        ]","[[ 0.69754403  0.35839859  0.15562024  0.16585009]
 [-0.77138054 -1.47084015  0.          0.        ]]",[ 0.47181287 -0.93085651]
7,-0.0212399453399,[-0.45760459 -0.27894565],[-0.17595047  1.12160385],-1.40567,"[ 0.50350515  1.06102549  0.81655037  1.62183338  1.3475312   1.42803579
  0.3609423  -0.66606261 -1.31868995 -0.27857688  0.        ]","[[ 0.70101039  0.29228592  0.15562024  0.16585009]
 [ 1.11174299 -5.12823672  0.          0.        ]]",[-0.88525559  1.92548521]
8,-0.0189109766385,[-0.45760459 -0.27894565],[ 0.72170943  0.50763047],-1.48047,"[ 0.51726149  1.08160685  0.80062484  1.48688782  1.34752781  1.42803191
  0.18482493  0.06912391 -1.2219381  -0.36035281  0.        ]","[[ 0.68787247  0.23048118  0.15562024  0.16585009]
 [-2.41379089 -1.06577978  0.          0.        ]]",[ 0.30637341  1.2693119 ]
9,-0.0204777976632,[-0.45760459 -0.27894565],[ 0.24661082 -0.41043505],-1.59408,"[ 0.55348635  1.07590499  0.75654749  1.52776636  1.34752442  1.42802803
  0.24767856  0.78942453 -1.17471219 -0.41636029  0.        ]","[[ 0.65222064  0.24910025  0.15562024  0.16585009]
 [-1.15557625  2.9144239   0.          0.        ]]",[-0.17913533 -0.69846538]
