timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.32239169 -0.3851687 ],"[[ 0.08397956  0.0124414  -0.11266013  0.03357664]
 [ 0.00411306 -0.00227941  0.          0.        ]]",[-0.60233709  5.02949808],"[ 1.20545643  2.54070791  0.19667739 -0.84169794 -0.96811356  0.29273191
  1.54997209 -0.37505068  2.15938811 -0.12929692  0.        ]",-3.73736,-0.32212773739,[ 0.18263137  4.64490795]
1,[-0.32239169 -0.3851687 ],"[[ 0.0601385   0.05213341 -0.11266013  0.03357664]
 [-2.38027518  3.95827732  0.          0.        ]]",[-0.58581215  4.60562067],"[ 1.20781619  2.53874406  0.16141433 -0.6935374  -0.9681127   0.29273176
  1.48678196  0.15673646  2.15930897 -0.13492537  0.        ]",-3.75657,-0.322147610465,[ 0.14389777  4.25749779]
2,[-0.32239169 -0.3851687 ],"[[-0.01026098  0.17024934 -0.11266013  0.03357664]
 [-4.65210477  7.84037056  0.          0.        ]]",[ 0.33269721  4.217318  ],"[ 1.21022916  2.51874728  0.05706796 -0.25536103 -0.96811183  0.29273161
  1.42657494  0.67798809  2.1553359  -0.15098991  0.        ]",-3.78791,-0.321703856756,[-0.09185582  3.85360432]
3,[-0.32239169 -0.3851687 ],"[[ -0.08918927   0.3652216   -0.11266013   0.03357664]
 [ -3.24537492  11.64418311   0.           0.        ]]",[-0.00682205  2.79986806],"[ 1.2048326   2.44015593 -0.05980539  0.44579178 -0.96811097  0.29273147
  1.46385209  1.18872817  2.13203377 -0.11100277  0.        ]",-3.76289,-0.318344919775,[-0.66238725  3.43919754]
4,[-0.32239169 -0.3851687 ],"[[ -0.15373558   0.63551978  -0.11266013   0.03357664]
 [ -3.20931009  15.37320528   0.           0.        ]]",[-0.88394951  2.86804074],"[ 1.19407502  2.24287252 -0.15480397  1.3288775  -0.9681101   0.29273132
  1.46480571  1.68942431  2.06446199  0.01657672  0.        ]",-3.63803,-0.308967165693,[-1.45327818  3.03582764]
5,[-0.32239169 -0.3851687 ],"[[ -0.25238161   0.97966882  -0.11266013   0.03357664]
 [ -6.64387345  19.0294564    0.           0.        ]]",[-1.00352673  2.13287254],"[ 1.16671936  1.86524858 -0.29802947  2.21299448 -0.96810924  0.29273117
  1.37378577  2.1803462   1.93655671  0.12598432  0.        ]",-3.49927,-0.292025013278,[-2.04907703  2.67503119]
6,[-0.32239169 -0.3851687 ],"[[ -0.42364664   1.39621356  -0.11266013   0.03357664]
 [-10.46998006  22.61296585   0.           0.        ]]",[-1.87610313  2.53977292],"[ 1.08868823  1.27989313 -0.53734636  2.7899786  -0.96810837  0.29273103
  1.27239002  2.66149605  1.74513966  0.14020895  0.        ]",-3.27924,-0.266264190919,[-2.28994083  2.27629709]
7,[-0.32239169 -0.3851687 ],"[[ -0.67068087   1.88370953  -0.11266013   0.03357664]
 [-14.22108554  26.12479665   0.           0.        ]]",[-1.86353219  1.72016353],"[ 0.91233991  0.54510516 -0.84941093  2.66537822 -0.96810751  0.29273088
  1.17298213  3.13301453  1.47714001  0.06231484  0.        ]",-3.07544,-0.229637443444,[-2.29802799  1.70214105]
8,[-0.32239169 -0.3851687 ],"[[ -0.99200052   2.44073745  -0.11266013   0.03357664]
 [-17.89873723  29.56645076   0.           0.        ]]",[-1.71426098  0.50966888],"[ 0.58717294 -0.15142767 -1.16914246  1.5203677  -0.96810665  0.29273073
  1.07552104  3.59510105  1.11660785 -0.07250975  0.        ]",-2.80787,-0.180937848388,[-2.34609127  0.66707897]
9,[-0.32239169 -0.3851687 ],"[[ -1.38614765   3.04643345  -0.11266013   0.03357664]
 [-21.50419714  25.52633906   0.           0.        ]]",[-2.10019757  0.54081938],"[ 0.08726054 -0.50420342 -1.38547508 -0.53329216 -0.96810578  0.29273059
  0.97997327  3.05262523  0.67622076 -0.19680626  0.        ]",-2.4774,-0.123227646454,[-2.3160882   0.17757481]
