timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.32296857 -0.33583361],"[ 1.21119256  2.50800479  0.05198284 -1.12462816  0.68700503  0.84177494
  1.52978417 -0.36988896  0.74679183 -0.94304966  0.        ]",[ 1.19165494  3.14253266],-2.78792,-0.171123358466,"[[-0.01866957 -0.07094893  0.0784877   0.09832558]
 [ 0.0007698  -0.00488429  0.          0.        ]]",[ 1.90047956  3.41335535]
1,[-0.32296857 -0.33583361],"[ 1.2111268   2.51106072  0.11089117 -0.9793138   0.68700448  0.84177416
  1.6355488   0.15711737  0.749981   -0.83248319  0.        ]",[ 3.13539924  2.33654198],-2.85649,-0.163608519175,"[[ 0.02102077 -0.03133323  0.0784877   0.09832558]
 [ 3.95510003  3.95326862  0.          0.        ]]",[ 1.36603069  2.846802  ]
2,[-0.32296857 -0.33583361],"[ 1.19816671  2.50611235  0.28536556 -0.54632935  0.68700393  0.84177337
  1.73922202  0.67369296  0.72240733 -0.50531183  0.        ]",[ 0.77300095  2.53184739],-2.5189,-0.141087648264,"[[ 0.13901327  0.08665956  0.0784877   0.09832558]
 [ 7.83126309  7.83308141  0.          0.        ]]",[ 0.62412381  2.24457407]
3,[-0.32296857 -0.33583361],"[ 1.1395675   2.45219937  0.55329319  0.15607271  0.68700338  0.84177259
  1.81683282  1.18008357  0.56640893 -0.01578401  0.        ]",[ 0.1291301   1.52514304],-2.16613,-0.106751166012,"[[  0.32475223   0.2814813    0.0784877    0.09832558]
 [ 10.73305284  11.63640489   0.           0.        ]]",[-0.39535022  1.52787912]
4,[-0.32296857 -0.33583361],"[ 1.01410623  2.2872068   0.84587837  1.06072799  0.68700283  0.84177181
  1.82479937  1.67656245  0.20336816  0.46204117  0.        ]",[-2.22862654  0.65695205],-1.78943,-0.0769817560422,"[[  0.54240163   0.55162284   0.0784877    0.09832558]
 [ 11.03105883  15.36530048   0.           0.        ]]",[-1.5817517   0.55779189]
5,[-0.32296857 -0.33583361],"[ 0.86917308  1.9600826   1.05969334  1.97141342  0.68700228  0.84177103
  1.71316123  1.98255387 -0.27469939  0.69424327  0.        ]",[-1.88120668 -0.67700693],-1.67627,-0.0779524847111,"[[  0.72114653   0.88198793   0.0784877    0.09832558]
 [  6.85737644  17.66353113   0.           0.        ]]",[-2.28166771 -0.31067866]
6,[-0.32296857 -0.33583361],"[ 0.77729963  1.53948347  1.16214958  2.56566413  0.68700173  0.84177024
  1.60376169  1.5792145  -0.65300515  0.65886106  0.        ]",[-2.91139796 -1.26199516],-1.59767,-0.093725965938,"[[  0.81726001   1.20486465   0.0784877    0.09832558]
 [  2.76736404  14.63421292   0.           0.        ]]",[-2.50701141 -0.35089725]
7,[-0.32296857 -0.33583361],"[ 0.76203933  1.17277455  1.1773731   2.78421304  0.68700118  0.84176946
  1.49649582  1.01355906 -0.84083711  0.52792464  0.        ]",[-2.60958652 -0.44562006],-1.75589,-0.101934425618,"[[  0.83237364   1.45492331   0.0784877    0.09832558]
 [ -1.24289811  10.38577784   0.           0.        ]]",[-2.72264552  0.04586831]
8,[-0.32296857 -0.33583361],"[ 0.82546647  0.88868896  1.11089115  2.79929203  0.68700063  0.84176868
  1.39131053  0.75133766 -0.87832224  0.40560518  0.        ]",[-2.63055955  0.82010338],-1.88378,-0.0990711742421,"[[ 0.76806115  1.6428792   0.0784877   0.09832558]
 [-5.17539158  8.4163279   0.          0.        ]]",[-2.79291749  0.27043891]
9,[-0.32296857 -0.33583361],"[ 0.95084231  0.5919605   0.94918538  2.67444783  0.68700008  0.8417679
  1.28817004  1.16154628 -0.84079453  0.26879383  0.        ]",[-2.47537726  0.41081683],-1.76252,-0.0882725601965,"[[  0.625865     1.84211858   0.0784877    0.09832558]
 [ -9.03145108  11.49727418   0.           0.        ]]",[-2.74333525 -0.17906618]
