timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.12635292 -0.09200453],"[ 1.19171147  1.98880936  0.15183357 -0.86023267  0.73771665  1.31716034
  1.21198812 -0.30529271  0.64119146 -1.2130169   0.        ]",[ 0.23736765  1.53069535],-1.73016,-0.203441623376,"[[ 0.02380683 -0.08978793  0.08328105  0.1544971 ]
 [ 0.00146417  0.00022901  0.          0.        ]]",[-0.64586556  2.41970587]
1,[-0.12635292 -0.09200453],"[ 1.19133443  1.99247535  0.16593397 -0.75187244  0.73771387  1.31715154
  1.2477093   0.20869041  0.64258343 -1.16264199  0.        ]",[ 0.37398684  1.45135331],-1.73132,-0.198637146655,"[[ 0.03324165 -0.05005921  0.08328105  0.1544971 ]
 [ 0.9389001   3.95944892  0.          0.        ]]",[-0.67256874  2.3185339 ]
2,[-0.12635292 -0.09200453],"[ 1.18903299  1.99103811  0.21583766 -0.42908442  0.73771108  1.31714274
  1.30332258  0.71247042  0.63445318 -1.00412743  0.        ]",[-2.0309102   2.43010152],-1.59415,-0.182910609979,"[[ 0.0666619   0.0680654   0.08328105  0.1544971 ]
 [ 2.39827663  7.84008126  0.          0.        ]]",[-0.70487767  2.23384881]
3,[-0.12635292 -0.09200453],"[ 1.18827139  1.94835916  0.22744758  0.09594746  0.7377083   1.31713395
  1.15068214  1.20654597  0.59717103 -0.82601791  0.        ]",[ 0.01770139  0.37520049],-1.4968,-0.1633906143,"[[  0.07444662   0.26305307   0.08328105   0.1544971 ]
 [ -1.60645594  11.64599123   0.           0.        ]]",[-0.75804323  2.09663057]
4,[-0.12635292 -0.09200453],"[ 1.19078208  1.82581681  0.18101347  0.71634437  0.73770552  1.31712515
  1.15454488  1.36946414  0.52675722 -0.68196272  0.        ]",[-1.79435318  3.84423808],-1.43422,-0.14394235154,"[[  0.04333577   0.50856503   0.08328105   0.1544971 ]
 [ -1.50493453  12.90102213   0.           0.        ]]",[-0.79464769  2.01982069]
5,[-0.12635292 -0.09200453],"[ 1.19159522  1.58723354  0.07711764  1.35356395  0.73770274  1.31711635
  1.00485225  1.85048804  0.41895034 -0.58228952  0.        ]",[ 0.71671426  1.9362636 ],-1.36623,-0.124212621684,"[[ -0.0261679    0.80376425   0.08328105   0.1544971 ]
 [ -5.43237246  16.60650578   0.           0.        ]]",[-0.8629626   1.79241037]
6,[-0.12635292 -0.09200453],"[ 1.18444416  1.18042494 -0.04089916  1.90498976  0.73769995  1.31710755
  1.11701057  2.32168068  0.23621834 -0.49284374  0.        ]",[-0.79165247  3.33706832],-1.32864,-0.0975415361516,"[[ -0.10529082   1.17231387   0.08328105   0.1544971 ]
 [ -2.48945251  20.23640581   0.           0.        ]]",[-0.93988353  1.52912843]
7,[-0.12635292 -0.09200453],"[ 1.1683324   0.60878157 -0.1602818   2.11678371  0.73769717  1.31709876
  0.99950285  2.78370904 -0.03631494 -0.45674797  0.        ]",[ 0.31202891  0.07069594],-1.18099,-0.0711358507868,"[[ -0.18601218   1.61275655   0.08328105   0.1544971 ]
 [ -5.57244058  23.79593018   0.           0.        ]]",[-1.04602742  1.12905836]
8,[-0.12635292 -0.09200453],"[ 1.13698479  0.00861868 -0.30263505  1.76322779  0.73769439  1.31708996
  1.05082414  2.75879992 -0.34340765 -0.54671502  0.        ]",[-1.0531245  -0.16912334],-1.17131,-0.0765007602842,"[[ -0.28394974   2.08675408   0.08328105   0.1544971 ]
 [ -4.22575331  23.60449566   0.           0.        ]]",[-1.11803055  0.8215363 ]
9,[-0.12635292 -0.09200453],"[ 1.07953577 -0.43709998 -0.47609588  0.91557579  0.73769161  1.31708116
  0.90315879  2.61115258 -0.61380861 -0.75319022  0.        ]",[ 1.0028191   0.25813704],-1.39485,-0.113451547032,"[[ -0.40733385   2.54743674   0.08328105   0.1544971 ]
 [ -8.10002788  22.46749552   0.           0.        ]]",[-1.18402934  0.53197503]
10,[-0.12635292 -0.09200453],"[ 1.00477998 -0.652121   -0.63704061 -0.2362084   0.73768882  1.31707236
  1.06016926  2.18022054 -0.84441769 -1.03399316  0.        ]",[-0.70594646  0.01880135],-1.45307,-0.160200861288,"[[ -0.52799856   3.00257901   0.08328105   0.1544971 ]
 [ -3.98031256  19.148049     0.           0.        ]]",[-1.21171689  0.37244955]
11,[-0.12635292 -0.09200453],"[ 0.92410643 -0.66494392 -0.77050818 -0.61689792  0.73768604  1.31706357
  0.95660705 -0.30755043 -0.90521583 -1.13347074  0.        ]",[-1.40059558  0.08287976],-1.38275,-0.175368887534,"[[-0.63486852  3.14225664  0.08328105  0.1544971 ]
 [-6.69741538 -0.01666263  0.          0.        ]]",[-1.12458539  0.90479285]
12,[-0.12635292 -0.09200453],"[ 0.76785145 -0.66402731 -0.96381977 -0.51368016  0.73768326  1.31705477
  0.8107505  -0.64296425 -0.87295388 -1.09607142  0.        ]",[-2.35437654  0.17795053],-1.34516,-0.168976917513,"[[ -0.80721325   3.10449894   0.08328105   0.1544971 ]
 [-10.52424904  -2.60055612   0.           0.        ]]",[-1.11733031  0.99913609]
13,[-0.12635292 -0.09200453],"[ 0.4948026  -0.66024327 -1.18465561 -0.38546315  0.73768048  1.31704597
  0.66778828 -0.56411272 -0.82074271 -1.07172377  0.        ]",[ 0.37000976  2.22246887],-1.4869,-0.162610491026,"[[ -1.05533245   3.05751618   0.08328105   0.1544971 ]
 [-14.2751637   -1.99313445   0.           0.        ]]",[-1.13161552  0.97901267]
