timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.04815624 -0.0277906 ],"[[-0.0301277   0.05556723 -0.09235601 -0.14929199]
 [ 0.00329358  0.00452951  0.          0.        ]]",[-0.61197296  1.2599729 ],"[ 1.12869782  1.55695423  0.06420451 -0.33523397 -0.81415638 -1.25843265
  0.95360311 -0.22941218  1.75350381  1.11094345  0.        ]",-2.06238,-0.337037635327,[-0.7417832   1.30567789]
1,[-0.04815624 -0.0277906 ],"[[-0.05436745  0.0953942  -0.09235601 -0.14929199]
 [-2.41919736  3.96496477  0.          0.        ]]",[-2.40071567  1.28723272],"[ 1.12727672  1.55323194  0.02743034 -0.25093826 -0.81414914 -1.25841525
  0.80879511  0.29149553  1.75241748  1.10569908  0.        ]",-1.96387,-0.336582194299,[-0.74136728  1.29810226]
2,[-0.04815624 -0.0277906 ],"[[-0.14197709  0.21364883 -0.09235601 -0.14929199]
 [-6.32875238  7.84754595  0.          0.        ]]",[-0.60195744  0.19110104],"[ 1.11546196  1.53083091 -0.1049211  -0.0030536  -0.81414189 -1.25839785
  0.57510266  0.80216037  1.74548163  1.06615303  0.        ]",-2.07466,-0.333311648964,[-0.74013728  1.28749228]
3,[-0.04815624 -0.0277906 ],"[[-0.2911914   0.37664099 -0.09235601 -0.14929199]
 [-8.58518582  8.44964321  0.          0.        ]]",[-2.62470442  0.29529712],"[ 1.07140824  1.47255452 -0.32600289  0.32760418 -0.81413465 -1.25838045
  0.44022412  0.88134537  1.7235786   0.96970736  0.        ]",-1.91759,-0.324876834773,[-0.73834431  1.27814341]
4,[-0.04815624 -0.0277906 ],"[[ -0.50088891   0.55569913  -0.09235601  -0.14929199]
 [-12.37200896   9.45277285   0.           0.        ]]",[-0.8517336   1.48098432],"[ 0.96039128  1.37367363 -0.61924074  0.66668024 -0.8141274  -1.25836305
  0.21386891  1.01327539  1.6719613   0.80213975  0.        ]",-1.8786,-0.309126949536,[-0.73451543  1.248492  ]
5,[-0.04815624 -0.0277906 ],"[[ -0.77969974   0.78261102  -0.09235601  -0.14929199]
 [-15.49873613  13.22575739   0.           0.        ]]",[-2.15776535  0.8999444 ],"[ 0.7321317   1.20089618 -0.95764824  1.04365753 -0.81412016 -1.25834566
  0.02697046  1.50950713  1.56375079  0.5952427   0.        ]",-1.72282,-0.284736255544,[-0.72751206  1.19499719]
6,[-0.04815624 -0.0277906 ],"[[ -1.12631443   1.08025384  -0.09235601  -0.14929199]
 [-19.15071285  16.52737283   0.           0.        ]]",[ 0.32628788  1.38102125],"[ 0.34563578  0.90818502 -1.26098135  1.41924008 -0.81411291 -1.25832826
 -0.19132444  1.94371382  1.37795118  0.40780071  0.        ]",-1.65475,-0.251102648034,[-0.71344656  1.09911728]
7,[-0.04815624 -0.0277906 ],"[[ -1.49259599   1.44722802  -0.09235601  -0.14929199]
 [-17.48289166  20.15798283   0.           0.        ]]",[-1.53028792  0.51226686],"[-0.13810363  0.48032732 -1.40386677  1.65333851 -0.81410567 -1.25831087
 -0.09162985  2.42114634  1.14637909  0.33878332  0.        ]",-1.439,-0.214738107572,[-0.69544315  0.98442465]
8,[-0.04815624 -0.0277906 ],"[[ -1.87850845   1.86672574  -0.09235601  -0.14929199]
 [-21.09649641  21.78621594   0.           0.        ]]",[ 0.52707841 -0.36054328],"[-0.66188877 -0.02997908 -1.33716185  1.57722369 -0.81409843 -1.25829347
 -0.3076326   2.63518454  0.89634284  0.3985501   0.        ]",-1.37972,-0.179949711057,[-0.66612655  0.81580615]
9,[-0.04815624 -0.0277906 ],"[[ -2.27533081   2.28378072  -0.09235601  -0.14929199]
 [-18.59391537  19.92563643   0.           0.        ]]",[ 1.04662655 -0.87251668],"[-1.13590023 -0.47581077 -1.04694101  1.15242097 -0.81409118 -1.25827608
 -0.15803831  2.3903973   0.66943341  0.55624354  0.        ]",-1.31664,-0.156236081068,[-0.64628178  0.71973419]
