timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.20823742 -0.09331252],"[ 1.20565252  2.14245233  0.2160355  -0.43550001 -0.74743924  0.19605474
  1.29188559 -0.32445791  1.8680401   0.0395634   0.        ]",[-1.24041725  3.39682196],-2.27385,-0.295709988901,"[[ 0.06871737  0.0780684  -0.0871224   0.0249163 ]
 [-0.00137651 -0.00446583  0.          0.        ]]",[-1.30451024  3.00898314]
1,[-0.20823742 -0.09331252],"[ 1.20831608  2.13709256  0.15694437 -0.31722769 -0.74743717  0.19605438
  1.16146298  0.18821133  1.86942581  0.00717304  0.        ]",[-1.87656122  2.85162515],-2.28813,-0.295958255623,"[[ 0.02898412  0.11772322 -0.0871224   0.0249163 ]
 [-3.95876808  3.95673882  0.          0.        ]]",[-1.31344962  2.90184832]
2,[-0.20823742 -0.09331252],"[ 1.20343042  2.10848329 -0.01872623  0.03098428 -0.7474351   0.19605402
  1.03362093  0.69072167  1.8668674  -0.08895708  0.        ]",[ 0.07811986  1.9887141 ],-2.40565,-0.296075801597,"[[-0.08911155  0.23581472 -0.0871224   0.0249163 ]
 [-7.83788961  7.83945422  0.          0.        ]]",[-1.30377901  2.78799248]
3,[-0.20823742 -0.09331252],"[ 1.16905299  2.02074613 -0.24194002  0.58225813 -0.74743303  0.19605366
  1.04886131  1.18305828  1.84327028 -0.17327573  0.        ]",[-1.06564815  2.83169776],-2.28745,-0.293603317362,"[[ -0.24122836   0.43077191  -0.0871224    0.0249163 ]
 [ -7.37531674  11.6435826    0.           0.        ]]",[-1.29046845  2.66351318]
4,[-0.20823742 -0.09331252],"[ 1.08537807  1.82169858 -0.50286409  1.26398189 -0.74743095  0.19605329
  0.92324063  1.66582191  1.78429566 -0.24229187  0.        ]",[-2.19318585  2.48564524],-2.1811,-0.286381367042,"[[ -0.42697847   0.70107067  -0.0871224    0.0249163 ]
 [-11.18705731  15.37379439   0.           0.        ]]",[-1.32290077  2.45082498]
5,[-0.20823742 -0.09331252],"[ 0.89576302  1.46017798 -0.83199757  1.92333248 -0.74742888  0.19605293
  0.80008927  2.13894417  1.66509133 -0.35176063  0.        ]",[-1.8501341   1.62529181],-2.12882,-0.272057358159,"[[ -0.68821125   1.04522767  -0.0871224    0.0249163 ]
 [-14.92388922  19.02960008   0.           0.        ]]",[-1.39338732  2.12833667]
6,[-0.20823742 -0.09331252],"[ 0.54916434  0.91898123 -1.15772799  2.30999865 -0.74742681  0.19605257
  0.67934769  2.60256916  1.45947778 -0.46283732  0.        ]",[-1.15904069  2.17316458],-1.96222,-0.247098102488,"[[ -1.0234467    1.46176633  -0.0871224    0.0249163 ]
 [-18.58761388  22.61216073   0.           0.        ]]",[-1.48574114  1.65485787]
7,[-0.20823742 -0.09331252],"[ 0.02461122  0.26016099 -1.36078719  2.11571131 -0.74742474  0.19605221
  0.56096408  3.05686352  1.15697156 -0.51057086  0.        ]",[-2.45935533  0.4985544 ],-1.68672,-0.208519358916,"[[ -1.43123901e+00   1.94923463e+00  -8.71224018e-02   2.49162966e-02]
 [ -2.21797985e+01   2.61228191e+01   0.00000000e+00   0.00000000e+00]]",[-1.471735    1.13173676]
8,[-0.20823742 -0.09331252],"[-0.62467976 -0.32305047 -1.29032793  1.1571243  -0.74742267  0.19605185
  0.44490753  3.24511317  0.79447305 -0.42752738  0.        ]",[-2.58473883  1.15901279],-1.39361,-0.157650415629,"[[ -1.91016754e+00   2.48629062e+00  -8.71224018e-02   2.49162966e-02]
 [ -2.57013777e+01   2.75779148e+01   0.00000000e+00   0.00000000e+00]]",[-1.40706944  0.72187662]
9,[-0.20823742 -0.09331252],"[-1.23398784 -0.60504664 -0.82570238 -0.46110907 -0.7474206   0.19605148
  0.33115516  2.94475503  0.46027206 -0.14572804  0.        ]",[-2.36663098  0.82593615],-1.2699,-0.102516484833,"[[ -2.45882638e+00   3.07208426e+00  -8.71224018e-02   2.49162966e-02]
 [ -2.91530431e+01   2.52574367e+01   0.00000000e+00   0.00000000e+00]]",[-1.44923258  0.47618037]
