timestep,logstd_action_dist,obs,actions,rewards,original_rewards,human_obs,avg_action_dist
0,[-0.29634398 -0.2273614 ],"[ 1.21500848  2.44449439  0.10256846 -0.74592932 -0.50953689  0.27944195
  1.4819572  -0.3582532   1.74732847 -0.2298524   0.        ]",[-0.83312434  4.4477317 ],-2.66873,-0.271413371675,"[[ 0.00585241  0.01801472 -0.05973807  0.03361457]
 [ 0.00032052  0.00338243  0.          0.        ]]",[ 0.17034662  4.09369707]
1,[-0.29634398 -0.2273614 ],"[ 1.21452053  2.44223998  0.05343255 -0.60384071 -0.50953641  0.27944172
  1.39137327  0.16093821  1.7469157  -0.25192999  0.        ]",[-1.43918505  4.92991794],-2.66704,-0.271657739677,"[[-0.02722382  0.05782241 -0.05973807  0.03361457]
 [-3.29695971  3.96418057  0.          0.        ]]",[-0.05897629  3.83067536]
2,[-0.29634398 -0.2273614 ],"[ 1.2030339   2.42174631 -0.10198395 -0.18460004 -0.50953592  0.2794415
  1.28444689  0.66987807  1.74037357 -0.32939979  0.        ]",[ 1.10500716  3.35273424],-2.82222,-0.272017778718,"[[-0.13221449  0.17606147 -0.05973807  0.03361457]
 [-7.18915122  7.84677369  0.          0.        ]]",[-0.30878747  3.63948464]
3,[-0.29634398 -0.2273614 ],"[ 1.1772879   2.34355399 -0.25190585  0.48530294 -0.50953544  0.27944127
  1.39698579  1.16833796  1.71989132 -0.32920854  0.        ]",[ 0.62726638  3.51795311],-2.77296,-0.269260774011,"[[ -0.23489457   0.37115003  -0.05973807   0.03361457]
 [ -3.09244689  11.64942624   0.           0.        ]]",[-0.66302919  3.38914752]
4,[-0.29634398 -0.2273614 ],"[ 1.16477985  2.14933868 -0.30418611  1.32742119 -0.50953495  0.27944104
  1.46680471  1.65701324  1.66591994 -0.14552151  0.        ]",[-0.73350362  3.74033248],-2.62556,-0.259446109367,"[[ -0.27124366   0.64154292  -0.05973807   0.03361457]
 [ -0.5508005   15.37745496   0.           0.        ]]",[-1.22790003  2.96379352]
5,[-0.29634398 -0.2273614 ],"[ 1.14898293  1.77951815 -0.36114759  2.16782847 -0.50953447  0.27944081
  1.38736536  2.13624918  1.53528061  0.07007617  0.        ]",[-0.5194358   3.72538588],-2.49778,-0.240886290955,"[[ -0.31127235   0.98577478  -0.05973807   0.03361457]
 [ -3.44241007  19.03351067   0.           0.        ]]",[-1.58360624  2.44499254]
6,[-0.29634398 -0.2273614 ],"[ 1.10650868  1.20818928 -0.48476063  2.71132987 -0.50953399  0.27944059
  1.33277209  2.60592503  1.3164547   0.20501772  0.        ]",[-0.9824367   2.18979899],-2.29892,-0.212018177016,"[[ -0.40005905   1.40239667  -0.05973807   0.03361457]
 [ -5.42959301  22.61669251   0.           0.        ]]",[-1.77496266  1.84607363]
7,[-0.29634398 -0.2273614 ],"[ 1.01480563  0.49310721 -0.67833762  2.58143416 -0.5095335   0.27944036
  1.22892028  3.06628304  1.01457695  0.2173992   0.        ]",[-1.27908336  1.40142075],-2.05423,-0.171333264068,"[[ -0.54657857   1.88997044  -0.05973807   0.03361457]
 [ -9.2098869   26.12887244   0.           0.        ]]",[-1.82334173  1.17019153]
8,[-0.29634398 -0.2273614 ],"[ 0.82864742 -0.18216195 -0.93893387  1.47590434 -0.50953302  0.27944013
  1.12519068  3.5174344   0.6460556   0.08536971  0.        ]",[-1.93914371 -0.34007624],-1.7933,-0.119969107591,"[[ -0.76865914   2.44708398  -0.05973807   0.03361457]
 [-12.98574865  29.57092522   0.           0.        ]]",[-1.92926335  0.23593137]
9,[-0.29634398 -0.2273614 ],"[ 0.50599244 -0.51511367 -1.20615964 -0.3738646  -0.50953253  0.27943991
  1.02348136  2.66971527  0.25850644 -0.13242246  0.        ]",[-3.07614908 -0.69036427],-1.55824,-0.0697168643515,"[[ -1.0655174    3.01911334  -0.05973807   0.03361457]
 [-16.68808169  23.10384209   0.           0.        ]]",[-1.99446273 -0.01858383]
